# file...... house_meter.csv
# date...... Sat May 15 03:01:01 2021
# user...... parallels
# host...... (null)
# target.... triplex_meter 14
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,measured_real_power,measured_voltage_1,measured_current_1
2021-01-09 04:00:00 UTC,+1280,+120.02+119.982d,-5.32953+9.23778j
2021-01-09 04:15:00 UTC,+1320,+120.019+119.981d,-5.49602+9.52656j
2021-01-09 04:30:00 UTC,+4040,+119.978+119.943d,-16.8072+29.1783j
2021-01-09 04:45:00 UTC,+1120,+120.022+119.984d,-4.66357+8.08271j
2021-01-09 05:00:00 UTC,+2000,+120.009+119.972d,-8.32557+14.4368j
2021-01-09 05:15:00 UTC,+1080,+120.023+119.985d,-4.49707+7.79396j
2021-01-09 05:30:00 UTC,+1040,+120.023+119.985d,-4.33056+7.50522j
2021-01-09 05:45:00 UTC,+1800,+120.012+119.974d,-7.49347+12.9924j
2021-01-09 06:00:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-09 06:15:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-09 06:30:00 UTC,+5840,+119.951+119.917d,-24.2823+42.1989j
2021-01-09 06:45:00 UTC,+4960,+119.964+119.93d,-20.6288+35.8317j
2021-01-09 07:00:00 UTC,+4200,+119.976+119.94d,-17.472+30.3352j
2021-01-09 07:15:00 UTC,+5960,+119.949+119.915d,-24.7803+43.0674j
2021-01-09 07:30:00 UTC,+5880,+119.95+119.917d,-24.4483+42.4884j
2021-01-09 07:45:00 UTC,+4760,+119.967+119.932d,-19.7982+34.3851j
2021-01-09 08:00:00 UTC,+5400,+119.958+119.923d,-22.4558+39.0149j
2021-01-09 08:15:00 UTC,+5360,+119.958+119.924d,-22.2897+38.7255j
2021-01-09 08:30:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-09 08:45:00 UTC,+2480,+120.002+119.965d,-10.3222+17.904j
2021-01-09 09:00:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-09 09:15:00 UTC,+2680,+119.999+119.962d,-11.154+19.3489j
2021-01-09 09:30:00 UTC,+6480,+119.941+119.908d,-26.9381+46.8315j
2021-01-09 09:45:00 UTC,+3720,+119.983+119.947d,-15.4775+26.8649j
2021-01-09 10:00:00 UTC,+2560,+120+119.964d,-10.6549+18.4819j
2021-01-09 10:15:00 UTC,+3560,+119.985+119.95d,-14.8125+25.7083j
2021-01-09 10:30:00 UTC,+3560,+119.985+119.95d,-14.8125+25.7083j
2021-01-09 10:45:00 UTC,+2400,+120.003+119.966d,-9.98948+17.326j
2021-01-09 11:00:00 UTC,+2640,+119.999+119.963d,-10.9876+19.0599j
2021-01-09 11:15:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-09 11:30:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-09 11:45:00 UTC,+2480,+120.002+119.965d,-10.3222+17.904j
2021-01-09 12:00:00 UTC,+2640,+119.999+119.963d,-10.9876+19.0599j
2021-01-09 12:15:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-09 12:30:00 UTC,+2400,+120.003+119.966d,-9.98947+17.326j
2021-01-09 12:45:00 UTC,+2560,+120+119.964d,-10.6549+18.4819j
2021-01-09 13:00:00 UTC,+2480,+120.002+119.965d,-10.3222+17.904j
2021-01-09 13:15:00 UTC,+2360,+120.003+119.967d,-9.8231+17.0371j
2021-01-09 13:30:00 UTC,+2360,+120.003+119.967d,-9.8231+17.0371j
2021-01-09 13:45:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-09 14:00:00 UTC,+3920,+119.98+119.944d,-16.3086+28.3107j
2021-01-09 14:15:00 UTC,+3160,+119.991+119.955d,-13.1498+22.8173j
2021-01-09 14:30:00 UTC,+2400,+120.003+119.966d,-9.98948+17.326j
2021-01-09 14:45:00 UTC,+3440,+119.987+119.951d,-14.3137+24.8409j
2021-01-09 15:00:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-09 15:15:00 UTC,+2680,+119.999+119.962d,-11.154+19.3489j
2021-01-09 15:30:00 UTC,+2680,+119.999+119.962d,-11.154+19.3489j
2021-01-09 15:45:00 UTC,+3720,+119.983+119.947d,-15.4775+26.8649j
2021-01-09 16:00:00 UTC,+3320,+119.989+119.953d,-13.8149+23.9736j
2021-01-09 16:15:00 UTC,+2760,+119.997+119.961d,-11.4866+19.9269j
2021-01-09 16:30:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-09 16:45:00 UTC,+4320,+119.974+119.939d,-17.9705+31.2029j
2021-01-09 17:00:00 UTC,+4200,+119.976+119.94d,-17.472+30.3352j
2021-01-09 17:15:00 UTC,+4560,+119.97+119.935d,-18.9675+32.9385j
2021-01-09 17:30:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-09 17:45:00 UTC,+6600,+119.94+119.906d,-27.4359+47.7003j
2021-01-09 18:00:00 UTC,+6880,+119.935+119.902d,-28.5974+49.7277j
2021-01-09 18:15:00 UTC,+6760,+119.937+119.904d,-28.0997+48.8588j
2021-01-09 18:30:00 UTC,+7320,+119.929+119.896d,-30.4222+52.9142j
2021-01-09 18:45:00 UTC,+8600,+119.909+119.878d,-35.728+62.1883j
2021-01-09 19:00:00 UTC,+5440,+119.957+119.923d,-22.6218+39.3044j
2021-01-09 19:15:00 UTC,+4720,+119.968+119.933d,-19.6321+34.0957j
2021-01-09 19:30:00 UTC,+3720,+119.983+119.947d,-15.4775+26.8649j
2021-01-09 19:45:00 UTC,+3400,+119.988+119.952d,-14.1474+24.5518j
2021-01-09 20:00:00 UTC,+4040,+119.978+119.943d,-16.8072+29.1783j
2021-01-09 20:15:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-09 20:30:00 UTC,+5960,+119.949+119.915d,-24.7803+43.0674j
2021-01-09 20:45:00 UTC,+5240,+119.96+119.926d,-21.7915+37.8573j
2021-01-09 21:00:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-09 21:15:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-09 21:30:00 UTC,+3400,+119.988+119.952d,-14.1474+24.5518j
2021-01-09 21:45:00 UTC,+3320,+119.989+119.953d,-13.8149+23.9736j
2021-01-09 22:00:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-09 22:15:00 UTC,+3840,+119.981+119.946d,-15.9761+27.7324j
2021-01-09 22:30:00 UTC,+4720,+119.968+119.933d,-19.6321+34.0957j
2021-01-09 22:45:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-09 23:00:00 UTC,+1760,+120.012+119.975d,-7.32704+12.7036j
2021-01-09 23:15:00 UTC,+2200,+120.006+119.969d,-9.15757+15.8813j
2021-01-09 23:30:00 UTC,+1120,+120.022+119.984d,-4.66357+8.08271j
2021-01-09 23:45:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-10 00:00:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-10 00:15:00 UTC,+1200,+120.021+119.983d,-4.99656+8.66023j
2021-01-10 00:30:00 UTC,+960,+120.024+119.986d,-3.99754+6.92774j
2021-01-10 00:45:00 UTC,+680,+120.029+119.99d,-2.83183+4.90678j
2021-01-10 01:00:00 UTC,+720,+120.028+119.99d,-2.99837+5.19547j
2021-01-10 01:15:00 UTC,+840,+120.026+119.988d,-3.49797+6.06158j
2021-01-10 01:30:00 UTC,+1560,+120.015+119.978d,-6.49482+11.2594j
2021-01-10 01:45:00 UTC,+680,+120.029+119.99d,-2.83183+4.90678j
2021-01-10 02:00:00 UTC,+720,+120.028+119.99d,-2.99837+5.19547j
2021-01-10 02:15:00 UTC,+840,+120.026+119.988d,-3.49797+6.06158j
2021-01-10 02:30:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-10 02:45:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-10 03:00:00 UTC,+720,+120.028+119.99d,-2.99837+5.19547j
2021-01-10 03:15:00 UTC,+720,+120.028+119.99d,-2.99837+5.19547j
2021-01-10 03:30:00 UTC,+640,+120.029+119.991d,-2.66529+4.6181j
2021-01-10 03:45:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-10 04:00:00 UTC,+1520,+120.016+119.978d,-6.32836+10.9706j
2021-01-10 04:15:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-10 04:30:00 UTC,+3600,+119.985+119.949d,-14.9787+25.9974j
2021-01-10 04:45:00 UTC,+1120,+120.022+119.984d,-4.66357+8.08271j
2021-01-10 05:00:00 UTC,+1040,+120.023+119.985d,-4.33056+7.50522j
2021-01-10 05:15:00 UTC,+1880,+120.011+119.973d,-7.82632+13.5702j
2021-01-10 05:30:00 UTC,+760,+120.027+119.989d,-3.16491+5.48417j
2021-01-10 05:45:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-10 06:00:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-10 06:15:00 UTC,+7440,+119.927+119.894d,-30.9198+53.7833j
2021-01-10 06:30:00 UTC,+7160,+119.931+119.898d,-29.7587+51.7554j
2021-01-10 06:45:00 UTC,+6920,+119.935+119.902d,-28.7633+50.0173j
2021-01-10 07:00:00 UTC,+6000,+119.949+119.915d,-24.9463+43.3569j
2021-01-10 07:15:00 UTC,+9240,+119.9+119.869d,-38.3793+66.8277j
2021-01-10 07:30:00 UTC,+8160,+119.916+119.884d,-33.9046+58.9996j
2021-01-10 07:45:00 UTC,+5240,+119.96+119.926d,-21.7915+37.8573j
2021-01-10 08:00:00 UTC,+6440,+119.942+119.909d,-26.7721+46.5419j
2021-01-10 08:15:00 UTC,+5640,+119.954+119.92d,-23.4521+40.7516j
2021-01-10 08:30:00 UTC,+6960,+119.934+119.901d,-28.9292+50.307j
2021-01-10 08:45:00 UTC,+6000,+119.949+119.915d,-24.9463+43.3569j
2021-01-10 09:00:00 UTC,+5680,+119.953+119.919d,-23.6181+41.041j
2021-01-10 09:15:00 UTC,+4360,+119.973+119.938d,-18.1367+31.4922j
2021-01-10 09:30:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-10 09:45:00 UTC,+5320,+119.959+119.925d,-22.1236+38.4361j
2021-01-10 10:00:00 UTC,+5000,+119.964+119.929d,-20.7949+36.1211j
2021-01-10 10:15:00 UTC,+2920,+119.995+119.959d,-12.1519+21.083j
2021-01-10 10:30:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-10 10:45:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-10 11:00:00 UTC,+4120,+119.977+119.942d,-17.1396+29.7567j
2021-01-10 11:15:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-10 11:30:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-10 11:45:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-10 12:00:00 UTC,+2760,+119.997+119.961d,-11.4866+19.9269j
2021-01-10 12:15:00 UTC,+3720,+119.983+119.947d,-15.4775+26.8649j
2021-01-10 12:30:00 UTC,+2760,+119.997+119.961d,-11.4866+19.9269j
2021-01-10 12:45:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-10 13:00:00 UTC,+2800,+119.997+119.96d,-11.653+20.2159j
2021-01-10 13:15:00 UTC,+2640,+119.999+119.963d,-10.9876+19.0599j
2021-01-10 13:30:00 UTC,+2600,+120+119.963d,-10.8213+18.7709j
2021-01-10 13:45:00 UTC,+2640,+119.999+119.963d,-10.9876+19.0599j
2021-01-10 14:00:00 UTC,+2760,+119.997+119.961d,-11.4866+19.9269j
2021-01-10 14:15:00 UTC,+2600,+120+119.963d,-10.8213+18.7709j
2021-01-10 14:30:00 UTC,+2520,+120.001+119.964d,-10.4886+18.1929j
2021-01-10 14:45:00 UTC,+2720,+119.998+119.961d,-11.3203+19.6379j
2021-01-10 15:00:00 UTC,+2680,+119.999+119.962d,-11.154+19.3489j
2021-01-10 15:15:00 UTC,+2640,+119.999+119.963d,-10.9876+19.0599j
2021-01-10 15:30:00 UTC,+2920,+119.995+119.959d,-12.1519+21.0829j
2021-01-10 15:45:00 UTC,+3800,+119.982+119.946d,-15.8099+27.4432j
2021-01-10 16:00:00 UTC,+4320,+119.974+119.939d,-17.9705+31.2029j
2021-01-10 16:15:00 UTC,+6280,+119.944+119.911d,-26.1082+45.3836j
2021-01-10 16:30:00 UTC,+4200,+119.976+119.94d,-17.472+30.3352j
2021-01-10 16:45:00 UTC,+4080,+119.978+119.942d,-16.9734+29.4675j
2021-01-10 17:00:00 UTC,+4200,+119.976+119.94d,-17.472+30.3352j
2021-01-10 17:15:00 UTC,+4160,+119.976+119.941d,-17.3058+30.046j
2021-01-10 17:30:00 UTC,+3880,+119.981+119.945d,-16.1424+28.0215j
2021-01-10 17:45:00 UTC,+3840,+119.981+119.946d,-15.9762+27.7324j
2021-01-10 18:00:00 UTC,+5640,+119.954+119.92d,-23.4521+40.7516j
2021-01-10 18:15:00 UTC,+4040,+119.978+119.943d,-16.8072+29.1783j
2021-01-10 18:30:00 UTC,+4720,+119.968+119.933d,-19.6321+34.0957j
2021-01-10 18:45:00 UTC,+7560,+119.925+119.893d,-31.4174+54.6526j
2021-01-10 19:00:00 UTC,+4240,+119.975+119.94d,-17.6382+30.6244j
2021-01-10 19:15:00 UTC,+3360,+119.988+119.952d,-13.9812+24.2627j
2021-01-10 19:30:00 UTC,+3720,+119.983+119.947d,-15.4775+26.8649j
2021-01-10 19:45:00 UTC,+6040,+119.948+119.914d,-25.1123+43.6464j
2021-01-10 20:00:00 UTC,+7640,+119.924+119.892d,-31.7491+55.2321j
2021-01-10 20:15:00 UTC,+7440,+119.927+119.894d,-30.9198+53.7834j
2021-01-10 20:30:00 UTC,+7400,+119.928+119.895d,-30.754+53.4936j
2021-01-10 20:45:00 UTC,+7880,+119.92+119.888d,-32.744+56.9708j
2021-01-10 21:00:00 UTC,+6760,+119.937+119.904d,-28.0997+48.8588j
2021-01-10 21:15:00 UTC,+6880,+119.935+119.902d,-28.5974+49.7277j
2021-01-10 21:30:00 UTC,+7560,+119.925+119.893d,-31.4174+54.6526j
2021-01-10 21:45:00 UTC,+6720,+119.938+119.905d,-27.9337+48.5691j
2021-01-10 22:00:00 UTC,+6880,+119.935+119.902d,-28.5974+49.7277j
2021-01-10 22:15:00 UTC,+7680,+119.923+119.891d,-31.9149+55.5218j
2021-01-10 22:30:00 UTC,+6800,+119.937+119.904d,-28.2656+49.1484j
2021-01-10 22:45:00 UTC,+5840,+119.951+119.917d,-24.2823+42.1989j
2021-01-10 23:00:00 UTC,+3920,+119.98+119.944d,-16.3086+28.3107j
2021-01-10 23:15:00 UTC,+1160,+120.021+119.984d,-4.83007+8.37147j
2021-01-10 23:30:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-10 23:45:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-11 00:00:00 UTC,+1480,+120.017+119.979d,-6.1619+10.6818j
2021-01-11 00:15:00 UTC,+480,+120.032+119.993d,-1.99906+3.46343j
2021-01-11 00:30:00 UTC,+400,+120.033+119.994d,-1.66593+2.88613j
2021-01-11 00:45:00 UTC,+400,+120.033+119.994d,-1.66593+2.88613j
2021-01-11 01:00:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-11 01:15:00 UTC,+840,+120.026+119.988d,-3.49797+6.06158j
2021-01-11 01:30:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-11 01:45:00 UTC,+400,+120.033+119.994d,-1.66593+2.88613j
2021-01-11 02:00:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-11 02:15:00 UTC,+640,+120.029+119.991d,-2.66529+4.6181j
2021-01-11 02:30:00 UTC,+400,+120.033+119.994d,-1.66593+2.88613j
2021-01-11 02:45:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-11 03:00:00 UTC,+2720,+119.998+119.961d,-11.3203+19.6379j
2021-01-11 03:15:00 UTC,+480,+120.032+119.993d,-1.99906+3.46343j
2021-01-11 03:30:00 UTC,+480,+120.032+119.993d,-1.99906+3.46343j
2021-01-11 03:45:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-11 04:00:00 UTC,+760,+120.027+119.989d,-3.16491+5.48417j
2021-01-11 04:15:00 UTC,+1680,+120.014+119.976d,-6.99416+12.1259j
2021-01-11 04:30:00 UTC,+3600,+119.985+119.949d,-14.9787+25.9974j
2021-01-11 04:45:00 UTC,+640,+120.029+119.991d,-2.66529+4.6181j
2021-01-11 05:00:00 UTC,+680,+120.029+119.99d,-2.83183+4.90678j
2021-01-11 05:15:00 UTC,+520,+120.031+119.993d,-2.16562+3.75208j
2021-01-11 05:30:00 UTC,+1760,+120.012+119.975d,-7.32704+12.7036j
2021-01-11 05:45:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-11 06:00:00 UTC,+880,+120.026+119.988d,-3.6645+6.35029j
2021-01-11 06:15:00 UTC,+2200,+120.006+119.969d,-9.15757+15.8813j
2021-01-11 06:30:00 UTC,+8520,+119.911+119.879d,-35.3965+61.6085j
2021-01-11 06:45:00 UTC,+4680,+119.969+119.934d,-19.466+33.8064j
2021-01-11 07:00:00 UTC,+4600,+119.97+119.935d,-19.1337+33.2278j
2021-01-11 07:15:00 UTC,+5240,+119.96+119.926d,-21.7915+37.8573j
2021-01-11 07:30:00 UTC,+5800,+119.952+119.918d,-24.1162+41.9094j
2021-01-11 07:45:00 UTC,+4680,+119.969+119.934d,-19.466+33.8064j
2021-01-11 08:00:00 UTC,+5160,+119.961+119.927d,-21.4593+37.2785j
2021-01-11 08:15:00 UTC,+5960,+119.949+119.915d,-24.7803+43.0674j
2021-01-11 08:30:00 UTC,+3160,+119.991+119.955d,-13.1498+22.8173j
2021-01-11 08:45:00 UTC,+3600,+119.985+119.949d,-14.9787+25.9974j
2021-01-11 09:00:00 UTC,+3080,+119.993+119.956d,-12.8172+22.2391j
2021-01-11 09:15:00 UTC,+3040,+119.993+119.957d,-12.6509+21.9501j
2021-01-11 09:30:00 UTC,+3320,+119.989+119.953d,-13.8149+23.9736j
2021-01-11 09:45:00 UTC,+3600,+119.985+119.949d,-14.9787+25.9974j
2021-01-11 10:00:00 UTC,+6800,+119.937+119.904d,-28.2656+49.1484j
2021-01-11 10:15:00 UTC,+6760,+119.937+119.904d,-28.0997+48.8588j
2021-01-11 10:30:00 UTC,+7520,+119.926+119.893d,-31.2515+54.3628j
2021-01-11 10:45:00 UTC,+3880,+119.981+119.945d,-16.1424+28.0215j
2021-01-11 11:00:00 UTC,+3440,+119.987+119.951d,-14.3137+24.8409j
2021-01-11 11:15:00 UTC,+3160,+119.991+119.955d,-13.1498+22.8173j
2021-01-11 11:30:00 UTC,+4400,+119.973+119.938d,-18.3029+31.7814j
2021-01-11 11:45:00 UTC,+4760,+119.967+119.932d,-19.7982+34.385j
2021-01-11 12:00:00 UTC,+6080,+119.947+119.914d,-25.2783+43.936j
2021-01-11 12:15:00 UTC,+4600,+119.97+119.935d,-19.1337+33.2278j
2021-01-11 12:30:00 UTC,+4440,+119.972+119.937d,-18.4691+32.0707j
2021-01-11 12:45:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-11 13:00:00 UTC,+4680,+119.969+119.934d,-19.4659+33.8064j
2021-01-11 13:15:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-11 13:30:00 UTC,+2760,+119.997+119.961d,-11.4866+19.9269j
2021-01-11 13:45:00 UTC,+2720,+119.998+119.961d,-11.3203+19.6379j
2021-01-11 14:00:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-11 14:15:00 UTC,+2400,+120.003+119.966d,-9.98947+17.326j
2021-01-11 14:30:00 UTC,+2440,+120.002+119.965d,-10.1558+17.615j
2021-01-11 14:45:00 UTC,+2320,+120.004+119.967d,-9.65673+16.7481j
2021-01-11 15:00:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-11 15:15:00 UTC,+3520,+119.986+119.95d,-14.6462+25.4191j
2021-01-11 15:30:00 UTC,+4600,+119.97+119.935d,-19.1337+33.2278j
2021-01-11 15:45:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-11 16:00:00 UTC,+2800,+119.997+119.96d,-11.653+20.2159j
2021-01-11 16:15:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-11 16:30:00 UTC,+4960,+119.964+119.93d,-20.6288+35.8317j
2021-01-11 16:45:00 UTC,+8040,+119.918+119.886d,-33.4072+58.1301j
2021-01-11 17:00:00 UTC,+8560,+119.91+119.879d,-35.5622+61.8983j
2021-01-11 17:15:00 UTC,+8880,+119.905+119.874d,-36.8881+64.2178j
2021-01-11 17:30:00 UTC,+9160,+119.901+119.87d,-38.0479+66.2477j
2021-01-11 17:45:00 UTC,+10280,+119.884+119.854d,-42.6855+74.3702j
2021-01-11 18:00:00 UTC,+9960,+119.889+119.859d,-41.3608+72.049j
2021-01-11 18:15:00 UTC,+11280,+119.869+119.84d,-46.8234+81.6266j
2021-01-11 18:30:00 UTC,+9560,+119.895+119.864d,-39.7046+69.148j
2021-01-11 18:45:00 UTC,+7040,+119.933+119.9d,-29.261+50.8863j
2021-01-11 19:00:00 UTC,+6800,+119.937+119.904d,-28.2656+49.1484j
2021-01-11 19:15:00 UTC,+3840,+119.981+119.946d,-15.9762+27.7324j
2021-01-11 19:30:00 UTC,+5080,+119.963+119.928d,-21.1271+36.6998j
2021-01-11 19:45:00 UTC,+5320,+119.959+119.925d,-22.1236+38.4361j
2021-01-11 20:00:00 UTC,+3440,+119.987+119.951d,-14.3137+24.8409j
2021-01-11 20:15:00 UTC,+3400,+119.988+119.952d,-14.1474+24.5518j
2021-01-11 20:30:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-11 20:45:00 UTC,+3920,+119.98+119.944d,-16.3086+28.3107j
2021-01-11 21:00:00 UTC,+3360,+119.988+119.952d,-13.9812+24.2627j
2021-01-11 21:15:00 UTC,+3280,+119.99+119.953d,-13.6486+23.6845j
2021-01-11 21:30:00 UTC,+3960,+119.979+119.944d,-16.4748+28.5999j
2021-01-11 21:45:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-11 22:00:00 UTC,+3320,+119.989+119.953d,-13.8149+23.9736j
2021-01-11 22:15:00 UTC,+3160,+119.991+119.955d,-13.1498+22.8173j
2021-01-11 22:30:00 UTC,+3000,+119.994+119.957d,-12.4846+21.661j
2021-01-11 22:45:00 UTC,+3920,+119.98+119.944d,-16.3086+28.3107j
2021-01-11 23:00:00 UTC,+3200,+119.991+119.955d,-13.3161+23.1063j
2021-01-11 23:15:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-11 23:30:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-11 23:45:00 UTC,+3040,+119.993+119.957d,-12.6509+21.9501j
2021-01-12 00:00:00 UTC,+3240,+119.99+119.954d,-13.4823+23.3954j
2021-01-12 00:15:00 UTC,+2280,+120.005+119.968d,-9.49035+16.4592j
2021-01-12 00:30:00 UTC,+2200,+120.006+119.969d,-9.15758+15.8814j
2021-01-12 00:45:00 UTC,+760,+120.027+119.989d,-3.16491+5.48417j
2021-01-12 01:00:00 UTC,+760,+120.027+119.989d,-3.16491+5.48417j
2021-01-12 01:15:00 UTC,+640,+120.029+119.991d,-2.66529+4.6181j
2021-01-12 01:30:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-12 01:45:00 UTC,+680,+120.029+119.99d,-2.83183+4.90678j
2021-01-12 02:00:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-12 02:15:00 UTC,+520,+120.031+119.993d,-2.16562+3.75208j
2021-01-12 02:30:00 UTC,+520,+120.031+119.993d,-2.16562+3.75208j
2021-01-12 02:45:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-12 03:00:00 UTC,+1240,+120.02+119.982d,-5.16305+8.949j
2021-01-12 03:15:00 UTC,+480,+120.032+119.993d,-1.99906+3.46343j
2021-01-12 03:30:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-12 03:45:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-12 04:00:00 UTC,+520,+120.031+119.993d,-2.16562+3.75208j
2021-01-12 04:15:00 UTC,+1040,+120.023+119.985d,-4.33056+7.50521j
2021-01-12 04:30:00 UTC,+400,+120.033+119.994d,-1.66593+2.88613j
2021-01-12 04:45:00 UTC,+600,+120.03+119.991d,-2.49874+4.32942j
2021-01-12 05:00:00 UTC,+480,+120.032+119.993d,-1.99906+3.46343j
2021-01-12 05:15:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-12 05:30:00 UTC,+440,+120.032+119.994d,-1.8325+3.17477j
2021-01-12 05:45:00 UTC,+1280,+120.02+119.982d,-5.32953+9.23778j
2021-01-12 06:00:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-12 06:15:00 UTC,+520,+120.031+119.993d,-2.16562+3.75208j
2021-01-12 06:30:00 UTC,+560,+120.03+119.992d,-2.33218+4.04075j
2021-01-12 06:45:00 UTC,+680,+120.029+119.99d,-2.83183+4.90678j
2021-01-12 07:00:00 UTC,+920,+120.025+119.987d,-3.83102+6.63902j
2021-01-12 07:15:00 UTC,+520,+120.031+119.993d,-2.16562+3.75209j
2021-01-12 07:30:00 UTC,+1480,+120.017+119.979d,-6.1619+10.6818j
2021-01-12 07:45:00 UTC,+1280,+120.02+119.982d,-5.32953+9.23778j
2021-01-12 08:00:00 UTC,+5840,+119.951+119.917d,-24.2823+42.1989j
2021-01-12 08:15:00 UTC,+9800,+119.891+119.861d,-40.6983+70.8885j
2021-01-12 08:30:00 UTC,+5480,+119.956+119.922d,-22.7879+39.5938j
2021-01-12 08:45:00 UTC,+5600,+119.955+119.921d,-23.2861+40.4621j
2021-01-12 09:00:00 UTC,+4400,+119.973+119.938d,-18.3029+31.7814j
2021-01-12 09:15:00 UTC,+5280,+119.96+119.925d,-21.9576+38.1467j
2021-01-12 09:30:00 UTC,+6000,+119.949+119.915d,-24.9463+43.3569j
2021-01-12 09:45:00 UTC,+4200,+119.976+119.94d,-17.472+30.3352j
2021-01-12 10:00:00 UTC,+4840,+119.966+119.931d,-20.1305+34.9637j
2021-01-12 10:15:00 UTC,+4360,+119.973+119.938d,-18.1367+31.4922j
2021-01-12 10:30:00 UTC,+3680,+119.984+119.948d,-15.3112+26.5757j
2021-01-12 10:45:00 UTC,+7280,+119.929+119.897d,-30.2564+52.6245j
2021-01-12 11:00:00 UTC,+7040,+119.933+119.9d,-29.261+50.8863j
2021-01-12 11:15:00 UTC,+5560,+119.955+119.921d,-23.12+40.1727j
2021-01-12 11:30:00 UTC,+6320,+119.944+119.91d,-26.2742+45.6732j
2021-01-12 11:45:00 UTC,+3920,+119.98+119.944d,-16.3086+28.3107j
2021-01-12 12:00:00 UTC,+2880,+119.996+119.959d,-11.9856+20.7939j
2021-01-12 12:15:00 UTC,+2960,+119.994+119.958d,-12.3183+21.372j
2021-01-12 12:30:00 UTC,+3080,+119.993+119.956d,-12.8172+22.2391j
2021-01-12 12:45:00 UTC,+3520,+119.986+119.95d,-14.6462+25.4191j
2021-01-12 13:00:00 UTC,+7200,+119.931+119.898d,-29.9246+52.045j
