# file...... Meter_645_B_Power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_B:measured_power,xfmr_meter_645_B_1:measured_power,xfmr_meter_645_B_2:measured_power,xfmr_meter_645_B_3:measured_power,xfmr_meter_645_B_4:measured_power,xfmr_meter_645_B_5:measured_power,house_meter_645_B_1:measured_power,house_meter_645_B_2:measured_power,house_meter_645_B_3:measured_power,house_meter_645_B_4:measured_power,house_meter_645_B_5:measured_power,house_meter_645_B_6:measured_power,house_meter_645_B_7:measured_power,house_meter_645_B_8:measured_power,house_meter_645_B_9:measured_power,house_meter_645_B_10:measured_power,house_meter_645_B_11:measured_power,house_meter_645_B_12:measured_power,house_meter_645_B_13:measured_power,house_meter_645_B_14:measured_power,house_meter_645_B_15:measured_power,house_meter_645_B_16:measured_power,house_meter_645_B_17:measured_power,house_meter_645_B_18:measured_power,house_meter_645_B_19:measured_power,house_meter_645_B_20:measured_power,house_meter_645_B_21:measured_power,house_meter_645_B_22:measured_power,house_meter_645_B_23:measured_power
2021-01-07 23:15:00 PST,+37358.1+88.6216j,+2881.18+1.52691j,+8369.94+12.8666j,+5604.82+5.91638j,+18341.3+67.2046j,+2160.69+0.86783j,+320.021+0.00147221d,+400.032+0.00184036d,+240.012+0.00110411d,+280.016+0.00128816d,+520.054+0.00239264d,+440.039+0.00202444d,+360.026+0.00165628d,+320.021+0.00147221d,+960.185+0.00442273d,+1160.27+0.00534478d,+1240.31+0.00571366d,+840.142+0.00386961d,+640.082+0.00294792d,+1120.25+0.00516035d,+1360.37+0.00626705d,+1040.22+0.00479153d,+1040.22+0.00478913d,+640.082+0.00294645d,+720.104+0.00331491d,+1000.2+0.00460482d,+1280.33+0.00589517d,+520.054+0.00239381d,+200.008+0.00092052d
2021-01-07 23:30:00 PST,+33980.9+67.5209j,+2961.26+1.61722j,+8570.47+13.5201j,+5043.91+4.79729j,+15004.3+46.3375j,+2400.84+1.06892j,+360.026+0.00165818d,+560.063+0.0025797d,+320.021+0.0014739d,+240.012+0.00110538d,+480.046+0.00221107d,+280.016+0.00128964d,+360.026+0.00165818d,+360.026+0.00165818d,+1120.25+0.00516639d,+1120.25+0.00516639d,+1200.29+0.00553569d,+1360.37+0.00627438d,+680.093+0.00313591d,+800.129+0.00368957d,+1400.39+0.00645908d,+880.156+0.00405872d,+1000.2+0.00460957d,+440.039+0.00202753d,+800.128+0.00368721d,+640.082+0.00294949d,+1200.29+0.00553215d,+520.054+0.00239628d,+200.008+0.000921471d
2021-01-07 23:45:00 PST,+35144.1+71.3998j,+3281.58+1.99934j,+7608.37+10.7023j,+6087.02+7.51708j,+15726.1+49.8871j,+2440.87+1.10319j,+720.104+0.00331843d,+400.032+0.00184322d,+320.021+0.0014745d,+200.008+0.000921498d,+440.039+0.00202759d,+320.021+0.0014745d,+520.054+0.00239636d,+360.026+0.00165886d,+920.17+0.00424405d,+1480.44+0.0068297d,+720.104+0.00332103d,+1200.29+0.00553666d,+640.082+0.00295189d,+640.082+0.00295189d,+1160.27+0.00535197d,+840.142+0.00387482d,+680.093+0.00313559d,+520.054+0.00239757d,+600.072+0.00276657d,+600.072+0.00276657d,+2721.49+0.0125578d,+400.032+0.00184415d,+280.016+0.00129082d
2021-01-08 00:00:00 PST,+30252.6+55.2418j,+3842.09+2.71311j,+5844.87+6.29223j,+4443.02+3.71804j,+13961.8+41.5115j,+2160.68+0.864322j,+480.046+0.00221313d,+480.046+0.00221313d,+400.032+0.00184418d,+400.032+0.00184418d,+600.072+0.00276661d,+360.026+0.00165973d,+600.072+0.00276661d,+520.054+0.00239761d,+920.17+0.00424449d,+680.093+0.00313678d,+560.063+0.00258304d,+880.156+0.00405985d,+560.063+0.00258304d,+600.072+0.00276761d,+1000.2+0.0046138d,+640.082+0.00295219d,+480.046+0.00221337d,+640.082+0.00295144d,+520.054+0.00239787d,+680.093+0.00313598d,+1200.29+0.00553582d,+360.026+0.00165991d,+280.016+0.00129098d
2021-01-08 00:15:00 PST,+28794.8+42.3541j,+3321.61+2.04459j,+6325.76+7.38839j,+5444.69+5.64516j,+11782.1+26.4707j,+1920.54+0.686667j,+440.039+0.00202745d,+320.021+0.0014744d,+360.026+0.00165874d,+400.032+0.00184309d,+280.016+0.00129007d,+520.054+0.00239619d,+280.016+0.00129007d,+720.104+0.00331821d,+880.156+0.00405818d,+800.129+0.00368908d,+520.054+0.0023975d,+760.116+0.00350454d,+440.039+0.00202855d,+800.129+0.00368908d,+1200.29+0.00553495d,+920.17+0.00424275d,+600.072+0.00276603d,+480.046+0.00221267d,+600.072+0.00276603d,+440.039+0.00202823d,+1240.31+0.00571868d,+320.021+0.00147497d,+1480.44+0.00682651d
2021-01-08 00:30:00 PST,+24143.4+27.874j,+2440.84+1.09187j,+6005.23+6.66268j,+6005.93+6.94776j,+8050.94+12.5944j,+1640.4+0.500049j,+280.016+0.00128696d,+360.026+0.00165474d,+200.008+0.000919213d,+360.026+0.00165474d,+280.016+0.00128696d,+320.021+0.00147085d,+280.016+0.00128696d,+360.026+0.00165474d,+800.128+0.00368055d,+920.17+0.00423294d,+760.116+0.00349644d,+760.116+0.00349644d,+400.032+0.00183983d,+600.072+0.00276008d,+1240.31+0.00570637d,+520.054+0.00239196d,+720.104+0.00331234d,+520.054+0.00239196d,+680.093+0.00312824d,+440.039+0.00202386d,+1280.33+0.00589059d,+1880.71+0.00865493d,+240.012+0.00110379d
2021-01-08 00:45:00 PST,+25911.2+35.4872j,+2200.7+0.895279j,+7407.95+10.1537j,+4963.84+4.66702j,+9658.21+19.1403j,+1680.44+0.535011j,+240.012+0.00110566d,+400.032+0.00184294d,+200.008+0.000921361d,+200.008+0.000921361d,+240.012+0.00110566d,+400.032+0.00184294d,+200.008+0.000921361d,+320.021+0.00147428d,+720.104+0.00332106d,+1120.25+0.00516735d,+1360.37+0.00627554d,+1120.25+0.00516735d,+640.082+0.00295191d,+680.093+0.00313649d,+1200.29+0.00553671d,+560.063+0.0025828d,+840.142+0.00387314d,+760.116+0.0035041d,+600.072+0.00276613d,+760.116+0.0035041d,+1280.33+0.00590349d,+320.021+0.00147502d,+200.008+0.000921822d
2021-01-08 01:00:00 PST,+25348.7+35.0098j,+2200.69+0.891819j,+5524.43+5.65938j,+4603.23+3.98881j,+11139.8+23.7108j,+1880.53+0.660897j,+200.008+0.000923118d,+240.012+0.00110777d,+320.021+0.00147709d,+240.012+0.00110777d,+360.026+0.00166177d,+320.021+0.00147709d,+240.012+0.00110777d,+280.016+0.00129243d,+600.072+0.00277169d,+720.104+0.00332627d,+1200.29+0.00554539d,+520.054+0.00240202d,+480.046+0.00221719d,+720.104+0.00332627d,+760.116+0.00351115d,+520.054+0.00240202d,+600.072+0.00277123d,+720.104+0.00332571d,+520.054+0.00240161d,+560.063+0.00258642d,+1200.29+0.00554446d,+320.021+0.00147774d,+200.008+0.00092352d
2021-01-08 01:15:00 PST,+24543.4+27.8621j,+3281.55+1.99127j,+4883.47+4.4226j,+6888.07+9.26285j,+7729.82+11.5295j,+1760.46+0.578826j,+480.046+0.00221391d,+200.008+0.000922307d,+520.054+0.00239846d,+360.026+0.00166031d,+600.072+0.00276759d,+320.021+0.0014758d,+440.039+0.00202937d,+360.026+0.00166031d,+600.072+0.00276839d,+440.039+0.00202996d,+800.129+0.00369163d,+480.046+0.00221455d,+320.021+0.00147623d,+680.093+0.00313766d,+1000.2+0.0046151d,+560.063+0.00258377d,+800.129+0.00369298d,+480.046+0.00221536d,+600.072+0.0027694d,+640.082+0.0029541d,+2441.2+0.0112747d,+360.026+0.0016614d,+280.016+0.00129214d
2021-01-08 01:30:00 PST,+22019.5+23.0404j,+3121.39+1.79615j,+4923.51+4.48977j,+4082.6+3.16214j,+8091.47+12.9239j,+1800.48+0.604916j,+360.026+0.00166171d,+320.021+0.00147704d,+400.032+0.00184639d,+360.026+0.00166171d,+240.012+0.00110772d,+520.054+0.00240048d,+480.046+0.00221577d,+440.039+0.00203107d,+560.063+0.00258603d,+600.072+0.00277082d,+1000.2+0.00461915d,+640.082+0.00295561d,+280.016+0.0012928d,+560.063+0.00258603d,+680.093+0.00314041d,+600.072+0.00277082d,+480.046+0.00221616d,+480.046+0.00221616d,+400.032+0.00184671d,+640.082+0.00295516d,+1200.29+0.0055428d,+320.021+0.0014773d,+320.021+0.0014773d
2021-01-08 01:45:00 PST,+18573.2+15.8199j,+2280.75+0.960133j,+4603.03+3.90541j,+3802.25+2.73655j,+6246.78+7.66982j,+1640.41+0.504167j,+360.026+0.00165809d,+400.032+0.00184237d,+280.016+0.00128956d,+240.012+0.00110531d,+160.005+0.00073684d,+280.016+0.00128956d,+200.008+0.000921073d,+360.026+0.00165809d,+560.063+0.00258065d,+520.054+0.00239626d,+880.155+0.00405609d,+440.039+0.00202751d,+560.063+0.00258065d,+640.082+0.00294945d,+640.082+0.00294945d,+360.026+0.00165879d,+520.054+0.00239591d,+480.046+0.00221156d,+320.021+0.00147423d,+520.054+0.00239591d,+1120.25+0.00516229d,+320.021+0.00147423d,+240.012+0.00110562d
2021-01-08 02:00:00 PST,+19297.3+19.3114j,+2440.86+1.10017j,+3802.1+2.67405j,+3762.33+2.72881j,+7771.65+12.3252j,+1520.35+0.431639j,+280.016+0.00128763d,+440.039+0.00202362d,+280.016+0.00128763d,+480.046+0.00220764d,+240.012+0.00110366d,+240.012+0.00110366d,+200.008+0.000919692d,+280.016+0.00128763d,+520.054+0.00239225d,+320.021+0.00147198d,+720.104+0.00331275d,+320.021+0.00147198d,+480.046+0.00220818d,+640.082+0.00294452d,+560.063+0.00257633d,+240.012+0.00110393d,+480.046+0.00220816d,+360.026+0.001656d,+480.046+0.00220816d,+320.021+0.00147197d,+1320.35+0.00607552d,+280.016+0.00128794d,+240.012+0.00110392d
2021-01-08 02:15:00 PST,+17492.1+14.1792j,+2040.61+0.772808j,+3681.94+2.4983j,+3842.56+2.90207j,+6126.46+7.35547j,+1800.5+0.611659j,+240.012+0.00110569d,+160.005+0.000737092d,+200.008+0.000921387d,+440.039+0.00202734d,+200.008+0.000921387d,+360.026+0.00165865d,+240.012+0.00110569d,+200.008+0.000921387d,+480.046+0.00221236d,+320.021+0.00147476d,+640.082+0.00295009d,+440.039+0.00202794d,+280.016+0.00129039d,+440.039+0.00202794d,+560.063+0.00258121d,+520.054+0.00239678d,+480.046+0.00221242d,+280.016+0.00129042d,+520.054+0.00239685d,+360.026+0.0016592d,+1480.44+0.00682574d,+280.016+0.00129042d,+240.012+0.00110605d
2021-01-08 02:30:00 PST,+17651.5+13.7481j,+2801.15+1.45358j,+3121.39+1.79046j,+3922.51+2.95506j,+5965.91+6.87836j,+1840.51+0.632454j,+240.012+0.00110384d,+200.008+0.00091984d,+480.046+0.00220799d,+360.026+0.00165587d,+560.063+0.00257611d,+400.032+0.0018399d,+200.008+0.00091984d,+360.026+0.00165587d,+480.046+0.00220812d,+520.054+0.00239219d,+320.021+0.00147194d,+440.039+0.00202406d,+280.016+0.00128791d,+440.039+0.00202406d,+280.016+0.00128791d,+360.026+0.00165597d,+280.016+0.0012881d,+640.082+0.00294487d,+480.046+0.00220844d,+520.054+0.00239253d,+1280.33+0.00589201d,+320.021+0.00147215d,+200.008+0.000920027d
2021-01-08 02:45:00 PST,+21899.2+22.2832j,+3561.81+2.33322j,+3882.15+2.77446j,+5165.29+5.50352j,+7569.46+11.059j,+1720.44+0.552157j,+560.063+0.00257796d,+240.012+0.00110463d,+560.063+0.00257796d,+400.032+0.00184123d,+400.032+0.00184123d,+520.054+0.00239377d,+480.046+0.00220958d,+400.032+0.00184123d,+560.063+0.00257811d,+440.039+0.00202551d,+400.032+0.00184133d,+400.032+0.00184133d,+600.072+0.00276233d,+720.104+0.00331504d,+360.026+0.00165716d,+400.032+0.00184133d,+440.039+0.00202598d,+760.116+0.0035001d,+320.021+0.00147334d,+400.032+0.00184176d,+2441.2+0.0112486d,+320.021+0.00147334d,+240.012+0.00110495d
2021-01-08 03:00:00 PST,+21622.4+26.0666j,+2280.74+0.957256j,+3962.23+2.88547j,+3842.27+2.78176j,+9776.67+18.7945j,+1760.46+0.576325j,+240.012+0.00110378d,+360.026+0.00165579d,+360.026+0.00165579d,+240.012+0.00110378d,+200.008+0.000919795d,+240.012+0.00110378d,+400.032+0.00183981d,+240.012+0.00110378d,+560.063+0.00257677d,+320.021+0.00147222d,+480.046+0.00220855d,+400.032+0.00184037d,+520.054+0.00239265d,+680.093+0.00312915d,+600.072+0.00276089d,+400.032+0.00184037d,+560.063+0.00257671d,+480.046+0.0022085d,+560.063+0.00257671d,+280.016+0.00128814d,+1080.23+0.00497092d,+320.021+0.00147219d,+280.016+0.00128814d
2021-01-08 03:15:00 PST,+21299.3+23.6047j,+2440.87+1.10292j,+3161.41+1.82867j,+5244.53+5.29593j,+8892.1+14.8571j,+1560.36+0.453958j,+320.02+0.00146979d,+560.063+0.0025725d,+280.016+0.00128603d,+280.016+0.00128603d,+200.008+0.000918552d,+200.008+0.000918552d,+240.012+0.00110229d,+360.026+0.00165355d,+360.026+0.00165377d,+400.032+0.00183756d,+440.039+0.00202137d,+440.039+0.00202137d,+280.016+0.0012862d,+400.032+0.00183756d,+360.026+0.00165377d,+480.046+0.00220518d,+400.032+0.00183825d,+480.046+0.00220601d,+560.063+0.0025738d,+480.046+0.00220601d,+1120.25+0.00514934d,+1680.57+0.00772661d,+280.016+0.00128669d
2021-01-08 03:30:00 PST,+26332.2+56.4379j,+2200.69+0.889815j,+2801.13+1.44757j,+3882.35+2.85317j,+15767.5+50.5702j,+1680.43+0.52885j,+360.026+0.00165708d,+200.008+0.000920511d,+280.016+0.00128878d,+360.026+0.00165708d,+240.012+0.00110464d,+240.012+0.00110464d,+240.012+0.00110464d,+280.016+0.00128878d,+280.016+0.00128892d,+520.054+0.00239405d,+240.012+0.00110476d,+360.026+0.00165726d,+320.021+0.00147308d,+480.046+0.00220984d,+240.012+0.00110476d,+360.026+0.00165726d,+280.016+0.00128917d,+560.063+0.00257877d,+560.063+0.00257877d,+520.054+0.00239451d,+1120.25+0.00515928d,+360.026+0.00165758d,+200.008+0.00092079d
2021-01-08 03:45:00 PST,+19095.2+16.9529j,+2600.99+1.25402j,+3481.74+2.2337j,+5605.02+5.99842j,+5646.96+6.83581j,+1760.48+0.585664j,+200.008+0.000920773d,+240.012+0.00110495d,+480.046+0.00221023d,+400.032+0.00184177d,+480.046+0.00221023d,+240.012+0.00110495d,+200.008+0.000920773d,+360.026+0.00165755d,+440.039+0.00202632d,+360.026+0.00165781d,+480.046+0.00221058d,+360.026+0.00165781d,+480.046+0.00221058d,+640.082+0.00294772d,+480.046+0.00221058d,+240.012+0.00110513d,+440.039+0.00202709d,+560.063+0.00258012d,+440.039+0.00202709d,+280.016+0.00128984d,+1320.35+0.0060845d,+240.012+0.00110555d,+1480.44+0.00682268d
2021-01-08 04:00:00 PST,+26964.3+44.6267j,+3401.67+2.13705j,+3802.04+2.65235j,+5685.31+6.22609j,+12234.6+32.8667j,+1840.51+0.632239j,+440.039+0.00202513d,+280.016+0.00128859d,+360.026+0.00165684d,+440.039+0.00202513d,+360.026+0.00165684d,+720.104+0.0033144d,+320.021+0.00147271d,+480.046+0.00220928d,+600.072+0.002762d,+320.021+0.00147282d,+480.046+0.00220944d,+480.046+0.00220944d,+440.039+0.00202527d,+520.054+0.00239362d,+400.032+0.00184111d,+560.063+0.00257781d,+560.063+0.00257868d,+600.072+0.00276294d,+960.185+0.00442167d,+320.021+0.00147332d,+1840.68+0.00847936d,+280.016+0.00128912d,+240.012+0.00110494d
2021-01-08 04:15:00 PST,+71931.3+460.006j,+3281.59+2.0064j,+3201.45+1.88697j,+17935.2+63.0283j,+45751.6+391.206j,+1760.46+0.579977j,+680.093+0.00314019d,+480.046+0.00221634d,+280.016+0.00129271d,+200.008+0.000923318d,+400.032+0.00184686d,+320.021+0.00147742d,+600.072+0.00277062d,+320.021+0.00147742d,+520.054+0.00240106d,+480.046+0.00221631d,+320.021+0.00147739d,+440.039+0.00203156d,+320.021+0.00147739d,+320.021+0.00147739d,+400.032+0.00184683d,+400.032+0.00184683d,+320.021+0.00148136d,+440.039+0.00203702d,+760.117+0.00351917d,+480.046+0.00222226d,+4604.28+0.0213499d,+3963.17+0.0183723d,+3722.8+0.0172564d
2021-01-08 04:30:00 PST,+30024.6+68.1897j,+4122.48+3.14099j,+3001.27+1.64617j,+3962.27+2.89195j,+16977.9+59.6166j,+1960.58+0.71749j,+880.155+0.0040368d,+640.082+0.00293543d,+360.026+0.0016509d,+200.008+0.000917081d,+560.063+0.00256838d,+440.039+0.00201787d,+520.054+0.00238487d,+520.054+0.00238487d,+480.046+0.00220092d,+400.032+0.00183401d,+320.02+0.00146714d,+280.016+0.00128372d,+360.026+0.00165057d,+440.039+0.00201746d,+400.032+0.00183401d,+320.02+0.00146714d,+280.016+0.00128394d,+640.082+0.00293535d,+520.054+0.0023848d,+400.032+0.00183433d,+680.092+0.00311888d,+720.104+0.00330243d,+360.026+0.00165086d
2021-01-08 04:45:00 PST,+43808.9+151.934j,+8972.01+15.0127j,+3441.67+2.16942j,+3321.61+2.0417j,+26112.7+131.58j,+1960.56+0.711385j,+1320.35+0.00608013d,+1520.46+0.0070022d,+400.032+0.00184144d,+200.008+0.000920611d,+1360.37+0.00626453d,+1200.29+0.00552699d,+1440.42+0.00663335d,+1520.46+0.0070022d,+440.039+0.00202361d,+360.026+0.0016556d,+520.054+0.00239166d,+400.032+0.0018396d,+480.046+0.00220763d,+440.039+0.00202361d,+480.046+0.00220763d,+320.021+0.00147161d,+480.046+0.00220758d,+320.021+0.00147158d,+760.116+0.00349593d,+320.021+0.00147158d,+400.032+0.00183956d,+400.032+0.00183956d,+320.021+0.00147158d
2021-01-08 05:00:00 PST,+37728.3+95.1926j,+4803.35+4.26383j,+3321.59+2.03439j,+8854.75+15.8395j,+18827.9+72.1215j,+1920.54+0.683944j,+520.054+0.00239092d,+440.039+0.00202299d,+480.046+0.00220695d,+320.021+0.00147116d,+840.141+0.003863d,+640.082+0.00294288d,+960.185+0.00441517d,+600.072+0.00275889d,+320.021+0.00147076d,+440.039+0.00202245d,+440.039+0.00202245d,+560.063+0.00257421d,+360.026+0.00165465d,+280.016+0.00128689d,+280.016+0.00128689d,+640.082+0.00294209d,+480.046+0.00220857d,+680.093+0.00312918d,+440.039+0.00202447d,+520.054+0.00239267d,+360.026+0.00165631d,+400.032+0.00184038d,+3041.86+0.0140092d
2021-01-08 05:15:00 PST,+55664.8+245.15j,+2921.28+1.59862j,+3001.27+1.65479j,+17298+61.2884j,+29882.7+178.716j,+2561.03+1.24513j,+200.008+0.000922548d,+200.008+0.000922548d,+360.026+0.00166074d,+600.072+0.0027683d,+160.005+0.000738021d,+600.072+0.0027683d,+440.039+0.0020299d,+360.026+0.00166074d,+400.032+0.00184534d,+480.046+0.00221452d,+320.021+0.0014762d,+320.021+0.0014762d,+360.026+0.00166077d,+400.032+0.00184534d,+320.021+0.0014762d,+400.032+0.00184534d,+320.021+0.00148004d,+480.046+0.00222028d,+760.116+0.00351604d,+360.026+0.00166509d,+4003.23+0.0185418d,+400.032+0.00185014d,+5606.35+0.0259838d
2021-01-08 05:30:00 PST,+77968.6+523.668j,+1880.51+0.656788j,+3241.53+1.9557j,+29284.3+191.411j,+41000.2+327.016j,+2561.05+1.25934j,+360.026+0.0016683d,+280.016+0.00129751d,+200.008+0.000926745d,+200.008+0.000926745d,+280.016+0.00129751d,+240.012+0.00111212d,+160.005+0.000741378d,+160.005+0.000741378d,+480.047+0.00222512d,+240.012+0.0011124d,+320.021+0.00148327d,+280.016+0.00129783d,+440.039+0.00203964d,+560.063+0.00259609d,+600.073+0.0027816d,+320.021+0.00148327d,+720.105+0.00335415d,+400.032+0.00186306d,+680.094+0.00316773d,+400.032+0.00186306d,+15891.6+0.0744804d,+400.032+0.00186306d,+5325.77+0.0248532d
2021-01-08 05:45:00 PST,+84570.2+628.744j,+2440.91+1.1228j,+3601.87+2.40522j,+27789.8+174.512j,+48295.6+447.923j,+2440.88+1.11037j,+560.063+0.0025911d,+320.021+0.00148041d,+240.012+0.00111025d,+200.008+0.00092519d,+280.016+0.00129533d,+160.005+0.000740134d,+520.054+0.00240596d,+160.005+0.000740134d,+480.046+0.0022213d,+360.026+0.00166585d,+560.063+0.00259164d,+520.055+0.00240647d,+680.093+0.00314722d,+280.016+0.0012956d,+360.026+0.00166585d,+360.026+0.00166585d,+560.064+0.00260315d,+520.055+0.00241715d,+560.064+0.00260315d,+360.026+0.00167325d,+15891.5+0.0743252d,+2120.91+0.00986413d,+1880.72+0.00874616d
2021-01-08 06:00:00 PST,+105896+1044.82j,+1880.52+0.658453j,+3481.73+2.24137j,+32253.7+234.478j,+65516.7+803.157j,+2761.13+1.42761j,+360.026+0.00166726d,+160.005+0.000740917d,+200.008+0.000926168d,+240.012+0.00111143d,+200.008+0.000926168d,+160.005+0.000740917d,+360.026+0.00166726d,+200.008+0.000926168d,+520.055+0.00240921d,+520.055+0.00240921d,+400.032+0.0018531d,+480.046+0.00222383d,+520.055+0.00240921d,+320.021+0.00148241d,+280.016+0.00129708d,+440.039+0.00203846d,+360.026+0.00167658d,+480.047+0.00223561d,+600.073+0.00279471d,+480.047+0.00223561d,+18147.3+0.0851249d,+5446.03+0.0254137d,+1080.24+0.00503195d
2021-01-08 06:15:00 PST,+99418.7+850.368j,+2480.92+1.15378j,+3241.51+1.94571j,+34575.9+254.914j,+55796.9+587.953j,+3321.7+2.08818j,+280.016+0.0012948d,+160.005+0.000739832d,+560.063+0.00259004d,+200.008+0.000924812d,+440.039+0.00203488d,+160.005+0.000739832d,+320.021+0.00147981d,+360.026+0.00166482d,+400.032+0.0018501d,+440.039+0.00203516d,+280.016+0.00129498d,+280.016+0.00129498d,+640.083+0.00296059d,+400.032+0.0018501d,+440.039+0.00203516d,+360.026+0.00166505d,+560.064+0.00260531d,+720.105+0.00335001d,+280.016+0.00130244d,+360.026+0.00167464d,+16576.1+0.0776138d,+6207.83+0.028944d,+3843+0.0179007d
2021-01-08 06:30:00 PST,+171230+2506.2j,+2801.16+1.47033j,+3361.63+2.10219j,+65523.9+873.131j,+92406.2+1611.41j,+7131.56+11.1584j,+200.008+0.000931098d,+400.032+0.00186242d,+400.032+0.00186242d,+520.055+0.00242133d,+160.005+0.00074486d,+360.026+0.00167614d,+280.016+0.0013036d,+480.047+0.00223502d,+400.032+0.00186261d,+280.016+0.00130373d,+400.032+0.00186261d,+280.016+0.00130373d,+520.055+0.00242158d,+520.055+0.00242158d,+440.039+0.00204893d,+520.055+0.00242158d,+520.055+0.00244972d,+560.064+0.00263823d,+880.159+0.0041466d,+360.027+0.00169579d,+13557.9+0.0642089d,+19075.3+0.0905455d,+13638.4+0.064592d
2021-01-08 06:45:00 PST,+193147+3202.29j,+2080.69+0.8325j,+6165.71+7.17746j,+65041.7+881.397j,+109710+2281.69j,+10142.8+22.3569j,+200.008+0.000933014d,+640.083+0.00298645d,+200.008+0.000933014d,+320.021+0.00149293d,+160.005+0.000746393d,+200.008+0.000933014d,+200.008+0.000933014d,+160.005+0.000746393d,+360.026+0.00168085d,+480.047+0.00224129d,+720.105+0.00336243d,+1240.31+0.0057927d,+440.039+0.00205447d,+1000.2+0.00467085d,+760.118+0.00354932d,+1160.27+0.00541871d,+440.04+0.00207716d,+1040.22+0.00491146d,+1200.3+0.00566763d,+560.064+0.00264385d,+4965.08+0.0234808d,+22424.4+0.106821d,+17020+0.0808939d
2021-01-08 07:00:00 PST,+180795+2807.77j,+1800.49+0.610924j,+8891.33+14.6868j,+66985.4+922.837j,+98148.3+1857.34j,+4963.7+4.64392j,+160.005+0.00074497d,+320.021+0.00149008d,+200.008+0.000931235d,+280.016+0.00130379d,+120.003+0.000558714d,+400.032+0.0018627d,+160.005+0.00074497d,+160.005+0.00074497d,+640.083+0.00298462d,+1320.35+0.00615833d,+1080.24+0.00503789d,+1280.33+0.00597157d,+960.187+0.0044778d,+1160.27+0.00541134d,+1200.29+0.00559807d,+1240.31+0.00578481d,+1000.21+0.00471528d,+1280.34+0.0060366d,+1120.26+0.00528151d,+1120.26+0.00528151d,+5686.65+0.0268604d,+22182+0.105494d,+16858.8+0.0799999d
2021-01-08 07:15:00 PST,+180642+2918.12j,+2480.93+1.16098j,+7087.14+9.30472j,+64249.8+870.277j,+103056+2026.79j,+3762.03+2.63068j,+480.047+0.00223478d,+240.012+0.00111723d,+200.008+0.000931d,+240.012+0.00111723d,+320.021+0.00148971d,+560.064+0.00260737d,+280.016+0.00130346d,+160.005+0.000744782d,+1040.22+0.00484776d,+920.172+0.00428809d,+720.105+0.00335549d,+960.187+0.00447464d,+960.187+0.00447464d,+800.13+0.0037285d,+800.13+0.0037285d,+880.157+0.00410155d,+1160.28+0.0054654d,+840.145+0.00395692d,+880.159+0.00414545d,+840.145+0.00395692d,+1760.64+0.00829539d,+22222.2+0.105592d,+16939.3+0.0803126d
2021-01-08 07:30:00 PST,+179946+2753.02j,+2721.12+1.39947j,+6285.67+7.34225j,+78506.8+1250.81j,+87142.2+1480.73j,+5284.29+5.30351j,+280.016+0.00130393d,+280.016+0.00130393d,+400.032+0.0018629d,+200.008+0.000931334d,+680.094+0.00316747d,+160.005+0.000745048d,+360.026+0.00167657d,+360.026+0.00167657d,+680.094+0.00316953d,+560.064+0.00261001d,+800.13+0.00372914d,+1120.25+0.00522181d,+840.143+0.00391569d,+800.13+0.00372914d,+680.094+0.00316953d,+800.13+0.00372914d,+600.074+0.00283448d,+800.132+0.00377977d,+960.19+0.00453618d,+760.119+0.0035907d,+17825.9+0.0848043d,+22787.9+0.108635d,+17140.9+0.0815223d
2021-01-08 07:45:00 PST,+193882+3182.17j,+2641.04+1.31734j,+5604.61+5.91133j,+84163.5+1446.7j,+93897.9+1708.81j,+7568.39+10.771j,+280.016+0.00131386d,+280.016+0.00131386d,+280.016+0.00131386d,+360.026+0.00168933d,+600.074+0.00281596d,+360.026+0.00168933d,+200.008+0.000938425d,+280.016+0.00131386d,+440.04+0.00206596d,+640.084+0.0030054d,+1120.26+0.00526101d,+640.084+0.0030054d,+560.064+0.0026296d,+680.095+0.00319332d,+600.074+0.0028175d,+920.173+0.00432101d,+680.096+0.00324095d,+640.085+0.00305023d,+1160.28+0.00553032d,+600.075+0.00285952d,+19600.4+0.094146d,+22062+0.10608d,+19560.1+0.0939506d
2021-01-08 08:00:00 PST,+201090+3477.39j,+2841.17+1.51861j,+5604.55+5.90156j,+85032+1480.69j,+100598+1970.48j,+7007.35+9.31823j,+280.016+0.00131891d,+480.047+0.00226127d,+360.027+0.00169583d,+400.033+0.0018843d,+240.012+0.00113047d,+440.04+0.00207278d,+320.021+0.00150736d,+320.021+0.00150736d,+600.074+0.00282824d,+720.106+0.00339414d,+840.145+0.00396012d,+520.056+0.00245102d,+520.056+0.00245102d,+760.119+0.00358279d,+760.119+0.00358279d,+880.159+0.0041488d,+760.12+0.00363705d,+1080.24+0.00516947d,+1000.21+0.0047863d,+480.048+0.00229668d,+19358.7+0.0933542d,+19116.8+0.092178d,+21699+0.104744d
