# file...... Meter_645_B_Power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_B:measured_power,xfmr_meter_645_B_1:measured_power,xfmr_meter_645_B_2:measured_power,xfmr_meter_645_B_3:measured_power,xfmr_meter_645_B_4:measured_power,xfmr_meter_645_B_5:measured_power,house_meter_645_B_1:measured_power,house_meter_645_B_2:measured_power,house_meter_645_B_3:measured_power,house_meter_645_B_4:measured_power,house_meter_645_B_5:measured_power,house_meter_645_B_6:measured_power,house_meter_645_B_7:measured_power,house_meter_645_B_8:measured_power,house_meter_645_B_9:measured_power,house_meter_645_B_10:measured_power,house_meter_645_B_11:measured_power,house_meter_645_B_12:measured_power,house_meter_645_B_13:measured_power,house_meter_645_B_14:measured_power,house_meter_645_B_15:measured_power,house_meter_645_B_16:measured_power,house_meter_645_B_17:measured_power,house_meter_645_B_18:measured_power,house_meter_645_B_19:measured_power,house_meter_645_B_20:measured_power,house_meter_645_B_21:measured_power,house_meter_645_B_22:measured_power,house_meter_645_B_23:measured_power
2021-01-09 04:00:00 PST,+39922.4+121.297j,+3081.35+1.74692j,+3681.93+2.49493j,+10552+26.9428j,+20726.4+89.1465j,+1880.54+0.663972j,+240.012+0.00110532d,+480.046+0.00221096d,+400.032+0.00184238d,+320.021+0.00147383d,+320.021+0.00147383d,+520.054+0.00239527d,+400.032+0.00184238d,+400.032+0.00184238d,+480.046+0.0022112d,+320.021+0.00147399d,+360.026+0.00165828d,+440.039+0.00202689d,+520.054+0.00239553d,+400.032+0.00184258d,+480.046+0.0022112d,+680.093+0.00313291d,+600.072+0.00276765d,+320.021+0.00147583d,+360.026+0.00166035d,+480.046+0.00221396d,+1000.2+0.00461387d,+280.016+0.00129132d,+240.012+0.00110682d
2021-01-09 04:15:00 PST,+82344.2+593.541j,+3281.55+1.99051j,+3161.43+1.84283j,+24846.5+129.173j,+49293+458.323j,+1760.46+0.577356j,+280.016+0.00129146d,+480.046+0.00221421d,+480.046+0.00221421d,+320.021+0.001476d,+320.021+0.001476d,+440.039+0.00202964d,+320.021+0.001476d,+640.082+0.00295256d,+480.046+0.00221416d,+320.021+0.00147596d,+480.046+0.00221416d,+240.012+0.00110692d,+440.039+0.0020296d,+360.026+0.0016605d,+520.054+0.00239873d,+320.021+0.00147596d,+440.039+0.00203763d,+280.016+0.00129655d,+680.093+0.00314953d,+480.046+0.00222293d,+3642.68+0.0168895d,+4083.37+0.0189362d,+3722.8+0.0172616d
2021-01-09 04:30:00 PST,+43106.2+139.793j,+4402.75+3.55419j,+3481.76+2.23732j,+11479.4+32.4475j,+21741.5+100.475j,+2000.58+0.739451j,+680.093+0.0031239d,+560.063+0.00257244d,+320.02+0.00146975d,+640.082+0.00294007d,+520.054+0.00238864d,+560.063+0.00257244d,+440.039+0.00202106d,+680.093+0.0031239d,+440.039+0.00202072d,+480.046+0.00220448d,+440.039+0.00202072d,+400.032+0.00183697d,+280.016+0.00128579d,+400.032+0.00183697d,+280.016+0.00128579d,+760.116+0.00349101d,+280.016+0.00128765d,+760.116+0.00349607d,+400.032+0.00183964d,+560.063+0.00257574d,+280.016+0.00128765d,+680.093+0.00312791d,+320.021+0.00147164d
2021-01-09 04:45:00 PST,+57252.3+223.588j,+9854.17+17.9724j,+3041.32+1.69991j,+14328.6+45.4754j,+27827.1+156.966j,+2200.7+0.89572j,+1360.37+0.00625974d,+1400.39+0.006444d,+200.008+0.000919908d,+1560.49+0.00718115d,+1520.46+0.00699685d,+1440.42+0.00662828d,+880.155+0.00404925d,+1480.44+0.00681256d,+280.016+0.00128635d,+440.039+0.0020216d,+360.026+0.00165396d,+560.063+0.00257313d,+360.026+0.00165396d,+440.039+0.0020216d,+360.026+0.00165396d,+240.012+0.00110256d,+320.021+0.00147316d,+400.032+0.00184153d,+560.063+0.00257839d,+320.021+0.00147316d,+280.016+0.00128898d,+5125.28+0.0236389d,+360.026+0.00165734d
2021-01-09 05:00:00 PST,+49288.8+175.136j,+5204.32+5.16671j,+3601.87+2.39304j,+13807.1+43.0583j,+24714.6+123.357j,+1960.56+0.711838j,+640.082+0.0029466d,+360.026+0.00165718d,+240.012+0.00110471d,+600.072+0.00276237d,+1000.2+0.00460506d,+440.039+0.00202554d,+1560.49+0.00718632d,+360.026+0.00165718d,+400.032+0.00184083d,+320.021+0.00147259d,+480.046+0.0022091d,+320.021+0.00147259d,+600.072+0.00276157d,+320.021+0.00147259d,+480.046+0.0022091d,+680.093+0.00312993d,+600.072+0.00276669d,+240.012+0.00110643d,+440.039+0.00202871d,+320.021+0.00147532d,+320.021+0.00147532d,+320.021+0.00147532d,+3883.03+0.0179267d
2021-01-09 05:15:00 PST,+62653.4+312.31j,+2400.83+1.0634j,+3441.68+2.17536j,+25141+136.736j,+29588.7+170.719j,+2080.64+0.804343j,+200.008+0.000921164d,+360.026+0.00165825d,+280.016+0.00128969d,+200.008+0.000921164d,+240.012+0.00110542d,+440.039+0.00202685d,+360.026+0.00165825d,+320.021+0.00147397d,+560.063+0.0025803d,+360.026+0.00165857d,+480.046+0.00221158d,+320.021+0.00147425d,+480.046+0.00221158d,+440.039+0.00202723d,+360.026+0.00165857d,+440.039+0.00202723d,+400.032+0.00185019d,+360.026+0.00166513d,+600.073+0.00277562d,+480.046+0.00222034d,+360.026+0.00166513d,+4724.5+0.0218895d,+5846.9+0.0271021d
2021-01-09 05:30:00 PST,+60315.9+283.038j,+1920.57+0.699079j,+5445.23+5.87066j,+21524+108.626j,+29144.9+166.159j,+2280.75+0.962513j,+120.003+0.000553954d,+240.012+0.00110799d,+440.039+0.00203155d,+160.005+0.000738622d,+160.005+0.000738622d,+160.005+0.000738622d,+160.005+0.000738622d,+480.046+0.00221629d,+360.026+0.00166316d,+440.039+0.00203285d,+320.021+0.00147833d,+480.046+0.0022177d,+2320.88+0.00874015d,+480.046+0.0022177d,+360.026+0.00166316d,+680.093+0.00314213d,+280.016+0.00129731d,+800.129+0.00370776d,+440.039+0.00203882d,+520.055+0.00240964d,+320.021+0.00148267d,+280.016+0.00129731d,+5887.01+0.0273363d
2021-01-09 05:45:00 PST,+68590+343.614j,+1520.33+0.428503j,+5405.52+5.93353j,+27956+162.059j,+29824.9+171.363j,+3882.48+2.91426j,+120.003+0.000554298d,+160.005+0.000739081d,+280.016+0.00129349d,+160.005+0.000739081d,+160.005+0.000739081d,+200.008+0.000923874d,+160.005+0.000739081d,+280.016+0.00129349d,+320.021+0.00147935d,+360.026+0.00166431d,+320.021+0.00147935d,+440.039+0.00203425d,+2640.99+0.00858496d,+320.021+0.00147935d,+720.104+0.00332934d,+280.016+0.0012944d,+400.032+0.00185691d,+280.016+0.00129974d,+400.032+0.00185691d,+360.026+0.00167118d,+3202.08+0.0148806d,+6247.91+0.029071d,+5526.19+0.0257054d
2021-01-09 06:00:00 PST,+74513+448.288j,+1960.58+0.72043j,+4683.22+4.08467j,+24440.3+124.321j,+40546.8+316.415j,+2881.19+1.5334j,+320.021+0.00147923d,+160.005+0.000739542d,+320.021+0.00147923d,+440.039+0.00203408d,+120.003+0.000554643d,+280.016+0.00129429d,+160.005+0.000739542d,+160.005+0.000739542d,+480.046+0.00222015d,+360.026+0.00166499d,+600.073+0.00277539d,+320.021+0.00147996d,+1320.18+0.00305666d,+280.016+0.00129493d,+680.093+0.00314559d,+640.083+0.00296049d,+600.073+0.00278543d,+400.032+0.00185673d,+680.094+0.00315697d,+280.016+0.00129961d,+1200.29+0.00557288d,+6007.31+0.027946d,+5365.83+0.0249553d
2021-01-09 06:15:00 PST,+93223.4+770.266j,+1560.36+0.453521j,+3962.3+2.9248j,+28539.5+175.899j,+55637.8+586.581j,+3521.8+2.30263j,+320.021+0.00148156d,+160.005+0.00074071d,+280.016+0.00129634d,+160.005+0.00074071d,+160.005+0.00074071d,+120.003+0.000555519d,+160.005+0.00074071d,+200.008+0.00092591d,+480.046+0.00222353d,+440.039+0.00203819d,+320.021+0.00148221d,+400.032+0.00185285d,+880.156+0.00407746d,+480.046+0.00222353d,+360.026+0.00166753d,+600.073+0.00277961d,+360.026+0.00167505d,+640.083+0.00297838d,+360.026+0.00167505d,+480.047+0.00223357d,+1080.24+0.00502736d,+10462.3+0.0488771d,+3282.19+0.0152888d
2021-01-09 06:30:00 PST,+219484+4796.91j,+2601.02+1.28048j,+3521.84+2.33293j,+64099.1+841.195j,+145570+3935.9j,+3682+2.54706j,+160.005+0.00074721d,+440.039+0.0020552d,+200.008+0.000934038d,+200.008+0.000934038d,+440.039+0.0020552d,+440.039+0.0020552d,+520.055+0.00242899d,+200.008+0.000934038d,+320.021+0.00149483d,+400.033+0.00186863d,+320.021+0.00149483d,+480.047+0.00224247d,+280.016+0.00130794d,+440.039+0.00205555d,+480.047+0.00224247d,+800.13+0.00373819d,+280.016+0.00132279d,+680.095+0.00321332d,+800.132+0.00378065d,+520.056+0.002457d,+11386.8+0.0540392d,+18914.2+0.0900441d,+13316.7+0.0632487d
2021-01-09 06:45:00 PST,+259741+6341.34j,+2761.14+1.44357j,+6085.52+6.99551j,+81191.1+1345.41j,+163003+4960.71j,+6687.5+8.7834j,+240.012+0.00112525d,+320.021+0.00150042d,+520.055+0.00243848d,+280.016+0.00131283d,+480.047+0.00225085d,+160.005+0.000750129d,+240.012+0.00112525d,+520.055+0.00243848d,+360.026+0.00168904d,+680.095+0.00319105d,+400.033+0.00187676d,+960.188+0.00450579d,+680.095+0.00319105d,+800.131+0.00375445d,+1160.28+0.00544516d,+1040.22+0.00488151d,+440.04+0.00209386d,+1080.24+0.00514155d,+1160.28+0.00552268d,+520.056+0.00247469d,+18632.5+0.0893363d,+22546.4+0.10828d,+17705.5+0.0848583d
2021-01-09 07:00:00 PST,+245233+5735.62j,+1480.32+0.413233j,+9011.69+15.1967j,+71255.1+1064.13j,+157427+4632.43j,+6046.16+7.20035j,+160.005+0.000751226d,+160.005+0.000751226d,+200.008+0.000939056d,+160.005+0.000751226d,+200.008+0.000939056d,+160.005+0.000751226d,+120.003+0.000563406d,+320.021+0.0015026d,+920.173+0.00432758d,+1160.28+0.00545731d,+800.131+0.00376283d,+1400.4+0.00658739d,+1200.3+0.00564564d,+1240.32+0.00583397d,+1120.26+0.005269d,+1160.28+0.00545731d,+880.161+0.00418812d,+1160.28+0.00552166d,+1280.34+0.00609333d,+1040.22+0.00495009d,+3963.26+0.0188828d,+21617.7+0.10376d,+18793.8+0.0900986d
2021-01-09 07:15:00 PST,+220990+4687.33j,+1400.29+0.368682j,+6766.6+8.57144j,+65833.2+911.081j,+141335+3747.92j,+5645.08+6.15898j,+160.005+0.00075132d,+160.005+0.00075132d,+200.008+0.000939173d,+280.016+0.00131491d,+120.003+0.000563476d,+160.005+0.00075132d,+160.005+0.00075132d,+160.005+0.00075132d,+840.145+0.00394999d,+800.131+0.0037618d,+840.145+0.00394999d,+1120.26+0.00526756d,+880.159+0.00413818d,+760.118+0.00357362d,+600.074+0.002821d,+920.173+0.00432639d,+920.175+0.00437469d,+840.146+0.00399408d,+640.085+0.00304273d,+1000.21+0.00475533d,+4083.46+0.019439d,+20043.9+0.0960556d,+16657.9+0.0797155d
2021-01-09 07:30:00 PST,+210525+4293.75j,+1880.53+0.671945j,+6125.39+7.02507j,+59209.3+730.849j,+137134+3535.67j,+6166.12+7.38261j,+400.033+0.00188164d,+160.005+0.000752547d,+320.021+0.00150524d,+320.021+0.00150524d,+160.005+0.000752547d,+160.005+0.000752547d,+160.005+0.000752547d,+200.008+0.000940706d,+720.106+0.00339028d,+720.106+0.00339028d,+600.074+0.00282503d,+880.159+0.00414408d,+720.106+0.00339028d,+760.118+0.00357872d,+880.159+0.00414408d,+840.145+0.00395562d,+640.085+0.00304362d,+680.096+0.00323393d,+720.107+0.00342425d,+840.146+0.00399525d,+5285.8+0.0251826d,+17060.7+0.0816813d,+16698.2+0.0799333d
2021-01-09 07:45:00 PST,+208484+4101.12j,+2240.78+0.965947j,+5404.22+5.48193j,+60100.9+749.949j,+132919+3321.22j,+7809.88+11.8808j,+160.005+0.000753715d,+320.021+0.00150758d,+320.021+0.00150758d,+160.005+0.000753715d,+200.008+0.000942167d,+560.064+0.00263865d,+400.033+0.00188456d,+120.003+0.000565273d,+760.119+0.00358356d,+640.084+0.00301751d,+560.064+0.00264019d,+560.064+0.00264019d,+600.074+0.00282885d,+840.145+0.00396097d,+800.131+0.00377226d,+640.084+0.00301751d,+720.108+0.00342997d,+680.096+0.00323933d,+880.161+0.0041926d,+480.048+0.0022863d,+6769.53+0.0323254d,+16859.4+0.0808463d,+16778.8+0.0804572d
2021-01-09 08:00:00 PST,+205367+3854.91j,+3001.37+1.72097j,+7689.19+11.3656j,+60590.4+761.924j,+127632+3061.01j,+6446.4+7.96684j,+120.003+0.000565922d,+320.021+0.00150931d,+560.064+0.00264168d,+480.047+0.00226419d,+480.047+0.00226419d,+200.008+0.00094325d,+280.016+0.00132061d,+560.064+0.00264168d,+640.084+0.00302184d,+800.132+0.00377768d,+720.107+0.00339974d,+640.084+0.00302184d,+2560.82+0.00737942d,+920.174+0.00434465d,+600.074+0.00283291d,+800.132+0.00377768d,+480.048+0.00228885d,+880.161+0.00419728d,+800.133+0.00381551d,+560.065+0.00267046d,+7250.95+0.0346699d,+16738.6+0.0803532d,+16819.2+0.0807427d
2021-01-09 08:15:00 PST,+202523+3570.19j,+3201.58+1.96737j,+11467.7+28.2009j,+60700.3+759.972j,+120981+2762.74j,+6165.7+7.23028j,+160.005+0.000755182d,+400.033+0.00188823d,+320.021+0.00151051d,+800.132+0.0037774d,+480.047+0.00226599d,+200.008+0.000944d,+400.033+0.00188823d,+440.04+0.00207711d,+640.084+0.00302626d,+840.145+0.00397246d,+840.145+0.00397246d,+720.107+0.00340472d,+6126.14+0.0230071d,+840.145+0.00397246d,+600.074+0.00283705d,+840.145+0.00397246d,+800.133+0.00381851d,+1160.28+0.00553809d,+800.133+0.00381851d,+1080.24+0.00515589d,+7090.48+0.0339271d,+16094.2+0.0772999d,+16778.9+0.0806118d
2021-01-09 08:30:00 PST,+211194+3654.44j,+2681.2+1.41485j,+11908.7+29.9161j,+60693.1+756.472j,+122188+2817.94j,+13714.8+38.3838j,+280.016+0.00132008d,+160.005+0.000754277d,+240.012+0.00113147d,+920.174+0.00433913d,+320.021+0.0015087d,+200.008+0.00094287d,+240.012+0.00113147d,+320.021+0.0015087d,+720.107+0.00340125d,+1000.21+0.00472477d,+960.19+0.00453567d,+1040.22+0.00491388d,+6006.1+0.0233169d,+680.095+0.00321221d,+760.119+0.00359029d,+720.107+0.00340125d,+1120.26+0.00534103d,+1200.3+0.00572282d,+880.161+0.0041959d,+1240.32+0.00591373d,+6889.88+0.0329277d,+16174.7+0.0776021d,+16335.8+0.0783803d
2021-01-09 08:45:00 PST,+215470+3851j,+2721.41+1.52432j,+11666.5+28.2786j,+63584.7+823.005j,+125185+2957.83j,+12304.6+29.4953j,+440.04+0.00207134d,+160.005+0.000753084d,+320.021+0.00150632d,+1160.28+0.00546323d,+160.005+0.000753084d,+160.005+0.000753084d,+160.005+0.000753084d,+160.005+0.000753084d,+1040.22+0.00490583d,+1320.36+0.00622771d,+800.131+0.00377316d,+880.159+0.00415068d,+5565.29+0.0218404d,+880.159+0.00415068d,+520.056+0.00245213d,+640.084+0.00301823d,+760.12+0.00361962d,+1440.43+0.00686114d,+1040.22+0.00495403d,+920.176+0.00438209d,+10503+0.0502176d,+16134.4+0.0773248d,+16174.6+0.0775192d
2021-01-09 09:00:00 PST,+223079+4174.17j,+2721.22+1.45205j,+11060.6+24.1258j,+71827.2+1049.51j,+127768+3069.64j,+9693.58+17.6403j,+120.003+0.000565222d,+320.021+0.00150744d,+480.047+0.00226139d,+840.145+0.00395831d,+120.003+0.000565222d,+360.027+0.00169592d,+320.021+0.00150744d,+160.005+0.000753648d,+640.084+0.00302015d,+2721.52+0.0128521d,+560.064+0.0026425d,+800.132+0.00377556d,+3681.95+0.0121556d,+1040.22+0.00490895d,+680.095+0.00320899d,+920.174+0.00434221d,+1160.28+0.00553898d,+1200.3+0.00573012d,+960.192+0.00458341d,+880.161+0.00420125d,+15651.3+0.0751706d,+18794+0.0903843d,+16376.1+0.0786761d
2021-01-09 09:15:00 PST,+215667+3927.01j,+3922.81+3.1194j,+8210.15+12.8068j,+68865.8+961.996j,+124766+2919.65j,+9894.02+18.3112j,+160.005+0.000752851d,+240.012+0.00112933d,+1480.45+0.00696954d,+840.145+0.00395412d,+160.005+0.000752851d,+240.012+0.00112933d,+320.021+0.00150585d,+480.047+0.002259d,+560.064+0.00263772d,+1840.7+0.00867363d,+680.095+0.00320318d,+760.119+0.0035802d,+1960.42+0.00494438d,+680.095+0.00320318d,+760.119+0.0035802d,+960.189+0.00452292d,+760.12+0.00362132d,+1440.43+0.00686436d,+880.161+0.00419342d,+1080.24+0.00514711d,+15610.9+0.074835d,+16255.2+0.0779447d,+15933+0.0763895d
2021-01-09 09:30:00 PST,+217078+4087.77j,+2921.53+1.72191j,+6927.25+9.13329j,+70132.7+996.083j,+127434+3051.81j,+9653.38+17.4542j,+120.003+0.000564939d,+160.005+0.00075327d,+1000.21+0.00471036d,+760.119+0.00357935d,+280.016+0.00131832d,+280.016+0.00131832d,+160.005+0.00075327d,+160.005+0.00075327d,+1320.36+0.00622352d,+1040.22+0.00490253d,+1480.45+0.00697857d,+720.106+0.00339339d,+560.064+0.00263904d,+560.064+0.00263904d,+600.074+0.00282762d,+640.084+0.0030162d,+1080.24+0.00515221d,+1760.64+0.00839976d,+1000.21+0.00477033d,+880.161+0.00419758d,+15812.3+0.0758823d,+16134.4+0.0774388d,+16013.6+0.076855d
2021-01-09 09:45:00 PST,+217564+4078.6j,+2921.42+1.67565j,+8130.27+12.6994j,+71089.2+1028.93j,+126442+3008.64j,+8971.65+15.1239j,+120.003+0.000565535d,+240.012+0.00113115d,+800.131+0.00377181d,+720.106+0.00339446d,+400.033+0.00188544d,+200.008+0.000942604d,+160.005+0.000754065d,+280.016+0.00131971d,+1320.36+0.0062315d,+920.174+0.00434209d,+2201+0.0103915d,+720.107+0.00339774d,+880.159+0.0041532d,+760.119+0.00358659d,+600.074+0.00283124d,+720.107+0.00339774d,+920.176+0.004394d,+1120.26+0.00534988d,+760.12+0.00362946d,+1160.28+0.00554109d,+15973.4+0.0767577d,+16940.1+0.0814361d,+15973.4+0.0767577d
2021-01-09 10:00:00 PST,+211584+3821.86j,+3602.2+2.56288j,+8450.91+13.6343j,+64572.4+850.32j,+124815+2925.12j,+10135.2+19.3979j,+440.04+0.00207084d,+240.012+0.00112941d,+840.145+0.0039544d,+1120.26+0.00527344d,+240.012+0.00112941d,+160.005+0.000752904d,+280.016+0.00131768d,+280.016+0.00131768d,+600.074+0.00282669d,+1600.53+0.00754247d,+1760.64+0.00829754d,+800.131+0.00376938d,+840.145+0.00395794d,+480.047+0.00226118d,+840.145+0.00395794d,+1520.47+0.007165d,+840.146+0.00399995d,+600.075+0.00285668d,+1240.32+0.00590616d,+1280.34+0.00609684d,+10503+0.0502064d,+17383.1+0.0833347d,+15933+0.0763364d
2021-01-09 10:15:00 PST,+205094+3762.73j,+3401.93+2.27349j,+9574.74+17.7832j,+55703+667.745j,+127435+3049.25j,+8971.63+15.0894j,+320.021+0.0015046d,+320.021+0.0015046d,+880.159+0.00413909d,+960.189+0.00451559d,+280.016+0.0013165d,+280.016+0.0013165d,+200.008+0.000940308d,+160.005+0.000752228d,+680.095+0.00320164d,+2321.11+0.0109343d,+2441.22+0.0115007d,+720.106+0.00339006d,+840.145+0.00395536d,+520.055+0.00244807d,+880.159+0.00414381d,+1160.28+0.00546324d,+680.096+0.0032295d,+640.085+0.00303946d,+1000.21+0.00475021d,+800.132+0.0037997d,+240.012+0.00113951d,+19721.1+0.0943935d,+16093.9+0.0769153d
2021-01-09 10:30:00 PST,+190632+3259.57j,+3602.17+2.54655j,+6686.66+8.45188j,+55728+661.393j,+116800+2566.6j,+7808.87+11.4425j,+120.003+0.000563157d,+280.016+0.00131416d,+1120.26+0.00525935d,+720.106+0.00338018d,+160.005+0.000750894d,+280.016+0.00131416d,+440.04+0.00206531d,+480.047+0.00225312d,+520.055+0.00244233d,+1560.5+0.00733167d,+720.106+0.0033821d,+720.106+0.0033821d,+920.173+0.00432211d,+720.106+0.0033821d,+680.095+0.00319413d,+840.144+0.00394608d,+1280.34+0.00607021d,+1000.21+0.00474153d,+1480.45+0.00701955d,+800.132+0.00379275d,+200.008+0.000947836d,+20245.3+0.0967454d,+14242.1+0.0678876d
2021-01-09 10:45:00 PST,+155724+2051.04j,+2841.45+1.62278j,+7087.57+9.51332j,+47555.9+482.399j,+89383.8+1537.17j,+8851.56+14.7358j,+320.011+0.000795542d,+160.005+0.000748692d,+1040.22+0.0048691d,+680.094+0.00318294d,+160.005+0.000748692d,+160.005+0.000748692d,+160.005+0.000748692d,+160.005+0.000748692d,+840.144+0.00393533d,+1240.31+0.00581072d,+480.047+0.00224826d,+840.144+0.00393533d,+600.073+0.00281054d,+880.158+0.00412283d,+560.064+0.0026231d,+1640.55+0.00768703d,+1240.32+0.00585472d,+920.174+0.00434297d,+3322.27+0.0156957d,+760.119+0.00358731d,+200.008+0.000943706d,+18269.1+0.0868465d,+6248.04+0.0295538d
2021-01-09 11:00:00 PST,+153146+1986.76j,+4403.51+3.90187j,+8610.93+13.9276j,+40991.1+373.073j,+90806.2+1577.47j,+8330.02+12.948j,+1560.43+0.00625987d,+160.005+0.00074767d,+840.144+0.00392691d,+1040.22+0.00486248d,+360.026+0.00168247d,+120.003+0.000560738d,+160.005+0.00074767d,+160.005+0.00074767d,+480.047+0.00224519d,+1360.38+0.0063648d,+960.188+0.0044917d,+760.118+0.00355549d,+1400.22+0.00359929d,+1800.66+0.00842626d,+600.073+0.00280669d,+1240.31+0.00580277d,+1720.61+0.00810002d,+800.131+0.00376532d,+2481.26+0.0116846d,+1240.32+0.00583782d,+280.016+0.00131744d,+17301.8+0.0819762d,+600.074+0.00282364d
2021-01-09 11:15:00 PST,+150327+1701.55j,+2601.08+1.30282j,+17456.1+61.7043j,+43455.4+409.523j,+78560.8+1211.62j,+8250.22+12.8537j,+280.016+0.00130757d,+160.005+0.000747126d,+320.021+0.0014944d,+800.13+0.00373709d,+320.021+0.0014944d,+240.012+0.00112074d,+160.005+0.000747126d,+320.021+0.0014944d,+640.084+0.00299756d,+1520.47+0.00712305d,+840.144+0.00393478d,+320.021+0.00149849d,+5925.95+0.0230516d,+1200.29+0.00562236d,+5845.7+0.02238d,+1120.26+0.00524728d,+1000.21+0.00470749d,+720.106+0.00338881d,+1840.69+0.00866627d,+1400.4+0.00659211d,+3843.03+0.0181084d,+17382.4+0.0823654d,+680.095+0.00320046d
2021-01-09 11:30:00 PST,+153257+1782.69j,+4483.62+4.03514j,+21678+91.7058j,+33769.3+246.602j,+85753.8+1424.69j,+7568.53+10.7861j,+280.016+0.00130738d,+400.033+0.00186783d,+280.016+0.00130738d,+960.188+0.00448432d,+1760.55+0.00718008d,+360.026+0.001681d,+120.003+0.000560252d,+320.021+0.00149419d,+2761.56+0.0129476d,+960.188+0.00449855d,+1280.33+0.00599925d,+680.094+0.00318593d,+6126.01+0.0225096d,+880.158+0.00412347d,+6045.98+0.0227173d,+2881.7+0.0135116d,+1520.47+0.00714122d,+1360.38+0.00638889d,+1080.24+0.00507266d,+800.131+0.00375688d,+240.012+0.00112667d,+7130.43+0.0335667d,+4965.05+0.0233524d
2021-01-09 11:45:00 PST,+145707+1556.56j,+8780+17.9245j,+20952.4+85.4352j,+26262.1+161.645j,+81297.6+1273.68j,+8411.32+13.6315j,+280.016+0.0013075d,+360.026+0.00168116d,+560.064+0.00261546d,+640.083+0.00298924d,+5645.89+0.0239298d,+360.026+0.00168116d,+480.047+0.00224171d,+440.039+0.00205485d,+1920.75+0.00899489d,+1160.27+0.00543188d,+1240.31+0.00580678d,+880.158+0.00412003d,+5764.72+0.0188041d,+600.073+0.00280863d,+5965.88+0.0226238d,+3362.31+0.015755d,+1840.69+0.00862824d,+760.118+0.00356148d,+1000.2+0.00468685d,+880.158+0.00412412d,+1600.52+0.00750171d,+600.073+0.00281142d,+2921.74+0.0137017d
2021-01-09 12:00:00 PST,+117695+942.213j,+9863.62+21.9158j,+15154.6+43.2705j,+24036.5+136.658j,+60869.4+726.505j,+7769.07+11.3616j,+2360.95+0.00928362d,+160.005+0.000743976d,+400.032+0.00186021d,+640.083+0.00297677d,+5645.94+0.0241686d,+160.005+0.000743976d,+320.021+0.0014881d,+160.005+0.000743976d,+2040.84+0.00950575d,+560.064+0.00260707d,+800.13+0.00372493d,+520.055+0.00242079d,+3041.07+0.00804735d,+3962.2+0.0127424d,+2680.91+0.00776077d,+1520.47+0.00708047d,+1960.78+0.00914755d,+640.083+0.00298455d,+1080.24+0.00503778d,+1120.25+0.00522449d,+840.143+0.0039177d,+2200.98+0.0102692d,+520.055+0.00242477d
2021-01-09 12:15:00 PST,+99581.3+677.441j,+8136.75+15.1801j,+17931.1+61.6124j,+15889.7+52.2223j,+51617.1+539.967j,+6005.14+6.67144j,+1600.47+0.00673072d,+160.005+0.000743079d,+480.047+0.00222967d,+560.063+0.00260141d,+4924.61+0.0214739d,+120.003+0.000557296d,+120.003+0.000557296d,+160.005+0.000743079d,+1560.49+0.0072642d,+1160.27+0.00540027d,+800.13+0.00372351d,+760.117+0.00353724d,+3000.96+0.0073482d,+6325.44+0.0197568d,+2841.18+0.00951664d,+1440.42+0.00670492d,+2921.73+0.0136033d,+800.13+0.00372212d,+760.117+0.00353592d,+3402.35+0.0158441d,+160.005+0.000744134d,+560.064+0.0026051d,+600.073+0.00279125d
2021-01-09 12:30:00 PST,+90461.8+688.916j,+5766.5+6.84669j,+15198.6+44.9368j,+8451.8+13.8435j,+55398.9+615.575j,+5644.53+5.8784j,+1160.22+0.00437838d,+160.005+0.000741006d,+520.055+0.00240879d,+680.093+0.00315027d,+2761.13+0.00937079d,+160.005+0.000741006d,+160.005+0.000741006d,+160.005+0.000741006d,+1480.44+0.00687161d,+1480.44+0.00687161d,+560.063+0.00259862d,+720.105+0.0033414d,+680.066+0.00223843d,+5323.99+0.0171978d,+3882.25+0.0133232d,+1040.22+0.00482741d,+2601.37+0.0120651d,+960.186+0.00445037d,+760.117+0.00352278d,+1920.75+0.00890592d,+360.026+0.00166828d,+480.047+0.00222454d,+760.117+0.00352278d
2021-01-09 12:45:00 PST,+92824.8+706.465j,+3882.4+2.88937j,+18209.7+62.2991j,+9414.07+16.9633j,+55592.5+616.359j,+5724.65+6.05164j,+560.048+0.00196126d,+280.016+0.00129846d,+400.032+0.00185508d,+640.083+0.00296856d,+1320.25+0.00430267d,+200.008+0.000927428d,+160.005+0.000741924d,+320.021+0.00148399d,+1360.37+0.00632751d,+1400.4+0.00651377d,+1080.24+0.00502393d,+880.157+0.00409307d,+5163.83+0.0170101d,+3601.53+0.00972568d,+3121.05+0.0077415d,+1560.49+0.00725891d,+1560.49+0.00724723d,+960.186+0.00445821d,+880.157+0.00408649d,+2281.05+0.0105967d,+400.032+0.00185695d,+560.063+0.00259999d,+2200.98+0.0102244d
