# file...... 1Meter_611_C_power.csv
# date...... Tue May 11 22:32:20 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_611_C_24:measured_power,house_meter_611_C_25:measured_power,house_meter_611_C_26:measured_power,house_meter_611_C_27:measured_power,house_meter_611_C_28:measured_power,house_meter_611_C_29:measured_power,house_meter_611_C_30:measured_power,house_meter_611_C_31:measured_power,house_meter_611_C_32:measured_power,house_meter_611_C_33:measured_power,house_meter_611_C_34:measured_power,house_meter_611_C_35:measured_power,house_meter_611_C_36:measured_power,house_meter_611_C_37:measured_power,house_meter_611_C_38:measured_power,house_meter_611_C_39:measured_power,house_meter_611_C_40:measured_power
2021-01-07 15:45:00 PST,+2160.98+0.0103868d,+7531.96+0.0364584d,+6248.23+0.0302281d,+2281.09+0.0110172d,+5965.91+0.022733d,+5807.11+0.0280887d,+10704.2+0.0518831d,+3522.61+0.0170223d,+4885.03+0.0236195d,+1640.56+0.00788499d,+1920.77+0.00923283d,+3081.99+0.0148218d,+1960.8+0.00942542d,+2441.25+0.0117372d,+2361.17+0.0113518d,+6328.4+0.0304759d,+3282.26+0.0157863d
2021-01-07 16:00:00 PST,+2080.91+0.0100452d,+2641.47+0.0127868d,+5686.83+0.0275642d,+1920.78+0.00929526d,+8648.06+0.0213905d,+4965.2+0.0240591d,+9981.07+0.0484666d,+3642.8+0.0176415d,+4885.04+0.0236699d,+1280.34+0.00616636d,+3282.26+0.0158213d,+1360.39+0.00655209d,+2281.09+0.0109908d,+2080.91+0.0100254d,+2361.17+0.011377d,+3001.89+0.0144681d,+3242.21+0.0156279d
2021-01-07 16:15:00 PST,+1680.6+0.00817326d,+3602.75+0.0175497d,+2241.06+0.0109103d,+1600.54+0.00778992d,+6165.13+0.0190926d,+4885.07+0.023809d,+8288.54+0.0236435d,+5285.93+0.0257672d,+4724.74+0.0230261d,+2521.34+0.0122414d,+1760.66+0.0085454d,+2321.14+0.0112684d,+5686.85+0.0276473d,+2201.02+0.0106847d,+2561.39+0.012436d,+2120.95+0.0102957d,+2921.81+0.0141881d
2021-01-07 16:30:00 PST,+1800.69+0.00879454d,+3122.07+0.0152428d,+4083.55+0.0199452d,+1560.52+0.00761382d,+4444.2+0.0217101d,+3843.14+0.018769d,+10814.6+0.0308914d,+5726.98+0.0279918d,+4243.83+0.0207295d,+2361.18+0.0114948d,+1400.42+0.00681477d,+3602.75+0.0175483d,+2481.31+0.0120802d,+2321.14+0.0112997d,+4684.66+0.0228285d,+2120.95+0.0103242d,+5726.97+0.0279201d
2021-01-07 16:45:00 PST,+2241.07+0.0109117d,+3242.23+0.0157614d,+4123.6+0.0200535d,+2721.57+0.0132274d,+4925.14+0.0239596d,+4083.53+0.0198583d,+9338.52+0.0455149d,+3322.34+0.0161514d,+6288.38+0.0306092d,+2321.14+0.0112452d,+1920.78+0.00930402d,+3562.68+0.0172692d,+1840.71+0.0089159d,+2640.93+0.00809676d,+3803.05+0.0184362d,+2120.95+0.0102745d,+4203.73+0.020382d
2021-01-07 17:00:00 PST,+1800.68+0.00870235d,+1960.81+0.00948858d,+1520.49+0.00735644d,+4844.95+0.0234738d,+4965.2+0.0240577d,+4764.79+0.0230847d,+6087.83+0.0295111d,+9458.92+0.0459182d,+2120.95+0.0102642d,+4684.63+0.0226875d,+5005.29+0.0242438d,+2881.75+0.0139456d,+1600.54+0.00774129d,+10532.1+0.0263166d,+2281.1+0.0110361d,+3722.92+0.0180227d,+3202.16+0.0154983d
2021-01-07 17:15:00 PST,+5366.07+0.0259783d,+1920.78+0.00929782d,+5245.81+0.0254289d,+6408.68+0.0310811d,+4524.32+0.0219248d,+2080.91+0.0100737d,+5205.72+0.0252341d,+6849.91+0.0332272d,+1440.44+0.00697125d,+6007.63+0.0291504d,+2401.22+0.0116335d,+6248.25+0.030321d,+1680.6+0.00813973d,+10453.1+0.028781d,+2401.22+0.0116335d,+4163.66+0.0201873d,+3722.93+0.018047d
2021-01-07 17:30:00 PST,+3803.04+0.018356d,+2201.02+0.0106155d,+5165.61+0.0249448d,+5646.71+0.0272735d,+4083.51+0.0197103d,+2160.98+0.0104222d,+6528.97+0.0315466d,+1920.77+0.00926278d,+4965.19+0.0239749d,+2921.79+0.0140612d,+1680.59+0.00808368d,+2080.91+0.0100109d,+1640.56+0.00789101d,+3001.7+0.0129882d,+3041.94+0.0146401d,+2040.87+0.00981812d,+3362.37+0.0161845d
2021-01-07 17:45:00 PST,+4604.45+0.0221643d,+2401.21+0.0115687d,+6368.53+0.0307338d,+5887.28+0.0284056d,+5807.09+0.0280177d,+2680.76+0.00649448d,+4885.01+0.0235598d,+4203.71+0.0202682d,+3001.89+0.0144663d,+2160.98+0.0103995d,+1880.74+0.00904985d,+2040.87+0.00982104d,+5305.91+0.025568d,+3162.1+0.0152237d,+4844.93+0.0233421d,+2641.46+0.0127144d,+7852.96+0.0378822d
2021-01-07 18:00:00 PST,+2361.17+0.0113526d,+2120.94+0.010217d,+5646.7+0.0272416d,+6087.79+0.029375d,+1520.48+0.00732261d,+4402.36+0.0123132d,+5325.96+0.0256907d,+5446.23+0.0262722d,+5406.14+0.0260784d,+1760.65+0.00846875d,+2160.98+0.0103961d,+1920.77+0.00923956d,+2951.16+0.0142022d,+2481.25+0.0115597d,+3803.03+0.0183083d,+7170.8+0.0345701d,+6729.51+0.0324366d
2021-01-07 18:15:00 PST,+5526.4+0.0266027d,+2080.91+0.0100114d,+7251.04+0.034961d,+6007.58+0.0289504d,+4925.09+0.0237232d,+5847.08+0.0277923d,+3843.1+0.018503d,+2241.05+0.0107825d,+4123.57+0.0198557d,+2120.94+0.0101791d,+2000.84+0.00960223d,+2241.05+0.0107561d,+3672.02+0.0176347d,+3041.94+0.0146049d,+2481.29+0.0119104d,+5045.33+0.024244d,+2921.79+0.0140274d
2021-01-07 18:30:00 PST,+2040.88+0.00986494d,+2401.21+0.0116007d,+7732.61+0.0374417d,+6569.1+0.0317922d,+4524.31+0.0218773d,+3682.86+0.0178021d,+4684.62+0.022654d,+1960.81+0.00947123d,+4965.19+0.0240136d,+2561.38+0.0123459d,+1840.71+0.00886958d,+1920.77+0.00925568d,+2401.21+0.0115731d,+2401.21+0.0115731d,+2921.79+0.0140852d,+7445.88+0.0181148d,+2681.51+0.0129256d
2021-01-07 18:45:00 PST,+4524.36+0.0221155d,+2441.27+0.0119527d,+8053.87+0.0395272d,+6890.14+0.033799d,+8254.57+0.0405157d,+5085.52+0.0249273d,+4524.37+0.0221714d,+5646.81+0.0276852d,+8495.43+0.0417023d,+5406.23+0.026476d,+7772.9+0.0381048d,+2120.96+0.0103724d,+2441.27+0.0119405d,+6769.78+0.033173d,+4885.09+0.0239184d,+11774.8+0.0289448d,+3041.97+0.0148824d
2021-01-07 19:00:00 PST,+3442.52+0.016799d,+7732.72+0.0377677d,+7772.85+0.0379643d,+7411.69+0.0361947d,+4323.97+0.0210882d,+3682.88+0.0179567d,+4484.27+0.0218715d,+5366.12+0.0261825d,+2601.44+0.0126781d,+1760.66+0.00855972d,+1560.52+0.00758606d,+5686.86+0.0276937d,+2401.22+0.0116771d,+4404.11+0.0214353d,+2561.39+0.0124568d,+8528.54+0.0229765d,+5847.25+0.0284767d
2021-01-07 19:15:00 PST,+2561.39+0.0124795d,+5245.84+0.0255715d,+7692.58+0.0375374d,+9539.36+0.0465858d,+3041.96+0.0148145d,+3202.18+0.0155958d,+4764.82+0.0232219d,+1760.66+0.00856983d,+4925.15+0.0240049d,+2321.14+0.0112774d,+1960.81+0.0095253d,+1960.81+0.0095253d,+3482.57+0.0169286d,+3442.51+0.0167336d,+6047.75+0.0294299d,+5202.88+0.0127027d,+5205.74+0.0253234d
2021-01-07 19:30:00 PST,+1960.81+0.00946411d,+2281.1+0.0110476d,+14565+0.070908d,+7812.91+0.0379272d,+4404.1+0.0213486d,+4684.63+0.0227111d,+4764.79+0.0231005d,+5085.46+0.0246585d,+4644.56+0.0225165d,+1680.59+0.00809782d,+1880.74+0.00906299d,+1960.81+0.00944913d,+5566.51+0.0268657d,+3722.91+0.017954d,+2801.65+0.0135059d,+3001.75+0.0133609d,+2561.38+0.0123464d
2021-01-07 19:45:00 PST,+5125.54+0.0248185d,+5205.73+0.0252774d,+13760.2+0.0670585d,+5927.43+0.0287905d,+5205.73+0.0252774d,+2361.18+0.0114513d,+5285.91+0.0256676d,+5326+0.0258627d,+4283.88+0.020793d,+2521.34+0.0121668d,+1960.81+0.00945971d,+2040.88+0.00984632d,+3722.91+0.0179741d,+3282.27+0.0158437d,+2361.17+0.0113931d,+2481.29+0.0119734d,+2681.51+0.0129406d
2021-01-07 20:00:00 PST,+2000.84+0.00965939d,+5005.29+0.0242486d,+13679.6+0.0665166d,+4925.12+0.0238594d,+5526.45+0.0267793d,+4283.87+0.0207473d,+6890.03+0.033406d,+5406.17+0.0261952d,+4043.45+0.0195809d,+1720.62+0.00828214d,+2361.17+0.0113684d,+2401.21+0.0115614d,+3843.1+0.0185151d,+5643.36+0.0136873d,+2401.21+0.0115614d,+2561.33+0.011954d,+2641.46+0.0127195d
2021-01-07 20:15:00 PST,+5285.91+0.0256658d,+5847.24+0.0284072d,+13398.1+0.0653004d,+6087.84+0.0295792d,+4844.97+0.0235279d,+5566.56+0.0270404d,+5366.09+0.0260644d,+2681.52+0.01301d,+6208.16+0.0301653d,+2961.85+0.0143144d,+3242.21+0.0156712d,+2441.25+0.0117958d,+3522.61+0.0170286d,+5202.86+0.0126321d,+3082+0.0148958d,+6448.77+0.0312123d,+2521.34+0.0121832d
2021-01-07 20:30:00 PST,+2281.1+0.0110502d,+3562.68+0.0172935d,+11789.5+0.0574273d,+7170.89+0.0348613d,+2321.14+0.011261d,+5285.91+0.0256769d,+5326+0.0258721d,+4364.03+0.0211905d,+4965.22+0.0241158d,+4484.25+0.0217496d,+4724.72+0.0229182d,+5807.13+0.0281816d,+3082.14+0.0149402d,+6407.86+0.0281531d,+5767.03+0.0279865d,+2881.75+0.0139676d,+5566.55+0.0270113d
2021-01-07 20:45:00 PST,+2040.87+0.00980662d,+4203.71+0.0202802d,+11427.5+0.0552986d,+4484.23+0.021636d,+4323.93+0.0208612d,+5366.05+0.0259004d,+5205.7+0.0251247d,+5406.14+0.0260943d,+6528.97+0.0315288d,+2201.01+0.010561d,+2281.09+0.0109456d,+3843.09+0.0184528d,+2885.34+0.0138486d,+2641.46+0.0126767d,+2481.29+0.0119073d,+2601.41+0.0124843d,+4203.7+0.0201873d
2021-01-07 21:00:00 PST,+5045.32+0.024217d,+3923.22+0.0188481d,+6729.49+0.0323681d,+2160.98+0.0103742d,+5165.59+0.0248296d,+2881.74+0.0138385d,+5245.76+0.0252159d,+5285.85+0.025409d,+2601.42+0.0124909d,+1760.65+0.00843571d,+2561.37+0.0122763d,+3041.93+0.0145825d,+6007.55+0.0288349d,+2721.5+0.0126668d,+2641.46+0.0126606d,+2841.69+0.0136214d,+3001.88+0.0143902d
2021-01-07 21:15:00 PST,+4925.08+0.0236824d,+5285.86+0.0254631d,+6569.06+0.0316616d,+5446.22+0.0262374d,+5446.22+0.0262374d,+3482.54+0.0167634d,+7371.41+0.0355408d,+4764.76+0.0229478d,+5005.26+0.0241085d,+2401.2+0.0115055d,+3081.98+0.0147718d,+2241.05+0.0107374d,+2601.41+0.0124659d,+2000.84+0.00958555d,+4363.98+0.0209275d,+2521.33+0.0120817d,+2641.46+0.012658d
2021-01-07 21:30:00 PST,+2160.97+0.0103185d,+2281.09+0.0109305d,+6448.7+0.0309549d,+5807.05+0.0278674d,+5165.58+0.0247824d,+4283.83+0.0205445d,+7090.52+0.0340449d,+6528.91+0.031341d,+1680.59+0.00805106d,+4163.61+0.0199109d,+2641.45+0.0126237d,+2361.16+0.0112829d,+2721.54+0.0130069d,+2361.16+0.0112829d,+2841.68+0.0135818d,+2921.78+0.0139651d,+4564.34+0.0218309d
2021-01-07 21:45:00 PST,+3522.58+0.0168027d,+2040.87+0.00976043d,+4724.66+0.0226209d,+3682.83+0.0176252d,+5406.1+0.0258909d,+4123.55+0.019738d,+7531.85+0.0361037d,+4083.48+0.0195458d,+3122.03+0.0149378d,+2120.94+0.0101368d,+2521.32+0.0120524d,+2521.32+0.0120524d,+2601.41+0.0124356d,+2241.05+0.0107114d,+6328.35+0.0302988d,+9940.64+0.0476656d,+2841.68+0.0135856d
2021-01-07 22:00:00 PST,+3522.57+0.0167629d,+1880.73+0.0089635d,+880.161+0.00419307d,+3442.46+0.0164173d,+4965.12+0.023694d,+2040.86+0.00972733d,+8173.91+0.0390587d,+3202.13+0.0152696d,+4404.03+0.0210115d,+4083.47+0.0194989d,+5807.02+0.0277489d,+2321.12+0.0110754d,+2561.36+0.012223d,+5766.92+0.0275569d,+2721.54+0.0129882d,+3843.07+0.0183492d,+7130.59+0.0340925d
2021-01-07 22:15:00 PST,+2321.11+0.0110101d,+4684.55+0.0223108d,+920.175+0.00437561d,+4243.74+0.0202076d,+5205.62+0.0247978d,+1720.61+0.00818456d,+7531.78+0.0359135d,+4163.6+0.0198253d,+2040.86+0.0097092d,+3562.63+0.016967d,+4604.4+0.0219379d,+5285.8+0.0251917d,+2601.4+0.0123842d,+2201+0.0104764d,+3642.75+0.0173492d,+7772.56+0.0370817d,+3162.07+0.0150569d
2021-01-07 22:30:00 PST,+6809.62+0.0324383d,+3522.57+0.0167678d,+1000.21+0.0047561d,+5686.71+0.0270936d,+5045.28+0.0240312d,+920.175+0.0043754d,+7491.66+0.0357199d,+4764.71+0.0226922d,+1320.36+0.00627931d,+1680.58+0.00798922d,+2401.19+0.0114183d,+3041.92+0.0144689d,+5670.67+0.0270021d,+2160.97+0.0102749d,+3442.46+0.0163768d,+5446.15+0.0259306d,+3001.87+0.0142782d
2021-01-07 22:45:00 PST,+4404+0.020865d,+3602.68+0.017107d,+1040.22+0.00493416d,+2801.62+0.0132988d,+4965.1+0.0235896d,+880.16+0.00417465d,+9049.84+0.0249553d,+4925.02+0.0233988d,+4804.78+0.0228264d,+2241.04+0.010621d,+2241.04+0.010621d,+2441.23+0.0115708d,+2801.89+0.0132822d,+2160.96+0.0102412d,+2641.44+0.0125207d,+7531.74+0.0357737d,+2881.71+0.013661d
2021-01-07 23:00:00 PST,+2801.62+0.0132704d,+3081.96+0.0146294d,+1880.73+0.00892297d,+5526.32+0.0262588d,+4724.62+0.022442d,+960.19+0.00455381d,+4723.03+0.0147288d,+4804.78+0.0228235d,+3041.91+0.014439d,+1880.73+0.00891438d,+2221.15+0.0105294d,+2281.07+0.0108137d,+2481.27+0.0117638d,+2201+0.0104338d,+6609.04+0.0313872d,+3001.86+0.014235d,+2961.81+0.0140448d
2021-01-07 23:15:00 PST,+4163.57+0.019676d,+2441.23+0.0115561d,+960.19+0.00454249d,+2241.04+0.0106075d,+4884.93+0.0231472d,+640.084+0.00302773d,+880.16+0.00416374d,+5365.94+0.0254315d,+5806.96+0.0275267d,+2241.04+0.0106149d,+2281.07+0.0108047d,+3642.74+0.0172642d,+2481.27+0.0117539d,+1720.61+0.00814809d,+2921.76+0.0138431d,+6127.76+0.0290714d,+5486.22+0.0260209d
2021-01-07 23:30:00 PST,+2641.43+0.012437d,+2201+0.0103923d,+800.132+0.00377577d,+2281.07+0.0107708d,+3843.04+0.0181578d,+720.107+0.00339802d,+840.145+0.00396465d,+5486.2+0.025939d,+8655.45+0.040977d,+1440.43+0.00679586d,+2361.15+0.011144d,+3202.11+0.0151183d,+2521.31+0.0119007d,+3081.95+0.0145503d,+2401.19+0.0113331d,+2841.66+0.0134145d,+4484.14+0.0211825d
2021-01-07 23:45:00 PST,+1600.52+0.00752322d,+1680.58+0.00791301d,+3442.43+0.0162204d,+1960.79+0.00923344d,+1400.4+0.00659304d,+720.106+0.00338929d,+1040.22+0.0048966d,+5045.23+0.0237883d,+1320.36+0.00621599d,+5125.41+0.0242201d,+5927.23+0.0280184d,+3001.85+0.0141729d,+2472.46+0.0116708d,+4163.57+0.0196672d,+2401.19+0.0113341d,+2681.48+0.0126586d,+2521.31+0.0119017d
2021-01-08 00:00:00 PST,+3843.03+0.018104d,+800.131+0.0037684d,+920.174+0.00433398d,+1160.28+0.00546539d,+3562.61+0.016798d,+3282.21+0.0154741d,+760.119+0.00357989d,+3402.38+0.0160414d,+4844.82+0.0228558d,+1800.67+0.00849669d,+2361.15+0.011144d,+6261.67+0.0296009d,+3923.17+0.0185282d,+2881.71+0.0136038d,+2160.96+0.0101983d,+4764.67+0.0225102d,+2481.27+0.0117115d
2021-01-08 00:15:00 PST,+2000.82+0.00940329d,+600.074+0.00281743d,+960.189+0.00450888d,+1040.22+0.00488486d,+1240.31+0.00582498d,+2761.56+0.0129774d,+560.064+0.00262954d,+2040.85+0.00958774d,+1360.38+0.00638916d,+1920.76+0.00904825d,+2281.07+0.0107472d,+2241.03+0.0105584d,+4203.63+0.0198209d,+3202.11+0.0150923d,+6448.55+0.0304343d,+2641.43+0.0124469d,+2561.35+0.0120691d
2021-01-08 00:30:00 PST,+1680.58+0.00788925d,+2561.34+0.0120346d,+960.189+0.00450852d,+800.131+0.00375673d,+640.084+0.00300509d,+720.106+0.00338089d,+2200.99+0.0103399d,+1120.26+0.00526046d,+920.173+0.00432056d,+1520.47+0.00715356d,+2200.99+0.0103582d,+2000.82+0.00941536d,+2080.89+0.00979246d,+1800.66+0.00847278d,+2080.89+0.00979246d,+5285.73+0.0249069d,+2441.22+0.0114899d
2021-01-08 00:45:00 PST,+1560.5+0.0073084d,+1320.36+0.00618686d,+920.173+0.004311d,+880.158+0.00412346d,+640.084+0.00299844d,+1680.58+0.00787593d,+1880.72+0.00881462d,+1000.2+0.0046861d,+640.084+0.00299844d,+1920.76+0.00902978d,+2241.03+0.0105368d,+1960.79+0.00921813d,+2160.96+0.01016d,+5566.35+0.0262075d,+2160.96+0.01016d,+2921.75+0.0137413d,+6368.32+0.0299932d
2021-01-08 01:00:00 PST,+1160.27+0.00541909d,+880.158+0.00411027d,+640.083+0.00298885d,+760.118+0.00354952d,+520.055+0.00242826d,+920.172+0.0042972d,+680.094+0.00317573d,+1040.22+0.00485806d,+720.105+0.00336262d,+1360.38+0.0063674d,+2721.51+0.0127454d,+2000.82+0.00936749d,+2160.95+0.0101179d,+2120.92+0.00993027d,+2481.26+0.0116191d,+2200.99+0.0103055d,+2441.22+0.0114314d
2021-01-08 01:15:00 PST,+1200.29+0.0056132d,+1080.24+0.00505181d,+520.055+0.00243152d,+960.188+0.00449017d,+520.055+0.00243152d,+720.106+0.00336713d,+520.055+0.00243152d,+1080.24+0.00505181d,+720.106+0.00336713d,+2040.85+0.00957637d,+6288.1+0.0295573d,+1920.75+0.00901239d,+2200.99+0.0103285d,+1920.75+0.00901239d,+2681.47+0.0125857d,+2481.26+0.011645d,+2641.43+0.0123975d
2021-01-08 01:30:00 PST,+1480.45+0.00693014d,+720.106+0.00337054d,+560.064+0.00262127d,+1000.2+0.00468212d,+720.106+0.00337054d,+680.094+0.00318321d,+640.084+0.00299589d,+1000.2+0.00468212d,+960.188+0.00449472d,+5085.31+0.0239493d,+2281.07+0.0107304d,+3122+0.0146912d,+6087.61+0.0286815d,+2000.82+0.00941097d,+5566.36+0.02622d,+1960.79+0.00922252d,+3642.72+0.0171453d
2021-01-08 01:45:00 PST,+1360.38+0.00637299d,+840.144+0.00393437d,+640.084+0.00299725d,+560.064+0.00262246d,+560.064+0.00262246d,+880.158+0.00412182d,+640.084+0.00299725d,+960.188+0.00449675d,+720.106+0.00337207d,+2000.82+0.00939837d,+1880.72+0.00883382d,+4524.19+0.0212733d,+2080.89+0.00977479d,+1920.75+0.00902199d,+2441.22+0.0114691d,+2200.99+0.0103395d,+2641.43+0.0124107d
2021-01-08 02:00:00 PST,+1120.26+0.00525144d,+800.131+0.00375049d,+520.055+0.0024374d,+520.055+0.0024374d,+480.047+0.00224985d,+800.131+0.00375049d,+640.084+0.0030001d,+1040.22+0.00487635d,+1160.27+0.00543941d,+1360.38+0.0063984d,+2000.82+0.00941312d,+1960.79+0.00922463d,+2601.39+0.0122416d,+1920.76+0.00903615d,+2881.7+0.0135622d,+5205.56+0.0245225d,+5205.56+0.0245225d
2021-01-08 02:15:00 PST,+1280.33+0.00599582d,+3202.1+0.0150227d,+520.055+0.00243717d,+720.106+0.00337496d,+600.074+0.00281226d,+640.084+0.00299981d,+1760.63+0.00825516d,+2281.06+0.0106976d,+1280.33+0.00600198d,+2120.92+0.00996874d,+1920.76+0.00902719d,+1920.76+0.00902719d,+4487.99+0.0211149d,+3963.22+0.018642d,+2361.14+0.0110989d,+2601.39+0.0122294d,+3963.22+0.018642d
2021-01-08 02:30:00 PST,+1640.55+0.0076875d,+720.106+0.00337292d,+600.073+0.00281056d,+760.118+0.0035604d,+720.106+0.00337292d,+640.084+0.00299801d,+640.084+0.00299801d,+960.188+0.00449789d,+760.118+0.0035604d,+1280.34+0.00601395d,+2000.82+0.00940095d,+2080.89+0.00977747d,+4187.59+0.0196933d,+3362.31+0.0158068d,+2040.85+0.0095892d,+2281.06+0.0107189d,+2561.34+0.0120374d
2021-01-08 02:45:00 PST,+1160.27+0.00543528d,+880.158+0.00412388d,+2040.85+0.00956671d,+880.158+0.00412388d,+480.047+0.00224884d,+880.158+0.00412388d,+560.064+0.00262378d,+920.173+0.00431144d,+800.131+0.0037488d,+2040.85+0.00958798d,+1960.79+0.00921153d,+2441.22+0.0114708d,+2321.1+0.0109059d,+1920.75+0.00902331d,+4083.42+0.0192001d,+1920.75+0.00902331d,+2721.52+0.0127893d
2021-01-08 03:00:00 PST,+1080.24+0.00507173d,+760.118+0.00356747d,+1680.58+0.00789045d,+600.074+0.00281615d,+520.055+0.00244054d,+880.158+0.00413106d,+640.084+0.00300397d,+1120.26+0.00525849d,+760.118+0.00356747d,+1360.38+0.00641069d,+5847.03+0.0276046d,+2761.57+0.0130212d,+4844.83+0.0228636d,+2040.86+0.00962008d,+5165.49+0.0243801d,+2361.14+0.0111313d,+3081.95+0.0145338d
2021-01-08 03:15:00 PST,+1480.45+0.00696437d,+560.064+0.00263245d,+1640.55+0.00771443d,+640.084+0.00300866d,+680.095+0.00319678d,+520.055+0.00244436d,+600.074+0.00282055d,+1040.22+0.00489027d,+600.074+0.00282055d,+5726.76+0.0270988d,+1920.76+0.0090747d,+6368.36+0.0301428d,+3122.01+0.0147573d,+1920.76+0.0090747d,+3081.96+0.0145678d,+2000.82+0.00945328d,+6729.34+0.0318561d
2021-01-08 03:30:00 PST,+1480.45+0.00694732d,+2241.03+0.0105213d,+600.074+0.00281536d,+640.084+0.00300312d,+480.047+0.00225212d,+640.084+0.00300312d,+600.074+0.00281536d,+920.173+0.00431773d,+560.064+0.0026276d,+1240.32+0.00583599d,+1880.73+0.0088516d,+2200.99+0.0103603d,+2160.96+0.0101717d,+1920.76+0.00904016d,+2841.66+0.0133795d,+5205.56+0.0245334d,+3362.32+0.0158343d
2021-01-08 03:45:00 PST,+1080.24+0.00506627d,+880.158+0.00412726d,+640.084+0.0030012d,+680.094+0.00318885d,+640.084+0.0030012d,+1000.2+0.00469041d,+560.064+0.00262592d,+960.188+0.00450269d,+920.173+0.00431497d,+2200.99+0.010356d,+1960.79+0.00922487d,+2040.85+0.00960187d,+2160.96+0.0101674d,+1920.76+0.00903639d,+3402.37+0.0160165d,+2761.56+0.0129965d,+5165.48+0.0243339d
2021-01-08 04:00:00 PST,+1200.29+0.00563682d,+640.084+0.00300618d,+520.055+0.00244234d,+2241.03+0.010532d,+560.064+0.00263028d,+760.118+0.0035701d,+520.055+0.00244234d,+1160.28+0.00545045d,+760.118+0.0035701d,+1320.36+0.00621861d,+2241.03+0.0105588d,+2080.89+0.00980361d,+2200.99+0.01037d,+4283.77+0.0202002d,+3362.32+0.0158491d,+2160.96+0.0101812d,+3162.05+0.0149039d
2021-01-08 04:15:00 PST,+1720.61+0.00808542d,+560.064+0.00262995d,+600.074+0.00281787d,+600.074+0.00281787d,+600.074+0.00281787d,+560.064+0.00262995d,+760.118+0.00356965d,+960.189+0.00450959d,+640.084+0.0030058d,+2080.89+0.00980909d,+2641.43+0.0124543d,+2000.82+0.00943136d,+2120.92+0.00999798d,+3162.05+0.0149122d,+5887.13+0.0277948d,+2120.92+0.00999798d,+2601.39+0.0122653d
2021-01-08 04:30:00 PST,+1560.5+0.00736063d,+1080.24+0.00509261d,+520.056+0.00245115d,+680.095+0.00320567d,+480.047+0.00226255d,+600.074+0.00282839d,+560.064+0.00263977d,+920.174+0.00433772d,+560.064+0.00263977d,+1480.45+0.00700085d,+4083.44+0.0193308d,+2120.93+0.0100322d,+2441.23+0.0115488d,+2040.86+0.00965317d,+3883.11+0.0183809d,+2321.11+0.01098d,+2641.44+0.012497d
2021-01-08 04:45:00 PST,+1160.28+0.0054614d,+800.131+0.00376634d,+640.084+0.00301278d,+520.055+0.0024477d,+1000.21+0.00470851d,+1080.24+0.00508544d,+520.055+0.0024477d,+1000.21+0.00470851d,+880.159+0.00414318d,+5566.4+0.0263881d,+4564.3+0.0216286d,+4925.01+0.0233413d,+5486.22+0.0260071d,+1880.73+0.00890223d,+2681.48+0.0126967d,+2160.96+0.0102299d,+6488.7+0.0307721d
2021-01-08 05:00:00 PST,+1200.29+0.00564036d,+520.055+0.00244344d,+480.047+0.00225543d,+720.106+0.00338364d,+1440.42+0.00677028d,+680.095+0.00319558d,+560.064+0.00263146d,+1000.2+0.00470031d,+840.144+0.00394787d,+1520.47+0.00716735d,+1960.79+0.00924461d,+2761.57+0.0130244d,+2681.48+0.0126462d,+1920.76+0.00905572d,+2120.92+0.0100003d,+5967.33+0.0281808d,+2761.57+0.0130244d
2021-01-08 05:15:00 PST,+1280.34+0.00600996d,+480.047+0.00225301d,+600.074+0.00281647d,+840.144+0.00394364d,+480.047+0.00225301d,+560.064+0.00262864d,+760.118+0.00356788d,+2241.03+0.0105254d,+640.084+0.00300431d,+1840.69+0.00866481d,+1880.73+0.0088534d,+2080.89+0.00979645d,+2361.14+0.0111171d,+1920.76+0.00904199d,+4804.74+0.0226452d,+2200.99+0.0103624d,+2601.39+0.0122495d
2021-01-08 05:30:00 PST,+10703.7+0.0507741d,+8494.9+0.0402592d,+520.056+0.00245656d,+640.084+0.00302368d,+560.065+0.00264559d,+1840.7+0.00869953d,+560.065+0.00264559d,+1640.55+0.00775297d,+600.074+0.00283463d,+2361.15+0.0111847d,+2000.83+0.00947646d,+2040.86+0.00966623d,+2841.67+0.0134636d,+5566.4+0.0264029d,+4123.51+0.0195472d,+4283.79+0.0203084d,+2641.44+0.0125139d
2021-01-08 05:45:00 PST,+11306.6+0.0540507d,+17302.7+0.0832021d,+560.065+0.00267433d,+760.12+0.0036299d,+10302.2+0.0493937d,+1080.24+0.00515931d,+2321.12+0.0110916d,+1080.24+0.00515931d,+760.12+0.0036299d,+1800.67+0.00858467d,+2521.32+0.0120239d,+3242.18+0.0154663d,+3682.82+0.0175715d,+2441.24+0.0116416d,+3402.41+0.0162317d,+2721.54+0.0129798d,+3442.46+0.0164231d
2021-01-08 06:00:00 PST,+12070.3+0.0576112d,+14000.9+0.0670624d,+600.075+0.00285826d,+560.065+0.00266764d,+12512.6+0.0598965d,+600.075+0.00285826d,+640.085+0.00304888d,+920.176+0.00438353d,+800.133+0.00381148d,+3923.2+0.018701d,+5486.25+0.0261687d,+2761.58+0.0131575d,+2761.58+0.0131575d,+2000.83+0.00952989d,+2361.16+0.0112478d,+2401.2+0.0114387d,+5766.91+0.0275106d
