# file...... 1Meter_684_C_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_684_C_24:measured_power,house_meter_684_C_25:measured_power,house_meter_684_C_26:measured_power,house_meter_684_C_27:measured_power,house_meter_684_C_28:measured_power,house_meter_684_C_29:measured_power,house_meter_684_C_30:measured_power,house_meter_684_C_31:measured_power,house_meter_684_C_32:measured_power,house_meter_684_C_33:measured_power,house_meter_684_C_34:measured_power,house_meter_684_C_35:measured_power,house_meter_684_C_36:measured_power,house_meter_684_C_37:measured_power,house_meter_684_C_38:measured_power,house_meter_684_C_39:measured_power,house_meter_684_C_40:measured_power
2021-01-06 02:30:00 PST,+440.04+0.00208072d,+480.048+0.00227295d,+3202.12+0.0151786d,+3282.22+0.0155588d,+480.048+0.00227295d,+760.119+0.00359947d,+1000.21+0.00473684d,+2321.11+0.0109985d,+960.19+0.00454726d,+1080.24+0.00512115d,+840.146+0.00398252d,+3162.07+0.0150035d,+2681.49+0.0127207d,+2921.76+0.0138619d,+2361.15+0.0111995d,+2401.19+0.0113897d,+2361.15+0.0111995d
2021-01-06 02:45:00 PST,+920.175+0.00435811d,+240.012+0.00113802d,+3562.62+0.0169155d,+3883.12+0.0184397d,+440.04+0.00208663d,+1120.26+0.00531367d,+960.19+0.00455412d,+2281.08+0.0108249d,+960.19+0.00455412d,+1240.32+0.0058882d,+680.096+0.00322789d,+3482.51+0.016548d,+2601.4+0.0123567d,+2561.36+0.0121663d,+2401.19+0.0114047d,+2281.08+0.0108337d,+2521.32+0.0119759d
2021-01-06 03:00:00 PST,+280.016+0.00132483d,+1040.22+0.00493108d,+3522.56+0.0167155d,+3202.12+0.0151929d,+400.033+0.00189582d,+1160.28+0.00550046d,+1080.24+0.00512086d,+2441.23+0.0115791d,+640.085+0.00303376d,+920.175+0.00436568d,+720.107+0.0034162d,+4243.73+0.0201617d,+2441.23+0.0115895d,+2481.27+0.0117798d,+2401.19+0.0113992d,+2241.04+0.0106382d,+2801.62+0.0133024d
2021-01-06 03:15:00 PST,+640.085+0.00303269d,+280.016+0.00132848d,+3322.28+0.0157818d,+3522.57+0.0167346d,+680.096+0.00322712d,+1080.24+0.00512669d,+1240.32+0.00588679d,+2561.36+0.0121633d,+560.065+0.00265743d,+480.048+0.00227898d,+1000.21+0.00474941d,+3322.29+0.0157908d,+1920.76+0.00912408d,+2441.23+0.0115989d,+2160.97+0.0102661d,+2201+0.0104565d,+2761.58+0.0131227d
2021-01-06 03:30:00 PST,+720.107+0.00340405d,+560.065+0.00265113d,+3202.12+0.0151741d,+3762.92+0.0178358d,+480.048+0.00227229d,+360.027+0.00170409d,+1040.22+0.00492499d,+2721.53+0.0128942d,+560.065+0.00265113d,+480.048+0.00227339d,+960.19+0.00454813d,+3522.56+0.016703d,+720.107+0.00341059d,+2441.23+0.0115704d,+2281.07+0.0108107d,+2241.04+0.0106207d,+2641.44+0.0125204d
2021-01-06 03:45:00 PST,+280.016+0.00132509d,+800.132+0.00379305d,+3602.68+0.0170984d,+3522.57+0.0167176d,+560.065+0.00265474d,+400.033+0.00189605d,+920.175+0.00436233d,+2721.53+0.0129117d,+840.146+0.0039828d,+440.04+0.00208607d,+1720.61+0.00816111d,+2881.72+0.013675d,+680.096+0.0032244d,+2401.19+0.0113924d,+1800.67+0.00854112d,+2521.31+0.0119629d,+1840.7+0.00873114d
2021-01-06 04:00:00 PST,+880.16+0.00416638d,+320.021+0.00151651d,+3602.68+0.0170955d,+3202.12+0.0151922d,+600.074+0.00284394d,+400.033+0.00189573d,+960.19+0.00455132d,+2401.19+0.0113885d,+1160.28+0.0055002d,+760.119+0.00360276d,+2000.83+0.00948825d,+2601.4+0.0123393d,+960.19+0.00455142d,+2601.4+0.0123393d,+720.107+0.00341306d,+2681.49+0.0127196d,+440.04+0.0020854d
2021-01-06 04:15:00 PST,+400.033+0.00189337d,+1000.21+0.0047442d,+3162.07+0.0150118d,+3362.34+0.0159639d,+520.056+0.00246625d,+800.132+0.00379489d,+1680.58+0.00797362d,+1720.61+0.00816367d,+2521.31+0.0119667d,+840.146+0.00397981d,+560.065+0.00265275d,+1360.38+0.00644557d,+880.16+0.00416943d,+1040.22+0.00492799d,+880.16+0.00416943d,+2000.83+0.00948255d,+600.074+0.0028423d
2021-01-06 04:30:00 PST,+440.04+0.00209473d,+440.04+0.00209839d,+3282.24+0.0156703d,+3722.88+0.0177774d,+400.033+0.00190758d,+1040.22+0.0049617d,+2241.04+0.0106947d,+800.133+0.00381612d,+2321.12+0.0110772d,+720.108+0.00342922d,+520.056+0.00247635d,+880.161+0.00419168d,+1200.3+0.00571707d,+880.161+0.00419168d,+960.191+0.00457297d,+520.056+0.00247635d,+640.085+0.00304804d
2021-01-06 04:45:00 PST,+920.176+0.00438159d,+320.021+0.00152547d,+3762.94+0.0179628d,+3162.08+0.0150908d,+560.065+0.00266997d,+560.065+0.00266997d,+1920.77+0.00916197d,+760.12+0.00362399d,+2321.12+0.0110735d,+560.065+0.00266634d,+760.12+0.00361905d,+920.176+0.00438139d,+960.191+0.004572d,+760.12+0.00361905d,+800.133+0.00380962d,+640.085+0.00304739d,+720.108+0.00342849d
2021-01-06 05:00:00 PST,+280.016+0.00133218d,+1000.21+0.00476715d,+3282.24+0.0156585d,+3362.35+0.0160412d,+400.033+0.00190615d,+680.096+0.00324102d,+600.075+0.00285958d,+1040.22+0.00495796d,+2120.93+0.0101134d,+600.075+0.00285592d,+640.085+0.0030464d,+960.191+0.0045705d,+1000.21+0.00476106d,+800.133+0.00380837d,+600.075+0.00285592d,+400.033+0.00190371d,+680.096+0.00323688d
2021-01-06 05:15:00 PST,+800.133+0.00380644d,+360.027+0.00171424d,+3202.13+0.0152647d,+3762.94+0.0179423d,+440.04+0.00209529d,+640.085+0.00304807d,+600.075+0.0028575d,+1040.22+0.00495435d,+560.065+0.00266693d,+480.048+0.00228368d,+480.048+0.00228368d,+1040.22+0.0049497d,+880.161+0.00418779d,+840.146+0.00399733d,+840.146+0.00399733d,+440.04+0.00209332d,+600.075+0.00285481d
2021-01-06 05:30:00 PST,+560.065+0.00266832d,+600.075+0.00286207d,+3282.24+0.0156722d,+3081.98+0.0147147d,+480.048+0.00228948d,+720.108+0.00343474d,+560.065+0.0026712d,+800.133+0.00381657d,+1040.22+0.00496228d,+600.075+0.00285931d,+400.033+0.00190597d,+1120.26+0.00533911d,+1040.22+0.0049575d,+640.085+0.00305001d,+680.096+0.00324071d,+520.056+0.00247795d,+440.04+0.00209662d
2021-01-06 05:45:00 PST,+440.04+0.00210527d,+760.121+0.00364109d,+4043.42+0.0193952d,+3402.42+0.0163161d,+400.033+0.00191593d,+720.108+0.00344937d,+560.065+0.00268257d,+760.121+0.00364109d,+960.192+0.00459985d,+520.056+0.002488d,+320.021+0.00153088d,+1080.24+0.0051692d,+920.176+0.00440295d,+760.12+0.00363686d,+680.096+0.00325387d,+720.108+0.00344536d,+440.04+0.00210513d
2021-01-06 06:00:00 PST,+1000.21+0.00478901d,+240.012+0.00114991d,+3001.88+0.0143988d,+3522.59+0.0169001d,+480.048+0.00230016d,+600.075+0.00287542d,+1040.23+0.00498544d,+480.048+0.00230016d,+720.108+0.00345076d,+440.04+0.00210688d,+320.021+0.00153216d,+800.134+0.00383156d,+1080.24+0.00517352d,+1320.36+0.00632414d,+1160.28+0.00555702d,+480.048+0.00229848d,+600.075+0.00287331d
2021-01-06 06:15:00 PST,+280.016+0.00134098d,+880.162+0.004221d,+3282.25+0.0157566d,+3081.99+0.0147939d,+520.056+0.00249367d,+360.027+0.00172621d,+1080.24+0.00518097d,+1080.24+0.00518097d,+480.048+0.00230179d,+360.027+0.00172479d,+600.075+0.00287508d,+760.121+0.00364213d,+1040.23+0.00498484d,+960.192+0.00460116d,+880.162+0.00421752d,+1120.26+0.00536856d,+680.097+0.00325858d
2021-01-06 06:30:00 PST,+600.075+0.00288769d,+480.048+0.0023123d,+3722.91+0.0179571d,+3482.55+0.016796d,+400.034+0.00192682d,+280.016+0.00134866d,+840.148+0.00404745d,+960.193+0.00462601d,+480.048+0.0023123d,+320.021+0.00154041d,+720.109+0.00346681d,+800.134+0.00385221d,+1000.21+0.00481587d,+1040.23+0.00500863d,+1160.28+0.00558697d,+1640.56+0.00790122d,+680.097+0.00327413d
2021-01-06 06:45:00 PST,+720.109+0.00348564d,+360.027+0.00174513d,+3562.68+0.0172925d,+3482.56+0.0169031d,+720.109+0.00349106d,+600.076+0.00290899d,+840.149+0.00407321d,+1480.46+0.00717953d,+1560.51+0.00756799d,+520.057+0.0025188d,+640.086+0.0031003d,+960.195+0.00465139d,+1880.75+0.00911428d,+1680.6+0.00814364d,+1080.25+0.00523321d,+720.109+0.00348801d,+560.066+0.00271262d
2021-01-06 07:00:00 PST,+360.027+0.00174145d,+1040.23+0.00504107d,+3162.11+0.0153377d,+3122.06+0.0151432d,+840.149+0.00407112d,+1320.37+0.00639942d,+1000.21+0.00484706d,+1480.46+0.00717583d,+1320.37+0.00639942d,+1560.51+0.00755894d,+520.057+0.00251799d,+920.179+0.00445603d,+1560.51+0.00755894d,+1680.6+0.00814101d,+840.149+0.00406834d,+920.179+0.00445603d,+1720.62+0.00833506d
2021-01-06 07:15:00 PST,+960.196+0.00469563d,+360.028+0.0017628d,+3202.19+0.0156979d,+3522.65+0.0172712d,+440.041+0.00215464d,+840.151+0.00411446d,+1320.37+0.00646758d,+1720.63+0.00842961d,+1160.29+0.00568304d,+1120.27+0.0054843d,+1560.52+0.007641d,+1920.79+0.00940647d,+1040.23+0.0050923d,+1160.29+0.00568031d,+840.15+0.00411249d,+1680.6+0.0082294d,+760.123+0.00372063d
2021-01-06 07:30:00 PST,+400.034+0.0019591d,+640.088+0.003139d,+3803.09+0.0186757d,+3362.42+0.0165086d,+360.028+0.00176537d,+760.123+0.00372785d,+920.181+0.00451312d,+1240.33+0.00608415d,+1040.23+0.00510218d,+960.197+0.00470651d,+720.111+0.00352934d,+1480.47+0.00725828d,+1120.27+0.00549149d,+1320.37+0.00647294d,+1040.23+0.00509898d,+1040.23+0.00509898d,+1200.31+0.00588404d
2021-01-06 07:45:00 PST,+520.059+0.00259206d,+640.089+0.00319398d,+3202.23+0.0159967d,+3282.34+0.0163974d,+320.022+0.00159665d,+480.05+0.00239523d,+1000.22+0.00499177d,+800.139+0.00399289d,+880.168+0.00439241d,+680.1+0.00339222d,+840.153+0.00419082d,+1320.38+0.00658765d,+1240.33+0.00618807d,+1360.4+0.00678745d,+840.153+0.00419082d,+520.059+0.00259378d,+1600.56+0.00798649d
2021-01-06 08:00:00 PST,+960.2+0.00477351d,+320.022+0.00159236d,+3202.23+0.0159535d,+3723.01+0.0185522d,+520.059+0.00258792d,+560.068+0.00278706d,+600.078+0.00298621d,+520.059+0.00258792d,+640.089+0.00318538d,+720.112+0.00358173d,+1000.22+0.00497553d,+1800.7+0.00896062d,+1280.36+0.00636984d,+800.139+0.00397991d,+680.1+0.00338266d,+520.059+0.00258647d,+440.042+0.00218844d
2021-01-06 08:15:00 PST,+280.017+0.00139081d,+1000.22+0.00497454d,+3763.07+0.018738d,+3362.45+0.0167402d,+560.068+0.00278494d,+920.183+0.00457634d,+480.05+0.00238697d,+560.068+0.00278494d,+400.035+0.00198904d,+640.089+0.00318038d,+680.1+0.00337925d,+1840.73+0.00915075d,+1160.29+0.0057664d,+800.139+0.00397589d,+440.042+0.00218623d,+640.089+0.00318038d,+720.112+0.00357812d
2021-01-06 08:30:00 PST,+2441.28+0.0120651d,+360.028+0.00177783d,+3402.49+0.0168236d,+3162.15+0.0156336d,+1280.35+0.00632492d,+1160.29+0.00573151d,+440.042+0.00217301d,+440.042+0.00217301d,+800.138+0.00395185d,+1000.22+0.00493736d,+560.067+0.00276414d,+2321.16+0.0114644d,+1000.22+0.00493736d,+1000.22+0.00493736d,+400.034+0.00197418d,+560.058+0.00239746d,+1000.22+0.00493736d
2021-01-06 08:45:00 PST,+1360.4+0.00671026d,+400.034+0.00197532d,+3202.21+0.0158312d,+3883.25+0.0192038d,+720.112+0.00355632d,+760.124+0.00375399d,+560.067+0.00276574d,+3441.94+0.0129332d,+520.058+0.00256812d,+1080.25+0.00533171d,+600.077+0.00296114d,+2281.12+0.0112646d,+1240.33+0.00612223d,+1080.25+0.00533171d,+560.067+0.00276366d,+1680.32+0.004383d,+1120.27+0.00552932d
2021-01-06 09:00:00 PST,+1160.29+0.00571915d,+880.167+0.00434561d,+4524.41+0.0223733d,+3162.15+0.0156277d,+520.058+0.00256727d,+760.124+0.00375274d,+520.058+0.00256727d,+5525.54+0.0229986d,+800.138+0.00395035d,+1280.35+0.00631891d,+1240.33+0.00612128d,+1640.58+0.00809798d,+1080.25+0.00533089d,+1040.23+0.00513332d,+880.166+0.00434313d,+5645.34+0.0217009d,+960.198+0.0047382d
2021-01-06 09:15:00 PST,+1160.29+0.00570136d,+280.017+0.00137603d,+4644.63+0.0228668d,+3242.25+0.0159529d,+680.099+0.00334264d,+880.166+0.00432632d,+640.088+0.00314593d,+4122.84+0.0158195d,+800.137+0.00393282d,+840.151+0.00412744d,+1480.47+0.00727514d,+1480.47+0.00727514d,+1480.47+0.00727514d,+960.197+0.00471744d,+680.099+0.00334092d,+5044.18+0.0190337d,+680.099+0.00334092d
2021-01-06 09:30:00 PST,+1680.6+0.00826471d,+1160.29+0.00569774d,+4003.43+0.0196833d,+3763.03+0.0184995d,+600.077+0.00294604d,+680.099+0.00333902d,+520.058+0.0025531d,+920.099+0.00246817d,+800.137+0.00392856d,+800.137+0.00392825d,+1120.27+0.00550069d,+2321.15+0.0114031d,+2241.07+0.0110093d,+880.166+0.0043213d,+600.077+0.00294581d,+3762.36+0.0143773d,+320.022+0.00157081d
2021-01-06 09:45:00 PST,+1440.44+0.00705012d,+1840.72+0.009007d,+4003.42+0.0196076d,+3082.03+0.0150889d,+1920.79+0.00939909d,+560.067+0.00273902d,+760.123+0.00371771d,+3161.55+0.0112241d,+720.11+0.00352195d,+800.136+0.00391121d,+1080.25+0.00528108d,+2801.67+0.0137068d,+1440.44+0.00704306d,+4603.03+0.0150958d,+440.041+0.00215067d,+1400.24+0.00389556d,+480.049+0.00234625d
2021-01-06 10:00:00 PST,+1320.37+0.00643886d,+1640.57+0.00800117d,+3843.14+0.0187608d,+3122.07+0.0152361d,+1320.37+0.00643866d,+560.067+0.00273024d,+600.076+0.00292533d,+4163.05+0.0167944d,+520.057+0.00253516d,+720.11+0.0035085d,+600.076+0.00292353d,+2120.96+0.0103398d,+1120.27+0.00545905d,+6446.84+0.0243494d,+320.022+0.00155895d,+480.041+0.00198135d,+760.123+0.00370351d
2021-01-06 10:15:00 PST,+1600.55+0.00785741d,+2161+0.0106083d,+4043.5+0.0198654d,+3442.54+0.0169085d,+1640.58+0.00805172d,+520.058+0.00255115d,+760.123+0.00372918d,+2601.1+0.00972506d,+360.028+0.001766d,+560.067+0.00274516d,+480.049+0.00235288d,+2761.63+0.0135488d,+1240.33+0.00608123d,+4442.75+0.014202d,+400.034+0.00196063d,+360.028+0.00176452d,+960.197+0.0047072d
2021-01-06 10:30:00 PST,+1720.63+0.00845442d,+2561.4+0.012589d,+3923.3+0.0192938d,+4484.31+0.022058d,+1920.79+0.00943784d,+440.041+0.00216078d,+720.111+0.00353646d,+520.037+0.00164708d,+400.034+0.0019643d,+520.058+0.00255045d,+480.049+0.0023542d,+2841.73+0.0139502d,+960.197+0.00470986d,+1280.22+0.00392544d,+520.058+0.00255045d,+600.067+0.00257674d,+1040.23+0.00510261d
2021-01-06 10:45:00 PST,+1600.55+0.00783211d,+2080.92+0.0101841d,+4163.7+0.0203954d,+4604.52+0.022559d,+2120.96+0.0103802d,+520.058+0.00254349d,+600.077+0.00293494d,+440.041+0.00215207d,+600.077+0.00293494d,+360.028+0.0017597d,+680.098+0.00332455d,+2361.19+0.0115506d,+920.18+0.00449861d,+3601.71+0.0109221d,+800.136+0.00391154d,+2520.8+0.00729915d,+960.196+0.00469432d
2021-01-06 11:00:00 PST,+1320.37+0.00645463d,+1480.47+0.00723839d,+4724.76+0.0231325d,+4604.52+0.0225427d,+3242.24+0.015864d,+480.049+0.0023461d,+480.049+0.0023461d,+640.087+0.00312844d,+800.136+0.00391095d,+400.034+0.00195368d,+680.098+0.00332183d,+2241.07+0.0109534d,+1160.29+0.00566839d,+4162.55+0.0140383d,+2200.58+0.00601968d,+1480.24+0.00368228d,+680.098+0.00332183d
2021-01-06 11:15:00 PST,+1240.33+0.00603698d,+1400.42+0.00681812d,+4203.75+0.0204909d,+4684.66+0.0228397d,+3282.29+0.015993d,+320.022+0.00155737d,+360.027+0.00175209d,+720.11+0.00350495d,+760.122+0.00369977d,+560.067+0.00272725d,+640.087+0.00311702d,+2160.99+0.0105301d,+1160.29+0.00565145d,+4643.44+0.0169872d,+4763.64+0.01755d,+3922.52+0.0147283d,+640.087+0.00311702d
2021-01-06 11:30:00 PST,+1240.33+0.00606564d,+1600.55+0.00782846d,+4203.77+0.020584d,+5005.35+0.0245173d,+3282.3+0.0160656d,+480.049+0.00234686d,+280.017+0.00136882d,+1040.23+0.00508667d,+680.098+0.00332514d,+800.136+0.00391137d,+640.087+0.00312877d,+2361.19+0.0115501d,+2321.15+0.011354d,+2881.06+0.008441d,+2600.95+0.00842435d,+3201.09+0.00785168d,+640.087+0.00312877d
2021-01-06 11:45:00 PST,+1600.55+0.00783631d,+1320.37+0.0064608d,+4043.49+0.0198085d,+4804.93+0.0235463d,+3242.24+0.0158779d,+600.077+0.00293537d,+560.067+0.00273961d,+880.165+0.00430599d,+1040.23+0.00508941d,+760.123+0.00371423d,+640.087+0.00312753d,+2481.31+0.0121335d,+2241.07+0.0109576d,+880.126+0.00328792d,+1920.4+0.00476757d,+760.123+0.00371423d,+840.15+0.00410541d
2021-01-06 12:00:00 PST,+1360.39+0.00665912d,+1240.33+0.00606209d,+4003.42+0.0195897d,+4885.09+0.0239129d,+3562.7+0.0174299d,+560.067+0.00273653d,+720.11+0.00351876d,+840.15+0.00410553d,+600.077+0.00293207d,+560.067+0.00273334d,+680.098+0.0033193d,+2721.58+0.0132945d,+2201.03+0.0107493d,+1120.27+0.00546862d,+1080.25+0.00527317d,+1160.2+0.00404758d,+840.15+0.00410073d
2021-01-06 12:15:00 PST,+1320.37+0.0065148d,+1240.33+0.0061179d,+4123.66+0.0203651d,+4965.31+0.0245306d,+5125.65+0.0253245d,+440.042+0.00216975d,+760.124+0.00374852d,+600.077+0.00295905d,+760.124+0.00374852d,+400.034+0.00197102d,+880.166+0.0043376d,+2721.59+0.013423d,+2000.86+0.0098653d,+1200.31+0.00591612d,+1120.27+0.00552143d,+5363.1+0.0132879d,+640.088+0.00315413d
2021-01-06 12:30:00 PST,+1280.35+0.00630149d,+1200.31+0.00590602d,+4043.51+0.01992d,+4243.87+0.0209089d,+3162.14+0.0155722d,+480.049+0.00236131d,+440.041+0.00216448d,+960.198+0.00472408d,+960.198+0.00472408d,+280.017+0.00137745d,+720.111+0.00354301d,+2961.88+0.0145867d,+1640.58+0.00807497d,+1960.82+0.00965256d,+2881.78+0.0141918d,+5122.87+0.0128763d,+640.088+0.00314918d
2021-01-06 12:45:00 PST,+1280.35+0.0062628d,+1400.42+0.00685265d,+4203.77+0.0205949d,+4003.42+0.0196117d,+3001.92+0.0146993d,+1200.31+0.00587295d,+360.028+0.00176094d,+1000.21+0.0048935d,+960.196+0.00469764d,+440.041+0.00215238d,+560.067+0.00273961d,+3602.77+0.0176461d,+3242.24+0.0158778d,+2921.82+0.0143067d,+2481.31+0.0121475d,+2320.62+0.00611244d,+600.077+0.00293537d
2021-01-06 13:00:00 PST,+1280.35+0.00627924d,+1240.33+0.00608433d,+4163.71+0.0204503d,+4043.5+0.0198589d,+2601.45+0.0127686d,+1640.58+0.00804909d,+400.034+0.00196163d,+1120.27+0.00549511d,+800.137+0.00392427d,+640.088+0.00313882d,+360.028+0.00176527d,+2841.73+0.0139482d,+3562.71+0.0174925d,+2521.36+0.012374d,+2281.11+0.0111938d,+2760.86+0.00718693d,+600.077+0.00294257d
2021-01-06 13:15:00 PST,+1280.35+0.00623273d,+1120.27+0.00544859d,+4003.4+0.019495d,+1600.54+0.00778608d,+3482.57+0.016955d,+880.164+0.00428038d,+480.049+0.00233416d,+800.136+0.00389106d,+560.066+0.00272333d,+520.057+0.00253138d,+480.049+0.0023366d,+3362.4+0.0163862d,+1600.54+0.0077942d,+2441.26+0.0118925d,+2201.03+0.0107211d,+7085.93+0.0192176d,+640.087+0.00311578d
2021-01-06 13:30:00 PST,+1960.82+0.00958539d,+1520.49+0.0074274d,+4123.62+0.0201657d,+1320.37+0.00644929d,+2441.27+0.01193d,+1320.37+0.00644929d,+640.087+0.00312557d,+520.058+0.00253933d,+600.077+0.00293015d,+640.087+0.00312879d,+640.087+0.00312879d,+3122.08+0.0152771d,+1160.16+0.00324424d,+2321.15+0.0113541d,+2160.99+0.0105699d,+6925.41+0.017926d,+840.15+0.00410706d
2021-01-06 13:45:00 PST,+1920.79+0.00939839d,+1360.39+0.00665203d,+4123.63+0.0201874d,+1320.37+0.00645622d,+2321.15+0.0113546d,+720.11+0.00352022d,+840.15+0.00410724d,+1400.42+0.00684785d,+1040.23+0.0050858d,+1120.27+0.00549086d,+3322.36+0.0162995d,+2881.77+0.0141353d,+6446.56+0.0233667d,+1840.72+0.00902487d,+2281.11+0.0111862d,+5162.89+0.0128461d,+2801.68+0.013742d
2021-01-06 14:00:00 PST,+2321.15+0.0114189d,+1200.31+0.00589136d,+4083.57+0.0200677d,+1840.72+0.00903713d,+2401.23+0.0117918d,+600.077+0.00294455d,+680.099+0.00333733d,+1040.23+0.00510532d,+1000.21+0.00490884d,+680.099+0.00333849d,+1480.47+0.00726985d,+2721.59+0.0133715d,+3801.96+0.0118314d,+1200.31+0.00589342d,+1320.37+0.00648325d,+2160.6+0.00635492d,+1280.35+0.00628663d
2021-01-06 14:15:00 PST,+3041.98+0.0149763d,+1920.79+0.0094366d,+4123.64+0.0202781d,+2441.28+0.0119964d,+3001.93+0.014755d,+720.111+0.00353599d,+480.049+0.00235696d,+1080.25+0.00530522d,+1040.23+0.0051086d,+800.137+0.00392712d,+1280.35+0.00628534d,+2561.4+0.0125811d,+3761.76+0.0107548d,+1000.21+0.00490954d,+960.197+0.00471304d,+1240.33+0.00608877d,+640.088+0.00314137d
