# file...... 1Meter_645_B_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_B_24:measured_power,house_meter_645_B_25:measured_power,house_meter_645_B_26:measured_power,house_meter_645_B_27:measured_power,house_meter_645_B_28:measured_power,house_meter_645_B_29:measured_power,house_meter_645_B_30:measured_power,house_meter_645_B_31:measured_power,house_meter_645_B_32:measured_power,house_meter_645_B_33:measured_power,house_meter_645_B_34:measured_power,house_meter_645_B_35:measured_power,house_meter_645_B_36:measured_power,house_meter_645_B_37:measured_power,house_meter_645_B_38:measured_power,house_meter_645_B_39:measured_power,house_meter_645_B_40:measured_power
2021-01-07 09:15:00 PST,+18149+0.0871991d,+15531.2+0.0757098d,+15772.8+0.0768955d,+18150+0.0885747d,+20408.6+0.0996933d,+18576.4+0.0696846d,+17867.9+0.0871871d,+16457.5+0.080257d,+16215.9+0.0790703d,+1120.26+0.00529268d,+1120.26+0.00529268d,+1120.26+0.00529268d,+1320.36+0.00623857d,+1320.36+0.00623857d,+1200.3+0.00567101d,+1440.43+0.00680622d,+1360.38+0.00642778d
2021-01-07 09:30:00 PST,+15892.7+0.0761244d,+15651.9+0.0760839d,+16618.5+0.0808159d,+19077.2+0.0928698d,+20690.9+0.100795d,+14081.5+0.0676317d,+15772.7+0.0766751d,+15772.7+0.0766751d,+16175.4+0.0786464d,+840.145+0.00396616d,+5724.68+0.0187883d,+1120.26+0.00528913d,+1280.34+0.00604532d,+1240.32+0.00585626d,+3121.01+0.00739315d,+1320.36+0.00623439d,+1160.28+0.00547816d
2021-01-07 09:45:00 PST,+15973.2+0.0764746d,+17182.5+0.0834954d,+16054.5+0.0779769d,+20690.8+0.100694d,+20610.1+0.100297d,+6687.35+0.0252442d,+15812.9+0.0767953d,+15853.2+0.0769922d,+16376.8+0.0795528d,+1120.26+0.00528694d,+1600.31+0.00438147d,+1280.34+0.00604282d,+1160.28+0.0054759d,+800.132+0.00377564d,+5644.59+0.0186648d,+1160.28+0.0054759d,+1200.3+0.00566486d
2021-01-07 10:00:00 PST,+17141.1+0.0818232d,+15732.2+0.0762075d,+15772.5+0.0764039d,+20529.1+0.0996467d,+18915.6+0.0917519d,+7647.31+0.021949d,+15812.8+0.0766003d,+16819.7+0.081513d,+16175.2+0.0783681d,+800.131+0.00376484d,+1040.22+0.00489502d,+1280.34+0.00602553d,+1320.36+0.00621398d,+840.145+0.00395318d,+2120.46+0.00499316d,+1160.28+0.00546023d,+1240.32+0.00583708d
2021-01-07 10:15:00 PST,+16577.1+0.0790547d,+16779.5+0.0813737d,+15732.3+0.0762612d,+18794.7+0.0912247d,+19520.6+0.0947774d,+7767.08+0.0209365d,+15973.9+0.0774404d,+18542+0.0767658d,+16094.7+0.0780301d,+680.095+0.00320252d,+920.174+0.00433347d,+1040.22+0.00489906d,+2241.03+0.0105596d,+800.131+0.00376795d,+4042.14+0.0121561d,+1240.32+0.00584191d,+1520.47+0.00716229d
2021-01-07 10:30:00 PST,+19478.6+0.0925825d,+20771.1+0.100621d,+15852.9+0.0766365d,+21093.9+0.1022d,+19802.7+0.0958912d,+4764.76+0.0229265d,+16094.6+0.0778126d,+17222.5+0.0833057d,+16215.4+0.0784008d,+560.064+0.00262646d,+880.158+0.00412811d,+1000.2+0.00469138d,+1400.4+0.00656954d,+760.118+0.00356492d,+1000.17+0.00400079d,+1200.29+0.00563035d,+1120.26+0.00525473d
2021-01-07 10:45:00 PST,+17503.2+0.0829284d,+21416.7+0.103618d,+15812.6+0.076323d,+17907.5+0.0865112d,+20892+0.101057d,+1280.19+0.00337069d,+16094.5+0.0776929d,+18834.7+0.0910262d,+17182.1+0.0829814d,+840.144+0.0039363d,+920.173+0.0043114d,+760.118+0.00356124d,+1480.45+0.00693812d,+760.118+0.00356124d,+920.173+0.0043114d,+1120.26+0.00524931d,+1080.24+0.00506171d
2021-01-07 11:00:00 PST,+18107.8+0.0859996d,+19197.6+0.0927725d,+15852.8+0.0765006d,+10663.9+0.0513478d,+16658.4+0.0804152d,+520.056+0.00249351d,+17343.3+0.0837458d,+17464.2+0.0843338d,+16940.4+0.0817863d,+680.095+0.00319446d,+880.159+0.00413452d,+760.118+0.00357046d,+1400.4+0.00657974d,+680.095+0.00319446d,+880.159+0.00413452d,+1160.28+0.00545098d,+960.189+0.0045106d
2021-01-07 11:15:00 PST,+16697.4+0.0788683d,+16819+0.0804559d,+16094+0.0769645d,+5285.79+0.025164d,+9257.8+0.0441464d,+440.04+0.00209069d,+18592.1+0.0890041d,+5606.52+0.0266944d,+16295.3+0.077934d,+760.118+0.00355691d,+880.158+0.00411883d,+720.106+0.00336962d,+1480.45+0.00692966d,+560.064+0.00262056d,+1360.38+0.00636733d,+840.144+0.00393151d,+1040.22+0.00486818d
2021-01-07 11:30:00 PST,+19518.8+0.0926974d,+20205.2+0.0967601d,+7210.79+0.0343446d,+5406.06+0.0257295d,+3562.63+0.0169429d,+4804.78+0.0228621d,+20164.8+0.0965653d,+2481.27+0.011795d,+16577.2+0.0792657d,+800.131+0.00374968d,+800.131+0.00374968d,+640.084+0.00299945d,+2441.22+0.011448d,+600.073+0.00281191d,+880.158+0.00412485d,+2040.85+0.00956895d,+840.144+0.00393726d
2021-01-07 11:45:00 PST,+17624.2+0.0836574d,+20971.7+0.100318d,+5406.05+0.0256925d,+4965.1+0.0235925d,+5686.7+0.0270294d,+360.027+0.00170747d,+19438.7+0.0929252d,+2761.58+0.0131101d,+16496.6+0.0787637d,+640.084+0.00299794d,+840.144+0.00393528d,+640.084+0.00299794d,+2601.38+0.0121938d,+560.064+0.00262307d,+640.084+0.00299794d,+1480.45+0.0069363d,+2120.92+0.00993968d
2021-01-07 12:00:00 PST,+10703.5+0.0503514d,+21415+0.101826d,+1600.53+0.00754819d,+4844.83+0.022879d,+800.131+0.00377223d,+3522.55+0.0166257d,+16093.5+0.076354d,+1520.47+0.00717042d,+16576.8+0.0786627d,+600.073+0.00279752d,+760.117+0.00354387d,+640.083+0.00298409d,+920.172+0.00429037d,+720.105+0.00335727d,+760.117+0.00354387d,+1640.55+0.00765141d,+1200.29+0.00559709d
2021-01-07 12:15:00 PST,+11225.8+0.0527777d,+21172.9+0.100694d,+1040.22+0.00490604d,+4524.21+0.0213683d,+2281.07+0.0107638d,+7286.58+0.0207285d,+16093.6+0.0763763d,+1120.26+0.00528369d,+16536.6+0.0784931d,+640.083+0.00298259d,+720.105+0.00335558d,+680.094+0.00316908d,+960.187+0.00447476d,+800.13+0.0037286d,+1000.2+0.00466132d,+760.117+0.00354209d,+1160.27+0.00540766d
2021-01-07 12:30:00 PST,+3762.89+0.0176085d,+20688.7+0.098425d,+2201+0.0103912d,+4524.21+0.0213798d,+760.119+0.00358649d,+11172.9+0.0264752d,+16818.5+0.079884d,+2241.03+0.0105804d,+16576.9+0.0787282d,+520.055+0.0024221d,+840.143+0.00391338d,+680.094+0.00316766d,+920.172+0.00428629d,+960.187+0.00447276d,+840.143+0.00391338d,+720.105+0.00335408d,+1000.2+0.00465924d
2021-01-07 12:45:00 PST,+2681.46+0.0124833d,+10904.3+0.051231d,+1840.69+0.00861595d,+4644.4+0.0217645d,+720.106+0.00336915d,+10210.7+0.0240239d,+16898.6+0.0795895d,+920.173+0.00430555d,+8093.39+0.0379807d,+520.055+0.00241111d,+760.117+0.00352445d,+560.063+0.00259665d,+880.156+0.00408124d,+640.083+0.00296774d,+720.105+0.00333887d,+840.143+0.00389563d,+760.117+0.00352445d
2021-01-07 13:00:00 PST,+2521.29+0.0117091d,+4884.84+0.0227448d,+5005.08+0.0233058d,+2801.59+0.0130337d,+640.083+0.00297522d,+4924.84+0.0225619d,+9257.41+0.0431811d,+1000.2+0.0046498d,+3362.29+0.0156458d,+480.046+0.00222047d,+720.104+0.00333119d,+520.054+0.00240557d,+840.142+0.00388667d,+600.073+0.00277579d,+720.104+0.00333119d,+920.171+0.00425703d,+840.142+0.00388667d
2021-01-07 13:15:00 PST,+840.143+0.00390482d,+4444.01+0.0207316d,+4965.01+0.023167d,+5005.09+0.0233544d,+5045.17+0.0235418d,+5005.09+0.0233544d,+5726.67+0.0267292d,+960.187+0.00447299d,+680.094+0.00316783d,+480.047+0.00222634d,+600.073+0.00278313d,+520.055+0.00241193d,+4282.67+0.0143278d,+560.063+0.00259752d,+680.093+0.00315436d,+720.105+0.00334d,+880.157+0.00408261d
2021-01-07 13:30:00 PST,+800.13+0.00371888d,+2040.84+0.00949511d,+4844.76+0.0225661d,+1440.42+0.00669998d,+1000.2+0.00465152d,+6207.82+0.0289311d,+440.039+0.00204597d,+6007.33+0.0279944d,+2160.95+0.0100544d,+560.063+0.00259637d,+560.063+0.00259637d,+560.063+0.00259637d,+3281.43+0.0100118d,+560.063+0.00259637d,+680.093+0.00315296d,+720.105+0.00333851d,+920.171+0.00426639d
2021-01-07 13:45:00 PST,+1800.66+0.00838544d,+1000.2+0.00466847d,+5806.87+0.0271568d,+6809.45+0.0318586d,+6408.37+0.0299772d,+8856+0.0414682d,+1160.27+0.00541595d,+6408.37+0.0299772d,+840.143+0.00392113d,+400.032+0.0018558d,+400.032+0.0018558d,+600.073+0.00278403d,+640.083+0.0029697d,+680.093+0.00315539d,+1200.15+0.00279709d,+720.105+0.00334108d,+920.171+0.00426968d
2021-01-07 14:00:00 PST,+5165.4+0.0240206d,+360.026+0.00167039d,+3442.4+0.0159914d,+6127.61+0.0284964d,+3522.51+0.0163641d,+1680.57+0.00780141d,+920.171+0.00427023d,+2401.17+0.0111498d,+560.063+0.0025987d,+520.055+0.00240927d,+680.093+0.00315089d,+480.046+0.00222389d,+520.055+0.00240927d,+640.083+0.00296547d,+6166.1+0.0227248d,+640.083+0.00296547d,+880.156+0.00407812d
2021-01-07 14:15:00 PST,+3923.11+0.0182196d,+360.026+0.00167217d,+880.157+0.00408882d,+9418.01+0.0439038d,+3642.69+0.0169413d,+7371.02+0.0343328d,+440.039+0.00204386d,+5526.19+0.0257206d,+280.016+0.00130051d,+600.073+0.00277694d,+600.073+0.00277694d,+560.063+0.00259175d,+560.063+0.00259175d,+680.093+0.00314735d,+3241.45+0.0102569d,+640.083+0.00296214d,+680.093+0.00314735d
2021-01-07 14:30:00 PST,+880.157+0.00408626d,+280.016+0.00130527d,+3442.41+0.0160672d,+11667.8+0.0546416d,+7210.59+0.0337066d,+5365.86+0.0250644d,+480.047+0.00223789d,+8374.29+0.039165d,+280.016+0.00130527d,+480.047+0.00222463d,+640.083+0.00296646d,+520.055+0.00241007d,+560.063+0.00259552d,+640.083+0.00296646d,+720.094+0.0029872d,+680.093+0.00315194d,+680.093+0.00315194d
2021-01-07 14:45:00 PST,+1080.24+0.00501913d,+8655.28+0.0405191d,+6167.75+0.0288446d,+11105.2+0.0520403d,+5045.18+0.0235839d,+2561.33+0.0119609d,+400.033+0.00186643d,+8093.35+0.0378798d,+360.026+0.00167975d,+360.026+0.00166966d,+2040.48+0.00539205d,+560.063+0.00259756d,+640.083+0.00296878d,+600.073+0.00278316d,+4322.83+0.0150138d,+600.073+0.00278316d,+720.105+0.00334004d
2021-01-07 15:00:00 PST,+3001.82+0.0139079d,+14224.4+0.0394483d,+3562.57+0.0165862d,+9016.52+0.0420713d,+1600.52+0.00744557d,+10703.3+0.0499762d,+480.047+0.00223215d,+1040.22+0.00483797d,+320.021+0.00148796d,+840.142+0.00388598d,+6086.07+0.0229004d,+600.073+0.0027753d,+600.073+0.0027753d,+600.073+0.0027753d,+1400.2+0.00330509d,+720.104+0.0033306d,+760.116+0.00351572d
2021-01-07 15:15:00 PST,+1320.35+0.00610909d,+12498.3+0.0335239d,+3802.93+0.0177043d,+8976.37+0.041877d,+6408.34+0.0298652d,+3121.98+0.0145301d,+3562.57+0.0165837d,+1040.22+0.00483725d,+5486.11+0.0255577d,+4443.1+0.0160355d,+4603.09+0.0154335d,+480.046+0.00221857d,+560.063+0.00258845d,+560.063+0.00258845d,+720.104+0.00332833d,+560.063+0.00258845d,+720.104+0.00332833d
2021-01-07 15:30:00 PST,+680.093+0.00314992d,+19377.5+0.068087d,+5887.06+0.0275458d,+10221.3+0.0479109d,+6729.23+0.0314972d,+6408.37+0.0299914d,+2080.88+0.00972143d,+5125.35+0.0239743d,+1760.63+0.00822421d,+6286.21+0.0226931d,+320.016+0.00115754d,+480.046+0.0022227d,+600.073+0.00277858d,+640.083+0.00296389d,+720.105+0.00333454d,+3241.45+0.010263d,+720.105+0.00333454d
2021-01-07 15:45:00 PST,+680.093+0.00314699d,+18860.5+0.0736676d,+7010.02+0.0327999d,+11667.8+0.0546978d,+7371.08+0.0344944d,+7732.19+0.0361896d,+4524.17+0.0211471d,+840.143+0.00392116d,+1640.55+0.00765934d,+2040.49+0.00552178d,+600.073+0.00277514d,+640.083+0.00296022d,+640.083+0.00296022d,+640.083+0.00296022d,+720.104+0.00333041d,+4883.55+0.0166774d,+720.104+0.00333041d
2021-01-07 16:00:00 PST,+5005.08+0.0233063d,+19478.1+0.0920805d,+11024.9+0.0519374d,+13758.9+0.0648898d,+7852.64+0.0369447d,+5726.72+0.0269193d,+5967.29+0.0280529d,+6689.17+0.0314559d,+5526.25+0.0259748d,+800.129+0.00370881d,+640.083+0.00296676d,+600.073+0.00278127d,+520.055+0.00241032d,+680.093+0.00315226d,+5564.79+0.0197481d,+2600.8+0.00707334d,+600.073+0.00278127d
2021-01-07 16:15:00 PST,+5486.08+0.0254277d,+7732.14+0.0360347d,+5526.19+0.0257311d,+13597.6+0.0635219d,+7371.03+0.0343468d,+5285.67+0.0246087d,+6408.33+0.0298492d,+3642.69+0.0169481d,+2080.88+0.00967545d,+720.104+0.00331889d,+520.054+0.00239669d,+520.054+0.00239669d,+560.063+0.00258111d,+560.063+0.00258111d,+2760.8+0.00666842d,+600.072+0.00276554d,+600.072+0.00276554d
2021-01-07 16:30:00 PST,+4524.14+0.0210187d,+6408.36+0.0299521d,+6689.11+0.0312679d,+13678.2+0.0641211d,+8454.57+0.0395489d,+6288.05+0.0293883d,+6729.22+0.0314559d,+9980.31+0.0467152d,+1920.75+0.00896102d,+1160.27+0.00535769d,+360.026+0.00166193d,+320.021+0.00147724d,+640.082+0.00295504d,+760.116+0.00350936d,+1520.47+0.00702195d,+880.156+0.00406377d,+640.082+0.00295504d
2021-01-07 16:45:00 PST,+3402.35+0.0158362d,+11426.8+0.0538906d,+8936.39+0.0421021d,+11989.5+0.0565576d,+9900.12+0.0466611d,+5806.91+0.027323d,+6969.96+0.0328111d,+18994.4+0.0898609d,+7892.78+0.0371694d,+880.156+0.00407644d,+400.032+0.00185239d,+240.012+0.00111132d,+320.021+0.00148184d,+680.093+0.0031496d,+1080.24+0.00500351d,+4362.74+0.0144121d,+400.032+0.00185239d
2021-01-07 17:00:00 PST,+1960.78+0.00913983d,+10583+0.0499122d,+9900.13+0.0466785d,+12874.1+0.060775d,+14402.7+0.068034d,+2921.75+0.0137364d,+5085.3+0.0239294d,+17140.5+0.0810585d,+2841.65+0.0133594d,+800.129+0.00370952d,+400.032+0.00185431d,+320.021+0.00148338d,+240.012+0.00111248d,+800.129+0.00370952d,+1480.44+0.00686544d,+1280.17+0.00307248d,+360.026+0.00166884d
2021-01-07 17:15:00 PST,+3282.2+0.0153585d,+8213.86+0.0387233d,+7852.66+0.037015d,+7331.03+0.0345488d,+15086.9+0.0713275d,+3482.49+0.0163859d,+8929.5+0.0244136d,+17543.5+0.0830261d,+2561.34+0.0120472d,+840.143+0.0039001d,+320.021+0.00148529d,+320.021+0.00148529d,+200.008+0.000928236d,+440.039+0.00204242d,+1360.37+0.00631645d,+760.117+0.00352849d,+440.039+0.00204242d
2021-01-07 17:30:00 PST,+5566.3+0.0259727d,+9217.43+0.0434213d,+9177.28+0.0432314d,+7451.39+0.0350763d,+14000.3+0.0660825d,+2160.96+0.0101503d,+11816.2+0.0313986d,+17180.8+0.0812013d,+2961.8+0.0139166d,+760.117+0.00352268d,+360.026+0.00166823d,+360.026+0.00166823d,+200.008+0.000926707d,+760.117+0.00352268d,+1360.37+0.00630604d,+680.093+0.00315172d,+600.073+0.0027808d
2021-01-07 17:45:00 PST,+5646.49+0.0264017d,+3923.15+0.0184288d,+9137.12+0.0430132d,+3883.09+0.0182403d,+9980.43+0.0469994d,+2120.92+0.00995558d,+11024.8+0.0515641d,+19316.9+0.0913174d,+5887.1+0.0276767d,+640.083+0.00296973d,+440.039+0.00204144d,+360.026+0.00167019d,+920.171+0.00426971d,+920.171+0.00426971d,+1120.25+0.00519853d,+720.105+0.0033411d,+960.186+0.00445545d
2021-01-07 18:00:00 PST,+2481.25+0.0115817d,+7170.59+0.0338909d,+14443.1+0.0684692d,+3802.97+0.0179494d,+11708.3+0.0554416d,+4203.63+0.0198437d,+17261.6+0.0819266d,+18954.3+0.0900239d,+2881.71+0.013596d,+720.105+0.00334688d,+440.039+0.00204497d,+640.083+0.00297486d,+520.055+0.0024169d,+680.094+0.00316087d,+920.171+0.00427709d,+800.13+0.00371894d,+640.083+0.00297486d
2021-01-07 18:15:00 PST,+1560.49+0.00727366d,+10342.1+0.0490726d,+20325.8+0.0968459d,+6288.16+0.0297868d,+12713.4+0.0603838d,+7050.26+0.0334074d,+17866.2+0.0850395d,+17302.1+0.082335d,+2120.93+0.0100295d,+960.187+0.00446347d,+480.047+0.00223108d,+440.039+0.00204511d,+520.055+0.00241707d,+920.171+0.00427739d,+840.143+0.00390525d,+1080.24+0.00502177d,+680.094+0.00316109d
2021-01-07 18:30:00 PST,+3923.12+0.0182784d,+7250.76+0.0340759d,+13638.2+0.0642629d,+4965.04+0.023312d,+3081.94+0.0144592d,+4884.88+0.0229348d,+7852.63+0.0369135d,+17422.4+0.0822225d,+1960.79+0.00919501d,+640.083+0.00296941d,+720.105+0.00334075d,+840.143+0.00389783d,+440.039+0.00204122d,+880.157+0.00408354d,+1040.22+0.00482647d,+880.157+0.00408354d,+600.073+0.00278376d
2021-01-07 18:45:00 PST,+1800.66+0.00837779d,+10663.3+0.0501796d,+12512.1+0.0589246d,+5846.99+0.0274606d,+5325.8+0.0250074d,+2641.43+0.0123893d,+7250.76+0.034073d,+17543.3+0.08279d,+1800.66+0.00844286d,+960.186+0.00445348d,+760.117+0.00352524d,+720.105+0.00333962d,+680.093+0.00315401d,+1040.22+0.00482483d,+1120.25+0.00519623d,+960.186+0.00445348d,+1000.2+0.00463915d
2021-01-07 19:00:00 PST,+8574.96+0.040063d,+3322.25+0.015574d,+11627.7+0.0546939d,+4083.41+0.019148d,+3001.84+0.0140701d,+10582.9+0.0497582d,+6207.88+0.0291355d,+13638.1+0.0642037d,+2321.1+0.0108763d,+720.105+0.00334221d,+600.073+0.00278497d,+840.143+0.00389953d,+840.143+0.00389953d,+960.186+0.00445693d,+1080.24+0.00501441d,+1040.22+0.00482857d,+840.143+0.00389953d
2021-01-07 19:15:00 PST,+18147.5+0.0854159d,+10101+0.0476621d,+12512.2+0.0590984d,+3642.72+0.0171428d,+5205.56+0.0245133d,+8253.99+0.0389173d,+11225.9+0.0529948d,+9458.38+0.0446181d,+6087.6+0.0286773d,+760.117+0.0035347d,+720.105+0.00334858d,+560.064+0.0026042d,+600.073+0.00279028d,+2481.25+0.0115464d,+1840.69+0.00856332d,+1120.25+0.00521017d,+920.172+0.00427926d
2021-01-07 19:30:00 PST,+20607.1+0.0969614d,+6568.82+0.0308404d,+5205.54+0.0244262d,+3442.42+0.0161414d,+7451.36+0.0349966d,+12190.5+0.0573662d,+9137.09+0.0429436d,+7772.36+0.036509d,+3442.42+0.0161414d,+1160.27+0.00538851d,+760.117+0.00352955d,+720.105+0.0033437d,+800.129+0.0037154d,+1440.42+0.00669033d,+1920.75+0.00892304d,+840.143+0.00390127d,+1000.2+0.00464482d
2021-01-07 19:45:00 PST,+20526.2+0.0963614d,+5526.21+0.0258168d,+5405.95+0.0252537d,+5526.21+0.0258168d,+4924.93+0.0230022d,+4444.02+0.020752d,+8615.12+0.040298d,+7330.94+0.0342732d,+2080.88+0.00970762d,+800.129+0.00370582d,+840.142+0.00389121d,+960.186+0.00444742d,+960.186+0.00444742d,+880.156+0.0040766d,+920.171+0.00426201d,+880.156+0.0040766d,+1280.33+0.00593104d
2021-01-07 20:00:00 PST,+18832.5+0.0883629d,+5646.49+0.0263888d,+2881.69+0.0134524d,+7852.56+0.036732d,+4363.87+0.0203839d,+3041.88+0.0142011d,+8334.16+0.0389924d,+2401.17+0.011207d,+3802.94+0.0177597d,+720.105+0.0033403d,+760.117+0.00352595d,+840.143+0.0038973d,+1960.4+0.00470259d,+1320.35+0.00612611d,+840.143+0.0038973d,+1120.25+0.00519728d,+1080.24+0.00501154d
2021-01-07 20:15:00 PST,+18671.2+0.0875577d,+2841.64+0.0132588d,+2881.69+0.0134458d,+7330.94+0.0342679d,+4444.02+0.0207488d,+8211.21+0.0313432d,+6608.89+0.0308837d,+7290.82+0.0340798d,+2321.09+0.0108277d,+1000.2+0.00463308d,+760.117+0.00352063d,+680.093+0.00314988d,+720.105+0.00333525d,+760.117+0.00352063d,+1080.24+0.00500397d,+720.105+0.00333525d,+960.186+0.00444765d
2021-01-07 20:30:00 PST,+20647.1+0.0968281d,+2721.5+0.0126807d,+4323.8+0.0201596d,+7130.34+0.0332831d,+5967.24+0.0278407d,+7090.22+0.0330953d,+4884.85+0.0227807d,+2481.25+0.0115601d,+2361.13+0.0109999d,+800.129+0.00370399d,+640.083+0.0029629d,+640.083+0.0029629d,+600.073+0.00277766d,+880.156+0.00407459d,+880.156+0.00407459d,+720.105+0.00333343d,+720.105+0.00333343d
2021-01-07 20:45:00 PST,+22584.6+0.106293d,+4323.8+0.0201916d,+2921.74+0.0136363d,+6328.15+0.0295758d,+4524.16+0.0211289d,+7170.47+0.033524d,+7571.68+0.0354056d,+2160.95+0.0100825d,+2321.09+0.0108304d,+880.157+0.00408311d,+640.083+0.0029691d,+3762.23+0.0135834d,+360.026+0.00166983d,+960.186+0.00445451d,+1080.24+0.00501169d,+640.083+0.0029691d,+760.117+0.00352606d
2021-01-07 21:00:00 PST,+23069.1+0.108527d,+5686.59+0.0265863d,+4123.46+0.019266d,+3522.52+0.0164542d,+3562.58+0.0166416d,+6969.9+0.0326033d,+8492.19+0.0329643d,+5766.77+0.0269621d,+4123.46+0.019266d,+800.129+0.00370839d,+640.083+0.00296643d,+2080.7+0.00767931d,+240.012+0.00111214d,+200.008+0.000926761d,+720.105+0.00333739d,+520.055+0.00241005d,+680.093+0.00315191d
2021-01-07 21:15:00 PST,+21858.1+0.102987d,+3362.31+0.0157482d,+2881.69+0.0134945d,+5526.24+0.0259064d,+7732.22+0.0362805d,+12150.2+0.0571139d,+4724.56+0.0221409d,+7170.51+0.0336372d,+2321.1+0.0108668d,+680.094+0.00315752d,+840.143+0.00390084d,+280.016+0.00129984d,+320.021+0.00148557d,+200.008+0.000928411d,+800.129+0.003715d,+520.055+0.00241434d,+720.105+0.00334334d
2021-01-07 21:30:00 PST,+18389.1+0.0861933d,+7009.99+0.0327109d,+2921.73+0.0136111d,+3362.29+0.0156663d,+4644.38+0.0216513d,+4924.93+0.0229618d,+5045.17+0.0235236d,+6568.77+0.0306465d,+2321.09+0.0108103d,+280.016+0.00129526d,+880.156+0.00407228d,+280.016+0.00129526d,+280.016+0.00129526d,+160.005+0.000740093d,+680.093+0.00314638d,+480.046+0.00222071d,+1040.22+0.00481317d
2021-01-07 21:45:00 PST,+19719.5+0.0925135d,+7010.02+0.032817d,+4524.17+0.0211581d,+3402.36+0.0159045d,+6488.58+0.0303695d,+8775.72+0.0411127d,+11065+0.0518862d,+9779.53+0.0458342d,+2481.25+0.0115944d,+280.016+0.00129645d,+1040.22+0.00481758d,+240.012+0.00111121d,+240.012+0.00111121d,+4964.59+0.0212483d,+280.016+0.00129645d,+640.083+0.00296395d,+920.171+0.0042614d
2021-01-07 22:00:00 PST,+4443.98+0.0205799d,+1800.65+0.00834882d,+6689.05+0.0310755d,+3202.07+0.014855d,+4924.9+0.0228634d,+3081.92+0.0142969d,+3041.87+0.0141108d,+3562.57+0.0165298d,+2521.28+0.0116935d,+360.026+0.00166071d,+520.054+0.00239904d,+160.005+0.000738005d,+320.021+0.00147615d,+480.023+0.00110717d,+200.008+0.000922529d,+1360.19+0.00318182d,+480.046+0.00221444d
2021-01-07 22:15:00 PST,+320.021+0.00147511d,+2761.54+0.0127822d,+2761.54+0.0127822d,+4924.89+0.0228155d,+4924.89+0.0228155d,+4844.74+0.0224434d,+1400.4+0.00647838d,+360.026+0.00166482d,+2160.94+0.00999981d,+360.026+0.00165916d,+3321.5+0.0103344d,+200.008+0.000921668d,+400.032+0.00184356d,+240.012+0.00110603d,+120.003+0.000552974d,+600.072+0.00276567d,+240.012+0.00110603d
2021-01-07 22:30:00 PST,+280.016+0.00129136d,+1840.68+0.00850428d,+1520.47+0.00702392d,+2601.36+0.0120224d,+3322.22+0.0153584d,+3001.81+0.0138754d,+920.17+0.00424978d,+280.016+0.00129291d,+1600.52+0.00739396d,+360.026+0.00165986d,+4282.8+0.0150111d,+280.016+0.00129094d,+360.026+0.00165986d,+240.012+0.00110649d,+240.012+0.00110649d,+600.072+0.00276683d,+320.021+0.00147539d
2021-01-07 22:45:00 PST,+280.016+0.00129222d,+1240.31+0.00573361d,+1480.44+0.00684434d,+3883.04+0.0179694d,+3282.17+0.0151851d,+3121.96+0.0144429d,+240.012+0.00110906d,+240.012+0.00110906d,+2160.94+0.00999314d,+240.012+0.00110644d,+640.064+0.00230562d,+280.016+0.00129088d,+280.016+0.00129088d,+200.008+0.000922011d,+240.012+0.00110644d,+560.063+0.00258219d,+200.008+0.000922011d
2021-01-07 23:00:00 PST,+1680.57+0.00774252d,+1200.29+0.00553628d,+1560.49+0.00719873d,+6247.86+0.0288766d,+3041.86+0.0140408d,+2000.8+0.00923159d,+160.005+0.000737708d,+280.016+0.00129108d,+520.054+0.00239807d,+200.008+0.000920028d,+360.026+0.00165621d,+240.012+0.00110406d,+280.016+0.0012881d,+160.005+0.000736004d,+240.012+0.00110406d,+520.054+0.00239253d,+280.016+0.0012881d
2021-01-07 23:15:00 PST,+200.008+0.00092052d,+2561.32+0.0118268d,+2801.58+0.0129374d,+7130.24+0.0329843d,+2761.53+0.0127523d,+1960.77+0.00905159d,+240.012+0.00110721d,+280.016+0.00129177d,+560.063+0.00258398d,+200.008+0.000919947d,+240.012+0.00110396d,+160.005+0.00073594d,+320.021+0.00147202d,+240.012+0.00110396d,+280.016+0.00128799d,+520.054+0.00239233d,+200.008+0.000919947d
2021-01-07 23:30:00 PST,+240.012+0.00110579d,+1240.31+0.00572705d,+1400.39+0.00646664d,+6729.13+0.0311401d,+2601.36+0.0120182d,+1960.77+0.00905636d,+280.016+0.00129246d,+240.012+0.00110779d,+520.054+0.00240062d,+280.016+0.0012895d,+280.016+0.0012895d,+200.008+0.000921031d,+320.021+0.00147375d,+280.016+0.0012895d,+240.012+0.00110526d,+560.063+0.00257944d,+240.012+0.00110526d
2021-01-07 23:45:00 PST,+280.016+0.00129082d,+1240.31+0.0057298d,+1480.44+0.00683979d,+6608.81+0.0305966d,+2641.4+0.0122093d,+1080.23+0.00498999d,+1840.68+0.00850537d,+280.016+0.00129308d,+520.054+0.00240178d,+280.016+0.00128996d,+280.016+0.00128996d,+280.016+0.00128996d,+360.026+0.0016586d,+240.012+0.00110566d,+160.005+0.000737069d,+520.054+0.00239599d,+320.021+0.00147428d
