# file...... 1Meter_645_B_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_B_24:measured_power,house_meter_645_B_25:measured_power,house_meter_645_B_26:measured_power,house_meter_645_B_27:measured_power,house_meter_645_B_28:measured_power,house_meter_645_B_29:measured_power,house_meter_645_B_30:measured_power,house_meter_645_B_31:measured_power,house_meter_645_B_32:measured_power,house_meter_645_B_33:measured_power,house_meter_645_B_34:measured_power,house_meter_645_B_35:measured_power,house_meter_645_B_36:measured_power,house_meter_645_B_37:measured_power,house_meter_645_B_38:measured_power,house_meter_645_B_39:measured_power,house_meter_645_B_40:measured_power
2021-01-09 15:30:00 PST,+680.093+0.00313497d,+8775.62+0.0408727d,+1800.66+0.0083629d,+6484.67+0.0165261d,+8531.1+0.029857d,+2521.29+0.0117132d,+5205.49+0.0242096d,+5686.55+0.026452d,+5927.12+0.0275738d,+360.026+0.00165884d,+600.072+0.00276513d,+760.116+0.00350284d,+680.093+0.00313396d,+600.072+0.00276513d,+560.063+0.00258073d,+680.093+0.00313396d,+560.063+0.00258073d
2021-01-09 15:45:00 PST,+5566.28+0.0258963d,+7892.66+0.03683d,+2361.13+0.0109931d,+6564.52+0.0158208d,+7766.26+0.0184971d,+5125.33+0.0238897d,+7692.03+0.0358908d,+1000.2+0.00465424d,+1040.22+0.00484053d,+720.104+0.00332967d,+440.039+0.00203445d,+440.039+0.00203445d,+800.129+0.00369981d,+640.083+0.00295956d,+720.104+0.00332967d,+600.073+0.00277452d,+1240.31+0.00573623d
2021-01-09 16:00:00 PST,+4083.4+0.0191121d,+10382.2+0.0491564d,+6207.93+0.0293418d,+9209.51+0.0236995d,+14747.1+0.0421082d,+11346.6+0.0537436d,+12110.3+0.0573791d,+10342.1+0.0489653d,+10422.4+0.0493474d,+560.063+0.00260209d,+720.105+0.00334587d,+720.105+0.00334587d,+760.117+0.00353184d,+560.063+0.00260209d,+720.105+0.00334587d,+920.171+0.0042758d,+840.143+0.0039038d
2021-01-09 16:15:00 PST,+5846.94+0.0272667d,+10502.5+0.049119d,+2120.91+0.00988547d,+2200.88+0.00920084d,+12899.6+0.0348282d,+2200.98+0.010259d,+9096.85+0.0425206d,+1600.52+0.00745837d,+2681.46+0.012501d,+480.046+0.0022202d,+720.104+0.00333078d,+400.032+0.00185008d,+600.073+0.00277545d,+600.073+0.00277545d,+760.116+0.00351591d,+720.104+0.00333078d,+640.083+0.00296055d
2021-01-09 16:30:00 PST,+5766.76+0.0269195d,+8374.32+0.0392683d,+1960.78+0.0091703d,+6769.35+0.0317215d,+10496.8+0.0367938d,+5325.79+0.0249422d,+9538.59+0.044749d,+6568.81+0.0307792d,+5766.79+0.0270123d,+440.039+0.00203794d,+360.026+0.00166733d,+320.021+0.00148203d,+640.083+0.00296464d,+1040.22+0.00481871d,+800.129+0.00370616d,+1120.25+0.00518963d,+600.073+0.00277928d
2021-01-09 16:45:00 PST,+5285.68+0.0246566d,+3282.18+0.0152666d,+1760.63+0.00818427d,+3041.87+0.0141475d,+4604.3+0.0214277d,+1240.31+0.00576436d,+8815.78+0.0410977d,+1840.69+0.00855669d,+4644.37+0.0216146d,+400.032+0.00185053d,+840.142+0.00388715d,+360.026+0.00166544d,+640.083+0.00296128d,+1720.6+0.00796364d,+840.142+0.00388715d,+600.073+0.00277613d,+360.026+0.00166544d
2021-01-09 17:00:00 PST,+9900.04+0.0464652d,+5245.61+0.0245575d,+4484.1+0.0209859d,+3121.99+0.014603d,+5846.97+0.0273795d,+2801.6+0.0131027d,+8575.02+0.0401989d,+6929.8+0.0324644d,+1920.75+0.00897986d,+600.073+0.00278727d,+1440.42+0.00669286d,+400.032+0.00185795d,+1400.4+0.00650678d,+1160.27+0.00539055d,+800.13+0.00371681d,+520.055+0.00241551d,+360.026+0.00167212d
2021-01-09 17:15:00 PST,+8093.39+0.0379765d,+9659.12+0.0454353d,+2321.1+0.0108854d,+3121.99+0.0146462d,+10382.1+0.0488506d,+7331+0.0344512d,+9578.8+0.045056d,+2281.06+0.0106974d,+10060.7+0.0473323d,+800.129+0.0037159d,+600.073+0.00278659d,+360.026+0.00167171d,+560.063+0.00260075d,+1080.24+0.00501732d,+920.171+0.0042736d,+480.047+0.00222911d,+720.105+0.00334415d
2021-01-09 17:30:00 PST,+9337.79+0.0437283d,+6769.32+0.0316179d,+2521.29+0.011756d,+6528.67+0.0304909d,+3923.13+0.0183028d,+1560.49+0.00727327d,+9739.32+0.0455453d,+4884.85+0.0227985d,+1400.4+0.00652665d,+800.129+0.00370659d,+840.142+0.00389202d,+400.032+0.00185285d,+680.093+0.00315037d,+960.186+0.00444834d,+880.156+0.00407745d,+520.055+0.00240888d,+800.129+0.00370659d
2021-01-09 17:45:00 PST,+4684.45+0.0218079d,+11065+0.0519414d,+5125.36+0.024001d,+7130.38+0.0334175d,+5446.05+0.0255061d,+16616.6+0.0781798d,+6689.13+0.0313439d,+6929.8+0.0324748d,+1680.58+0.00785873d,+1080.24+0.0049996d,+800.129+0.00370278d,+560.063+0.00259157d,+1080.24+0.0049996d,+960.186+0.00444377d,+520.055+0.0024064d,+600.073+0.00277675d,+920.171+0.00425851d
2021-01-09 18:00:00 PST,+6849.57+0.0320581d,+6568.8+0.0307711d,+2561.34+0.0119788d,+6448.48+0.0302059d,+4884.87+0.022867d,+18550.6+0.0873274d,+5806.88+0.0271934d,+2401.17+0.011229d,+1880.72+0.00879324d,+1120.25+0.00519588d,+720.105+0.0033394d,+480.047+0.00222594d,+800.129+0.00371062d,+960.186+0.00445318d,+1600.52+0.00742485d,+960.186+0.00445318d,+960.186+0.00445318d
2021-01-09 18:15:00 PST,+1400.4+0.00652238d,+8575+0.0401573d,+3081.93+0.0144006d,+2481.25+0.011591d,+5566.31+0.0260354d,+19598.7+0.0921985d,+8374.31+0.0392142d,+3402.36+0.0158998d,+1960.78+0.00915772d,+1080.24+0.00500122d,+560.063+0.00259241d,+760.116+0.00351869d,+1080.24+0.00500122d,+720.105+0.00333342d,+1600.52+0.00741154d,+1040.22+0.00481587d,+1000.2+0.00463053d
2021-01-09 18:30:00 PST,+6528.69+0.0305736d,+6568.82+0.0308343d,+3362.31+0.0157621d,+2401.18+0.011252d,+7692.1+0.0361237d,+17220.9+0.0811907d,+8173.67+0.0383928d,+8856.05+0.0416097d,+1880.72+0.00881128d,+1040.22+0.00482743d,+720.105+0.00334142d,+720.105+0.00334142d,+640.083+0.00297001d,+720.105+0.00334142d,+1280.33+0.00594232d,+920.171+0.00427011d,+960.186+0.00445587d
2021-01-09 18:45:00 PST,+1680.57+0.00782054d,+4123.45+0.0192258d,+2361.13+0.011001d,+2601.37+0.0121216d,+4965.01+0.0231576d,+13839.1+0.0647818d,+10542.6+0.0492845d,+1920.75+0.00894759d,+4804.69+0.0224084d,+920.171+0.00425495d,+480.046+0.00221939d,+600.073+0.00277443d,+760.116+0.00351462d,+1000.2+0.00462517d,+1520.47+0.00703248d,+760.116+0.00351462d,+1320.35+0.00610641d
2021-01-09 19:00:00 PST,+6769.33+0.0316441d,+3362.3+0.0157131d,+4764.62+0.0222793d,+4123.46+0.0192762d,+4924.94+0.0230304d,+11426.7+0.0535767d,+5085.27+0.0237817d,+1800.66+0.00840969d,+13396.7+0.0628643d,+840.142+0.00389298d,+640.083+0.00296572d,+560.063+0.00259488d,+720.105+0.0033366d,+760.117+0.00352205d,+2761.54+0.0128061d,+880.156+0.00407846d,+1360.37+0.00630491d
2021-01-09 19:15:00 PST,+1920.75+0.00898838d,+4564.27+0.0214605d,+2241.03+0.0105269d,+7973.04+0.0375405d,+7446.59+0.0203049d,+10301.8+0.0485517d,+11788.5+0.0555928d,+6608.95+0.0311003d,+10743.7+0.0506437d,+760.117+0.00353314d,+960.187+0.00446345d,+840.143+0.00390523d,+640.083+0.00297505d,+680.094+0.00316107d,+1560.49+0.00725575d,+960.187+0.00446345d,+2080.88+0.0096774d
2021-01-09 19:30:00 PST,+9337.76+0.0436691d,+4524.17+0.021162d,+3802.95+0.0177832d,+4844.78+0.0226647d,+8769.09+0.0237917d,+9418.11+0.0441419d,+5726.69+0.0268d,+2080.88+0.00972374d,+9217.34+0.0431974d,+1120.25+0.00519287d,+640.083+0.00296649d,+640.083+0.00296649d,+680.093+0.00315197d,+1000.2+0.00463615d,+1360.37+0.00630654d,+760.117+0.00352296d,+840.142+0.00389399d
2021-01-09 19:45:00 PST,+7531.53+0.0351489d,+5806.86+0.0271163d,+2241.02+0.0104497d,+4724.54+0.0220525d,+7286.45+0.0203161d,+9056.71+0.0423483d,+2361.13+0.0110103d,+6488.57+0.0303081d,+4844.77+0.0226148d,+840.142+0.00389053d,+840.142+0.00389053d,+880.156+0.00407589d,+1400.4+0.00648641d,+1200.29+0.00555911d,+880.156+0.00407589d,+1640.54+0.00759947d,+760.117+0.00351983d
2021-01-09 20:00:00 PST,+5606.38+0.0261359d,+4003.25+0.0186421d,+6488.55+0.030246d,+5085.25+0.0236911d,+3642.46+0.015535d,+7050.09+0.0328712d,+2040.84+0.00949612d,+2401.17+0.0111744d,+2281.05+0.0106149d,+960.186+0.00444501d,+1080.24+0.005001d,+800.129+0.00370382d,+960.186+0.00444501d,+800.129+0.00370382d,+1120.25+0.00518635d,+880.156+0.0040744d,+1000.2+0.00463033d
2021-01-09 20:15:00 PST,+5526.2+0.0257721d,+5085.25+0.0236841d,+3522.52+0.0163954d,+6488.55+0.0302371d,+3402.35+0.0158353d,+3762.87+0.0175159d,+6167.72+0.0287383d,+3041.88+0.0141555d,+4043.32+0.0188234d,+880.156+0.00407119d,+720.104+0.00333065d,+720.104+0.00333065d,+760.116+0.00351577d,+1160.27+0.00536748d,+840.142+0.00388604d,+1440.42+0.00666421d,+920.171+0.00425635d
2021-01-09 20:30:00 PST,+7972.98+0.037362d,+2481.25+0.0116045d,+4844.79+0.0226803d,+4403.95+0.0206129d,+3482.47+0.0162937d,+10462.4+0.0490912d,+6247.96+0.0292659d,+6929.8+0.0324687d,+5686.6+0.0266303d,+1000.2+0.00464224d,+560.063+0.00259896d,+600.073+0.00278467d,+440.039+0.00204189d,+800.129+0.00371334d,+1040.22+0.00482804d,+1640.54+0.00761622d,+480.047+0.00222757d
2021-01-09 20:45:00 PST,+10341.8+0.0484064d,+2721.51+0.0127597d,+10462.4+0.0492085d,+8414.49+0.0395431d,+9177.25+0.0431411d,+11868.9+0.0558558d,+6488.61+0.0304685d,+1680.58+0.00787596d,+7651.98+0.0359485d,+640.083+0.00296909d,+520.055+0.00241221d,+480.047+0.0022266d,+280.016+0.00129869d,+640.083+0.00296909d,+680.093+0.00315473d,+1520.47+0.00705535d,+800.129+0.00371172d
2021-01-09 21:00:00 PST,+6448.46+0.0301152d,+7090.32+0.033425d,+12351.4+0.0583531d,+8294.13+0.0391194d,+18873.5+0.0894074d,+7250.8+0.0341838d,+5285.73+0.0248994d,+4724.58+0.0222508d,+7892.8+0.0372203d,+600.073+0.0027867d,+480.047+0.0022292d,+360.026+0.00167178d,+240.012+0.00111444d,+1120.25+0.00520349d,+920.171+0.00427377d,+800.13+0.00371605d,+1280.33+0.00594742d
2021-01-09 21:15:00 PST,+2601.37+0.012078d,+6207.88+0.029124d,+9859.9+0.0463266d,+6368.29+0.0298785d,+18631.3+0.0878559d,+10100.9+0.0474636d,+2080.88+0.00974593d,+2521.3+0.0118108d,+7651.97+0.0359202d,+320.021+0.00148165d,+520.055+0.00240797d,+320.021+0.00148165d,+240.012+0.00111118d,+1000.2+0.00463206d,+960.186+0.00444667d,+1200.29+0.00555914d,+760.117+0.00351985d
2021-01-09 21:30:00 PST,+6889.62+0.0320501d,+6047.45+0.0282985d,+6167.75+0.0288629d,+2401.17+0.0112194d,+18711.8+0.088016d,+6488.58+0.0303682d,+1640.55+0.00766301d,+7050.14+0.033004d,+4163.53+0.0194679d,+280.016+0.00129546d,+640.083+0.00296169d,+320.021+0.00148056d,+280.016+0.00129546d,+200.008+0.000925281d,+1000.2+0.00462865d,+880.156+0.00407292d,+240.012+0.00111036d
2021-01-09 21:45:00 PST,+6889.63+0.0320904d,+2080.88+0.00975093d,+8213.81+0.0385863d,+4243.68+0.0199033d,+19639.3+0.0926955d,+5806.89+0.0272523d,+6488.61+0.0304602d,+8013.14+0.0376405d,+5125.37+0.0240472d,+280.016+0.00129741d,+280.016+0.00129741d,+160.005+0.000741324d,+200.008+0.000926677d,+160.005+0.000741324d,+520.055+0.00240982d,+1080.24+0.00500671d,+160.005+0.000741324d
2021-01-09 22:00:00 PST,+280.016+0.00129608d,+3923.12+0.0182558d,+7972.91+0.0371621d,+3081.92+0.0143365d,+6809.41+0.031724d,+4083.38+0.0190028d,+3442.4+0.0160157d,+560.063+0.00260264d,+3242.13+0.0150827d,+280.016+0.00129371d,+160.005+0.00073921d,+200.008+0.000924034d,+280.016+0.00129371d,+200.008+0.000924034d,+160.005+0.00073921d,+640.082+0.0029577d,+160.005+0.00073921d
2021-01-09 22:15:00 PST,+1720.6+0.00795172d,+4524.13+0.0209733d,+3081.92+0.014279d,+4443.99+0.020601d,+3482.45+0.0161374d,+3001.82+0.0139075d,+1720.6+0.00796742d,+680.093+0.00314793d,+3162.02+0.0146506d,+1400.2+0.00325288d,+240.012+0.00110652d,+200.008+0.000922076d,+440.039+0.00202886d,+200.008+0.000922076d,+160.005+0.000737643d,+400.032+0.00184437d,+200.008+0.000922076d
2021-01-09 22:30:00 PST,+280.016+0.00128943d,+2361.12+0.0108953d,+2160.94+0.00997079d,+1720.59+0.00793759d,+5405.88+0.0249759d,+2200.97+0.0101557d,+1280.33+0.00590548d,+320.021+0.00147551d,+1880.71+0.00867681d,+400.022+0.00125081d,+200.008+0.000919614d,+200.008+0.000919614d,+360.026+0.00165546d,+280.016+0.00128752d,+200.008+0.000919614d,+360.026+0.00165546d,+280.016+0.00128752d
2021-01-09 22:45:00 PST,+240.012+0.00110429d,+1600.51+0.00738359d,+2120.9+0.00978632d,+2080.87+0.00960144d,+4524.12+0.0208955d,+1320.35+0.00609043d,+2801.58+0.0129306d,+400.032+0.00184456d,+2241.01+0.010341d,+240.012+0.00110363d,+200.008+0.000919666d,+280.016+0.00128759d,+398.432+0.00183219d,+240.012+0.00110363d,+240.012+0.00110363d,+320.021+0.00147157d,+200.008+0.000919666d
2021-01-09 23:00:00 PST,+280.016+0.00129089d,+1600.52+0.00739017d,+1920.74+0.00886992d,+3522.5+0.0162773d,+3081.91+0.0142388d,+1120.25+0.00517162d,+1240.31+0.00572614d,+240.012+0.00110762d,+600.072+0.00276964d,+1880.51+0.00622055d,+200.008+0.000921397d,+280.016+0.00129002d,+360.026+0.00165867d,+240.012+0.0011057d,+280.016+0.00129002d,+280.016+0.00129002d,+280.016+0.00129002d
2021-01-09 23:15:00 PST,+280.016+0.00128961d,+1560.49+0.00720034d,+2881.67+0.0133035d,+1760.62+0.00812444d,+3322.22+0.0153401d,+1800.65+0.00830928d,+1240.31+0.00572224d,+280.016+0.00129137d,+640.082+0.00295234d,+560.032+0.00131519d,+240.012+0.00110461d,+200.008+0.000920482d,+320.021+0.00147288d,+160.005+0.000736368d,+240.012+0.00110461d,+320.021+0.00147288d,+200.008+0.000920482d
2021-01-09 23:30:00 PST,+280.016+0.00129047d,+2481.24+0.0114538d,+1520.46+0.00701601d,+1920.74+0.00886447d,+2281.05+0.0105288d,+680.093+0.00313715d,+1240.31+0.00572262d,+280.016+0.00129146d,+440.039+0.00202963d,+2641.2+0.010474d,+280.016+0.00128996d,+200.008+0.000921353d,+360.026+0.0016586d,+200.008+0.000921353d,+200.008+0.000921353d,+360.026+0.0016586d,+200.008+0.000921353d
2021-01-09 23:45:00 PST,+280.016+0.0012926d,+1320.35+0.00610035d,+1560.49+0.00721055d,+1520.47+0.0070255d,+2200.98+0.0101727d,+680.093+0.00314139d,+560.063+0.00258684d,+280.016+0.0012932d,+360.026+0.00166277d,+1040.15+0.00330917d,+240.012+0.00110729d,+200.008+0.000922719d,+440.039+0.00203027d,+240.012+0.00110729d,+160.005+0.000738158d,+320.021+0.00147646d,+160.005+0.000738158d
2021-01-10 00:00:00 PST,+240.012+0.0011053d,+1280.33+0.00590268d,+2761.53+0.012739d,+880.156+0.00405712d,+2160.94+0.00996607d,+680.093+0.00313467d,+320.021+0.00147482d,+320.021+0.00147482d,+320.021+0.00147482d,+240.012+0.00110474d,+160.005+0.000736456d,+280.016+0.00128889d,+360.026+0.00165723d,+280.016+0.00128889d,+200.008+0.000920592d,+320.021+0.00147305d,+280.016+0.00128889d
2021-01-10 00:15:00 PST,+320.021+0.0014744d,+1280.33+0.00590581d,+1560.49+0.00719892d,+1080.23+0.00498242d,+640.082+0.00295176d,+720.104+0.00332089d,+1520.46+0.00701416d,+1720.59+0.00793803d,+320.021+0.0014756d,+160.005+0.000736792d,+200.008+0.000921012d,+200.008+0.000921012d,+240.012+0.00110524d,+200.008+0.000921012d,+240.012+0.00110524d,+320.021+0.00147373d,+280.016+0.00128948d
2021-01-10 00:30:00 PST,+1480.44+0.00682215d,+1320.35+0.00608465d,+1480.44+0.00682284d,+1080.23+0.00497763d,+600.072+0.00276455d,+400.032+0.00184281d,+320.021+0.00147418d,+240.012+0.00110558d,+320.021+0.00147418d,+200.008+0.000920599d,+160.005+0.000736461d,+200.008+0.000920599d,+240.012+0.00110475d,+200.008+0.000920599d,+200.008+0.000920599d,+240.012+0.00110475d,+160.005+0.000736461d
2021-01-10 00:45:00 PST,+240.012+0.00110634d,+1320.35+0.00609055d,+1560.49+0.00719897d,+1040.22+0.0047978d,+1720.59+0.00793809d,+280.016+0.00129112d,+320.021+0.0014756d,+240.012+0.00110665d,+400.032+0.00184459d,+200.008+0.000921302d,+240.012+0.00110559d,+160.005+0.000737023d,+240.012+0.00110559d,+120.003+0.000552753d,+240.012+0.00110559d,+240.012+0.00110559d,+160.005+0.000737023d
2021-01-10 01:00:00 PST,+280.016+0.00129258d,+2601.36+0.0120272d,+1520.47+0.00702667d,+1520.47+0.00702667d,+480.046+0.00221755d,+1320.35+0.00610137d,+360.026+0.00166304d,+200.008+0.000923825d,+1640.54+0.00758195d,+240.012+0.00110699d,+160.005+0.000737958d,+160.005+0.000737958d,+240.012+0.00110699d,+160.005+0.000737958d,+120.003+0.000553455d,+320.021+0.00147606d,+160.005+0.000737958d
2021-01-10 01:15:00 PST,+280.016+0.00128958d,+1320.35+0.00608359d,+1480.44+0.00682166d,+1720.59+0.00792902d,+520.054+0.00239541d,+200.008+0.000921133d,+320.021+0.00147392d,+280.016+0.00128965d,+360.026+0.0016582d,+120.003+0.000552181d,+160.005+0.000736259d,+160.005+0.000736259d,+240.012+0.00110444d,+200.008+0.000920347d,+160.005+0.000736259d,+280.016+0.00128855d,+160.005+0.000736259d
2021-01-10 01:30:00 PST,+200.008+0.000920697d,+1240.31+0.00571355d,+2241.01+0.0103275d,+1000.2+0.00460704d,+440.039+0.00202641d,+200.008+0.000920964d,+320.021+0.00147365d,+280.016+0.00128941d,+320.021+0.00147365d,+160.005+0.000736161d,+160.005+0.000736161d,+240.012+0.0011043d,+200.008+0.000920224d,+200.008+0.000920224d,+160.005+0.000736161d,+280.016+0.00128838d,+200.008+0.000920224d
2021-01-10 01:45:00 PST,+200.008+0.000920327d,+1280.33+0.00589992d,+1280.33+0.00589992d,+1000.2+0.00460853d,+520.054+0.00239575d,+240.012+0.00110554d,+4484.04+0.0206897d,+240.012+0.00110554d,+280.016+0.00128983d,+120.003+0.000551938d,+120.003+0.000551938d,+160.005+0.000735935d,+160.005+0.000735935d,+200.008+0.000919941d,+160.005+0.000735935d,+240.012+0.00110396d,+240.012+0.00110396d
2021-01-10 02:00:00 PST,+280.016+0.00129027d,+1280.33+0.00590524d,+1240.31+0.00572057d,+1080.23+0.00498195d,+480.046+0.0022134d,+280.016+0.00129099d,+1120.25+0.00516659d,+240.012+0.00110654d,+400.032+0.00184441d,+200.008+0.000921339d,+240.012+0.00110563d,+200.008+0.000921339d,+160.005+0.000737054d,+160.005+0.000737054d,+240.012+0.00110563d,+200.008+0.000921339d,+200.008+0.000921339d
2021-01-10 02:15:00 PST,+240.012+0.00110608d,+1240.31+0.00572488d,+1240.31+0.00572488d,+1040.22+0.00480094d,+520.054+0.00239972d,+240.012+0.00110737d,+5566.24+0.0257369d,+160.005+0.000738214d,+360.026+0.00166118d,+200.008+0.000921295d,+200.008+0.000921295d,+160.005+0.000737018d,+160.005+0.000737018d,+120.003+0.00055275d,+200.008+0.000921295d,+240.012+0.00110558d,+160.005+0.000737018d
2021-01-10 02:30:00 PST,+280.016+0.00128903d,+1320.35+0.00608714d,+1200.29+0.00553337d,+1040.22+0.00479512d,+520.054+0.00239681d,+280.016+0.0012904d,+4524.12+0.0208842d,+240.012+0.00110603d,+360.026+0.00165917d,+240.012+0.00110442d,+200.008+0.000920328d,+120.003+0.00055217d,+120.003+0.00055217d,+160.005+0.000736245d,+160.005+0.000736245d,+320.021+0.00147263d,+120.003+0.00055217d
2021-01-10 02:45:00 PST,+240.012+0.00110277d,+2120.9+0.00976786d,+2281.04+0.0105061d,+1040.22+0.00478866d,+1600.51+0.00736966d,+200.008+0.000920431d,+4644.33+0.0214113d,+280.016+0.00128867d,+360.026+0.00165694d,+120.003+0.000551129d,+160.005+0.000734856d,+200.008+0.000918592d,+240.012+0.00110234d,+200.008+0.000918592d,+120.003+0.000551129d,+280.016+0.00128609d,+160.005+0.000734856d
2021-01-10 03:00:00 PST,+240.012+0.0011036d,+720.104+0.00331801d,+1160.27+0.0053471d,+1000.2+0.00460912d,+4243.62+0.0195809d,+200.008+0.000921381d,+5526.14+0.0255119d,+240.012+0.00110568d,+280.016+0.00129d,+160.005+0.000735526d,+120.003+0.000551632d,+240.012+0.00110334d,+240.012+0.00110334d,+200.008+0.000919429d,+160.005+0.000735526d,+320.021+0.00147119d,+240.012+0.00110334d
2021-01-10 03:15:00 PST,+200.008+0.000920897d,+240.012+0.00110779d,+1320.35+0.00609681d,+1000.2+0.00461791d,+7009.91+0.0324431d,+200.008+0.000923136d,+6007.27+0.0277915d,+280.016+0.00129245d,+280.016+0.00129245d,+120.003+0.000552344d,+160.005+0.000736476d,+160.005+0.000736476d,+120.003+0.000552344d,+200.008+0.000920617d,+160.005+0.000736476d,+240.012+0.00110477d,+160.005+0.000736476d
2021-01-10 03:30:00 PST,+1560.49+0.00719245d,+280.016+0.00129301d,+920.17+0.00425009d,+1080.23+0.00498972d,+6929.68+0.0320846d,+1400.39+0.00646941d,+7571.57+0.0350656d,+280.016+0.00129301d,+280.016+0.00129301d,+200.008+0.000920647d,+200.008+0.000920647d,+160.005+0.0007365d,+160.005+0.0007365d,+160.005+0.0007365d,+240.012+0.0011048d,+240.012+0.0011048d,+200.008+0.000920647d
2021-01-10 03:45:00 PST,+280.016+0.00128915d,+280.016+0.00129379d,+960.186+0.00443767d,+1000.2+0.00462268d,+5806.8+0.0268897d,+240.012+0.00110893d,+8494.57+0.0393788d,+6127.57+0.0283788d,+320.021+0.00147865d,+200.008+0.000920432d,+240.012+0.00110455d,+160.005+0.000736328d,+160.005+0.000736328d,+120.003+0.000552232d,+200.008+0.000920432d,+240.012+0.00110455d,+160.005+0.000736328d
2021-01-10 04:00:00 PST,+4964.95+0.0228976d,+720.104+0.00332354d,+2241.01+0.0103494d,+2160.94+0.00997931d,+7090.13+0.0328077d,+240.012+0.00110753d,+8695.25+0.040261d,+600.072+0.00276942d,+1520.46+0.00701976d,+240.012+0.00110313d,+120.003+0.000551528d,+200.008+0.000919257d,+160.005+0.000735388d,+160.005+0.000735388d,+120.003+0.000551528d,+280.016+0.00128702d,+160.005+0.000735388d
2021-01-10 04:15:00 PST,+3642.67+0.0168558d,+3802.93+0.0177135d,+3843+0.0179004d,+4604.3+0.0214532d,+11868.7+0.0554645d,+3963.19+0.0184612d,+11748.1+0.0548983d,+9056.68+0.042275d,+3843+0.0179004d,+160.005+0.000737201d,+160.005+0.000737201d,+240.012+0.00110586d,+240.012+0.00110586d,+200.008+0.000921524d,+200.008+0.000921524d,+280.016+0.0012902d,+120.003+0.000552887d
2021-01-10 04:30:00 PST,+5045.1+0.0232263d,+320.021+0.00147393d,+280.016+0.00128965d,+1080.23+0.00497678d,+9498.17+0.0439079d,+280.016+0.00128965d,+9538.32+0.0440943d,+320.021+0.00147393d,+440.039+0.00202679d,+240.012+0.00110142d,+120.003+0.000550667d,+360.026+0.00165224d,+200.008+0.000917824d,+240.012+0.00110142d,+240.012+0.00110142d,+320.02+0.00146863d,+240.012+0.00110142d
2021-01-10 04:45:00 PST,+320.021+0.00147455d,+280.016+0.00129626d,+360.026+0.0016667d,+1080.24+0.00500227d,+13315.9+0.061969d,+280.016+0.00129626d,+8574.88+0.0398284d,+5766.72+0.0267547d,+360.026+0.0016667d,+240.012+0.00110533d,+200.008+0.000921091d,+320.021+0.00147385d,+160.005+0.000736855d,+160.005+0.000736855d,+320.021+0.00147385d,+240.012+0.00110533d,+200.008+0.000921091d
2021-01-10 05:00:00 PST,+7892.57+0.0365683d,+320.021+0.00148177d,+360.026+0.00166703d,+1120.25+0.00518869d,+15287.4+0.0712151d,+320.021+0.00148177d,+8173.52+0.0379656d,+3041.87+0.0141d,+360.026+0.00166703d,+480.046+0.00221201d,+200.008+0.000921515d,+240.012+0.00110584d,+160.005+0.000737194d,+200.008+0.000921515d,+320.021+0.00147453d,+240.012+0.00110584d,+440.039+0.00202763d
2021-01-10 05:15:00 PST,+9417.91+0.0436464d,+320.021+0.00148216d,+320.021+0.00148216d,+5486.08+0.0254617d,+15327.7+0.071423d,+360.026+0.00166747d,+8615.02+0.0400342d,+3442.39+0.0159634d,+400.032+0.00185279d,+1880.71+0.0086669d,+200.008+0.000921078d,+320.021+0.00147383d,+119.603+0.000550778d,+280.016+0.00128957d,+320.021+0.00147383d,+240.012+0.00110532d,+200.008+0.000921078d
2021-01-10 05:30:00 PST,+6648.94+0.0308593d,+440.039+0.00204241d,+480.047+0.00222814d,+3602.63+0.0167428d,+13718.3+0.0640169d,+2000.81+0.0092925d,+7491.38+0.0348703d,+5887.02+0.0273846d,+360.026+0.00167099d,+560.063+0.00258497d,+360.026+0.00166156d,+400.032+0.00184623d,+240.012+0.00110763d,+240.012+0.00110763d,+600.072+0.00276967d,+240.012+0.00110763d,+560.063+0.00258497d
2021-01-10 05:45:00 PST,+5846.91+0.0271466d,+4644.39+0.0216815d,+440.039+0.00205073d,+5726.67+0.0267457d,+9458.23+0.0442408d,+6087.54+0.0284353d,+9899.97+0.0463154d,+10944.4+0.0512236d,+440.039+0.00205073d,+280.016+0.0012946d,+2360.83+0.00810029d,+480.046+0.00221958d,+160.005+0.000739717d,+400.032+0.00184956d,+240.012+0.00110963d,+280.016+0.0012946d,+600.073+0.00277468d
2021-01-10 06:00:00 PST,+9819.56+0.0457322d,+4924.94+0.0230505d,+5887.07+0.0275644d,+10422.2+0.0488894d,+11346.3+0.0532445d,+8575.01+0.040194d,+11587.5+0.0543815d,+5967.26+0.0279408d,+2200.99+0.01029d,+320.021+0.00147916d,+1040.19+0.00412634d,+200.008+0.000924405d,+200.008+0.000924405d,+600.072+0.00277389d,+320.021+0.00147916d,+360.026+0.00166409d,+400.032+0.00184903d
2021-01-10 06:15:00 PST,+5967.19+0.0276763d,+6047.45+0.0282827d,+2120.91+0.00990322d,+6007.35+0.0280947d,+13919.6+0.0653092d,+5726.68+0.026779d,+9618.88+0.0450512d,+11466.8+0.0537471d,+5325.78+0.0249002d,+280.016+0.00129294d,+1200.29+0.00554424d,+200.008+0.000923483d,+160.005+0.000738769d,+520.054+0.00240152d,+320.021+0.00147768d,+280.016+0.00129294d,+920.17+0.00424987d
