# file...... 1Meter_684_A_power.real.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_684_A_20:measured_power.real,house_meter_684_A_21:measured_power.real,house_meter_684_A_22:measured_power.real,house_meter_684_A_23:measured_power.real,house_meter_684_A_24:measured_power.real,house_meter_684_A_25:measured_power.real,house_meter_684_A_26:measured_power.real,house_meter_684_A_27:measured_power.real,house_meter_684_A_28:measured_power.real,house_meter_684_A_29:measured_power.real,house_meter_684_A_30:measured_power.real,house_meter_684_A_31:measured_power.real,house_meter_684_A_32:measured_power.real,house_meter_684_A_33:measured_power.real,house_meter_684_A_34:measured_power.real,house_meter_684_A_35:measured_power.real,house_meter_684_A_36:measured_power.real,house_meter_684_A_37:measured_power.real,house_meter_684_A_38:measured_power.real,house_meter_684_A_39:measured_power.real,house_meter_684_A_40:measured_power.real
2021-01-06 05:45:00 PST,2.6815e+003,2.0008e+003,8.2939e+003,3.4824e+003,3.4023e+003,6.4008e+002,6.8009e+002,4.4004e+002,4.8005e+002,5.6006e+002,5.2005e+002,5.2005e+002,5.2005e+002,4.4004e+002,8.4014e+002,5.6006e+002,3.2002e+002,2.4001e+002,1.6001e+002,3.6003e+002,4.4004e+002
2021-01-06 06:00:00 PST,1.7606e+003,2.1609e+003,7.8926e+003,4.0032e+003,4.9249e+003,6.4008e+002,7.6012e+002,4.4004e+002,4.4004e+002,4.8005e+002,5.2005e+002,4.8005e+002,4.8005e+002,5.6006e+002,6.4008e+002,1.0002e+003,5.2005e+002,5.2005e+002,2.4001e+002,2.4001e+002,3.2002e+002
2021-01-06 06:15:00 PST,4.2036e+003,3.5225e+003,5.7266e+003,2.1609e+003,3.2421e+003,3.2002e+002,3.2002e+002,6.4008e+002,7.6012e+002,3.2002e+002,6.8009e+002,9.2017e+002,5.2005e+002,8.8015e+002,4.8005e+002,4.4004e+002,5.6006e+002,5.2005e+002,2.4001e+002,3.6003e+002,2.4001e+002
2021-01-06 06:30:00 PST,5.4059e+003,2.2010e+003,5.8068e+003,4.0433e+003,1.5605e+003,4.0003e+002,3.6003e+002,3.2002e+002,6.0007e+002,4.4004e+002,8.0013e+002,5.2005e+002,8.0013e+002,6.4008e+002,5.2005e+002,5.2005e+002,4.8005e+002,2.4001e+002,2.4001e+002,5.2005e+002,1.6001e+002
2021-01-06 06:45:00 PST,4.4039e+003,1.7206e+003,6.0874e+003,1.8006e+003,2.3211e+003,9.2017e+002,9.2017e+002,9.2017e+002,3.6003e+002,6.0007e+002,4.8005e+002,3.2002e+002,6.4008e+002,6.0007e+002,1.1603e+003,1.0802e+003,4.0003e+002,1.6001e+002,6.8009e+002,5.2005e+002,4.4004e+002
2021-01-06 07:00:00 PST,2.3211e+003,4.2837e+003,5.2054e+003,3.3222e+003,3.8029e+003,5.2005e+002,3.6003e+002,4.8005e+002,5.2005e+002,3.6003e+002,6.8009e+002,8.8015e+002,5.6006e+002,5.2005e+002,2.5213e+003,1.0002e+003,4.8005e+002,2.4001e+002,2.4001e+002,3.6003e+002,3.6003e+002
2021-01-06 07:15:00 PST,1.8407e+003,4.8447e+003,6.5285e+003,2.4812e+003,3.8429e+003,7.2010e+002,4.0003e+002,4.8005e+002,8.4014e+002,4.0003e+002,9.2017e+002,6.8009e+002,7.6011e+002,9.2017e+002,2.2810e+003,8.4014e+002,2.8002e+002,2.0001e+002,3.6003e+002,2.4001e+002,2.8002e+002
2021-01-06 07:30:00 PST,2.9217e+003,3.6026e+003,9.8192e+003,3.3622e+003,2.2810e+003,1.0802e+003,4.8005e+002,4.4004e+002,3.6003e+002,7.2010e+002,6.4008e+002,5.2005e+002,1.1202e+003,5.6006e+002,2.4412e+003,1.3203e+003,7.2010e+002,4.4004e+002,1.4404e+003,2.0001e+002,3.6003e+002
2021-01-06 07:45:00 PST,2.7615e+003,3.5625e+003,8.5343e+003,1.8807e+003,6.3279e+003,1.0402e+003,8.0012e+002,6.4008e+002,5.2005e+002,7.2010e+002,1.0002e+003,8.8015e+002,1.4804e+003,4.4004e+002,3.4423e+003,1.0402e+003,4.8004e+002,1.7206e+003,1.2803e+003,4.0003e+002,2.4001e+002
2021-01-06 08:00:00 PST,1.9608e+003,2.9617e+003,9.0561e+003,1.7606e+003,2.2810e+003,1.7206e+003,3.6003e+002,5.2005e+002,8.0013e+002,7.6011e+002,3.2821e+003,1.1202e+003,1.4004e+003,6.4008e+002,3.0018e+003,9.2017e+002,6.0007e+002,1.0002e+003,1.1603e+003,4.8005e+002,5.2005e+002
2021-01-06 08:15:00 PST,3.2420e+003,6.1275e+003,2.2410e+003,4.4840e+003,5.8869e+003,2.1609e+003,5.2005e+002,4.4004e+002,1.1202e+003,1.0002e+003,2.4011e+003,8.8015e+002,8.8015e+002,1.4404e+003,2.6414e+003,1.0802e+003,6.4008e+002,2.4001e+002,9.6018e+002,1.3203e+003,1.8006e+003
2021-01-06 08:30:00 PST,6.2859e+003,5.5261e+003,1.2403e+003,3.4824e+003,1.0002e+003,3.2821e+003,6.0007e+002,5.2005e+002,7.6011e+002,7.6011e+002,2.6013e+003,7.2010e+002,1.2803e+003,7.6011e+002,3.2020e+003,1.2403e+003,6.4008e+002,2.0001e+002,8.0013e+002,1.8807e+003,8.8015e+002
2021-01-06 08:45:00 PST,6.7260e+003,6.6063e+003,2.8817e+003,1.3604e+003,6.8009e+002,3.0819e+003,4.8005e+002,4.0003e+002,1.9608e+003,7.6012e+002,3.9631e+003,1.2803e+003,6.4008e+002,8.4014e+002,2.7215e+003,1.1603e+003,1.1202e+003,2.0001e+002,8.8015e+002,8.4014e+002,6.8009e+002
2021-01-06 09:00:00 PST,6.6460e+003,6.5250e+003,1.2803e+003,1.3604e+003,6.0007e+002,1.5605e+003,8.4014e+002,6.8009e+002,2.1209e+003,8.8015e+002,3.1620e+003,1.6806e+003,1.1603e+003,1.2403e+003,1.8407e+003,1.4804e+003,1.7606e+003,2.8002e+002,8.8015e+002,9.2017e+002,6.0007e+002
2021-01-06 09:15:00 PST,8.7281e+003,6.6445e+003,7.6012e+002,4.1635e+003,7.2010e+002,1.2803e+003,6.0007e+002,9.2017e+002,2.0809e+003,9.2017e+002,3.3222e+003,1.0402e+003,1.0802e+003,9.2017e+002,8.4014e+002,8.0013e+002,1.1603e+003,6.0007e+002,1.1603e+003,9.6018e+002,4.4004e+002
2021-01-06 09:30:00 PST,2.8008e+003,2.5207e+003,2.6409e+003,2.8016e+003,5.2005e+002,8.8016e+002,6.8009e+002,7.6012e+002,2.3611e+003,1.4004e+003,3.1620e+003,1.2803e+003,1.2403e+003,8.0013e+002,1.5205e+003,7.2010e+002,8.0013e+002,5.2005e+002,9.6018e+002,8.0013e+002,4.0003e+002
2021-01-06 09:45:00 PST,3.5225e+003,5.2455e+003,5.8458e+003,2.6014e+003,7.2010e+002,6.8009e+002,5.6006e+002,6.4008e+002,2.2410e+003,8.8016e+002,2.6414e+003,1.0002e+003,1.1203e+003,8.8016e+002,3.4415e+003,8.0013e+002,6.4008e+002,6.4008e+002,9.6018e+002,8.4014e+002,2.8002e+002
2021-01-06 10:00:00 PST,4.6444e+003,5.8068e+003,6.8062e+003,5.7667e+003,5.2005e+002,5.2005e+002,5.6006e+002,6.8009e+002,2.2010e+003,2.0408e+003,2.7615e+003,1.4804e+003,1.4404e+003,7.2010e+002,2.8408e+003,1.0402e+003,3.2002e+002,7.6012e+002,9.2017e+002,6.4008e+002,3.2002e+002
2021-01-06 10:15:00 PST,2.8016e+003,6.2879e+003,6.0048e+003,6.0072e+003,5.6006e+002,7.6012e+002,7.2010e+002,6.8009e+002,2.3611e+003,2.2010e+003,2.4812e+003,1.0402e+003,1.0802e+003,7.2010e+002,1.8406e+003,1.2003e+003,8.0013e+002,3.2002e+002,9.6018e+002,5.2005e+002,2.8002e+002
2021-01-06 10:30:00 PST,2.7615e+003,5.5662e+003,7.4459e+003,6.6489e+003,7.6012e+002,6.4008e+002,9.6018e+002,7.6011e+002,1.2003e+003,2.0408e+003,2.2410e+003,1.3604e+003,9.2017e+002,1.0002e+003,1.1202e+003,1.2803e+003,4.8005e+002,4.8005e+002,1.2403e+003,4.0003e+002,6.0007e+002
2021-01-06 10:45:00 PST,3.4424e+003,4.8047e+003,4.2836e+003,9.8596e+003,4.4004e+002,5.6006e+002,5.2005e+002,7.6012e+002,9.2017e+002,1.5605e+003,1.9608e+003,1.2003e+003,6.0007e+002,6.8009e+002,1.0402e+003,8.8016e+002,3.2002e+002,6.0007e+002,9.6018e+002,3.2002e+002,4.8005e+002
2021-01-06 11:00:00 PST,1.6405e+003,1.1203e+003,3.8430e+003,8.0933e+003,1.9608e+003,5.6006e+002,1.0402e+003,8.4014e+002,8.0013e+002,1.4004e+003,1.5605e+003,7.2010e+002,5.2005e+002,5.2005e+002,1.2003e+003,5.2005e+002,4.8005e+002,7.6012e+002,1.3603e+003,3.2002e+002,3.2002e+002
2021-01-06 11:15:00 PST,4.0834e+003,4.6845e+003,2.8016e+003,8.2137e+003,3.3623e+003,5.2005e+002,8.0013e+002,6.4008e+002,4.0003e+002,1.2403e+003,7.2010e+002,6.4008e+002,7.2010e+002,1.0802e+003,1.2403e+003,6.8009e+002,9.6019e+002,4.4004e+002,5.1232e+003,3.2002e+002,3.2002e+002
2021-01-06 11:30:00 PST,4.7646e+003,5.0451e+003,6.2441e+003,7.5716e+003,1.5605e+003,4.8005e+002,7.2010e+002,5.6006e+002,9.2017e+002,2.1209e+003,5.2005e+002,5.7251e+003,4.8005e+002,6.8009e+002,1.0802e+003,6.4008e+002,5.6006e+002,4.4004e+002,3.2812e+003,6.0007e+002,2.8002e+002
2021-01-06 11:45:00 PST,3.8430e+003,1.7206e+003,4.3619e+003,5.2055e+003,2.3611e+003,1.0002e+003,1.1603e+003,9.2017e+002,1.9608e+003,2.5613e+003,6.4008e+002,5.0033e+003,4.8005e+002,5.6006e+002,1.2803e+003,5.6006e+002,1.1203e+003,3.2002e+002,1.2003e+003,3.6003e+002,4.8005e+002
2021-01-06 12:00:00 PST,6.9698e+003,2.9618e+003,4.6425e+003,4.2036e+003,2.7215e+003,6.8009e+002,1.2403e+003,4.8005e+002,2.4012e+003,2.4812e+003,7.6012e+002,2.8009e+003,5.2005e+002,1.0002e+003,1.3204e+003,4.4004e+002,3.0810e+003,2.8002e+002,1.1203e+003,2.4001e+002,6.0007e+002
2021-01-06 12:15:00 PST,2.9618e+003,2.6014e+003,6.0838e+003,4.8447e+003,6.0007e+002,4.4004e+002,8.0013e+002,4.4004e+002,2.4412e+003,2.5613e+003,6.4008e+002,1.8007e+003,4.4004e+002,9.2017e+002,3.1220e+003,4.4004e+002,2.7609e+003,4.0003e+002,1.0802e+003,2.4001e+002,4.0003e+002
2021-01-06 12:30:00 PST,2.6014e+003,1.2803e+003,4.1618e+003,2.3611e+003,2.3611e+003,4.4004e+002,1.2403e+003,6.0007e+002,2.3211e+003,2.8817e+003,6.0007e+002,1.4404e+003,8.0013e+002,6.8009e+002,2.6414e+003,4.4004e+002,2.1605e+003,6.8009e+002,9.6019e+002,2.4001e+002,2.8002e+002
2021-01-06 12:45:00 PST,7.2507e+003,1.2803e+003,9.8123e+003,1.6405e+003,1.9608e+003,6.0007e+002,6.4008e+002,3.6003e+002,2.0008e+003,2.2811e+003,6.8009e+002,8.8016e+002,6.0007e+002,9.2017e+002,2.4012e+003,3.3619e+003,1.6005e+003,1.6403e+003,1.0802e+003,4.8005e+002,2.0001e+002
2021-01-06 13:00:00 PST,4.5241e+003,5.8469e+003,9.3312e+003,2.4012e+003,2.9217e+003,6.8009e+002,5.2005e+002,4.0003e+002,9.6019e+002,1.6405e+003,6.8009e+002,1.2803e+003,6.0007e+002,4.8005e+002,2.3211e+003,4.0424e+003,1.7206e+003,3.6822e+003,1.1603e+003,5.2005e+002,5.6006e+002
2021-01-06 13:15:00 PST,1.9207e+003,6.7693e+003,5.3657e+003,1.7206e+003,2.3611e+003,9.2017e+002,7.6012e+002,7.6012e+002,5.2005e+002,9.6019e+002,6.0007e+002,1.4004e+003,8.0013e+002,5.2005e+002,2.8416e+003,2.8812e+003,1.2003e+003,3.5621e+003,8.8016e+002,2.8002e+002,6.8009e+002
2021-01-06 13:30:00 PST,3.1210e+003,2.2811e+003,5.1253e+003,2.8817e+003,2.2410e+003,4.8005e+002,6.4008e+002,4.4004e+002,3.2002e+002,1.1203e+003,7.2010e+002,1.1203e+003,1.1603e+003,1.0002e+003,2.4012e+003,3.2818e+003,1.2403e+003,2.7612e+003,8.4014e+002,2.0001e+002,4.8005e+002
2021-01-06 13:45:00 PST,7.0452e+003,1.7206e+003,7.6860e+003,2.6814e+003,7.6012e+002,5.6006e+002,4.8005e+002,4.4004e+002,3.2002e+002,1.0402e+003,5.6006e+002,1.6806e+003,7.2010e+002,4.8005e+002,2.1609e+003,2.3207e+003,1.1603e+003,2.0806e+003,7.6012e+002,6.4008e+002,4.8005e+002
2021-01-06 14:00:00 PST,8.6881e+003,5.0452e+003,1.0493e+004,2.7215e+003,2.2811e+003,4.8005e+002,9.2017e+002,4.0003e+002,5.6006e+002,9.2017e+002,6.0007e+002,1.6806e+003,5.6006e+002,5.6006e+002,9.6019e+002,1.2002e+003,4.8005e+002,1.8404e+003,9.6019e+002,4.8005e+002,4.8005e+002
2021-01-06 14:15:00 PST,8.9692e+003,3.2421e+003,9.4908e+003,2.2410e+003,5.6006e+002,1.2403e+003,6.0007e+002,5.2005e+002,3.6003e+002,1.0002e+003,8.8016e+002,1.2803e+003,7.6012e+002,1.0002e+003,7.6012e+002,3.6003e+002,5.2005e+002,1.4002e+003,1.1203e+003,5.6006e+002,5.2005e+002
2021-01-06 14:30:00 PST,8.6085e+003,3.0018e+003,1.0816e+004,1.9207e+003,2.4412e+003,2.4012e+003,9.6019e+002,7.6012e+002,3.2002e+002,1.0802e+003,9.6019e+002,1.1603e+003,6.8009e+002,4.4004e+002,5.2005e+002,4.8005e+002,7.6012e+002,5.2004e+002,8.4014e+002,2.8002e+002,5.6006e+002
2021-01-06 14:45:00 PST,8.2498e+003,3.7228e+003,9.2133e+003,2.1609e+003,1.4004e+003,2.0809e+003,9.2017e+002,9.6019e+002,4.8005e+002,1.1203e+003,6.8009e+002,8.8016e+002,7.6012e+002,4.8005e+002,6.8009e+002,5.6006e+002,6.4008e+002,4.0003e+002,7.6012e+002,2.0001e+002,5.2005e+002
2021-01-06 15:00:00 PST,5.4861e+003,2.4412e+003,5.6865e+003,3.0018e+003,1.7206e+003,1.9608e+003,7.2010e+002,6.4008e+002,3.6003e+002,1.4804e+003,1.0402e+003,1.0402e+003,8.8016e+002,1.0402e+003,9.2017e+002,2.0404e+003,3.2014e+003,3.2002e+002,6.8009e+002,2.8002e+002,3.6003e+002
2021-01-06 15:15:00 PST,7.8525e+003,3.2021e+003,8.7355e+003,2.0809e+003,2.5213e+003,1.0802e+003,6.0007e+002,4.8005e+002,3.6003e+002,1.0802e+003,1.0802e+003,1.0402e+003,6.4008e+002,4.8005e+002,9.2017e+002,4.8026e+003,4.5624e+003,3.6003e+002,5.2005e+002,4.0003e+002,2.8002e+002
2021-01-06 15:30:00 PST,2.7215e+003,2.1609e+003,4.4840e+003,0.0000e+000,1.9207e+003,1.6806e+003,6.0007e+002,4.4004e+002,4.4004e+002,9.2017e+002,7.2010e+002,9.2017e+002,6.4008e+002,4.4004e+002,1.1203e+003,4.9627e+003,2.8811e+003,5.2005e+002,5.2005e+002,4.4004e+002,4.4004e+002
2021-01-06 15:45:00 PST,3.2421e+003,1.3204e+003,6.6088e+003,0.0000e+000,2.0408e+003,1.9207e+003,4.0003e+002,4.4004e+002,9.2017e+002,1.2403e+003,3.0018e+003,1.2003e+003,7.6012e+002,1.0002e+003,4.6829e+003,4.1220e+003,6.0007e+002,6.8009e+002,2.8002e+002,3.6003e+002,6.8009e+002
2021-01-06 16:00:00 PST,7.7723e+003,2.8809e+003,5.8870e+003,0.0000e+000,1.0402e+003,1.7206e+003,4.4004e+002,6.4008e+002,1.2403e+003,1.4804e+003,2.4412e+003,1.3604e+003,8.0013e+002,6.4008e+002,4.3624e+003,1.8407e+003,5.6006e+002,4.0003e+002,2.8002e+002,1.6001e+002,2.8002e+002
2021-01-06 16:15:00 PST,5.0452e+003,7.4066e+003,5.1253e+003,0.0000e+000,5.5663e+003,1.6005e+003,4.0003e+002,7.2010e+002,8.0013e+002,8.8016e+002,2.1209e+003,1.7606e+003,4.8005e+002,5.6006e+002,4.1623e+003,1.5205e+003,5.6006e+002,3.2002e+002,4.0003e+002,2.0001e+002,2.4001e+002
2021-01-06 16:30:00 PST,3.4023e+003,8.2474e+003,7.9729e+003,2.2668e+002,3.4424e+003,1.2003e+003,3.6003e+002,4.8005e+002,1.0402e+003,1.0802e+003,2.0408e+003,2.5613e+003,6.4008e+002,7.6012e+002,3.8820e+003,1.5205e+003,7.6012e+002,6.0007e+002,1.8403e+003,2.8002e+002,4.0003e+002
2021-01-06 16:45:00 PST,5.2055e+003,5.0429e+003,4.4039e+003,1.8007e+003,4.6043e+003,1.0802e+003,8.4014e+002,6.8009e+002,8.8016e+002,9.6019e+002,9.6019e+002,3.3222e+003,8.0013e+002,8.8016e+002,2.3206e+003,6.4008e+002,8.0013e+002,1.1603e+003,4.9626e+003,4.8005e+002,2.4012e+003
2021-01-06 17:00:00 PST,4.3639e+003,3.5614e+003,6.6089e+003,6.7693e+003,4.5241e+003,1.0402e+003,4.8005e+002,7.6012e+002,3.6003e+002,7.2010e+002,6.8009e+002,2.8016e+003,1.0002e+003,8.0013e+002,1.3604e+003,1.1603e+003,8.0013e+002,1.6405e+003,4.6823e+003,4.4004e+002,3.3222e+003
2021-01-06 17:15:00 PST,5.1253e+003,2.8409e+003,4.3639e+003,6.2479e+003,4.2437e+003,9.6019e+002,4.8005e+002,4.4004e+002,8.0013e+002,8.8016e+002,6.0007e+002,2.3211e+003,8.8016e+002,1.0802e+003,2.4812e+003,7.2010e+002,6.8009e+002,2.6014e+003,4.5622e+003,6.8009e+002,3.0419e+003
2021-01-06 17:30:00 PST,9.3779e+003,2.0008e+003,6.3282e+003,5.0452e+003,4.8448e+003,1.1203e+003,5.6006e+002,8.0013e+002,1.4004e+003,8.0013e+002,7.6012e+002,2.0809e+003,6.0007e+002,1.0402e+003,4.4420e+003,1.0002e+003,6.4008e+002,1.3604e+003,1.9607e+003,6.0007e+002,3.0018e+003
