# file...... 1Meter_652_A_power.csv
# date...... Tue May 11 22:32:20 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_652_A_24:measured_power,house_meter_652_A_25:measured_power,house_meter_652_A_26:measured_power,house_meter_652_A_27:measured_power,house_meter_652_A_28:measured_power,house_meter_652_A_29:measured_power,house_meter_652_A_30:measured_power,house_meter_652_A_31:measured_power,house_meter_652_A_32:measured_power,house_meter_652_A_33:measured_power,house_meter_652_A_34:measured_power,house_meter_652_A_35:measured_power,house_meter_652_A_36:measured_power,house_meter_652_A_37:measured_power,house_meter_652_A_38:measured_power,house_meter_652_A_39:measured_power,house_meter_652_A_40:measured_power
2021-01-07 20:00:00 PST,+2561.34+0.0119892d,+2521.3+0.0118688d,+3642.72+0.0171556d,+5205.56+0.0245317d,+9699.35+0.0457937d,+4604.35+0.021693d,+16214.2+0.076759d,+4804.74+0.022639d,+9498.55+0.044842d,+3202.09+0.0149882d,+3402.36+0.015927d,+6127.66+0.0287165d,+7491.46+0.0351273d,+800.13+0.00374156d,+1680.58+0.0078615d,+280.016+0.00130913d,+1600.52+0.00748678d
2021-01-07 20:15:00 PST,+2921.74+0.013696d,+4283.77+0.0202241d,+4564.28+0.0215509d,+5406.01+0.0255341d,+8294.17+0.0392224d,+5205.57+0.0245854d,+14926+0.0707779d,+15650.6+0.0742362d,+3322.27+0.0156785d,+4844.8+0.0227352d,+9418.17+0.0442796d,+7010.05+0.0329253d,+3282.2+0.0153926d,+360.026+0.0016864d,+1640.55+0.00768853d,+200.008+0.0009368d,+1800.66+0.00843946d
2021-01-07 20:30:00 PST,+2641.43+0.0124044d,+2521.31+0.0118904d,+5165.49+0.0243869d,+7250.82+0.0342614d,+7290.94+0.0344516d,+3802.97+0.0179442d,+15650.6+0.0742094d,+12230.9+0.0579121d,+3162.05+0.0149161d,+5285.72+0.0248645d,+16979.4+0.0802584d,+4724.57+0.0222197d,+3242.15+0.0152386d,+1120.26+0.0052608d,+3762.9+0.01769d,+1360.38+0.00638906d,+1240.31+0.00582489d
2021-01-07 20:45:00 PST,+2521.3+0.0118103d,+2080.88+0.00975873d,+5726.71+0.0268967d,+3362.31+0.0157765d,+6889.72+0.0323744d,+5125.37+0.0240664d,+12632.7+0.0595009d,+2961.79+0.0138949d,+3041.89+0.0142712d,+2401.17+0.0112239d,+4684.47+0.0219172d,+9811.66+0.046002d,+3328.66+0.0155651d,+440.039+0.00205524d,+1720.6+0.00804044d,+320.021+0.00149461d,+840.144+0.00392461d
2021-01-07 21:00:00 PST,+3001.85+0.0141347d,+2921.76+0.0138298d,+11587.8+0.0550466d,+5646.58+0.0267575d,+5446.12+0.0258055d,+4003.31+0.0189577d,+14282.3+0.0679225d,+4564.3+0.0216192d,+10020.8+0.0475717d,+2200.99+0.0103517d,+3682.39+0.0148944d,+6167.81+0.0290557d,+10382.2+0.0489939d,+480.047+0.00225616d,+1800.66+0.00846749d,+440.04+0.0020681d,+1080.24+0.00507824d
2021-01-07 21:15:00 PST,+4604.33+0.0215781d,+2801.61+0.0131991d,+4083.42+0.0192482d,+3402.38+0.0160334d,+6007.42+0.0283398d,+4924.98+0.0232231d,+10462.5+0.0494475d,+4403.98+0.020762d,+16415.6+0.077774d,+3282.2+0.0153973d,+8407.53+0.0205537d,+6207.88+0.029157d,+3242.15+0.0152091d,+440.04+0.00206189d,+1720.6+0.00806644d,+400.033+0.0018744d,+5085.29+0.0238734d
2021-01-07 21:30:00 PST,+7371.19+0.0348562d,+1880.73+0.00893789d,+3402.4+0.0161796d,+9458.58+0.0450922d,+8655.55+0.0412501d,+5005.19+0.0238173d,+9659.38+0.0460533d,+11025.3+0.0525954d,+16416.1+0.0784888d,+7010.13+0.0331722d,+7606.01+0.0181283d,+6288.15+0.0297469d,+3282.22+0.0155077d,+1040.22+0.00491028d,+1600.53+0.00755689d,+280.016+0.00132138d,+4884.91+0.0230954d
2021-01-07 21:45:00 PST,+4323.85+0.0204193d,+3963.25+0.018835d,+3322.28+0.0157847d,+3322.28+0.0157847d,+5285.79+0.0251341d,+3883.12+0.0184536d,+9739.69+0.0463983d,+13397.3+0.06392d,+15852.3+0.0757106d,+3001.86+0.0142073d,+17969.4+0.0630516d,+6689.24+0.0317073d,+4444.07+0.0210456d,+520.056+0.00245882d,+1600.53+0.00757065d,+280.016+0.00132378d,+4684.53+0.0221865d
2021-01-07 22:00:00 PST,+2040.85+0.00960716d,+3242.17+0.0153665d,+8414.65+0.0399675d,+3322.28+0.0157467d,+5005.18+0.0237398d,+5165.51+0.0245019d,+11346.7+0.0539595d,+3442.45+0.0163171d,+15530.1+0.0739825d,+2241.03+0.0105689d,+12106+0.0492735d,+10221.5+0.0483646d,+3670.5+0.0173206d,+280.016+0.00131952d,+120.003+0.00056545d,+240.012+0.00113099d,+2561.35+0.0120811d
2021-01-07 22:15:00 PST,+2841.65+0.0133435d,+1960.79+0.00923417d,+3682.78+0.017356d,+5806.93+0.0273905d,+4844.82+0.0228433d,+3722.85+0.0175451d,+11627.8+0.0549789d,+4965.06+0.0234114d,+5205.57+0.0245479d,+920.173+0.00431754d,+3402.37+0.0159805d,+6288.1+0.0295693d,+10060.8+0.0473834d,+1360.38+0.00638418d,+280.016+0.00131352d,+320.021+0.0015012d,+1800.66+0.00845193d
2021-01-07 22:30:00 PST,+3883.08+0.0182028d,+2040.85+0.00959054d,+3282.21+0.0154319d,+4484.12+0.0210933d,+9016.69+0.0424935d,+4965.05+0.0233602d,+10422.3+0.0491463d,+4444.05+0.0209044d,+3041.89+0.0143006d,+840.144+0.00392758d,+3602.65+0.016861d,+6247.97+0.0292731d,+3202.09+0.0149838d,+200.008+0.000934772d,+320.021+0.00149575d,+400.033+0.00186977d,+1640.55+0.00767188d
2021-01-07 22:45:00 PST,+1920.75+0.00899038d,+3442.43+0.0161909d,+3362.32+0.0158136d,+5686.63+0.0267708d,+5085.3+0.023934d,+5165.47+0.0243121d,+10462.5+0.0493509d,+7772.4+0.0366213d,+2961.8+0.0139276d,+2681.47+0.0125434d,+3522.53+0.0164834d,+6047.46+0.0283278d,+3322.25+0.0155449d,+160.005+0.000747706d,+200.008+0.000934656d,+240.012+0.00112161d,+320.021+0.00149556d
2021-01-07 23:00:00 PST,+2481.26+0.0116714d,+2241.04+0.0106104d,+4764.69+0.0225825d,+5646.58+0.0267721d,+4965.09+0.0235343d,+5005.17+0.0237247d,+9739.63+0.0462567d,+16738.1+0.0797268d,+4484.15+0.0212504d,+2601.39+0.0122569d,+8213.88+0.0387905d,+11145.6+0.0526995d,+3322.27+0.015658d,+240.012+0.00112976d,+160.005+0.000753135d,+1240.32+0.00584068d,+200.008+0.000941442d
2021-01-07 23:15:00 PST,+1920.76+0.00906255d,+1920.76+0.00913947d,+7451.54+0.0355378d,+3242.18+0.0154356d,+5807+0.0276758d,+4965.12+0.0236551d,+11065.5+0.052853d,+16053.7+0.0768391d,+14202+0.0679234d,+5245.67+0.024831d,+14121.3+0.067091d,+2160.96+0.0102162d,+7973.12+0.0377843d,+240.012+0.00113378d,+200.008+0.000944792d,+200.008+0.000944792d,+160.005+0.000755814d
2021-01-07 23:30:00 PST,+1840.69+0.00863333d,+3122.01+0.014758d,+880.159+0.00415674d,+5446.11+0.0257689d,+10261.7+0.0486514d,+6127.74+0.0290023d,+10743.8+0.0509473d,+5085.33+0.0240582d,+16093.6+0.0764856d,+4083.41+0.0191545d,+4203.61+0.0197193d,+2321.1+0.01088d,+3402.36+0.0159554d,+280.016+0.00131146d,+160.005+0.000749352d,+200.008+0.000936713d,+160.005+0.000749352d
2021-01-07 23:45:00 PST,+2441.22+0.0114423d,+2761.57+0.0130168d,+920.174+0.00433401d,+6769.42+0.0319607d,+6889.76+0.0325305d,+5365.92+0.0253197d,+8936.44+0.0422297d,+3202.11+0.015096d,+16093.5+0.0762763d,+2721.51+0.0127325d,+840.144+0.00392757d,+4363.88+0.0204299d,+1120.26+0.00523765d,+200.008+0.000934769d,+280.016+0.00130874d,+320.021+0.00149574d,+1320.36+0.0061737d
2021-01-08 00:00:00 PST,+3121.99+0.0146144d,+2841.65+0.0133699d,+880.159+0.00413779d,+4083.42+0.0192222d,+5446.09+0.0256511d,+5406+0.0254619d,+11025+0.0520472d,+2881.7+0.0135586d,+16093.4+0.0761336d,+4323.81+0.0202098d,+754.516+0.00352154d,+3282.19+0.0153347d,+1120.26+0.00522932d,+120.003+0.000559943d,+120.003+0.000559943d,+240.012+0.00111997d,+240.012+0.00111997d
2021-01-08 00:15:00 PST,+1960.78+0.00918031d,+2961.8+0.0139577d,+5686.65+0.0268287d,+4524.2+0.0213343d,+5606.46+0.0264495d,+4203.63+0.01982d,+9538.73+0.0450737d,+2481.26+0.0116908d,+16012.9+0.0758695d,+2681.47+0.01255d,+2801.6+0.0131129d,+7692.09+0.0360748d,+1000.2+0.00467801d,+120.003+0.000561059d,+240.012+0.0011222d,+280.016+0.00130927d,+160.005+0.000748097d
2021-01-08 00:30:00 PST,+2401.18+0.0113028d,+3041.91+0.0144254d,+680.095+0.00322201d,+5325.86+0.0252803d,+5486.22+0.0260432d,+3522.56+0.0167081d,+9297.91+0.0442072d,+14684.8+0.0699759d,+13839.7+0.065926d,+3562.61+0.016809d,+13236.2+0.0627002d,+2601.39+0.0122689d,+7772.44+0.0367353d,+160.005+0.000753874d,+200.008+0.000942366d,+240.012+0.00113087d,+160.005+0.000753874d
2021-01-08 00:45:00 PST,+1880.72+0.0088031d,+1920.76+0.00905833d,+800.131+0.0037717d,+7130.47+0.0336996d,+9980.53+0.047225d,+3162.05+0.0149199d,+7692.18+0.0363628d,+10382.2+0.0491339d,+13718.9+0.0650143d,+4083.4+0.0191167d,+2441.21+0.011421d,+1560.5+0.00729804d,+1080.24+0.00505101d,+280.016+0.00130888d,+1120.26+0.00523821d,+240.012+0.00112187d,+200.008+0.000934869d
2021-01-08 01:00:00 PST,+2000.81+0.00932798d,+3001.83+0.0140326d,+1040.22+0.00485879d,+3121.98+0.0145949d,+5566.32+0.0260479d,+3322.25+0.0155324d,+9056.74+0.042442d,+2921.74+0.0136577d,+1480.45+0.0069163d,+4323.79+0.0201466d,+720.105+0.0033504d,+1960.78+0.00912742d,+1000.2+0.00465413d,+280.016+0.00130259d,+240.012+0.00111647d,+280.016+0.00130259d,+200.008+0.000930373d
2021-01-08 01:15:00 PST,+2601.38+0.0121531d,+2561.34+0.0120076d,+3081.94+0.0144513d,+5325.8+0.0249957d,+5526.24+0.0259386d,+3442.42+0.0161439d,+10864.2+0.0511051d,+2921.74+0.0136992d,+800.131+0.00374833d,+4283.74+0.0200273d,+2361.13+0.0110301d,+7451.32+0.0348814d,+920.172+0.00429609d,+200.008+0.000933521d,+200.008+0.000933521d,+280.016+0.00130699d,+320.021+0.00149374d
2021-01-08 01:30:00 PST,+1800.66+0.00839055d,+2841.65+0.0132933d,+3883.07+0.0181728d,+5325.79+0.0249394d,+6328.17+0.0296454d,+3402.36+0.0159199d,+8815.88+0.0413416d,+2801.6+0.0131057d,+760.118+0.00355284d,+2721.5+0.0126791d,+760.117+0.00353847d,+3081.93+0.0143604d,+4043.32+0.0188474d,+160.005+0.00074468d,+120.003+0.0005585d,+200.008+0.000930869d,+1200.29+0.00558854d
2021-01-08 01:45:00 PST,+1920.75+0.00899138d,+3442.43+0.0161966d,+800.131+0.00376053d,+6167.81+0.0290519d,+10101+0.0476552d,+2401.18+0.0112927d,+10181.3+0.0480358d,+6528.75+0.0307566d,+800.131+0.00376053d,+5245.63+0.0246304d,+11708.1+0.0551206d,+3001.84+0.014082d,+4990.16+0.0234284d,+160.005+0.000749731d,+160.005+0.000749731d,+200.008+0.000937187d,+160.005+0.000749731d
2021-01-08 02:00:00 PST,+3642.72+0.0171339d,+2080.89+0.00984763d,+680.095+0.00321663d,+9217.57+0.0437502d,+6568.91+0.0311445d,+640.084+0.00302734d,+10020.8+0.0475784d,+14966.4+0.0712065d,+13839.7+0.0658149d,+4884.88+0.0229514d,+4724.57+0.0221967d,+2521.3+0.0118347d,+920.173+0.00431637d,+200.008+0.000937927d,+200.008+0.000937927d,+240.012+0.00112554d,+80.0013+0.000375143d
2021-01-08 02:15:00 PST,+2561.33+0.0119658d,+3602.66+0.016926d,+640.084+0.00300359d,+3522.54+0.016549d,+4724.57+0.0222071d,+4003.28+0.0188113d,+11185.7+0.0527165d,+2881.7+0.0135348d,+13718.7+0.0647216d,+4003.26+0.0186943d,+840.143+0.00391822d,+4283.73+0.0200063d,+840.143+0.00391822d,+240.012+0.00111908d,+280.016+0.00130563d,+280.016+0.00130563d,+120.003+0.0005595d
2021-01-08 02:30:00 PST,+1920.75+0.00901651d,+2000.82+0.00945336d,+5446.11+0.025768d,+4083.43+0.0193097d,+6368.36+0.0301431d,+5847.05+0.0276696d,+11427+0.0542002d,+2961.81+0.0139993d,+15529.9+0.0737867d,+5085.29+0.0238833d,+680.094+0.00318835d,+6087.58+0.0286024d,+880.158+0.0041266d,+1040.22+0.00487737d,+320.021+0.00150007d,+360.026+0.00168762d,+720.106+0.00337598d
2021-01-08 02:45:00 PST,+1760.63+0.00825484d,+5125.41+0.0242105d,+800.131+0.0037728d,+4764.67+0.0225031d,+8735.73+0.0413258d,+5245.66+0.0247797d,+9378.13+0.0443766d,+2801.61+0.0132211d,+13718.9+0.0650334d,+2961.79+0.0138906d,+720.106+0.00337415d,+3041.89+0.0142667d,+8615.2+0.0404983d,+200.008+0.000936965d,+120.003+0.000562152d,+1240.31+0.00581289d,+320.021+0.00149925d
2021-01-08 03:00:00 PST,+2361.14+0.0110616d,+2641.43+0.0124562d,+600.074+0.00282739d,+7130.46+0.0336873d,+7130.46+0.0336873d,+7932.96+0.037491d,+9458.43+0.0447285d,+2801.61+0.0132124d,+14121.2+0.0669074d,+4924.96+0.023109d,+9257.55+0.0435156d,+4444.04+0.0208483d,+880.158+0.00412307d,+200.008+0.000936667d,+160.005+0.000749314d,+200.008+0.000936667d,+240.012+0.00112403d
2021-01-08 03:15:00 PST,+1840.69+0.00863602d,+3522.56+0.0166693d,+680.095+0.00321455d,+4644.45+0.0219885d,+7892.86+0.0374178d,+9016.8+0.042766d,+9177.4+0.0435306d,+15368.9+0.0730862d,+10382.3+0.0492703d,+3162.04+0.0148472d,+10583+0.0498433d,+3041.89+0.0142823d,+2521.3+0.0118355d,+280.016+0.00131325d,+280.016+0.00131325d,+200.008+0.000937988d,+160.005+0.000750372d
2021-01-08 03:30:00 PST,+2000.81+0.00934028d,+2361.14+0.0110748d,+3762.89+0.0176597d,+4724.56+0.0221817d,+4844.8+0.0227473d,+9056.81+0.0425971d,+9378.02+0.0441137d,+6127.68+0.0287859d,+640.084+0.00300016d,+4363.88+0.0203963d,+680.094+0.00317392d,+9337.79+0.0437325d,+840.143+0.0039211d,+240.012+0.00111991d,+960.187+0.00448159d,+160.005+0.000746567d,+960.187+0.00448159d
2021-01-08 03:45:00 PST,+1880.72+0.00876608d,+3322.25+0.0155619d,+2481.26+0.0116185d,+5606.42+0.0262857d,+7571.72+0.0355286d,+8213.79+0.0385515d,+8896.19+0.041766d,+2761.56+0.0129325d,+800.13+0.00374408d,+5045.17+0.0235225d,+1680.57+0.00782479d,+1480.44+0.00689243d,+960.187+0.00446936d,+160.005+0.000744544d,+520.055+0.00242026d,+320.021+0.00148922d,+680.094+0.00316526d
2021-01-08 04:00:00 PST,+3522.53+0.0164777d,+3162.05+0.0148503d,+600.074+0.00281524d,+6608.95+0.0310822d,+8414.52+0.0396033d,+8053.29+0.0378975d,+10141.1+0.0477634d,+2761.56+0.0129673d,+640.084+0.00300299d,+5245.61+0.0245563d,+1120.26+0.00523544d,+1280.33+0.00598394d,+8494.73+0.0398193d,+120.003+0.000560597d,+480.047+0.00224288d,+400.033+0.00186898d,+1440.42+0.0067326d
2021-01-08 04:15:00 PST,+1840.69+0.0086073d,+2961.8+0.0139159d,+1680.58+0.00789197d,+5486.17+0.0258032d,+6729.28+0.0316662d,+9257.59+0.043609d,+8735.66+0.0411415d,+1600.52+0.00751579d,+4043.35+0.0190059d,+6087.56+0.0285078d,+3522.53+0.0164786d,+3081.94+0.0144149d,+824.272+0.00385174d,+360.026+0.00168204d,+440.039+0.00205593d,+560.064+0.00261684d,+1080.24+0.00504838d
2021-01-08 04:30:00 PST,+1880.73+0.0088729d,+2801.63+0.0133312d,+880.16+0.0041848d,+4764.71+0.0226908d,+6929.97+0.033032d,+9137.35+0.0435936d,+10221.7+0.0487892d,+11467.4+0.0547631d,+14242.3+0.0680937d,+2921.76+0.0138031d,+13276.4+0.0629904d,+3162.06+0.0149399d,+840.145+0.00396566d,+720.107+0.00339889d,+400.033+0.0018879d,+360.027+0.00169907d,+640.084+0.00302108d
2021-01-08 04:45:00 PST,+1840.69+0.0086307d,+3322.27+0.0157062d,+6207.95+0.0293834d,+4804.76+0.0227287d,+4844.84+0.0229186d,+7331.09+0.0347155d,+10824.2+0.051331d,+6087.64+0.0288125d,+13920.1+0.0660972d,+2921.75+0.013718d,+4884.88+0.0229536d,+8053.29+0.0378909d,+960.188+0.0045046d,+560.064+0.00262704d,+320.021+0.00150094d,+400.033+0.00187627d,+3642.71+0.0171081d
2021-01-08 05:00:00 PST,+3001.85+0.014114d,+2441.23+0.011568d,+600.074+0.00284136d,+4925.01+0.0233617d,+11708.4+0.0556951d,+10302+0.0489763d,+12552.7+0.0597321d,+2721.53+0.0128978d,+13799.5+0.0656993d,+1640.55+0.00770976d,+800.131+0.00375892d,+2801.61+0.0131724d,+5125.39+0.0241212d,+1080.24+0.00507541d,+2561.34+0.0120416d,+480.047+0.00225491d,+2481.26+0.0116647d
2021-01-08 05:15:00 PST,+5446.05+0.0255234d,+2681.47+0.0126137d,+600.074+0.00282035d,+8213.86+0.0387261d,+4684.5+0.0220541d,+9257.61+0.0436659d,+11225.9+0.0529929d,+2881.7+0.0135567d,+7250.79+0.034172d,+2881.69+0.0134815d,+720.106+0.00336593d,+1680.58+0.00785845d,+4759.95+0.0222857d,+2641.42+0.0123563d,+480.047+0.00224362d,+480.047+0.00224362d,+3482.47+0.0162962d
2021-01-08 05:30:00 PST,+7491.41+0.0349531d,+3362.3+0.0157063d,+720.105+0.00336021d,+4724.54+0.022082d,+6969.9+0.0326064d,+7692.06+0.0359954d,+10221.3+0.0478807d,+2801.6+0.0130841d,+760.117+0.00354697d,+4323.79+0.0201281d,+680.094+0.0031613d,+1040.22+0.00483598d,+762.918+0.00354641d,+2641.41+0.0122879d,+2281.05+0.01061d,+2561.33+0.011915d,+2281.05+0.01061d
2021-01-08 05:45:00 PST,+6448.5+0.0302761d,+2481.26+0.0116856d,+4644.43+0.0218926d,+2881.7+0.0135737d,+6368.33+0.0300399d,+9016.72+0.042579d,+9538.72+0.0450537d,+11668+0.0551594d,+680.095+0.00320057d,+3762.91+0.0177316d,+9458.41+0.0446746d,+8013.2+0.037826d,+955.921+0.0044993d,+4161.91+0.0105189d,+16214.3+0.0767986d,+2681.48+0.01263d,+2200.99+0.0103649d
2021-01-08 06:00:00 PST,+2841.65+0.0133225d,+2481.26+0.0116867d,+1920.76+0.00904468d,+4724.58+0.0222733d,+8655.41+0.0408707d,+7652.04+0.0361178d,+8414.56+0.0397294d,+8093.47+0.0382083d,+680.095+0.00320088d,+3482.49+0.016447d,+11306.4+0.0535701d,+7846.69+0.0195864d,+800.132+0.00377465d,+7365.88+0.0183305d,+16254.7+0.0771734d,+5325.84+0.0251717d,+2281.07+0.0107676d
2021-01-08 06:15:00 PST,+2040.85+0.00958899d,+3402.38+0.016079d,+640.084+0.00302148d,+8775.89+0.0415654d,+6207.94+0.0293716d,+8735.74+0.0413746d,+8454.75+0.040039d,+2801.62+0.0132367d,+7130.48+0.0337493d,+5967.35+0.0282706d,+760.119+0.00359336d,+7325.74+0.0179988d,+8454.77+0.0400961d,+6444.59+0.0163593d,+17705+0.084288d,+4764.68+0.0225617d,+2120.93+0.010032d
2021-01-08 06:30:00 PST,+2841.65+0.0133225d,+2481.26+0.0116876d,+760.118+0.00357789d,+4724.58+0.0222749d,+6248.02+0.0294759d,+8454.7+0.0399225d,+4123.49+0.0194361d,+2761.56+0.0130094d,+14161.4+0.0670267d,+3682.78+0.0173367d,+640.084+0.00300945d,+6444.32+0.0153974d,+1560.5+0.00733968d,+4882.76+0.0129955d,+10221.5+0.0482474d,+5125.39+0.0241421d,+5406+0.0254668d
2021-01-08 06:45:00 PST,+3963.19+0.0184842d,+2961.79+0.0138767d,+600.073+0.00280879d,+4043.34+0.0189524d,+6408.39+0.0300673d,+7210.63+0.0338424d,+6649.04+0.0311995d,+1800.66+0.00843256d,+15408.7+0.0725634d,+5245.6+0.0245217d,+680.094+0.00317334d,+2561.07+0.00963d,+920.172+0.00429397d,+2761.46+0.0121704d,+4484.09+0.0209554d,+2921.74+0.0136454d,+8534.85+0.0399516d
2021-01-08 07:00:00 PST,+2441.21+0.0113837d,+3202.1+0.0150563d,+5606.44+0.0263876d,+3642.72+0.0171312d,+7010.08+0.0330131d,+7892.78+0.0371836d,+10502.7+0.0495322d,+8936.4+0.0421182d,+13960.1+0.0659319d,+4283.75+0.0201075d,+3843.02+0.0180355d,+11949.3+0.0562655d,+840.144+0.003938d,+2120.92+0.00994657d,+2521.3+0.0118262d,+12552.3+0.0591197d,+11145.5+0.0524632d
2021-01-08 07:15:00 PST,+1760.63+0.00823933d,+3362.33+0.0159051d,+2040.86+0.00964877d,+8816.05+0.0417974d,+9378.17+0.0444728d,+8856.2+0.0419884d,+11185.9+0.053085d,+11467.2+0.0544264d,+14000.6+0.0665205d,+9137.2+0.0432169d,+13195.9+0.0625188d,+1200.3+0.00565859d,+2441.22+0.0115146d,+800.131+0.00377146d,+400.033+0.00188526d,+17382.5+0.0824967d,+11346.6+0.0537157d
2021-01-08 07:30:00 PST,+2441.22+0.0114596d,+2080.89+0.00982952d,+1280.34+0.00604595d,+6328.25+0.0299452d,+6087.64+0.0288038d,+8494.89+0.0402337d,+10422.4+0.0494024d,+3122.01+0.0147538d,+14081+0.0668455d,+2921.75+0.0137524d,+7611.9+0.0358977d,+2961.8+0.0139411d,+9056.86+0.0427375d,+160.005+0.000752278d,+160.005+0.000752278d,+6167.81+0.0290701d,+2200.99+0.0103568d
2021-01-08 07:45:00 PST,+1960.77+0.0090598d,+2321.09+0.0107881d,+2521.29+0.0117196d,+2961.78+0.0137695d,+5566.28+0.0259054d,+7651.88+0.035642d,+9297.55+0.0433364d,+3402.34+0.0158206d,+13235.6+0.0617912d,+3001.81+0.0138607d,+680.093+0.00313736d,+4403.9+0.0203463d,+960.185+0.00442996d,+120.003+0.000553464d,+280.016+0.00129154d,+320.021+0.00147608d,+120.003+0.000553464d
2021-01-08 08:00:00 PST,+3682.72+0.0169356d,+2761.54+0.0127639d,+7210.49+0.0333869d,+5405.89+0.0250128d,+7451.2+0.0345049d,+8093.22+0.0374877d,+9337.6+0.0432734d,+5606.34+0.0259424d,+2881.67+0.0133198d,+2761.52+0.0126733d,+840.141+0.00385264d,+4484.02+0.0205924d,+800.128+0.00366909d,+120.003+0.000550138d,+320.02+0.00146721d,+360.026+0.00165066d,+240.012+0.00110036d
2021-01-08 08:15:00 PST,+2000.8+0.00919478d,+2961.77+0.0136834d,+3041.86+0.0140539d,+5365.8+0.0248141d,+6408.28+0.0296474d,+7772.18+0.0359773d,+8936.11+0.0413845d,+9136.84+0.0423176d,+720.104+0.00332388d,+11575.9+0.0315762d,+680.093+0.00312659d,+7451.15+0.0343484d,+800.128+0.00367861d,+240.012+0.00110321d,+120.003+0.000551565d,+1400.39+0.00643988d,+240.012+0.00110321d
2021-01-08 08:30:00 PST,+2441.2+0.0112806d,+2160.95+0.0100547d,+2601.37+0.0121061d,+6288.03+0.0293068d,+7531.52+0.0351201d,+8775.65+0.0409424d,+10100.7+0.04715d,+17583.1+0.0823288d,+720.105+0.00334863d,+11253.4+0.0273647d,+7772.2+0.0360435d,+1494.32+0.00691232d,+4323.77+0.0200235d,+320.021+0.00147963d,+120.003+0.000554795d,+200.008+0.000924703d,+240.012+0.00110967d
2021-01-08 08:45:00 PST,+1920.74+0.00882843d,+2241.01+0.0103452d,+2881.67+0.0133061d,+4764.57+0.022017d,+6247.86+0.0288886d,+7370.95+0.0340969d,+8855.81+0.0409902d,+5606.33+0.0259156d,+640.082+0.00295291d,+7005.07+0.0166085d,+11466.5+0.0530125d,+1040.22+0.00478904d,+6247.84+0.0288246d,+240.012+0.00110463d,+160.005+0.000736388d,+200.008+0.000920507d,+200.008+0.000920507d
2021-01-08 09:00:00 PST,+2641.4+0.01213d,+2361.12+0.0109059d,+3202.06+0.0147952d,+4804.65+0.0222143d,+6929.68+0.0320669d,+7370.95+0.034115d,+8976.26+0.0415718d,+3722.79+0.0172048d,+11546.9+0.053533d,+5002.52+0.0115821d,+2561.31+0.0117574d,+3883.02+0.017834d,+2561.31+0.0117574d,+200.008+0.000917247d,+160.005+0.00073378d,+200.008+0.000917247d,+120.003+0.000550322d
2021-01-08 09:15:00 PST,+1840.68+0.00851583d,+3282.19+0.0153176d,+8213.74+0.0384097d,+3442.41+0.0160664d,+7892.69+0.0369035d,+8815.84+0.0412354d,+13557.5+0.0635375d,+2961.78+0.0138205d,+14120.7+0.0661922d,+2681.41+0.0120459d,+2401.16+0.0111123d,+10663+0.0495124d,+2561.32+0.0118543d,+80.0013+0.000369885d,+280.016+0.00129477d,+320.021+0.00147977d,+160.005+0.000739812d
2021-01-08 09:30:00 PST,+2441.2+0.0113009d,+1920.75+0.00895766d,+3682.76+0.0171873d,+8053.21+0.0376511d,+6769.33+0.031632d,+7932.82+0.0370864d,+9498.39+0.044434d,+6809.44+0.03182d,+14000+0.0656136d,+8936.15+0.0414946d,+2401.16+0.0111202d,+4964.98+0.0230176d,+2721.49+0.0126054d,+160.005+0.000740343d,+320.021+0.00148083d,+360.026+0.00166598d,+240.012+0.00111057d
2021-01-08 09:45:00 PST,+1880.71+0.00872674d,+2601.38+0.0121843d,+2641.42+0.0123721d,+3001.84+0.0140623d,+6207.87+0.0291193d,+6929.82+0.0325153d,+11587.5+0.0544736d,+19074.8+0.0899488d,+14644+0.068929d,+2080.88+0.00966793d,+5927.12+0.0275809d,+6127.61+0.0285162d,+9297.55+0.043324d,+280.016+0.00130003d,+600.073+0.00278632d,+240.012+0.00111428d,+200.008+0.000928548d
2021-01-08 10:00:00 PST,+2200.99+0.0102894d,+3041.91+0.0143971d,+8334.35+0.0395322d,+5406.03+0.0256113d,+6970.03+0.0330422d,+8896.36+0.0422078d,+12552.6+0.0596449d,+20931+0.0998036d,+14403+0.0684898d,+2761.56+0.012937d,+13839.3+0.0651278d,+4444.03+0.0208332d,+4444.03+0.0208332d,+120.003+0.000561565d,+280.016+0.00131045d,+1200.29+0.00561942d,+160.005+0.000748774d
2021-01-08 10:15:00 PST,+2000.81+0.00928702d,+2000.82+0.009374d,+16898.6+0.0796573d,+2881.7+0.0135058d,+6368.29+0.0298893d,+8896.2+0.0417972d,+10422.2+0.0489978d,+18389.5+0.0867383d,+6368.29+0.0298893d,+2721.5+0.0126162d,+2481.24+0.0115013d,+4484.06+0.0208018d,+3602.62+0.0167068d,+240.012+0.00111153d,+240.012+0.00111153d,+200.008+0.00092625d,+160.005+0.000740983d
2021-01-08 10:30:00 PST,+1880.72+0.00873151d,+2401.18+0.0112381d,+14040.4+0.0660265d,+8253.92+0.0387229d,+8775.74+0.0411798d,+7692.09+0.0360788d,+10261.5+0.0481812d,+8735.6+0.0409908d,+720.106+0.00336796d,+2761.54+0.0128329d,+3642.69+0.0169336d,+11908.8+0.0555465d,+2801.59+0.0130192d,+200.008+0.000928474d,+200.008+0.000928474d,+240.012+0.0011142d,+200.008+0.000928474d
