# file...... Meter_684_C_Power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_684_C:measured_power,xfmr_meter_684_C_1:measured_power,xfmr_meter_684_C_2:measured_power,xfmr_meter_684_C_3:measured_power,xfmr_meter_684_C_4:measured_power,xfmr_meter_684_C_5:measured_power,house_meter_684_C_1:measured_power,house_meter_684_C_2:measured_power,house_meter_684_C_3:measured_power,house_meter_684_C_4:measured_power,house_meter_684_C_5:measured_power,house_meter_684_C_6:measured_power,house_meter_684_C_7:measured_power,house_meter_684_C_8:measured_power,house_meter_684_C_9:measured_power,house_meter_684_C_10:measured_power,house_meter_684_C_11:measured_power,house_meter_684_C_12:measured_power,house_meter_684_C_13:measured_power,house_meter_684_C_14:measured_power,house_meter_684_C_15:measured_power,house_meter_684_C_16:measured_power,house_meter_684_C_17:measured_power,house_meter_684_C_18:measured_power,house_meter_684_C_19:measured_power,house_meter_684_C_20:measured_power,house_meter_684_C_21:measured_power,house_meter_684_C_22:measured_power,house_meter_684_C_23:measured_power
2021-01-06 02:30:00 PST,+56242.7+147.697j,+14758.6+43.8224j,+5765.14+6.387j,+5364.38+5.50262j,+12506.5+31.0118j,+17847.8+60.6311j,+4844.85+0.0229907d,+2641.44+0.0125233d,+2921.76+0.0138539d,+2120.93+0.0100533d,+600.074+0.0028426d,+520.056+0.00246346d,+640.085+0.00303218d,+440.04+0.00208437d,+680.095+0.00321638d,+1040.22+0.00492026d,+520.056+0.00245934d,+360.027+0.00170245d,+520.056+0.00245934d,+1640.4+0.00556368d,+520.056+0.00245934d,+480.047+0.0022701d,+360.027+0.00170232d,+240.012+0.0011348d,+520.056+0.00245916d,+1040.22+0.00491989d,+1000.21+0.00473055d,+640.084+0.00302688d,+1120.17+0.00351424d
2021-01-06 02:45:00 PST,+59336.9+162.18j,+15685.2+50.2136j,+6446.34+7.95845j,+5925.33+6.71315j,+13471.8+36.4043j,+17807.8+60.5176j,+2080.9+0.00987821d,+3001.86+0.0142556d,+2841.67+0.0134939d,+5646.6+0.0268446d,+400.033+0.00189768d,+600.074+0.00284687d,+520.056+0.00246716d,+560.065+0.00265701d,+520.056+0.00246291d,+1320.36+0.0062551d,+560.065+0.00265243d,+600.074+0.00284196d,+640.085+0.0030315d,+1600.39+0.00564936d,+640.085+0.0030315d,+560.065+0.00265243d,+520.056+0.00246267d,+360.027+0.00170476d,+920.175+0.00435811d,+320.021+0.0015153d,+1040.22+0.00492693d,+720.107+0.00341028d,+1120.26+0.00530619d
2021-01-06 03:00:00 PST,+59915.1+177.259j,+17543.5+65.5601j,+5725.16+6.33852j,+4844.09+4.69677j,+13510.4+35.9711j,+18291.6+64.2932j,+2120.93+0.0100662d,+7973.17+0.0379335d,+3362.34+0.0159662d,+2080.9+0.00987599d,+400.033+0.00189725d,+400.033+0.00189725d,+480.048+0.00227681d,+680.096+0.00322588d,+440.04+0.00208243d,+1040.22+0.00492392d,+560.065+0.00265056d,+400.033+0.00189307d,+680.095+0.00321877d,+1720.44+0.00592596d,+520.056+0.00246117d,+360.027+0.00170372d,+1160.28+0.00549158d,+480.047+0.00227142d,+280.016+0.00132483d,+400.033+0.00189276d,+1600.53+0.00757665d,+280.016+0.00132483d,+360.027+0.00170344d
2021-01-06 03:15:00 PST,+58781.2+166.291j,+18380.8+68.4414j,+5524.79+5.90185j,+5284.38+5.4013j,+13270.2+35.0651j,+16320.8+51.1005j,+2040.86+0.00969881d,+3803+0.0180862d,+6528.84+0.0310849d,+2241.04+0.010651d,+720.107+0.0034203d,+440.04+0.00208982d,+560.065+0.00265997d,+2000.83+0.0095084d,+560.065+0.00265359d,+960.19+0.00455014d,+360.027+0.00170567d,+400.033+0.00189523d,+760.119+0.00360174d,+1640.4+0.0055742d,+400.033+0.00189523d,+440.04+0.00208481d,+440.04+0.00208471d,+240.012+0.00113698d,+400.033+0.00189515d,+1120.26+0.00530878d,+1000.21+0.00473963d,+1080.24+0.00511905d,+360.027+0.00170559d
2021-01-06 03:30:00 PST,+54195.5+135.847j,+15119.9+45.7614j,+6045.55+6.98152j,+5003.88+4.81555j,+12708.9+32.6018j,+15317+45.3756j,+2120.93+0.0100507d,+3802.99+0.0180341d,+4163.58+0.019747d,+2841.67+0.0134701d,+680.095+0.00322092d,+680.095+0.00322092d,+360.027+0.00170485d,+440.04+0.00208381d,+480.047+0.00226947d,+1120.26+0.00529752d,+600.074+0.00283705d,+600.074+0.00283705d,+520.056+0.00245865d,+1560.37+0.00545893d,+480.047+0.00226947d,+680.095+0.00321548d,+320.021+0.00151254d,+440.04+0.00207989d,+720.107+0.00340405d,+360.027+0.00170165d,+1120.26+0.0052965d,+320.021+0.00151254d,+1000.21+0.00472866d
2021-01-06 03:45:00 PST,+53351.2+131.866j,+15119.1+45.4547j,+5444.67+5.73705j,+5084.39+5.13114j,+13391.2+35.8833j,+14311.6+39.3564j,+2000.83+0.00949275d,+3162.07+0.0150094d,+3722.87+0.0176754d,+3682.8+0.0174849d,+360.027+0.00170696d,+520.056+0.00246585d,+440.04+0.00208638d,+1200.3+0.00569282d,+400.033+0.00189325d,+1080.24+0.00511392d,+560.065+0.00265081d,+400.033+0.00189325d,+400.033+0.00189325d,+1600.39+0.00564591d,+520.056+0.0024614d,+480.048+0.00227201d,+760.119+0.00359773d,+240.012+0.00113576d,+840.146+0.00397664d,+400.033+0.00189312d,+1680.58+0.00795741d,+640.084+0.00302944d,+240.012+0.00113576d
2021-01-06 04:00:00 PST,+56450.8+153.052j,+19506.1+76.0731j,+5845.41+6.62292j,+5644.74+6.05217j,+12668+32.1355j,+12786.2+31.8184j,+5766.89+0.0274247d,+3602.69+0.0171174d,+3162.07+0.0150211d,+4003.32+0.0190241d,+560.065+0.00265768d,+520.056+0.00246778d,+600.074+0.00284758d,+1240.32+0.00588734d,+720.107+0.00340865d,+960.19+0.00454554d,+400.033+0.00189332d,+520.056+0.0024615d,+480.048+0.00227209d,+1840.52+0.00646752d,+480.048+0.00227209d,+440.04+0.0020827d,+600.074+0.00284022d,+720.107+0.00340852d,+400.033+0.00189325d,+760.119+0.00359797d,+1080.24+0.00511392d,+800.132+0.00378743d,+400.033+0.00189325d
2021-01-06 04:15:00 PST,+56023.6+165.701j,+21848.4+97.6749j,+6606.47+8.28495j,+4603.25+4.06394j,+14794.8+42.4968j,+8170.23+12.805j,+2120.93+0.010078d,+7652.15+0.0364443d,+2721.53+0.0129351d,+5606.52+0.026679d,+560.065+0.00265954d,+600.074+0.00284958d,+480.048+0.0022795d,+2040.86+0.00969724d,+600.074+0.00284147d,+880.16+0.00416821d,+640.085+0.00303098d,+680.095+0.00322049d,+560.065+0.00265197d,+1560.35+0.00521468d,+1080.24+0.00511617d,+600.074+0.00284147d,+240.012+0.00113591d,+800.132+0.00378768d,+400.033+0.00189337d,+600.074+0.00284041d,+880.16+0.00416666d,+360.027+0.001704d,+920.175+0.00435616d
2021-01-06 04:30:00 PST,+47650+107.329j,+14916.3+43.7417j,+7168.81+10.27j,+4964.3+4.95377j,+14274.4+40.4849j,+6325.95+7.63094j,+2120.94+0.0101223d,+3522.58+0.0168215d,+2921.78+0.013949d,+2120.94+0.0101223d,+520.056+0.00248034d,+520.056+0.00248034d,+520.056+0.00248034d,+2641.45+0.0126092d,+680.096+0.00323914d,+440.04+0.0020956d,+680.096+0.00323914d,+440.04+0.0020956d,+400.033+0.00190504d,+1960.63+0.00733553d,+2160.97+0.0102985d,+400.033+0.00190504d,+480.048+0.00228522d,+240.012+0.00114244d,+440.04+0.00209473d,+360.027+0.00171379d,+1720.61+0.00819504d,+1000.21+0.00476242d,+280.016+0.00133288d
2021-01-06 04:45:00 PST,+55250+147.249j,+18905.5+73.1253j,+10461.6+22.9977j,+6366.07+7.74648j,+13391+35.9346j,+6125.48+7.1139j,+2521.32+0.0120421d,+3722.88+0.0177898d,+6930.01+0.0331594d,+2120.94+0.0101281d,+520.056+0.00248177d,+400.033+0.00190891d,+600.075+0.00286373d,+2040.87+0.00974544d,+640.085+0.00304987d,+1000.21+0.0047665d,+440.04+0.00209653d,+360.027+0.00171525d,+440.04+0.00209653d,+4163.21+0.0177074d,+3001.87+0.0143174d,+400.033+0.00190588d,+1160.28+0.00552544d,+640.085+0.00304753d,+960.191+0.00457221d,+840.146+0.00400038d,+960.191+0.00457221d,+320.021+0.00152346d,+560.065+0.00266646d
2021-01-06 05:00:00 PST,+48854.5+112.673j,+16001.8+50.3292j,+10257.8+20.9194j,+4403.03+3.75394j,+12506.8+31.2554j,+5684.79+6.1547j,+3602.7+0.0172009d,+3642.76+0.0173925d,+2801.63+0.0133718d,+2080.9+0.00992888d,+640.085+0.0030523d,+520.056+0.00247981d,+720.108+0.003434d,+1960.8+0.00935536d,+560.065+0.00266775d,+680.096+0.00323965d,+400.033+0.00190534d,+1240.32+0.00590966d,+680.096+0.00323965d,+3361.99+0.0135845d,+2120.93+0.0101091d,+1200.3+0.00571888d,+320.021+0.00152253d,+320.021+0.00152253d,+400.033+0.00190326d,+560.065+0.00266482d,+960.191+0.00456941d,+600.075+0.00285524d,+960.191+0.00456941d
2021-01-06 05:15:00 PST,+53394.8+136.294j,+16442.4+52.4191j,+15761.5+49.1978j,+4964.21+4.91562j,+10621.6+23.453j,+5604.69+5.99499j,+2040.87+0.00973485d,+3562.64+0.0170044d,+2881.73+0.0137505d,+2281.08+0.0108818d,+440.04+0.00209758d,+560.065+0.00266984d,+2481.28+0.0118378d,+2160.97+0.0103083d,+520.056+0.00247876d,+3282.24+0.0156622d,+960.191+0.00457744d,+1000.21+0.00476828d,+480.048+0.00228803d,+4203.28+0.0179043d,+3202.13+0.0152795d,+2080.9+0.00992471d,+320.021+0.00152212d,+520.056+0.00247375d,+280.016+0.00133182d,+320.021+0.00152212d,+1680.59+0.0079979d,+720.107+0.00342562d,+320.021+0.00152212d
2021-01-06 05:30:00 PST,+62906.9+221.244j,+26681.9+142.284j,+15356.3+45.4838j,+4843.58+4.51543j,+10580.1+22.7608j,+5444.49+5.6915j,+5726.85+0.0274561d,+6488.8+0.031119d,+2921.78+0.0139914d,+2040.87+0.00976942d,+400.033+0.00191361d,+400.033+0.00191361d,+2241.05+0.0107286d,+6368.47+0.0305404d,+1280.34+0.00611382d,+2361.16+0.01128d,+1080.24+0.00515789d,+2441.24+0.0116629d,+400.033+0.00190952d,+3161.74+0.0126703d,+1960.8+0.00936577d,+2641.45+0.0126205d,+480.048+0.00228702d,+400.033+0.00190576d,+600.075+0.00285899d,+1040.22+0.00495694d,+920.176+0.00438466d,+280.016+0.00133393d,+560.065+0.00266832d
2021-01-06 05:45:00 PST,+65380+218.215j,+22765.1+102.384j,+19739.3+75.0969j,+5805.07+6.47051j,+11625.6+28.0503j,+5444.49+5.70545j,+2040.87+0.00980196d,+3722.9+0.0178931d,+3001.89+0.0144234d,+5726.87+0.0275477d,+640.086+0.00307242d,+560.066+0.00268823d,+2361.17+0.0113418d,+4644.52+0.0223312d,+2321.13+0.0111429d,+2641.46+0.0126824d,+2040.87+0.00979633d,+2281.09+0.0109505d,+600.075+0.00287867d,+4083.1+0.0174454d,+3402.42+0.0163412d,+2321.13+0.0111429d,+920.176+0.00440325d,+600.075+0.00287111d,+640.085+0.00306259d,+400.033+0.00191383d,+1000.21+0.00478638d,+1000.21+0.00478638d,+800.133+0.00382862d
2021-01-06 06:00:00 PST,+75083.9+327.057j,+28343.9+163.603j,+25389.4+128.832j,+5044.42+5.12721j,+10099.5+21.2671j,+6206.01+7.4862j,+2120.94+0.0102048d,+2841.69+0.0136768d,+5285.86+0.0254664d,+2281.09+0.0109761d,+2281.09+0.0109761d,+720.109+0.00346272d,+2361.17+0.0113618d,+10342.5+0.0499347d,+2841.69+0.013669d,+2201.01+0.0105844d,+2641.46+0.0127048d,+2641.46+0.0127048d,+360.027+0.00172999d,+3362.01+0.0137054d,+8495.16+0.0409604d,+2761.6+0.0132833d,+280.016+0.00134032d,+720.108+0.00344748d,+240.012+0.00114881d,+360.027+0.00172335d,+1680.59+0.00804896d,+440.04+0.00210642d,+320.021+0.00153183d
2021-01-06 06:15:00 PST,+78826.1+390.608j,+21432.8+89.7833j,+35602+264.206j,+4603.39+4.15412j,+10780.9+23.708j,+6406.16+7.8813j,+2080.91+0.0100046d,+3081.99+0.0148238d,+5566.5+0.0268018d,+2841.69+0.0136667d,+2080.91+0.0100046d,+480.048+0.00230643d,+2361.17+0.0113534d,+2881.74+0.0138595d,+2561.38+0.0123505d,+2841.7+0.0137037d,+2321.13+0.0111909d,+2201.02+0.0106113d,+360.027+0.00173438d,+11426.4+0.0530278d,+11668.7+0.0564808d,+2040.87+0.00983855d,+360.027+0.0017242d,+400.033+0.00191583d,+360.027+0.0017242d,+1040.23+0.00498315d,+1120.26+0.00536674d,+480.048+0.00229911d,+560.065+0.00268243d
2021-01-06 06:30:00 PST,+87674.6+461.767j,+35550.3+259.81j,+28727.9+160.635j,+5364.46+5.60028j,+10662.6+24.1104j,+7368.38+10.5561j,+2160.99+0.0104661d,+3602.74+0.0174594d,+3803.05+0.0184317d,+2721.56+0.0131842d,+4123.59+0.0199879d,+440.041+0.00212965d,+5045.38+0.0244656d,+13478.5+0.0655932d,+4283.87+0.020739d,+2160.98+0.0104523d,+4003.38+0.0193788d,+2921.8+0.0141368d,+960.194+0.00464195d,+3281.92+0.0134028d,+5005.28+0.0242389d,+6007.62+0.0291052d,+840.148+0.00404339d,+200.008+0.000962314d,+840.148+0.00404339d,+280.016+0.00134731d,+1040.23+0.00500673d,+760.121+0.00365812d,+800.134+0.00385075d
2021-01-06 06:45:00 PST,+139891+1476j,+40224.8+321.866j,+74500.9+1101.26j,+4483.49+4.08072j,+12628.2+32.5739j,+8050.32+12.7775j,+3122.07+0.0152317d,+6208.2+0.030328d,+3642.82+0.0177763d,+2881.76+0.0140579d,+6849.99+0.0334724d,+600.076+0.00292447d,+6569.18+0.0320964d,+10141.9+0.0496281d,+6288.47+0.030928d,+5486.45+0.0269742d,+6689.59+0.0329065d,+8334.9+0.0410288d,+4885.11+0.0240115d,+17020.6+0.0817608d,+18392.9+0.0909334d,+6689.59+0.0329065d,+440.041+0.00212974d,+280.017+0.00135515d,+360.027+0.00174242d,+440.041+0.00212974d,+1560.51+0.00755624d,+280.017+0.00135515d,+400.034+0.00193608d
2021-01-06 07:00:00 PST,+122674+987.281j,+36662.7+268.352j,+58042.4+658.302j,+4923.84+4.76896j,+13308.6+35.072j,+9734.56+18.4619j,+5125.58+0.0249942d,+5245.85+0.025582d,+2961.86+0.0144298d,+2241.07+0.0109149d,+4524.35+0.0220567d,+480.049+0.00233628d,+5646.77+0.0275418d,+10262.4+0.050153d,+7371.6+0.036131d,+7331.48+0.0359337d,+12352.7+0.0606744d,+2761.62+0.0135091d,+3522.64+0.0172374d,+7732+0.0356232d,+7050.61+0.034553d,+9499.28+0.046602d,+400.034+0.001935d,+320.022+0.00154792d,+320.022+0.00154792d,+880.163+0.00425828d,+1040.23+0.00503302d,+960.194+0.00464563d,+640.086+0.00309646d
2021-01-06 07:15:00 PST,+153439+1811.1j,+42671.6+370.145j,+83195.5+1379.52j,+4883.78+4.72691j,+12587.8+32.4838j,+10095.7+19.9997j,+2321.16+0.0114414d,+3562.73+0.0175706d,+4604.56+0.0227189d,+5847.35+0.0288663d,+5286.01+0.0260888d,+400.034+0.00197021d,+7893.41+0.0390014d,+12513.8+0.0619542d,+7171.15+0.0357075d,+9901.29+0.0493604d,+7973.8+0.039718d,+9258.61+0.0461436d,+1080.25+0.00536474d,+15168.3+0.073045d,+18756.7+0.0938696d,+12996.7+0.0648795d,+560.067+0.00273842d,+320.022+0.00156457d,+360.028+0.00176019d,+360.028+0.00176019d,+1000.21+0.00489141d,+480.049+0.0023471d,+840.15+0.00410836d
2021-01-06 07:30:00 PST,+109858+807.149j,+29385+174.598j,+53827.4+578.182j,+5605.11+6.28701j,+12147.1+30.7511j,+8891.92+15.4422j,+2441.28+0.0120215d,+3122.09+0.0153784d,+4885.12+0.0240808d,+2080.93+0.0102454d,+7732.86+0.0381653d,+520.058+0.00255878d,+5927.55+0.0292325d,+2561.41+0.0126137d,+7813.19+0.0387489d,+7813.19+0.0387489d,+12393.3+0.0615856d,+3803.12+0.0188286d,+880.167+0.00435206d,+4764.43+0.0213399d,+7371.74+0.0365525d,+8616.04+0.0427454d,+680.099+0.00333107d,+880.165+0.00431134d,+800.137+0.0039192d,+520.058+0.00254702d,+1520.49+0.00744992d,+480.049+0.00235104d,+320.022+0.0015672d
2021-01-06 07:45:00 PST,+151229+1994.27j,+35550.1+265.721j,+91597.8+1680.38j,+5044.19+5.17315j,+10621.5+24.0988j,+8411.15+14.1815j,+2361.22+0.0118494d,+2961.92+0.0148678d,+2961.92+0.0148678d,+2080.95+0.0104416d,+4885.22+0.0245429d,+600.079+0.00300908d,+10865.9+0.0547329d,+8656.43+0.0435611d,+9178.68+0.046727d,+10986.8+0.0559767d,+7131.27+0.0362709d,+12514.8+0.0638052d,+6449.21+0.0327919d,+18191.5+0.0901642d,+15251.7+0.0778543d,+10826+0.0551536d,+280.017+0.0013955d,+320.022+0.00159491d,+280.017+0.0013955d,+880.168+0.0043876d,+1160.29+0.00578472d,+920.184+0.00458716d,+680.1+0.00338998d
2021-01-06 08:00:00 PST,+126287+1282.08j,+36439.6+277.842j,+68331.6+964.729j,+4162.87+3.5233j,+10101.1+22.4291j,+7248.55+10.6192j,+2120.98+0.0106168d,+4043.57+0.0202575d,+2881.81+0.01443d,+2241.1+0.0112186d,+6930.5+0.0347644d,+600.078+0.00300178d,+11790.4+0.0592689d,+5646.96+0.0283101d,+6248.58+0.0315358d,+5246.05+0.0264644d,+9459.7+0.0478095d,+4003.52+0.0201853d,+21421.6+0.108841d,+11668.8+0.0566535d,+5767.31+0.0291007d,+3883.31+0.0195782d,+360.028+0.00178937d,+240.012+0.00119282d,+240.012+0.00119282d,+400.035+0.00198824d,+880.168+0.00437549d,+360.028+0.00178937d,+720.112+0.00357957d
2021-01-06 08:15:00 PST,+108081+851.67j,+28777+168.18j,+55424.1+638.332j,+5885.83+7.07464j,+11064.1+26.421j,+6927.84+9.70687j,+5606.85+0.028039d,+5286.09+0.0264312d,+2881.81+0.0143944d,+2080.94+0.0103905d,+3242.29+0.0161975d,+440.042+0.00219563d,+2841.76+0.0141941d,+6288.62+0.0314578d,+2961.92+0.0148738d,+2241.1+0.0112506d,+2961.92+0.0148738d,+9178.48+0.0462174d,+17588.1+0.0888928d,+8053.4+0.0381882d,+8214.8+0.0413474d,+3803.16+0.0191054d,+960.2+0.0047706d,+320.022+0.00158954d,+960.2+0.0047706d,+560.068+0.00278212d,+1600.55+0.00795431d,+840.153+0.00417395d,+360.018+0.00117009d
