# file...... 1Meter_645_C_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_C_24:measured_power,house_meter_645_C_25:measured_power,house_meter_645_C_26:measured_power,house_meter_645_C_27:measured_power,house_meter_645_C_28:measured_power,house_meter_645_C_29:measured_power,house_meter_645_C_30:measured_power,house_meter_645_C_31:measured_power,house_meter_645_C_32:measured_power,house_meter_645_C_33:measured_power,house_meter_645_C_34:measured_power,house_meter_645_C_35:measured_power,house_meter_645_C_36:measured_power,house_meter_645_C_37:measured_power,house_meter_645_C_38:measured_power,house_meter_645_C_39:measured_power,house_meter_645_C_40:measured_power
2021-01-06 04:45:00 PST,+1296.34+0.00610325d,+4051.37+0.0190754d,+2321.1+0.0109209d,+1056.23+0.00496701d,+1064.23+0.00500467d,+1200.3+0.00564483d,+680.095+0.00319772d,+1800.66+0.00847038d,+560.064+0.00263322d,+1080.24+0.00507823d,+1080.24+0.00507823d,+640.084+0.0030085d,+1640.55+0.00771404d,+1720.61+0.00809073d,+1120.26+0.00526644d,+2521.3+0.0118597d,+1080.24+0.00507823d
2021-01-06 05:00:00 PST,+960.189+0.00452034d,+1440.43+0.00677573d,+4363.91+0.0205524d,+640.084+0.00300996d,+720.106+0.00338637d,+1920.76+0.00903698d,+1920.76+0.00903698d,+600.074+0.00282176d,+2321.1+0.0109224d,+1120.26+0.00526416d,+1800.66+0.00846379d,+1440.42+0.00676954d,+600.074+0.00281919d,+800.131+0.00375938d,+920.173+0.0043236d,+1280.34+0.00601677d,+1040.22+0.00488791d
2021-01-06 05:15:00 PST,+880.158+0.00413157d,+560.064+0.00262676d,+920.173+0.00431634d,+560.064+0.00262676d,+600.074+0.00281445d,+920.173+0.00431634d,+480.047+0.00225139d,+1520.47+0.00713397d,+720.106+0.00337759d,+600.074+0.0028166d,+680.095+0.0031923d,+1480.45+0.00695136d,+1440.42+0.00676332d,+1920.75+0.00902042d,+1200.29+0.00563527d,+1240.31+0.00582325d,+1840.69+0.00864414d
2021-01-06 05:30:00 PST,+800.131+0.00375799d,+560.064+0.00263059d,+560.064+0.00263059d,+520.055+0.00244263d,+3923.15+0.0184523d,+1320.36+0.00620358d,+1680.58+0.00789721d,+1360.38+0.00639172d,+1560.5+0.00733258d,+1800.66+0.00846148d,+2281.07+0.010721d,+920.173+0.00432242d,+720.106+0.00338234d,+1000.2+0.00469851d,+1600.52+0.00752039d,+1360.38+0.00639139d,+1520.47+0.00714402d
2021-01-06 05:45:00 PST,+1392.4+0.00654441d,+440.04+0.00206798d,+504.052+0.00236887d,+368.028+0.00172951d,+2793.6+0.0131413d,+1680.58+0.00790194d,+1240.31+0.00583081d,+640.084+0.00300834d,+440.04+0.00206798d,+1040.22+0.00489035d,+560.064+0.00263249d,+1360.38+0.00639633d,+1000.2+0.00470214d,+2321.1+0.0109178d,+1080.24+0.00507856d,+880.159+0.00413758d,+520.055+0.00244439d
2021-01-06 06:00:00 PST,+4724.58+0.0222415d,+720.106+0.0033814d,+680.095+0.00319347d,+520.055+0.00244182d,+680.095+0.00319347d,+1080.24+0.00507323d,+1400.4+0.0065777d,+1320.36+0.00620153d,+1560.5+0.00733016d,+1360.38+0.0063934d,+1520.47+0.00714627d,+680.095+0.00319536d,+1400.4+0.0065816d,+1760.63+0.00827585d,+1120.26+0.00526438d,+1680.58+0.00789928d,+1640.55+0.00771101d
2021-01-06 06:15:00 PST,+2441.22+0.0114858d,+680.095+0.00319503d,+600.074+0.002819d,+3001.85+0.0141158d,+640.084+0.00300701d,+1400.4+0.00658091d,+1440.42+0.0067691d,+520.055+0.00244302d,+520.055+0.00244302d,+600.074+0.00281783d,+560.064+0.00262991d,+800.131+0.00375757d,+1400.4+0.00657818d,+1120.26+0.00526163d,+880.158+0.00413353d,+760.118+0.00356961d,+440.04+0.00206621d
2021-01-06 06:30:00 PST,+960.189+0.00452665d,+520.056+0.00245407d,+600.074+0.00283176d,+4484.14+0.0211946d,+1400.4+0.0066107d,+1640.55+0.00774512d,+2080.89+0.00982575d,+1520.48+0.00717787d,+2361.15+0.0111504d,+1640.55+0.00774412d,+2241.03+0.0105813d,+1240.32+0.00585386d,+1720.61+0.00812229d,+1880.73+0.00887873d,+1200.3+0.00566489d,+2521.31+0.011906d,+1480.45+0.00698791d
2021-01-06 06:45:00 PST,+712.104+0.00335799d,+360.027+0.00169766d,+424.037+0.00199954d,+480.047+0.00226371d,+896.165+0.00422667d,+880.159+0.00415115d,+1520.48+0.00717301d,+1000.21+0.00471757d,+1240.32+0.00585065d,+2321.11+0.0109561d,+2040.86+0.00963218d,+400.033+0.00188675d,+480.047+0.00226421d,+800.132+0.00377443d,+1040.22+0.00490749d,+480.047+0.00226421d,+440.04+0.00207548d
2021-01-06 07:00:00 PST,+920.174+0.00434864d,+480.047+0.0022687d,+440.04+0.00207959d,+560.065+0.00264694d,+680.095+0.00321438d,+2601.39+0.0123049d,+1920.76+0.00908287d,+2000.82+0.00946179d,+3282.22+0.0155296d,+1280.34+0.00605851d,+2281.07+0.0107984d,+1800.67+0.00852252d,+2201+0.010419d,+2841.67+0.0134553d,+2561.35+0.0121266d,+2000.83+0.00947064d,+2000.83+0.00947064d
2021-01-06 07:15:00 PST,+960.19+0.00454934d,+440.04+0.00208419d,+480.048+0.00227372d,+600.074+0.00284236d,+640.085+0.00303193d,+1960.79+0.00929288d,+1200.3+0.00568684d,+1640.56+0.00777413d,+1440.43+0.00682522d,+2000.83+0.00948873d,+1400.4+0.00663964d,+1000.21+0.00474142d,+1280.34+0.00607007d,+2241.04+0.010629d,+1720.61+0.00815889d,+1160.28+0.0055006d,+960.19+0.00455165d
2021-01-06 07:30:00 PST,+1240.32+0.00589341d,+520.056+0.00247004d,+1840.7+0.00874733d,+520.056+0.00247004d,+640.085+0.00304028d,+2241.04+0.0106516d,+1480.45+0.00703432d,+2281.08+0.010842d,+2000.83+0.00950891d,+600.075+0.00285148d,+1320.36+0.00627605d,+1400.41+0.00665675d,+2401.19+0.0114187d,+2160.97+0.0102753d,+2241.04+0.0106564d,+1840.7+0.00875127d,+1960.8+0.0093227d
2021-01-06 07:45:00 PST,+1496.47+0.00715812d,+3330.31+0.0159588d,+3482.53+0.0166893d,+400.033+0.0019146d,+696.101+0.00333203d,+3081.98+0.0147672d,+2441.24+0.011694d,+1560.51+0.00747238d,+1440.43+0.00689706d,+2281.09+0.010923d,+1840.71+0.0088126d,+2040.87+0.00977172d,+2201.01+0.0105392d,+2681.5+0.0128425d,+1800.68+0.00862081d,+1040.23+0.00497854d,+1040.23+0.00497854d
2021-01-06 08:00:00 PST,+1720.61+0.00820122d,+4123.53+0.0196644d,+1960.8+0.00934231d,+920.176+0.00438233d,+4684.56+0.0223451d,+1040.22+0.0049543d,+1600.53+0.00762466d,+720.108+0.00342922d,+1440.43+0.00686151d,+2681.49+0.0127803d,+1600.53+0.00762488d,+3841.68+0.0100545d,+2641.45+0.0125892d,+1040.22+0.00495444d,+1200.3+0.00571724d,+1760.64+0.00838821d,+1880.73+0.0089608d
2021-01-06 08:15:00 PST,+1880.73+0.00894249d,+1680.59+0.00799337d,+1280.34+0.00608867d,+1400.41+0.00665998d,+5486.25+0.0261355d,+2080.9+0.00989902d,+1320.36+0.0062791d,+1880.73+0.00894607d,+1520.48+0.00723137d,+2641.45+0.0125724d,+1400.41+0.00666203d,+4482.32+0.0119052d,+920.175+0.0043766d,+2921.77+0.0139083d,+1320.36+0.00628103d,+3682.81+0.0175365d,+920.175+0.0043766d
2021-01-06 08:30:00 PST,+1880.73+0.0089146d,+1800.67+0.00853079d,+1200.3+0.00568508d,+1240.32+0.00587473d,+1840.7+0.00872058d,+1920.76+0.00910019d,+1680.58+0.00796148d,+560.065+0.00265199d,+1960.79+0.00929001d,+2361.15+0.0111932d,+880.16+0.00416992d,+2120.52+0.0056719d,+1960.79+0.00929377d,+2080.89+0.00986351d,+1360.38+0.00644634d,+2761.57+0.0130936d,+840.146+0.00398028d
2021-01-06 08:45:00 PST,+1304.35+0.00617207d,+1304.35+0.00616955d,+904.168+0.00427599d,+1384.39+0.00654837d,+1384.39+0.00654837d,+1160.28+0.00548776d,+1440.43+0.00681357d,+1640.55+0.00776086d,+2080.89+0.00984573d,+760.119+0.00359493d,+1520.48+0.00719325d,+1200.3+0.00567776d,+1280.34+0.00605657d,+1920.76+0.00908846d,+1000.21+0.00473088d,+3322.28+0.0157291d,+880.16+0.00416286d
2021-01-06 09:00:00 PST,+2481.27+0.0117597d,+1640.56+0.00776916d,+960.19+0.00454588d,+4283.79+0.0203089d,+1560.5+0.00738981d,+2080.89+0.00985625d,+1600.53+0.00757948d,+1040.22+0.00492495d,+1640.56+0.00776916d,+1640.55+0.0077631d,+600.074+0.00283833d,+1640.55+0.0077631d,+2040.86+0.00965894d,+1920.76+0.00909009d,+1760.64+0.00833176d,+480.047+0.0022705d,+560.065+0.00264905d
2021-01-06 09:15:00 PST,+5606.48+0.0265418d,+1600.53+0.00756407d,+1120.26+0.00529328d,+5365.94+0.0253988d,+1560.5+0.00737479d,+2321.11+0.0109728d,+1240.32+0.00586085d,+1400.4+0.00661775d,+1520.48+0.00718551d,+1520.48+0.00718309d,+3202.11+0.015138d,+1040.22+0.00491329d,+1360.38+0.00642634d,+880.159+0.00415698d,+2000.82+0.00945423d,+2201+0.0104009d,+2120.93+0.0100222d
2021-01-06 09:30:00 PST,+3282.22+0.0154997d,+1480.45+0.00698188d,+1120.26+0.00528241d,+2000.82+0.00943801d,+1400.4+0.00660416d,+2040.86+0.009627d,+1600.53+0.00754854d,+1560.5+0.00735964d,+960.189+0.00452734d,+1760.64+0.00831179d,+1320.36+0.00623215d,+5202.8+0.012345d,+1520.48+0.0071773d,+2521.31+0.0119066d,+2881.71+0.0136105d,+800.132+0.00377585d,+1040.22+0.00490933d
2021-01-06 09:45:00 PST,+1640.55+0.00771701d,+1224.31+0.00575965d,+944.183+0.00444132d,+1864.71+0.00877469d,+1360.38+0.00640015d,+2681.47+0.0126223d,+1720.61+0.0080961d,+600.074+0.00282227d,+2401.18+0.0113016d,+2080.89+0.00979405d,+2281.07+0.0107371d,+2320.87+0.00860656d,+1880.73+0.00885123d,+1200.3+0.00564736d,+360.027+0.00169333d,+2321.1+0.0109258d,+1040.22+0.00489389d
2021-01-06 10:00:00 PST,+2120.92+0.00999489d,+1680.58+0.00791253d,+3001.85+0.014141d,+2321.11+0.0109311d,+1600.53+0.00753537d,+2120.92+0.00998756d,+2401.18+0.0113086d,+480.047+0.00225906d,+2080.89+0.00979887d,+920.174+0.00432919d,+1000.21+0.00470587d,+3561.58+0.0101682d,+1360.38+0.0064014d,+2441.22+0.0114925d,+1320.36+0.00621297d,+1560.5+0.00734368d,+1240.32+0.00583614d
2021-01-06 10:15:00 PST,+2601.4+0.0123192d,+1280.34+0.00605361d,+5887.15+0.0278882d,+1800.67+0.00851563d,+1760.64+0.00832619d,+1480.45+0.00700036d,+1000.21+0.00472857d,+600.074+0.00283644d,+1880.73+0.00889455d,+1760.64+0.00832912d,+2481.27+0.0117417d,+4722.45+0.0119075d,+4123.51+0.0195263d,+1640.55+0.00776065d,+440.04+0.00208058d,+1640.55+0.00776065d,+760.119+0.00359444d
2021-01-06 10:30:00 PST,+2000.82+0.00946145d,+3322.28+0.0157361d,+3081.96+0.0145964d,+1760.64+0.00833397d,+4844.85+0.0229623d,+2201+0.0104203d,+1120.26+0.00530133d,+3322.28+0.0157361d,+1160.28+0.0054908d,+4482.42+0.0123975d,+520.056+0.00245723d,+3361.68+0.0114864d,+960.19+0.00453766d,+1160.28+0.00548368d,+1440.43+0.00680851d,+1400.4+0.00661922d,+560.065+0.00264631d
2021-01-06 10:45:00 PST,+1744.63+0.00823176d,+7814.31+0.0185467d,+1128.26+0.00532908d,+1256.32+0.00593427d,+2689.49+0.0127113d,+2040.86+0.00964314d,+1440.43+0.0068044d,+1840.7+0.00869666d,+1800.67+0.00850739d,+6966.34+0.0208944d,+1800.67+0.00850172d,+1160.14+0.00276735d,+1720.61+0.00812347d,+2641.44+0.0124757d,+280.016+0.00132125d,+1360.38+0.00642178d,+520.056+0.00245411d
2021-01-06 11:00:00 PST,+1760.64+0.00832318d,+5563.84+0.0158598d,+1480.45+0.00698889d,+1120.26+0.00528772d,+1360.38+0.00642175d,+1760.64+0.00831255d,+1680.58+0.00793431d,+2000.82+0.00944748d,+1040.22+0.00490978d,+5844.68+0.0183901d,+720.107+0.00339674d,+1360.38+0.00641859d,+680.095+0.00320795d,+800.132+0.00377434d,+800.132+0.00377434d,+1840.7+0.00868654d,+1320.36+0.00622965d
2021-01-06 11:15:00 PST,+1560.5+0.0073619d,+3881.65+0.0097638d,+1360.38+0.0064105d,+1240.32+0.00584444d,+1200.3+0.00565577d,+2040.86+0.00961978d,+1760.64+0.00829798d,+2401.18+0.0113199d,+2281.07+0.0107531d,+4002.2+0.0126204d,+5283.16+0.0137348d,+1000.21+0.00471369d,+1720.61+0.00811114d,+2080.89+0.009811d,+800.131+0.00377049d,+1920.76+0.00905541d,+640.084+0.0030161d
2021-01-06 11:30:00 PST,+1920.76+0.00908612d,+1520.41+0.00613326d,+1440.43+0.00679899d,+2881.71+0.0136101d,+1280.34+0.00604295d,+960.19+0.00453132d,+720.107+0.00339798d,+3322.27+0.0156937d,+1000.21+0.00472024d,+3080.98+0.00733941d,+2960.93+0.00717927d,+2681.48+0.0126686d,+1320.36+0.0062345d,+2000.82+0.00945019d,+880.159+0.00415521d,+1960.79+0.00926095d,+440.04+0.00207704d
2021-01-06 11:45:00 PST,+1704.6+0.00805798d,+896.165+0.00423488d,+1272.33+0.00601341d,+4235.7+0.0200436d,+1048.23+0.00495376d,+2801.62+0.0132496d,+1680.58+0.00794425d,+4123.5+0.0195118d,+1560.5+0.00737626d,+760.119+0.00359162d,+5083.97+0.0179449d,+2681.48+0.0126802d,+1120.26+0.00529409d,+1640.55+0.00775455d,+1720.61+0.00813322d,+3441.74+0.0115932d,+920.174+0.00434818d
2021-01-06 12:00:00 PST,+1920.76+0.00907195d,+6205.86+0.0216922d,+1520.48+0.00718343d,+2321.11+0.0109696d,+1200.3+0.00567001d,+1080.24+0.00510263d,+1960.79+0.00926536d,+4163.57+0.0196921d,+840.145+0.00396812d,+2560.69+0.00614865d,+4602.36+0.0117877d,+1760.64+0.0083223d,+2281.07+0.0107846d,+1800.67+0.00851166d,+2120.93+0.0100268d,+5042.84+0.0129097d,+1320.36+0.00624003d
2021-01-06 12:15:00 PST,+5686.7+0.0270576d,+5002.96+0.0135697d,+1560.5+0.00740532d,+1640.56+0.00778547d,+1200.3+0.00569513d,+1480.45+0.00702522d,+2961.81+0.0140634d,+3923.18+0.0186356d,+1800.67+0.00854588d,+7726.89+0.0204764d,+3641.87+0.011814d,+1480.45+0.00702788d,+1280.34+0.00607741d,+840.146+0.00398721d,+520.056+0.00246778d,+5563.23+0.0133099d,+520.056+0.00246778d
2021-01-06 12:30:00 PST,+3402.39+0.0161601d,+3641.43+0.00902231d,+1560.5+0.00740324d,+1240.32+0.00588346d,+920.175+0.00436428d,+1640.56+0.00778328d,+4322.28+0.0121279d,+3722.87+0.0176776d,+1040.22+0.0049339d,+3561.89+0.0121852d,+6886.32+0.0210793d,+2801.62+0.0133107d,+2721.53+0.0129297d,+1840.7+0.00874179d,+1760.64+0.0083613d,+2761.49+0.0123816d,+760.119+0.00360832d
2021-01-06 12:45:00 PST,+1000.21+0.00473931d,+776.101+0.00299792d,+1808.68+0.00857516d,+848.148+0.00401958d,+1760.64+0.00834725d,+1120.26+0.00530978d,+7286.61+0.0208312d,+3522.56+0.0167128d,+1760.64+0.00834725d,+1680.48+0.00659209d,+4242.72+0.0147101d,+2881.72+0.0136641d,+1920.76+0.00910398d,+1040.22+0.00492863d,+1000.21+0.00473895d,+2601.36+0.0119598d,+1760.64+0.00834448d
2021-01-06 13:00:00 PST,+1320.36+0.00627301d,+1280.34+0.00609193d,+5125.45+0.0244262d,+1120.26+0.00532991d,+4684.55+0.0223209d,+2361.16+0.0112396d,+6204.18+0.0154614d,+3602.69+0.0171583d,+1920.76+0.00914154d,+560.065+0.00266094d,+4882.49+0.0116976d,+2761.58+0.0131326d,+2321.12+0.011036d,+1880.73+0.00894049d,+2441.23+0.0116077d,+4562.16+0.0108691d,+760.12+0.00361173d
2021-01-06 13:15:00 PST,+1880.73+0.00889068d,+1960.79+0.00927836d,+2681.48+0.0126924d,+720.107+0.00340577d,+2040.86+0.00965755d,+1600.53+0.00757249d,+4041.69+0.00959422d,+3883.11+0.0183893d,+1240.32+0.00586737d,+600.074+0.00283744d,+1840.61+0.00764634d,+3282.22+0.0155371d,+1600.53+0.00757119d,+2241.04+0.0106039d,+1560.5+0.00738172d,+5523.21+0.0133599d,+600.074+0.00283744d
2021-01-06 13:30:00 PST,+3402.39+0.0161484d,+5165.53+0.0245571d,+4002.07+0.011887d,+960.191+0.00455683d,+960.191+0.00455683d,+2401.19+0.0114023d,+2160.9+0.0095286d,+4123.52+0.0195949d,+1160.28+0.00550685d,+1600.53+0.00759354d,+1120.26+0.0053139d,+2000.83+0.00949429d,+2561.36+0.0121569d,+960.19+0.00455432d,+2120.46+0.00503304d,+5363.03+0.0129722d,+2281.08+0.0108254d
2021-01-06 13:45:00 PST,+2377.17+0.0112798d,+2665.47+0.0126594d,+5981.81+0.022309d,+664.091+0.00315143d,+688.098+0.00326539d,+2201+0.0104515d,+2361.15+0.0112127d,+3001.86+0.0142591d,+960.191+0.00455712d,+1440.43+0.00684237d,+1360.38+0.00646191d,+3482.51+0.0165567d,+2160.97+0.0102681d,+2080.9+0.00988735d,+4362.31+0.0121429d,+5483.13+0.0131013d,+1760.64+0.00836456d
2021-01-06 14:00:00 PST,+2641.45+0.0125874d,+1280.34+0.0060999d,+6325.97+0.0216486d,+7606.21+0.0187494d,+760.12+0.00362065d,+1360.38+0.00648147d,+1480.45+0.00705389d,+3762.94+0.0179462d,+1360.38+0.00648147d,+1160.28+0.00551738d,+2281.08+0.0108521d,+1960.8+0.00932711d,+2321.12+0.0110427d,+600.075+0.00285283d,+3801.9+0.0114582d,+920.161+0.00401129d,+1080.24+0.00513662d
