# file...... 1Meter_645_C_power.real.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_645_C_20:measured_power.real,house_meter_645_C_21:measured_power.real,house_meter_645_C_22:measured_power.real,house_meter_645_C_23:measured_power.real,house_meter_645_C_24:measured_power.real,house_meter_645_C_25:measured_power.real,house_meter_645_C_26:measured_power.real,house_meter_645_C_27:measured_power.real,house_meter_645_C_28:measured_power.real,house_meter_645_C_29:measured_power.real,house_meter_645_C_30:measured_power.real,house_meter_645_C_31:measured_power.real,house_meter_645_C_32:measured_power.real,house_meter_645_C_33:measured_power.real,house_meter_645_C_34:measured_power.real,house_meter_645_C_35:measured_power.real,house_meter_645_C_36:measured_power.real,house_meter_645_C_37:measured_power.real,house_meter_645_C_38:measured_power.real,house_meter_645_C_39:measured_power.real,house_meter_645_C_40:measured_power.real
2021-01-06 09:00:00 PST,9.2017e+002,1.5605e+003,2.4813e+003,2.6414e+003,2.4813e+003,1.6406e+003,9.6019e+002,4.2838e+003,1.5605e+003,2.0809e+003,1.6005e+003,1.0402e+003,1.6406e+003,1.6406e+003,6.0007e+002,1.6406e+003,2.0409e+003,1.9208e+003,1.7606e+003,4.8005e+002,5.6006e+002
2021-01-06 09:15:00 PST,8.8016e+002,1.4805e+003,2.0809e+003,2.5213e+003,5.6065e+003,1.6005e+003,1.1203e+003,5.3659e+003,1.5605e+003,2.3211e+003,1.2403e+003,1.4004e+003,1.5205e+003,1.5205e+003,3.2021e+003,1.0402e+003,1.3604e+003,8.8016e+002,2.0008e+003,2.2010e+003,2.1209e+003
2021-01-06 09:30:00 PST,1.0002e+003,1.6005e+003,2.3611e+003,2.4813e+003,3.2822e+003,1.4805e+003,1.1203e+003,2.0008e+003,1.4004e+003,2.0409e+003,1.6005e+003,1.5605e+003,9.6019e+002,1.7606e+003,1.3204e+003,5.2028e+003,1.5205e+003,2.5213e+003,2.8817e+003,8.0013e+002,1.0402e+003
2021-01-06 09:45:00 PST,1.4404e+003,1.4724e+003,1.8807e+003,1.8087e+003,1.6406e+003,1.2243e+003,9.4418e+002,1.8647e+003,1.3604e+003,2.6815e+003,1.7206e+003,6.0007e+002,2.4012e+003,2.0809e+003,2.2811e+003,2.3209e+003,1.8807e+003,1.2003e+003,3.6003e+002,2.3211e+003,1.0402e+003
2021-01-06 10:00:00 PST,4.7647e+003,1.5205e+003,4.7647e+003,2.4813e+003,2.1209e+003,1.6806e+003,3.0018e+003,2.3211e+003,1.6005e+003,2.1209e+003,2.4012e+003,4.8005e+002,2.0809e+003,9.2017e+002,1.0002e+003,3.5616e+003,1.3604e+003,2.4412e+003,1.3204e+003,1.5605e+003,1.2403e+003
2021-01-06 10:15:00 PST,4.2838e+003,1.6806e+003,5.4461e+003,3.3623e+003,2.6014e+003,1.2803e+003,5.8872e+003,1.8007e+003,1.7606e+003,1.4805e+003,1.0002e+003,6.0007e+002,1.8807e+003,1.7606e+003,2.4813e+003,4.7224e+003,4.1235e+003,1.6406e+003,4.4004e+002,1.6406e+003,7.6012e+002
2021-01-06 10:30:00 PST,1.7606e+003,2.0008e+003,2.0809e+003,3.3623e+003,2.0008e+003,3.3223e+003,3.0820e+003,1.7606e+003,4.8448e+003,2.2010e+003,1.1203e+003,3.3223e+003,1.1603e+003,4.4824e+003,5.2006e+002,3.3617e+003,9.6019e+002,1.1603e+003,1.4404e+003,1.4004e+003,5.6006e+002
2021-01-06 10:45:00 PST,1.4885e+003,1.9368e+003,1.8007e+003,3.0499e+003,1.7446e+003,7.8143e+003,1.1283e+003,1.2563e+003,2.6895e+003,2.0409e+003,1.4404e+003,1.8407e+003,1.8007e+003,6.9663e+003,1.8007e+003,1.1601e+003,1.7206e+003,2.6414e+003,2.8002e+002,1.3604e+003,5.2006e+002
2021-01-06 11:00:00 PST,1.7606e+003,1.9608e+003,2.6014e+003,7.1305e+003,1.7606e+003,5.5638e+003,1.4805e+003,1.1203e+003,1.3604e+003,1.7606e+003,1.6806e+003,2.0008e+003,1.0402e+003,5.8447e+003,7.2011e+002,1.3604e+003,6.8010e+002,8.0013e+002,8.0013e+002,1.8407e+003,1.3204e+003
2021-01-06 11:15:00 PST,1.4404e+003,2.6815e+003,2.2811e+003,6.0876e+003,1.5605e+003,3.8817e+003,1.3604e+003,1.2403e+003,1.2003e+003,2.0409e+003,1.7606e+003,2.4012e+003,2.2811e+003,4.0022e+003,5.2832e+003,1.0002e+003,1.7206e+003,2.0809e+003,8.0013e+002,1.9208e+003,6.4008e+002
2021-01-06 11:30:00 PST,3.2811e+003,2.3611e+003,2.5213e+003,3.7229e+003,1.9208e+003,1.5204e+003,1.4404e+003,2.8817e+003,1.2803e+003,9.6019e+002,7.2011e+002,3.3223e+003,1.0002e+003,3.0810e+003,2.9609e+003,2.6815e+003,1.3204e+003,2.0008e+003,8.8016e+002,1.9608e+003,4.4004e+002
2021-01-06 11:45:00 PST,3.3692e+003,1.7046e+003,1.6566e+003,2.3531e+003,1.7046e+003,8.9617e+002,1.2723e+003,4.2357e+003,1.0482e+003,2.8016e+003,1.6806e+003,4.1235e+003,1.5605e+003,7.6012e+002,5.0840e+003,2.6815e+003,1.1203e+003,1.6406e+003,1.7206e+003,3.4417e+003,9.2017e+002
2021-01-06 12:00:00 PST,3.3612e+003,2.0008e+003,2.1209e+003,3.6027e+003,1.9208e+003,6.2059e+003,1.5205e+003,2.3211e+003,1.2003e+003,1.0802e+003,1.9608e+003,4.1636e+003,8.4015e+002,2.5607e+003,4.6024e+003,1.7606e+003,2.2811e+003,1.8007e+003,2.1209e+003,5.0428e+003,1.3204e+003
2021-01-06 12:15:00 PST,3.0810e+003,2.0809e+003,2.4412e+003,7.4457e+003,5.6867e+003,5.0030e+003,1.5605e+003,1.6406e+003,1.2003e+003,1.4805e+003,2.9618e+003,3.9232e+003,1.8007e+003,7.7269e+003,3.6419e+003,1.4805e+003,1.2803e+003,8.4015e+002,5.2006e+002,5.5632e+003,5.2006e+002
2021-01-06 12:30:00 PST,1.6005e+003,2.2010e+003,2.2811e+003,6.8049e+003,3.4024e+003,3.6414e+003,1.5605e+003,1.2403e+003,9.2017e+002,1.6406e+003,4.3223e+003,3.7229e+003,1.0402e+003,3.5619e+003,6.8863e+003,2.8016e+003,2.7215e+003,1.8407e+003,1.7606e+003,2.7615e+003,7.6012e+002
2021-01-06 12:45:00 PST,2.4813e+003,4.9972e+003,2.1369e+003,3.7695e+003,1.0002e+003,7.7610e+002,1.8087e+003,8.4815e+002,1.7606e+003,1.1203e+003,7.2866e+003,3.5226e+003,1.7606e+003,1.6805e+003,4.2427e+003,2.8817e+003,1.9208e+003,1.0402e+003,1.0002e+003,2.6014e+003,1.7606e+003
2021-01-06 13:00:00 PST,4.4842e+003,4.5242e+003,2.2811e+003,2.2009e+003,1.3204e+003,1.2803e+003,5.1255e+003,1.1203e+003,4.6846e+003,2.3612e+003,6.2042e+003,3.6027e+003,1.9208e+003,5.6006e+002,4.8825e+003,2.7616e+003,2.3211e+003,1.8807e+003,2.4412e+003,4.5622e+003,7.6012e+002
2021-01-06 13:15:00 PST,7.2011e+002,2.5614e+003,2.3611e+003,2.1209e+003,1.8807e+003,1.9608e+003,2.6815e+003,7.2011e+002,2.0409e+003,1.6005e+003,4.0417e+003,3.8831e+003,1.2403e+003,6.0007e+002,1.8406e+003,3.2822e+003,1.6005e+003,2.2410e+003,1.5605e+003,5.5232e+003,6.0007e+002
2021-01-06 13:30:00 PST,8.4015e+002,3.5226e+003,2.1610e+003,2.4412e+003,3.4024e+003,5.1655e+003,4.0021e+003,9.6019e+002,9.6019e+002,2.4012e+003,2.1609e+003,4.1235e+003,1.1603e+003,1.6005e+003,1.1203e+003,2.0008e+003,2.5614e+003,9.6019e+002,2.1205e+003,5.3630e+003,2.2811e+003
2021-01-06 13:45:00 PST,6.9610e+002,2.7295e+003,1.7686e+003,1.6165e+003,2.3772e+003,2.6655e+003,5.9818e+003,6.6409e+002,6.8810e+002,2.2010e+003,2.3612e+003,3.0019e+003,9.6019e+002,1.4404e+003,1.3604e+003,3.4825e+003,2.1610e+003,2.0809e+003,4.3623e+003,5.4831e+003,1.7606e+003
2021-01-06 14:00:00 PST,5.6007e+002,2.6014e+003,2.0809e+003,3.6027e+003,2.6414e+003,1.2803e+003,6.3260e+003,7.6062e+003,7.6012e+002,1.3604e+003,1.4805e+003,3.7629e+003,1.3604e+003,1.1603e+003,2.2811e+003,1.9608e+003,2.3211e+003,6.0007e+002,3.8019e+003,9.2016e+002,1.0802e+003
2021-01-06 14:15:00 PST,6.8010e+002,3.0820e+003,2.2010e+003,5.7268e+003,2.1209e+003,1.3204e+003,4.8837e+003,8.8883e+003,8.4015e+002,2.0409e+003,2.9218e+003,3.0019e+003,1.4404e+003,1.5605e+003,2.8016e+003,2.8417e+003,2.5614e+003,1.9208e+003,3.6014e+003,5.2431e+003,1.0802e+003
2021-01-06 14:30:00 PST,6.8010e+002,2.4412e+003,2.1209e+003,4.0018e+003,1.9208e+003,1.2803e+003,2.3606e+003,2.8409e+003,8.8016e+002,1.1603e+003,2.2410e+003,3.6828e+003,1.9608e+003,6.0007e+002,2.5213e+003,2.2811e+003,1.8407e+003,1.7206e+003,1.8404e+003,3.8021e+003,1.8007e+003
2021-01-06 14:45:00 PST,6.1608e+002,2.3051e+003,1.7206e+003,6.9503e+003,1.4324e+003,4.7790e+003,8.2411e+002,1.4483e+003,9.1217e+002,1.5205e+003,2.1610e+003,3.3623e+003,7.2011e+002,1.1603e+003,4.6422e+003,3.2822e+003,2.4813e+003,2.2410e+003,2.8810e+003,4.5624e+003,9.6019e+002
2021-01-06 15:00:00 PST,7.6012e+002,1.8407e+003,3.5226e+003,5.4031e+003,2.1610e+003,6.9264e+003,4.5632e+003,1.9606e+003,1.2003e+003,4.5623e+003,2.5614e+003,3.5226e+003,1.5205e+003,1.3204e+003,4.8826e+003,2.4813e+003,2.5614e+003,1.7206e+003,3.8420e+003,3.2813e+003,8.0013e+002
2021-01-06 15:15:00 PST,8.4015e+002,2.0409e+003,5.9273e+003,4.5622e+003,5.3660e+003,6.6462e+003,6.3262e+003,1.6806e+003,3.9633e+003,6.3261e+003,1.4404e+003,3.0820e+003,6.0007e+002,1.0002e+003,2.4812e+003,4.2823e+003,1.6806e+003,1.4805e+003,4.8826e+003,3.0009e+003,1.8807e+003
2021-01-06 15:30:00 PST,1.4805e+003,2.1209e+003,2.4012e+003,1.9607e+003,4.0835e+003,6.1249e+003,7.4469e+003,1.5205e+003,5.2457e+003,5.7235e+003,2.4412e+003,4.0033e+003,2.0008e+003,1.9208e+003,2.0409e+003,4.1220e+003,2.6414e+003,2.9618e+003,3.5216e+003,3.1210e+003,8.8016e+002
2021-01-06 15:45:00 PST,3.6588e+003,1.7767e+003,2.0969e+003,1.9446e+003,1.2963e+003,4.0500e+003,8.1028e+003,1.2723e+003,1.1123e+003,3.7216e+003,1.8407e+003,3.1220e+003,8.0013e+002,1.0402e+003,2.3211e+003,3.8030e+003,1.7606e+003,2.5213e+003,2.8809e+003,2.5213e+003,1.2403e+003
2021-01-06 16:00:00 PST,2.4012e+003,1.9608e+003,2.8817e+003,5.6433e+003,1.5605e+003,3.8028e+003,6.3242e+003,1.4805e+003,1.1603e+003,2.2410e+003,1.8007e+003,6.9664e+003,1.8007e+003,1.0002e+003,4.5622e+003,4.3639e+003,2.9218e+003,2.2811e+003,1.6803e+003,2.2010e+003,8.4015e+002
