# file...... 1Meter_611_C_power.real.csv
# date...... Tue May 11 22:32:20 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_611_C_20:measured_power.real,house_meter_611_C_21:measured_power.real,house_meter_611_C_22:measured_power.real,house_meter_611_C_23:measured_power.real,house_meter_611_C_24:measured_power.real,house_meter_611_C_25:measured_power.real,house_meter_611_C_26:measured_power.real,house_meter_611_C_27:measured_power.real,house_meter_611_C_28:measured_power.real,house_meter_611_C_29:measured_power.real,house_meter_611_C_30:measured_power.real,house_meter_611_C_31:measured_power.real,house_meter_611_C_32:measured_power.real,house_meter_611_C_33:measured_power.real,house_meter_611_C_34:measured_power.real,house_meter_611_C_35:measured_power.real,house_meter_611_C_36:measured_power.real,house_meter_611_C_37:measured_power.real,house_meter_611_C_38:measured_power.real,house_meter_611_C_39:measured_power.real,house_meter_611_C_40:measured_power.real
2021-01-06 11:00:00 PST,2.2411e+003,5.2058e+003,6.7698e+003,5.2860e+003,7.8130e+003,7.0907e+003,7.7729e+003,1.1603e+003,8.0940e+003,6.8099e+003,1.1187e+004,9.6198e+003,4.5644e+003,1.9208e+003,1.7607e+003,7.6524e+003,2.1210e+003,1.7607e+003,4.5644e+003,2.0409e+003,2.7616e+003
2021-01-06 11:15:00 PST,3.3223e+003,5.2057e+003,6.7296e+003,5.1657e+003,7.4116e+003,3.6428e+003,7.0907e+003,3.8431e+003,7.3715e+003,6.6895e+003,8.8968e+003,8.4552e+003,5.0053e+003,4.8049e+003,1.7607e+003,6.5290e+003,1.8007e+003,1.8407e+003,1.2803e+003,1.7607e+003,3.3223e+003
2021-01-06 11:30:00 PST,5.9676e+003,5.0053e+003,1.0745e+004,3.5226e+003,7.4117e+003,4.3240e+003,6.7296e+003,1.0002e+003,6.4489e+003,7.2111e+003,1.2192e+004,9.9411e+003,7.7327e+003,2.1210e+003,1.6806e+003,7.7327e+003,1.7607e+003,5.2458e+003,2.0809e+003,4.2438e+003,7.1308e+003
2021-01-06 11:45:00 PST,5.2058e+003,5.0855e+003,7.9735e+003,2.9619e+003,7.2111e+003,4.2038e+003,6.2082e+003,4.8851e+003,6.7698e+003,7.2512e+003,1.6396e+004,8.0538e+003,4.6045e+003,1.3204e+003,1.6406e+003,3.7630e+003,1.7607e+003,1.7206e+003,5.1656e+003,3.3624e+003,6.6494e+003
2021-01-06 12:00:00 PST,3.8431e+003,8.4151e+003,7.2913e+003,4.7247e+003,7.0105e+003,8.5757e+003,6.8901e+003,3.8031e+003,6.8500e+003,7.3314e+003,1.0898e+004,7.5321e+003,2.8417e+003,2.0008e+003,1.7206e+003,2.5614e+003,1.8807e+003,1.6806e+003,6.5691e+003,2.8818e+003,5.6066e+003
2021-01-06 12:15:00 PST,1.2513e+004,2.6815e+003,7.3314e+003,4.3641e+003,6.5291e+003,1.3197e+004,5.8473e+003,6.0008e+002,6.2884e+003,7.9736e+003,8.0938e+003,6.5291e+003,4.3240e+003,1.2403e+003,5.4062e+003,5.6869e+003,1.7206e+003,1.7607e+003,3.0019e+003,5.6869e+003,3.8031e+003
2021-01-06 12:30:00 PST,4.5644e+003,3.0820e+003,7.4117e+003,4.0034e+003,6.6093e+003,1.0343e+004,6.0077e+003,3.9633e+003,6.5291e+003,9.0575e+003,7.6525e+003,7.1308e+003,4.3240e+003,2.8818e+003,4.0034e+003,4.4041e+003,5.9274e+003,1.7607e+003,3.0019e+003,3.8832e+003,6.8098e+003
2021-01-06 12:45:00 PST,1.0825e+004,5.0053e+003,5.9274e+003,2.1210e+003,6.1681e+003,1.0745e+004,7.6524e+003,3.7630e+003,6.0879e+003,5.5265e+003,7.3314e+003,7.5321e+003,4.4041e+003,4.2037e+003,3.3624e+003,1.8007e+003,2.4012e+003,1.7607e+003,3.1221e+003,2.3211e+003,3.6428e+003
2021-01-06 13:00:00 PST,8.4552e+003,5.0855e+003,6.8500e+003,4.6045e+003,6.4087e+003,7.8531e+003,6.8098e+003,8.8016e+002,5.2859e+003,5.4864e+003,7.0907e+003,7.2110e+003,4.5243e+003,1.9608e+003,2.7616e+003,9.6019e+002,2.6014e+003,7.5721e+003,2.7616e+003,2.4413e+003,3.0820e+003
2021-01-06 13:15:00 PST,2.0409e+003,1.4404e+003,6.3685e+003,4.2037e+003,6.2883e+003,8.0938e+003,7.4517e+003,3.8031e+003,5.6467e+003,6.0076e+003,6.4488e+003,6.9703e+003,4.9652e+003,1.2403e+003,2.0809e+003,2.8016e+003,2.0409e+003,1.7206e+003,4.2438e+003,6.4086e+003,3.2422e+003
