# file...... Meter_684_A_Power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_684_A:measured_power,xfmr_meter_684_A_1:measured_power,xfmr_meter_684_A_2:measured_power,xfmr_meter_684_A_3:measured_power,xfmr_meter_684_A_4:measured_power,xfmr_meter_684_A_5:measured_power,house_meter_684_A_1:measured_power,house_meter_684_A_2:measured_power,house_meter_684_A_3:measured_power,house_meter_684_A_4:measured_power,house_meter_684_A_5:measured_power,house_meter_684_A_6:measured_power,house_meter_684_A_7:measured_power,house_meter_684_A_8:measured_power,house_meter_684_A_9:measured_power,house_meter_684_A_10:measured_power,house_meter_684_A_11:measured_power,house_meter_684_A_12:measured_power,house_meter_684_A_13:measured_power,house_meter_684_A_14:measured_power,house_meter_684_A_15:measured_power,house_meter_684_A_16:measured_power,house_meter_684_A_17:measured_power,house_meter_684_A_18:measured_power,house_meter_684_A_19:measured_power,house_meter_684_A_20:measured_power,house_meter_684_A_21:measured_power,house_meter_684_A_22:measured_power,house_meter_684_A_23:measured_power
2021-01-07 03:30:00 PST,+49077.8+146.081j,+5844.83+6.28256j,+12745.3+30.8087j,+23523.8+104.015j,+3882.14+2.77608j,+3081.44+1.78607j,+720.104+0.00332806d,+640.082+0.00295814d,+680.093+0.00314309d,+880.156+0.00406803d,+560.063+0.00258824d,+720.104+0.00332806d,+800.129+0.00369803d,+840.142+0.00388302d,+720.105+0.00333224d,+840.142+0.0038879d,+600.073+0.00277667d,+720.105+0.00333224d,+2561.32+0.0118612d,+2241.01+0.0103765d,+2521.28+0.0116756d,+2521.28+0.0116756d,+2281.05+0.0105829d,+2361.13+0.0109548d,+4243.64+0.019704d,+5526.18+0.0256724d,+920.171+0.00426677d,+3562.57+0.0165371d,+2841.63+0.0131867d
2021-01-07 03:45:00 PST,+47502.7+128.715j,+6045.15+6.71004j,+12102.8+27.7449j,+21790.4+88.562j,+4202.49+3.2406j,+3361.64+2.09175j,+880.156+0.00406241d,+600.072+0.00276936d,+720.104+0.00332347d,+840.142+0.00387766d,+720.104+0.00332347d,+640.082+0.00295405d,+760.116+0.00350819d,+880.156+0.00406241d,+640.082+0.0029573d,+800.129+0.00369699d,+640.082+0.0029573d,+760.116+0.00351205d,+1880.71+0.0086936d,+2761.54+0.0127697d,+2441.2+0.011287d,+2160.94+0.00999008d,+1880.71+0.00870897d,+1440.42+0.00666892d,+3642.68+0.0168801d,+4003.24+0.0185536d,+1160.27+0.00537128d,+2241.01+0.0103789d,+3402.34+0.0157648d
2021-01-07 04:00:00 PST,+61630.7+193.523j,+14952.4+41.5201j,+13225.8+32.6533j,+24526.3+111.371j,+4322.75+3.48628j,+4603.07+3.93646j,+2241.02+0.0104115d,+1200.29+0.00557409d,+1400.4+0.00650389d,+2561.33+0.0119012d,+2160.94+0.0100392d,+2040.84+0.00948079d,+2281.05+0.0105977d,+1040.22+0.00483041d,+2040.84+0.00947779d,+920.171+0.00427139d,+640.083+0.0029709d,+1680.57+0.00780353d,+1480.44+0.00687371d,+1680.57+0.00780353d,+2361.13+0.0109666d,+2401.17+0.0111528d,+2120.91+0.00987038d,+2561.33+0.0119221d,+3362.29+0.0156555d,+3602.63+0.0167762d,+2080.88+0.00968391d,+4243.65+0.0197663d,+3242.13+0.0150952d
2021-01-07 04:15:00 PST,+78586+327.805j,+26703.2+133.053j,+17406.5+57.6029j,+25709.9+129.023j,+4242.65+3.37455j,+4522.99+3.82734j,+3762.89+0.017657d,+3602.65+0.016904d,+3602.65+0.016904d,+3722.83+0.0174687d,+3562.59+0.0167158d,+3602.65+0.016904d,+3562.59+0.0167158d,+1200.29+0.00562636d,+3642.71+0.0170628d,+1160.27+0.00542935d,+920.173+0.0043054d,+3442.42+0.0161233d,+1440.42+0.00674104d,+1480.45+0.00692846d,+1960.78+0.00917822d,+3322.25+0.0155598d,+1200.29+0.00562534d,+4764.64+0.0223627d,+3442.42+0.0161482d,+4163.54+0.0195367d,+840.144+0.00393687d,+7852.62+0.0369027d,+1360.38+0.00637601d
2021-01-07 04:30:00 PST,+81668.3+335.712j,+26985.2+135.391j,+19979.9+75.121j,+24414.8+114.321j,+4603.05+3.93367j,+5684.63+5.9936j,+3762.88+0.0175844d,+3762.88+0.0175844d,+3602.64+0.0168344d,+3642.7+0.0170219d,+3642.7+0.0170219d,+3762.88+0.0175844d,+3602.64+0.0168344d,+1120.26+0.00522945d,+3642.7+0.0169999d,+1040.22+0.00484942d,+920.172+0.00428956d,+3482.47+0.0162511d,+2120.91+0.00989187d,+2120.91+0.00989187d,+2961.78+0.0138184d,+3642.7+0.0169999d,+2521.29+0.0117708d,+1600.52+0.0074693d,+1840.69+0.00859095d,+3482.47+0.0162644d,+680.094+0.00317268d,+6929.78+0.0324101d,+4243.66+0.0198256d
2021-01-07 04:45:00 PST,+80740.5+328.173j,+28476+150.097j,+18130.7+62.337j,+23364.2+103.504j,+4282.73+3.43885j,+6486.21+7.86306j,+3843+0.0179289d,+3722.82+0.0173673d,+4123.46+0.0192395d,+4123.46+0.0192395d,+3562.58+0.0166187d,+3722.82+0.0173673d,+3562.58+0.0166187d,+1720.6+0.00802024d,+3802.93+0.0177079d,+1080.24+0.00502444d,+1600.52+0.00744597d,+4083.38+0.019016d,+600.073+0.00279054d,+1840.69+0.00856412d,+2881.68+0.0134132d,+2200.98+0.010242d,+2481.25+0.0115586d,+1360.38+0.00633424d,+2361.13+0.0109985d,+4524.16+0.0210927d,+1880.72+0.00875893d,+6087.53+0.0283995d,+1800.66+0.0083858d
2021-01-07 05:00:00 PST,+77077.5+300.453j,+27670.3+141.968j,+16280.7+50.1565j,+22676.8+96.4265j,+3922.25+2.86728j,+6526.83+8.17776j,+3762.87+0.0175389d,+3762.87+0.0175389d,+3843+0.017913d,+3762.87+0.0175389d,+3963.19+0.0184741d,+3762.87+0.0175389d,+3562.58+0.016604d,+1160.27+0.00540237d,+3802.93+0.0176889d,+1120.25+0.00520506d,+1080.24+0.00501905d,+3602.63+0.0167558d,+2040.84+0.00948596d,+1520.47+0.00706573d,+1880.72+0.00874111d,+1200.29+0.00557712d,+2040.84+0.00949709d,+2120.91+0.00987001d,+1080.24+0.00502494d,+4003.25+0.018644d,+2000.81+0.00931065d,+4844.76+0.0225709d,+3322.24+0.0154681d
2021-01-07 05:15:00 PST,+73741.5+279.591j,+28033+145.464j,+17688+59.1017j,+18733.6+66.1981j,+4563.01+3.85813j,+4723.32+4.17259j,+3682.75+0.0171341d,+3722.81+0.0173208d,+3802.93+0.0176942d,+3802.93+0.0176942d,+4323.79+0.0201218d,+3802.93+0.0176942d,+3602.63+0.0167608d,+1200.29+0.00557879d,+3883.05+0.0180333d,+1320.35+0.00612549d,+1200.29+0.00556822d,+3682.74+0.0171016d,+560.063+0.00259749d,+2361.13+0.0109585d,+1920.75+0.00891305d,+2721.5+0.012633d,+440.039+0.00204113d,+2040.84+0.00947261d,+2241.02+0.0104026d,+3242.13+0.0150557d,+1000.2+0.00464051d,+4203.58+0.0195281d,+2361.13+0.0109606d
2021-01-07 05:30:00 PST,+61544.6+234.48j,+30090+167.424j,+16402.2+51.1617j,+7007.05+9.07669j,+4563.1+3.89341j,+3481.77+2.2544j,+4524.15+0.0210468d,+3722.81+0.0173132d,+3923.12+0.0182463d,+4043.31+0.0188062d,+4043.31+0.0188062d,+3883.05+0.0180596d,+4484.07+0.02086d,+1360.37+0.00632048d,+3883.05+0.0180143d,+1320.35+0.00611907d,+1200.29+0.00556239d,+3722.8+0.0172698d,+840.142+0.00389282d,+2601.37+0.0120621d,+760.117+0.0035219d,+2040.84+0.00946088d,+960.186+0.00444165d,+760.116+0.00351588d,+920.171+0.00425648d,+600.073+0.00277542d,+1320.35+0.0061086d,+640.083+0.00296053d,+800.129+0.00370102d
2021-01-07 05:45:00 PST,+69452.8+267.505j,+29404.1+160.134j,+18773.7+66.5201j,+13149.4+33.862j,+3842.11+2.72894j,+4282.89+3.50009j,+4083.39+0.0190373d,+3642.69+0.0169797d,+4083.39+0.0190373d,+3963.19+0.0184761d,+4123.45+0.0192244d,+3802.94+0.0177278d,+4203.52+0.0192289d,+1400.4+0.00652174d,+3802.93+0.0176932d,+1400.4+0.00650902d,+1320.35+0.00613677d,+3883.06+0.0180665d,+840.143+0.00390408d,+1760.63+0.00818456d,+3362.29+0.0156403d,+2361.13+0.0109788d,+480.047+0.00222812d,+560.063+0.0025996d,+920.171+0.00427171d,+4042.22+0.012602d,+1440.42+0.00668826d,+880.157+0.00408588d,+3923.12+0.0182344d
2021-01-07 06:00:00 PST,+68964.8+254.013j,+28718.4+152.207j,+12627.9+31.4411j,+17810.3+60.4649j,+5123.83+4.86992j,+4683.81+4.31242j,+3923.11+0.0181953d,+3802.92+0.017637d,+3883.05+0.0180092d,+4123.44+0.0191259d,+3963.17+0.0183814d,+3842.98+0.0178231d,+3963.17+0.0183814d,+1120.25+0.00518983d,+3842.97+0.0177707d,+1040.22+0.00480476d,+840.142+0.0038803d,+3842.97+0.0177707d,+680.093+0.00314089d,+920.17+0.00425006d,+800.129+0.00369544d,+640.082+0.00295606d,+920.17+0.00425407d,+1280.33+0.00592d,+760.116+0.00351389d,+3361.68+0.0114881d,+2601.36+0.0120346d,+5125.3+0.0237352d,+2641.41+0.01222d
2021-01-07 06:15:00 PST,+78949+334.828j,+28799.6+153.664j,+13270.6+34.7056j,+26829.8+135.767j,+5324.16+5.28068j,+4724.04+4.46314j,+4083.38+0.0190039d,+3842.99+0.0178834d,+3842.99+0.0178834d,+3802.93+0.0176967d,+3963.18+0.0184436d,+4123.45+0.0191907d,+4003.25+0.0186304d,+1040.22+0.00483518d,+3883.05+0.0180188d,+840.142+0.00389377d,+320.021+0.00148287d,+3802.92+0.0176464d,+760.117+0.00352276d,+1040.22+0.00482144d,+600.073+0.00278086d,+2000.81+0.00927741d,+920.171+0.00427541d,+3842.99+0.017877d,+3562.57+0.0165706d,+3241.26+0.00894506d,+5846.93+0.0272211d,+5606.37+0.0260986d,+2721.5+0.0126542d
2021-01-07 06:30:00 PST,+97621.7+478.718j,+28881.6+156.037j,+24612.9+115.124j,+31754.2+191.504j,+6686.53+8.36798j,+5685.41+6.32606j,+4123.48+0.019366d,+3923.15+0.0184237d,+4003.28+0.0188006d,+3121.99+0.0146565d,+4123.48+0.019366d,+4323.82+0.0203086d,+4083.41+0.0191775d,+1080.24+0.00506705d,+4043.34+0.018974d,+1560.5+0.00731544d,+4122.07+0.0115194d,+4043.34+0.018974d,+3282.2+0.0153974d,+1400.2+0.00334878d,+520.055+0.00243692d,+5566.34+0.0261372d,+5726.72+0.0269278d,+5927.2+0.0278727d,+3202.1+0.0150411d,+1560.29+0.00420394d,+5566.35+0.026172d,+5606.44+0.0263609d,+2961.79+0.013911d
2021-01-07 06:45:00 PST,+108352+589.208j,+30656.4+175.702j,+34178.1+221.808j,+29941.6+172.204j,+7608.51+10.8635j,+5965.93+6.96099j,+4123.48+0.0193958d,+3883.09+0.0182632d,+4163.55+0.0195846d,+4243.69+0.0199622d,+4203.62+0.0197734d,+4403.97+0.0207175d,+4203.62+0.0197734d,+1320.36+0.00620347d,+4323.83+0.0203532d,+1520.47+0.00714896d,+3921.81+0.0106174d,+4083.42+0.0192196d,+5726.73+0.0269725d,+6206.13+0.0226695d,+680.095+0.00319657d,+7571.77+0.0356895d,+5887.11+0.0277078d,+5686.63+0.026762d,+2120.92+0.00996675d,+800.131+0.00375799d,+6207.41+0.0273969d,+5365.9+0.0252493d,+2521.3+0.0118502d
2021-01-07 07:00:00 PST,+103073+533.749j,+29485.4+161.105j,+29857.9+168.934j,+31195.3+186.3j,+7889.6+11.7829j,+4643.43+4.12302j,+4283.72+0.0199449d,+3963.19+0.0184501d,+4123.38+0.0188283d,+2921.73+0.013596d,+4203.58+0.0195712d,+4323.79+0.0201318d,+4283.72+0.0199449d,+1280.33+0.00595395d,+4363.86+0.0203202d,+1560.49+0.00725811d,+1640.36+0.00501572d,+4083.38+0.0190119d,+5405.93+0.0251832d,+5926.15+0.0238162d,+520.055+0.00241784d,+6247.92+0.0291155d,+5446.02+0.0253766d,+6047.42+0.0281858d,+2801.59+0.0130404d,+440.039+0.00204627d,+10250.7+0.0240229d,+2241.02+0.0104288d,+2401.17+0.0111748d
2021-01-07 07:15:00 PST,+91778.7+421.264j,+29807.7+164.328j,+25503.8+124.446j,+25096.1+118.701j,+6726.81+8.49293j,+4643.39+4.10426j,+4283.72+0.019923d,+4163.51+0.019363d,+4243.65+0.0197363d,+3442.4+0.0160047d,+4043.31+0.0188031d,+4123.44+0.0191764d,+4123.44+0.0191764d,+1280.33+0.00594742d,+4203.58+0.0195342d,+1400.4+0.00650034d,+1120.25+0.00519939d,+3963.18+0.0184153d,+1880.72+0.00873157d,+6206.2+0.022943d,+600.073+0.00278451d,+6047.41+0.0281236d,+5566.27+0.0258791d,+1160.27+0.0053848d,+4964.99+0.0230779d,+800.129+0.00371285d,+5042.95+0.0134229d,+2961.77+0.0137556d,+1800.66+0.00835897d
2021-01-07 07:30:00 PST,+80583.2+328.445j,+30412.8+170.539j,+21191.1+85.44j,+17567.7+58.2505j,+7248.12+9.91874j,+4162.91+3.3664j,+4524.13+0.0209631d,+4484.06+0.0207771d,+4163.5+0.0192893d,+3081.92+0.0142721d,+4283.7+0.0198471d,+4283.7+0.0198471d,+4163.5+0.0192893d,+1320.35+0.00611011d,+2120.91+0.00980143d,+1320.35+0.00609983d,+1000.2+0.00462019d,+4003.23+0.0185143d,+2921.72+0.0135066d,+5926.11+0.0236577d,+440.039+0.0020322d,+3402.33+0.0157315d,+3602.61+0.0166478d,+1400.39+0.00646555d,+1560.49+0.00720517d,+480.046+0.00221554d,+4081.99+0.0111899d,+1280.33+0.00591094d,+3963.16+0.0183166d
2021-01-07 07:45:00 PST,+59206.9+158.778j,+19977.4+72.86j,+12182.7+27.6211j,+14992.9+41.2846j,+8892.01+14.6918j,+3161.55+1.86974j,+1400.39+0.00637005d,+1520.46+0.00691654d,+3081.88+0.0140281d,+2721.47+0.0123858d,+3402.3+0.0154886d,+3442.35+0.0156712d,+3081.88+0.0140281d,+1280.32+0.00582363d,+1120.25+0.00508808d,+1200.29+0.00545177d,+1080.23+0.00490625d,+3081.88+0.0140085d,+680.091+0.00308838d,+1320.17+0.00302308d,+800.127+0.00363365d,+2881.64+0.0130973d,+1000.2+0.00454489d,+3362.24+0.0152923d,+1440.41+0.00654635d,+3081.21+0.00899356d,+3041.06+0.00799286d,+520.054+0.00236267d,+1440.41+0.00654635d
2021-01-07 08:00:00 PST,+53781.9+129.031j,+10134.3+18.5464j,+9573.48+16.8492j,+19897.1+72.3433j,+9653.72+17.1386j,+4523.07+3.78529j,+1160.27+0.00526715d,+1440.41+0.00653962d,+1240.3+0.00563067d,+1600.51+0.00726693d,+920.167+0.0041768d,+1200.28+0.0054489d,+1160.27+0.00526715d,+1400.39+0.00635781d,+1560.48+0.00708438d,+920.167+0.00417638d,+1200.28+0.00544836d,+1360.37+0.00617539d,+800.127+0.00363138d,+640.081+0.00290483d,+760.114+0.00344973d,+2321.07+0.0105405d,+4442.47+0.0127832d,+1520.46+0.00691533d,+4003.18+0.0182252d,+1800.33+0.00419369d,+3281.43+0.0100274d,+640.081+0.0029102d,+2721.47+0.0123837d
2021-01-07 08:15:00 PST,+54074.8+137.561j,+11460.4+24.6383j,+7528.13+10.3571j,+20065.4+76.6449j,+11058.3+22.651j,+3962.3+2.88755j,+880.154+0.00400814d,+1360.37+0.00619617d,+1200.29+0.00546669d,+3602.58+0.0164236d,+840.14+0.00382586d,+920.168+0.00419043d,+1240.31+0.00564905d,+1400.39+0.00637857d,+1600.51+0.00728553d,+880.154+0.00400532d,+880.154+0.00400532d,+1080.23+0.0049162d,+640.081+0.00291254d,+600.071+0.00273044d,+720.103+0.00327676d,+1120.25+0.00509841d,+5845.7+0.0223844d,+1120.25+0.00510989d,+3001.79+0.0137026d,+680.092+0.00310162d,+920.168+0.00419691d,+600.072+0.00273659d,+3442.36+0.0157165d
2021-01-07 08:30:00 PST,+59915.9+179.322j,+10417.9+20.8j,+12066.4+28.8854j,+23331.5+105.056j,+10898.1+22.1671j,+3201.59+1.92553j,+840.14+0.00383543d,+1320.35+0.00602884d,+720.103+0.00328728d,+3762.82+0.0171981d,+960.183+0.00438367d,+880.154+0.00401817d,+880.154+0.00401817d,+1040.22+0.0047492d,+1400.39+0.00639642d,+920.168+0.00420216d,+5284.19+0.0182193d,+920.168+0.00420216d,+440.039+0.00200915d,+480.046+0.00219186d,+320.02+0.0014611d,+2281.04+0.0104225d,+4723.2+0.0155547d,+1400.39+0.00640943d,+2961.75+0.013564d,+1040.22+0.00476027d,+480.046+0.00219631d,+520.054+0.00237939d,+7250.51+0.0332624d
2021-01-07 08:45:00 PST,+56018.3+155.31j,+9816.31+18.6579j,+12309+30.6966j,+21077.3+86.8521j,+9373.56+16.4856j,+3441.77+2.20075j,+760.115+0.00347458d,+1320.35+0.00603682d,+800.127+0.00365754d,+3722.76+0.0170373d,+720.103+0.00329163d,+840.141+0.00384051d,+800.127+0.00365754d,+840.141+0.00384051d,+1360.37+0.0062227d,+920.169+0.00420837d,+6085.7+0.0215207d,+880.154+0.0040253d,+440.039+0.00201212d,+600.072+0.00274406d,+760.115+0.00347614d,+1240.31+0.00567323d,+3882.03+0.0119772d,+1120.25+0.00513196d,+2521.27+0.0115566d,+3923.07+0.0179921d,+760.115+0.00348165d,+720.103+0.00329833d,+7571.47+0.0347752d
2021-01-07 09:00:00 PST,+60799.6+182.647j,+9696.03+18.1764j,+14117+39.7485j,+23450.1+104.865j,+9173.13+15.7841j,+4362.99+3.57839j,+680.092+0.00308944d,+920.168+0.00418043d,+840.14+0.00381674d,+3802.87+0.0172966d,+800.127+0.0036349d,+960.182+0.00436229d,+880.153+0.00399858d,+800.127+0.0036349d,+1080.23+0.00491182d,+840.14+0.00381976d,+4322.68+0.0142158d,+800.127+0.00363778d,+800.127+0.00363778d,+520.054+0.00236416d,+320.02+0.00145469d,+5405.8+0.0246224d,+3241.39+0.00987652d,+1320.35+0.00601426d,+5803.35+0.0132567d,+4604.21+0.0209999d,+480.046+0.00218591d,+400.032+0.0018215d,+6809.22+0.0310842d
2021-01-07 09:15:00 PST,+64072+231.463j,+9696.03+18.1108j,+9173.14+15.7285j,+30663.9+174.564j,+10015.2+18.554j,+4523.29+3.86122j,+680.091+0.00307197d,+840.139+0.00379515d,+800.126+0.00361434d,+3842.91+0.0173801d,+880.152+0.00397596d,+960.181+0.00433762d,+880.152+0.00397596d,+800.126+0.00361434d,+920.153+0.00381068d,+880.152+0.00397559d,+3321.47+0.0101267d,+800.126+0.00361401d,+400.031+0.00180658d,+680.091+0.00307169d,+800.126+0.00361401d,+1360.36+0.00614584d,+1920.36+0.00435555d,+1280.32+0.00580629d,+6844.66+0.0156446d,+6648.75+0.0302164d,+5083.87+0.0174755d,+1760.61+0.00798593d,+6688.86+0.0303991d
2021-01-07 09:30:00 PST,+59975.6+201.226j,+9575.65+17.7451j,+8973.42+15.4518j,+27569.3+146.926j,+9613.95+17.1546j,+4242.87+3.4021j,+680.092+0.00309175d,+840.14+0.00381959d,+800.127+0.00363762d,+3762.81+0.017127d,+880.153+0.00400157d,+880.153+0.00400157d,+880.153+0.00400157d,+840.14+0.00381959d,+760.114+0.00345528d,+800.127+0.00363723d,+1480.22+0.00336776d,+800.127+0.00363723d,+600.071+0.0027276d,+680.092+0.00309142d,+480.046+0.00218192d,+3362.24+0.0152996d,+480.046+0.00218922d,+1320.35+0.00602337d,+6404.11+0.0147197d,+6729.02+0.0307637d,+3281.64+0.0115032d,+360.026+0.0016418d,+8213.44+0.0375725d
2021-01-07 09:45:00 PST,+50631.1+132.764j,+9255.17+16.7794j,+7690.32+11.5236j,+22114.7+91.0018j,+7127.69+9.42628j,+4442.99+3.66477j,+640.081+0.0029044d,+800.127+0.00363085d,+760.114+0.00344922d,+3882.98+0.0176419d,+800.127+0.00363085d,+720.102+0.00326761d,+840.14+0.00381248d,+800.127+0.00363085d,+720.102+0.0032667d,+760.114+0.00344826d,+680.091+0.00308514d,+800.126+0.00362983d,+360.026+0.001633d,+480.046+0.00217749d,+3121.93+0.0141759d,+760.114+0.00344826d,+880.153+0.00400333d,+1200.29+0.00546012d,+5803.5+0.0138294d,+5445.89+0.0248152d,+3361.33+0.00905815d,+2040.83+0.00928685d,+2881.65+0.0131174d
2021-01-07 10:00:00 PST,+48308.3+124.012j,+9295.7+17.1004j,+7007.28+9.06097j,+21075.2+85.7206j,+6727.14+8.52164j,+4202.65+3.2723j,+680.092+0.00309129d,+760.114+0.00345513d,+760.114+0.00345513d,+4043.24+0.0184027d,+680.092+0.00309129d,+760.114+0.00345513d,+840.14+0.00381901d,+760.114+0.00345513d,+800.127+0.00363558d,+800.127+0.00363558d,+720.103+0.00327187d,+880.153+0.00399933d,+800.127+0.00363558d,+680.092+0.00309002d,+440.038+0.00199914d,+1880.7+0.0085491d,+840.14+0.00382709d,+1640.53+0.0074755d,+7927.08+0.0205036d,+5325.64+0.0243032d,+2721.04+0.0087998d,+360.026+0.00163971d,+1560.48+0.0071105d
2021-01-07 10:15:00 PST,+50198.2+136.769j,+9094.97+16.3637j,+5524.31+5.55314j,+22683.6+97.9947j,+6085.89+7.00122j,+6809.17+9.48331j,+760.115+0.00346079d,+680.092+0.00309635d,+680.092+0.00309635d,+3923.06+0.017884d,+680.092+0.00309635d,+760.115+0.00346079d,+800.127+0.00364302d,+800.127+0.00364302d,+800.127+0.00364069d,+760.115+0.00345858d,+680.092+0.00309437d,+880.154+0.00400495d,+360.026+0.00163788d,+480.046+0.002184d,+680.092+0.00309437d,+880.154+0.00400495d,+640.081+0.00292126d,+6007.19+0.0274748d,+4443.53+0.0182349d,+5566.17+0.0254533d,+1720.3+0.00403143d,+1840.67+0.00840465d,+1760.62+0.00803884d
2021-01-07 10:30:00 PST,+41582.7+73.9805j,+9054.69+16.2384j,+6566.49+8.04433j,+13508.8+34.5826j,+6807.04+8.67038j,+5645.53+6.24091j,+760.115+0.00348675d,+720.104+0.00330315d,+680.092+0.00311957d,+3802.89+0.0174656d,+680.092+0.00311957d,+760.115+0.00348675d,+840.141+0.00385396d,+800.128+0.00367035d,+800.128+0.0036687d,+800.128+0.0036687d,+680.092+0.00311817d,+760.115+0.00348518d,+640.082+0.00293468d,+680.092+0.00311817d,+400.032+0.00183391d,+1800.65+0.00825953d,+920.169+0.0042246d,+960.184+0.00440838d,+2921.71+0.0134246d,+1800.65+0.00826989d,+520.054+0.00238724d,+2761.53+0.0126878d,+3081.9+0.0141616d
2021-01-07 10:45:00 PST,+39017.1+66.7638j,+9255.47+17.0293j,+5444.21+5.433j,+12625.7+30.4526j,+7088.28+9.66929j,+4603.29+3.99649j,+760.116+0.00349125d,+680.093+0.0031236d,+720.104+0.00330742d,+3923.08+0.0180418d,+680.093+0.0031236d,+760.116+0.00349125d,+960.184+0.00441053d,+760.116+0.00349125d,+760.116+0.00348885d,+760.116+0.00348885d,+680.092+0.00312145d,+800.128+0.00367256d,+320.02+0.0014686d,+600.072+0.00275409d,+680.092+0.00312145d,+840.141+0.00385628d,+520.054+0.00238986d,+880.155+0.00404525d,+3162+0.0145461d,+1840.68+0.00846315d,+680.093+0.0031255d,+3162+0.0145461d,+1840.68+0.00846315d
2021-01-07 11:00:00 PST,+41917.8+90.6335j,+8090.57+12.4151j,+7167.69+9.50204j,+17652.2+59.8591j,+6165.87+7.102j,+2841.24+1.50708j,+680.091+0.003087d,+720.103+0.00326867d,+680.091+0.003087d,+2841.6+0.0129093d,+680.091+0.003087d,+720.103+0.00326867d,+1000.2+0.00454057d,+760.114+0.00345034d,+720.103+0.00326813d,+760.114+0.00344977d,+640.081+0.00290487d,+800.127+0.00363143d,+840.14+0.00381309d,+760.114+0.00344977d,+600.071+0.00272325d,+2040.82+0.00926696d,+960.183+0.00436631d,+520.054+0.00236447d,+5365.71+0.0244426d,+3642.63+0.016582d,+520.054+0.00236447d,+720.103+0.00327426d,+3562.52+0.0162168d
2021-01-07 11:15:00 PST,+43153.2+88.0206j,+6726.36+8.1952j,+9093.13+15.5788j,+16603.9+51.992j,+7327.93+9.87975j,+3401.71+2.13j,+680.091+0.00308154d,+680.091+0.00308154d,+680.091+0.00308154d,+1040.21+0.00471394d,+680.091+0.00308154d,+760.114+0.00344423d,+1280.32+0.0058026d,+920.167+0.00416973d,+720.102+0.00326426d,+800.126+0.00362712d,+680.091+0.00308284d,+760.114+0.00344569d,+2321.06+0.0105281d,+400.032+0.00181313d,+2481.22+0.0112553d,+920.167+0.00417149d,+2680.91+0.00775153d,+800.127+0.00363199d,+5485.96+0.0249486d,+1600.51+0.00726744d,+880.153+0.00399538d,+1960.76+0.00890452d,+2120.89+0.00963233d
2021-01-07 11:30:00 PST,+45893.9+101.728j,+6485.84+7.60535j,+12995.7+35.4378j,+15121.1+45.0714j,+7569+10.7781j,+3722.08+2.56755j,+680.092+0.0030913d,+800.127+0.00363709d,+760.114+0.00345515d,+1080.23+0.00491088d,+720.092+0.00292973d,+760.114+0.00345515d,+800.127+0.00363709d,+880.153+0.00400098d,+720.103+0.00327704d,+840.14+0.00382349d,+720.103+0.00327704d,+760.115+0.00345918d,+720.103+0.00327704d,+720.103+0.00327704d,+6769.1+0.030879d,+1720.59+0.00783315d,+3481.65+0.0108795d,+520.054+0.00236737d,+5566.16+0.0253889d,+1000.2+0.00455394d,+520.054+0.00236737d,+720.103+0.00327829d,+3001.79+0.0136781d
2021-01-07 11:45:00 PST,+50748.6+122.621j,+6525.94+7.73324j,+13960.1+40.5528j,+17247.3+56.3565j,+8491.67+13.7401j,+4523.33+3.908j,+720.103+0.0032868d,+840.14+0.00383488d,+800.127+0.00365218d,+1080.23+0.00493127d,+720.103+0.0032868d,+800.127+0.00365218d,+800.127+0.00365218d,+760.115+0.00346949d,+800.127+0.00365707d,+760.115+0.00347413d,+680.092+0.00310828d,+760.115+0.00347413d,+320.02+0.00146241d,+2761.52+0.0126317d,+6769.14+0.0310129d,+1080.23+0.00493787d,+3281.3+0.0091244d,+880.154+0.00402534d,+5245.49+0.0240319d,+2441.19+0.0111716d,+640.082+0.0029271d,+1520.46+0.00695553d,+2481.23+0.011355d
2021-01-07 12:00:00 PST,+45933.7+104.185j,+6325.58+7.27576j,+10258.6+20.7055j,+17617.8+62.2764j,+7128.23+9.6963j,+4603.2+3.95258j,+640.082+0.00292746d,+720.103+0.00329355d,+760.115+0.00347661d,+1000.2+0.00457515d,+720.103+0.00329355d,+800.115+0.003312d,+880.154+0.00402584d,+800.128+0.00365968d,+800.128+0.00366227d,+800.128+0.00366227d,+680.092+0.00311271d,+760.115+0.00347907d,+720.103+0.00329588d,+840.141+0.00384548d,+4163.46+0.0190822d,+1480.44+0.00677796d,+2760.96+0.00796183d,+600.072+0.00275002d,+2241+0.0102769d,+7571.48+0.0347957d,+2080.86+0.00954189d,+680.092+0.00311684d,+1240.31+0.00568557d
