# file...... 1Meter_684_A_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_684_A_24:measured_power,house_meter_684_A_25:measured_power,house_meter_684_A_26:measured_power,house_meter_684_A_27:measured_power,house_meter_684_A_28:measured_power,house_meter_684_A_29:measured_power,house_meter_684_A_30:measured_power,house_meter_684_A_31:measured_power,house_meter_684_A_32:measured_power,house_meter_684_A_33:measured_power,house_meter_684_A_34:measured_power,house_meter_684_A_35:measured_power,house_meter_684_A_36:measured_power,house_meter_684_A_37:measured_power,house_meter_684_A_38:measured_power,house_meter_684_A_39:measured_power,house_meter_684_A_40:measured_power
2021-01-06 04:00:00 PST,+2441.2+0.0112835d,+640.082+0.00295021d,+280.016+0.00129044d,+520.054+0.00239687d,+360.026+0.00165921d,+520.054+0.00239687d,+520.054+0.00239687d,+560.063+0.00258131d,+720.104+0.00331914d,+960.185+0.00442584d,+400.032+0.00184348d,+400.032+0.00184348d,+560.063+0.00258112d,+240.012+0.00110598d,+200.008+0.000921628d,+640.082+0.00294999d,+320.021+0.00147471d
2021-01-06 04:15:00 PST,+520.055+0.00241615d,+560.063+0.00259466d,+560.063+0.00259466d,+680.093+0.00315089d,+440.039+0.00203852d,+440.039+0.00203852d,+680.093+0.00315089d,+480.046+0.00222389d,+400.032+0.00185315d,+560.063+0.00259449d,+720.105+0.0033361d,+600.073+0.00277988d,+320.021+0.00148235d,+320.021+0.00148235d,+520.055+0.00240911d,+280.016+0.00129703d,+560.063+0.00259449d
2021-01-06 04:30:00 PST,+520.055+0.00242127d,+320.021+0.0014843d,+520.055+0.00241228d,+480.047+0.00222666d,+480.047+0.00222666d,+840.143+0.00389752d,+600.073+0.00278353d,+600.073+0.00278353d,+800.129+0.00371183d,+640.083+0.00296887d,+560.063+0.00259764d,+960.186+0.00445417d,+520.055+0.00241203d,+600.073+0.00278325d,+240.012+0.00111306d,+240.012+0.00111306d,+320.021+0.00148415d
2021-01-06 04:45:00 PST,+1520.47+0.00706666d,+440.039+0.00203464d,+600.073+0.00277478d,+400.032+0.00184963d,+360.026+0.00166463d,+400.032+0.00184963d,+600.073+0.00277478d,+800.129+0.00370015d,+600.073+0.00277478d,+1040.22+0.0048102d,+440.039+0.00203435d,+480.046+0.00221934d,+320.021+0.00147942d,+400.032+0.00184936d,+240.012+0.00110951d,+240.012+0.00110951d,+240.012+0.00110951d
2021-01-06 05:00:00 PST,+3322.24+0.0154661d,+480.046+0.00222237d,+360.026+0.00166665d,+520.055+0.00240762d,+440.039+0.00203712d,+480.046+0.00222237d,+520.055+0.00240762d,+440.039+0.00203712d,+560.063+0.00259289d,+440.039+0.00203674d,+560.063+0.0025924d,+560.063+0.0025924d,+280.016+0.00129598d,+200.008+0.000925653d,+280.016+0.00129598d,+240.012+0.00111081d,+200.008+0.000925653d
2021-01-06 05:15:00 PST,+4203.58+0.0195358d,+360.026+0.00166279d,+600.072+0.00277172d,+360.026+0.00166279d,+760.116+0.00351119d,+920.17+0.0042508d,+960.186+0.00443572d,+520.054+0.00240204d,+480.046+0.00221722d,+640.082+0.00295621d,+600.072+0.00277138d,+920.17+0.00425027d,+920.17+0.00425027d,+240.012+0.00110831d,+320.021+0.00147782d,+400.032+0.00184736d,+240.012+0.00110831d
2021-01-06 05:30:00 PST,+3322.23+0.0154134d,+480.046+0.00221528d,+840.142+0.00387758d,+720.104+0.0033234d,+600.072+0.0027693d,+360.026+0.00166134d,+640.082+0.00295399d,+600.072+0.0027693d,+880.156+0.00406233d,+1000.2+0.00461585d,+480.046+0.00221491d,+440.039+0.00203029d,+280.016+0.00129188d,+200.008+0.000922723d,+560.063+0.00258419d,+800.129+0.00369223d,+440.039+0.00203029d
2021-01-06 05:45:00 PST,+3402.34+0.0157744d,+640.082+0.00295032d,+680.093+0.00313479d,+440.039+0.0020281d,+480.046+0.00221253d,+560.063+0.0025814d,+520.054+0.00239696d,+520.054+0.00239696d,+520.054+0.00239696d,+440.039+0.00202773d,+840.142+0.00387206d,+560.063+0.00258094d,+320.021+0.00147461d,+240.012+0.0011059d,+160.005+0.000737233d,+360.026+0.00165897d,+440.039+0.00202773d
2021-01-06 06:00:00 PST,+4924.89+0.0227903d,+640.082+0.00294299d,+760.116+0.00349505d,+440.039+0.00202306d,+440.039+0.00202306d,+480.046+0.00220703d,+520.054+0.00239101d,+480.046+0.00220703d,+480.046+0.00220703d,+560.063+0.0025749d,+640.082+0.00294288d,+1000.2+0.00459925d,+520.054+0.00239092d,+520.054+0.00239092d,+240.012+0.00110332d,+240.012+0.00110332d,+320.021+0.00147116d
2021-01-06 06:15:00 PST,+3242.11+0.0149618d,+320.02+0.00146985d,+320.02+0.00146985d,+640.082+0.00294026d,+760.116+0.00349182d,+320.02+0.00146985d,+680.093+0.00312411d,+920.169+0.00422734d,+520.054+0.00238879d,+880.155+0.00404289d,+480.046+0.00220468d,+440.039+0.00202091d,+560.063+0.00257225d,+520.054+0.00238846d,+240.012+0.00110218d,+360.026+0.00165339d,+240.012+0.00110218d
2021-01-06 06:30:00 PST,+1560.49+0.00720441d,+400.032+0.00183783d,+360.026+0.00165401d,+320.02+0.0014702d,+600.072+0.00275707d,+440.039+0.00202166d,+800.128+0.00367653d,+520.054+0.00238935d,+800.128+0.00367653d,+640.082+0.00294046d,+520.054+0.00238895d,+520.054+0.00238895d,+480.046+0.00220513d,+240.012+0.00110241d,+240.012+0.00110241d,+520.054+0.00238895d,+160.005+0.000734909d
2021-01-06 06:45:00 PST,+2321.08+0.0106341d,+920.168+0.00419664d,+920.168+0.00419664d,+920.168+0.00419664d,+360.026+0.00164161d,+600.072+0.00273641d,+480.046+0.00218897d,+320.02+0.00145918d,+640.081+0.00291891d,+600.072+0.00273636d,+1160.27+0.00529205d,+1080.23+0.00492685d,+400.032+0.00182402d,+160.005+0.000729503d,+680.092+0.00310135d,+520.054+0.00237139d,+440.038+0.00200647d
2021-01-06 07:00:00 PST,+3802.89+0.0174537d,+520.054+0.00237404d,+360.026+0.00164341d,+480.046+0.00219137d,+520.054+0.00237404d,+360.026+0.00164341d,+680.092+0.00310481d,+880.154+0.00401847d,+560.062+0.00255672d,+520.054+0.00237462d,+2521.27+0.0115215d,+1000.2+0.00456789d,+480.046+0.00219191d,+240.011+0.0010958d,+240.011+0.0010958d,+360.026+0.00164381d,+360.026+0.00164381d
2021-01-06 07:15:00 PST,+3842.93+0.017491d,+720.102+0.00326172d,+400.032+0.00181172d,+480.045+0.00217417d,+840.139+0.00380561d,+400.032+0.00181172d,+920.167+0.00416825d,+680.091+0.00308044d,+760.114+0.00344301d,+920.167+0.0041684d,+2281.03+0.0103387d,+840.139+0.00380575d,+280.015+0.00126816d,+200.008+0.000905787d,+360.026+0.00163057d,+240.011+0.00108697d,+280.015+0.00126816d
2021-01-06 07:30:00 PST,+2281.03+0.0103758d,+1080.23+0.00488833d,+480.045+0.00217182d,+440.038+0.00199079d,+360.026+0.00162875d,+720.102+0.00325819d,+640.081+0.00289604d,+520.053+0.00235286d,+1120.25+0.0050695d,+560.062+0.00253487d,+2441.18+0.0110571d,+1320.34+0.00597774d,+720.102+0.00325943d,+440.038+0.00199154d,+1440.41+0.00652163d,+200.008+0.000905118d,+360.026+0.00162937d
2021-01-06 07:45:00 PST,+6327.87+0.0285438d,+1040.21+0.00465834d,+800.125+0.00358284d,+640.08+0.002866d,+520.053+0.00232846d,+720.101+0.0032244d,+1000.2+0.00447907d,+880.151+0.00394131d,+1480.43+0.00663089d,+440.038+0.00197083d,+3442.31+0.0154354d,+1040.21+0.00465996d,+480.045+0.00215005d,+1720.58+0.00770993d,+1280.32+0.00573614d,+400.031+0.00179162d,+240.011+0.00107487d
2021-01-06 08:00:00 PST,+2281.02+0.0102853d,+1720.58+0.00773431d,+360.025+0.00161751d,+520.053+0.00233663d,+800.125+0.0035954d,+760.113+0.00341555d,+3282.11+0.0147627d,+1120.25+0.00503451d,+1400.38+0.00629418d,+640.08+0.00287522d,+3001.76+0.0134963d,+920.166+0.00413381d,+600.07+0.00269545d,+1000.2+0.00449348d,+1160.26+0.00521293d,+480.045+0.00215621d,+520.053+0.00233595d
2021-01-06 08:15:00 PST,+5886.88+0.0268428d,+2160.92+0.0098009d,+520.053+0.00235719d,+440.038+0.00199445d,+1120.25+0.00507882d,+1000.2+0.00453434d,+2401.14+0.0108914d,+880.153+0.00398993d,+880.153+0.00398993d,+1440.41+0.00653199d,+2641.38+0.0119838d,+1080.23+0.00489795d,+640.081+0.00290173d,+240.011+0.0010879d,+960.182+0.00435342d,+1320.34+0.00598723d,+1800.64+0.00816673d
2021-01-06 08:30:00 PST,+1000.2+0.00455852d,+3282.14+0.0149368d,+600.071+0.00272799d,+520.054+0.00236415d,+760.114+0.00345579d,+760.114+0.00345579d,+2601.34+0.0118354d,+720.103+0.00327383d,+1280.32+0.00582207d,+760.114+0.00345522d,+3202.03+0.0145694d,+1240.3+0.00563907d,+640.081+0.00290945d,+200.008+0.000908967d,+800.127+0.00363716d,+1880.7+0.00855281d,+880.153+0.00400106d
2021-01-06 08:45:00 PST,+680.092+0.00311441d,+3081.89+0.0140976d,+480.046+0.00219362d,+400.032+0.00182793d,+1960.77+0.0089652d,+760.115+0.00347381d,+3963.13+0.0181351d,+1280.33+0.00585244d,+640.082+0.0029251d,+840.14+0.0038368d,+2721.47+0.0124379d,+1160.27+0.00529945d,+1120.25+0.00511659d,+200.008+0.000913177d,+880.154+0.0040196d,+840.14+0.0038368d,+680.092+0.00310569d
2021-01-06 09:00:00 PST,+600.072+0.00275595d,+1560.49+0.00714977d,+840.141+0.00384822d,+680.092+0.00311492d,+2120.9+0.00971962d,+880.155+0.00403156d,+3162+0.0144968d,+1680.56+0.00770031d,+1160.27+0.00531522d,+1240.31+0.0056789d,+1840.68+0.00842978d,+1480.44+0.00677901d,+1760.62+0.00806288d,+280.016+0.0012816d,+880.154+0.00402932d,+920.169+0.00421257d,+600.072+0.0027468d
2021-01-06 09:15:00 PST,+720.104+0.00332115d,+1280.33+0.00588621d,+600.072+0.00275803d,+920.17+0.00422979d,+2080.87+0.00956969d,+920.17+0.00422979d,+3322.21+0.0152861d,+1040.22+0.00478185d,+1080.23+0.00496589d,+920.169+0.00422645d,+840.141+0.00385875d,+800.128+0.00367491d,+1160.27+0.00532977d,+600.072+0.00275585d,+1160.27+0.00532977d,+960.184+0.00441032d,+440.039+0.00202076d
2021-01-06 09:30:00 PST,+520.054+0.00239456d,+880.155+0.00404656d,+680.093+0.00312651d,+760.116+0.0034945d,+2361.12+0.0108618d,+1400.39+0.00643971d,+3162+0.0145508d,+1280.33+0.00588731d,+1240.31+0.0057032d,+800.128+0.00367502d,+1520.46+0.00698555d,+720.104+0.00330736d,+800.128+0.00367502d,+520.054+0.00238836d,+960.184+0.00441045d,+800.128+0.00367502d,+400.032+0.00183707d
2021-01-06 09:45:00 PST,+720.104+0.00332261d,+680.093+0.00312798d,+560.063+0.0025758d,+640.082+0.00294391d,+2241.01+0.0103136d,+880.155+0.00404846d,+2641.4+0.0121583d,+1000.2+0.00460086d,+1120.25+0.00515333d,+880.155+0.00404752d,+3441.5+0.0099958d,+800.128+0.00367939d,+640.082+0.00294323d,+640.082+0.00294323d,+960.185+0.00441569d,+840.141+0.00386345d,+280.016+0.00128738d
2021-01-06 10:00:00 PST,+520.055+0.00240626d,+520.054+0.00239727d,+560.063+0.00258173d,+680.093+0.00313519d,+2200.97+0.0101526d,+2040.84+0.00941331d,+2761.53+0.0127412d,+1480.44+0.00682696d,+1440.42+0.00664228d,+720.104+0.00331721d,+2840.81+0.00655008d,+1040.22+0.00479245d,+320.021+0.00147396d,+760.116+0.00350158d,+920.17+0.00423917d,+640.082+0.00294849d,+320.021+0.00147396d
2021-01-06 10:15:00 PST,+560.063+0.00257159d,+760.115+0.00347812d,+720.103+0.00329499d,+680.092+0.00311186d,+2361.11+0.0108108d,+2200.97+0.0100769d,+2481.23+0.0113614d,+1040.22+0.00476034d,+1080.23+0.00494354d,+720.103+0.00329221d,+1840.62+0.00771877d,+1200.29+0.00548858d,+800.127+0.00365818d,+320.02+0.00146285d,+960.184+0.00439024d,+520.054+0.00237742d,+280.016+0.00127996d
2021-01-06 10:30:00 PST,+760.115+0.00348578d,+640.081+0.00292264d,+960.183+0.00438479d,+760.115+0.00347088d,+1200.29+0.00548177d,+2040.83+0.0093237d,+2241+0.010239d,+1360.37+0.00621327d,+920.168+0.00420199d,+1000.2+0.00456471d,+1120.25+0.00511284d,+1280.33+0.0058438d,+480.046+0.00219038d,+480.046+0.00219038d,+1240.31+0.00566105d,+400.032+0.00182523d,+600.072+0.00273817d
2021-01-06 10:45:00 PST,+440.039+0.00203427d,+560.063+0.00257768d,+520.054+0.0023935d,+760.116+0.0034987d,+920.17+0.00423568d,+1560.49+0.007185d,+1960.77+0.00902949d,+1200.29+0.00552573d,+600.072+0.00276187d,+680.093+0.00312868d,+1040.22+0.00478607d,+880.155+0.00404936d,+320.021+0.001472d,+600.072+0.00276047d,+960.185+0.0044177d,+320.021+0.001472d,+480.046+0.00220821d
2021-01-06 11:00:00 PST,+1960.78+0.00908989d,+560.063+0.0025839d,+1040.22+0.00480007d,+840.142+0.00387651d,+800.129+0.00369182d,+1400.39+0.00646304d,+1560.49+0.00720237d,+720.104+0.00332248d,+520.054+0.00239928d,+520.054+0.00239842d,+1200.29+0.00553711d,+520.054+0.00239842d,+480.046+0.00221387d,+760.116+0.0035059d,+1360.25+0.00422362d,+320.021+0.00147577d,+320.021+0.00147577d
2021-01-06 11:15:00 PST,+3362.3+0.0156924d,+520.055+0.00240973d,+800.129+0.00370791d,+640.083+0.00296604d,+400.032+0.0018535d,+1240.31+0.0057488d,+720.105+0.00333695d,+640.083+0.00296604d,+720.105+0.00333695d,+1080.24+0.00501064d,+1240.31+0.00575351d,+680.093+0.00315408d,+960.186+0.00445357d,+440.039+0.00204057d,+5123.24+0.0145187d,+320.021+0.00148394d,+320.021+0.00148394d
2021-01-06 11:30:00 PST,+1560.49+0.00721982d,+480.046+0.00221085d,+720.104+0.00331675d,+560.063+0.00257945d,+920.17+0.00423858d,+2120.9+0.00977423d,+520.054+0.00239514d,+5725.07+0.0203378d,+480.046+0.00221085d,+680.093+0.00313015d,+1080.23+0.00497262d,+640.082+0.00294596d,+560.063+0.00257759d,+440.039+0.0020251d,+3281.24+0.00871071d,+600.072+0.00276177d,+280.016+0.00128858d
2021-01-06 11:45:00 PST,+2361.12+0.0109273d,+1000.2+0.00461055d,+1160.27+0.00534875d,+920.17+0.0042415d,+1960.77+0.00904191d,+2561.32+0.0118141d,+640.082+0.00295011d,+5003.28+0.0150721d,+480.046+0.00221237d,+560.063+0.00257755d,+1280.33+0.00589409d,+560.063+0.00257755d,+1120.25+0.00515683d,+320.021+0.00147267d,+1200.29+0.00552544d,+360.026+0.00165679d,+480.046+0.00220922d
2021-01-06 12:00:00 PST,+2721.5+0.0126272d,+680.093+0.00313866d,+1240.31+0.00572538d,+480.046+0.00221526d,+2401.16+0.0110892d,+2481.24+0.0114594d,+760.116+0.00350809d,+2800.87+0.00710786d,+520.054+0.00239992d,+1000.2+0.00461382d,+1320.35+0.00609142d,+440.039+0.00202939d,+3081+0.00745899d,+280.016+0.00129131d,+1120.25+0.00516785d,+240.012+0.00110681d,+600.072+0.00276762d
2021-01-06 12:15:00 PST,+600.073+0.00278184d,+440.039+0.00203191d,+800.129+0.00369518d,+440.039+0.00203191d,+2441.2+0.0112815d,+2561.32+0.0118371d,+640.082+0.00295586d,+1800.65+0.00831917d,+440.039+0.00203191d,+920.17+0.00424961d,+3121.96+0.0144309d,+440.039+0.00203183d,+2760.94+0.00784011d,+400.032+0.00184708d,+1080.23+0.00498915d,+240.012+0.00110814d,+400.032+0.00184708d
2021-01-06 12:30:00 PST,+2361.12+0.0109315d,+440.039+0.00202941d,+1240.31+0.00572201d,+600.072+0.00276764d,+2321.08+0.0107127d,+2881.67+0.013303d,+600.072+0.00276764d,+1440.42+0.00664571d,+800.129+0.00369064d,+680.093+0.00313554d,+2641.4+0.0121877d,+440.039+0.00202858d,+2160.49+0.00522958d,+680.093+0.00313554d,+960.185+0.00442739d,+240.012+0.00110637d,+280.016+0.00129079d
2021-01-06 12:45:00 PST,+1960.78+0.00917238d,+600.073+0.00279051d,+640.083+0.00297662d,+360.026+0.00167406d,+2000.81+0.00930963d,+2281.05+0.0106148d,+680.094+0.00316273d,+880.157+0.00409345d,+600.073+0.00279051d,+920.172+0.00428248d,+2401.17+0.0111818d,+3361.85+0.0126664d,+1600.49+0.00708763d,+1640.32+0.00447474d,+1080.24+0.00502774d,+480.047+0.00223374d,+200.008+0.000930566d
2021-01-06 13:00:00 PST,+2921.73+0.013562d,+680.093+0.00313635d,+520.054+0.00239815d,+400.032+0.0018446d,+960.185+0.00442853d,+1640.54+0.00756852d,+680.093+0.00313635d,+1280.33+0.00590585d,+600.072+0.00276723d,+480.046+0.00221674d,+2321.08+0.0107262d,+4042.37+0.0134617d,+1720.6+0.00794928d,+3682.16+0.0134423d,+1160.27+0.00535933d,+520.054+0.00240153d,+560.063+0.00258632d
2021-01-06 13:15:00 PST,+2361.13+0.0109635d,+920.17+0.00425357d,+760.116+0.00351348d,+760.116+0.00351348d,+520.054+0.00240361d,+960.186+0.00443862d,+600.072+0.00277353d,+1400.39+0.00647471d,+800.129+0.00369849d,+520.055+0.0024063d,+2841.63+0.0131606d,+2881.15+0.00916449d,+1200.29+0.00555528d,+3562.1+0.0135035d,+880.156+0.00407309d,+280.016+0.00129551d,+680.093+0.003147d
2021-01-06 13:30:00 PST,+2241.01+0.0103867d,+480.046+0.00221486d,+640.082+0.00295343d,+440.039+0.00203024d,+320.021+0.00147643d,+1120.25+0.00517d,+720.104+0.00332277d,+1120.25+0.00517d,+1160.27+0.00535477d,+1000.2+0.00462095d,+2401.16+0.0110997d,+3281.79+0.0125048d,+1240.31+0.00573081d,+2761.19+0.00987084d,+840.142+0.00388122d,+200.008+0.000923743d,+480.046+0.00221736d
2021-01-06 13:45:00 PST,+760.116+0.0035146d,+560.063+0.00257481d,+480.046+0.00220688d,+440.039+0.00202292d,+320.021+0.00147111d,+1040.22+0.00478317d,+560.063+0.00257481d,+1680.57+0.00772962d,+720.104+0.00331079d,+480.046+0.00220859d,+2160.94+0.00994868d,+2320.73+0.00717896d,+1160.27+0.0053396d,+2080.64+0.00708534d,+760.116+0.00349752d,+640.082+0.00294507d,+480.046+0.00220859d
2021-01-06 14:00:00 PST,+2281.05+0.0106129d,+480.046+0.00221417d,+920.17+0.00424496d,+400.032+0.00184505d,+560.063+0.00258332d,+920.17+0.00424496d,+600.072+0.00276791d,+1680.57+0.00775524d,+560.063+0.00258332d,+560.063+0.00258372d,+960.185+0.00443031d,+1200.16+0.00307678d,+480.046+0.00221451d,+1840.38+0.0047613d,+960.185+0.00443031d,+480.046+0.00221451d,+480.046+0.00221451d
2021-01-06 14:15:00 PST,+560.063+0.00258869d,+1240.31+0.00570329d,+600.072+0.0027586d,+520.054+0.00239068d,+360.026+0.00165493d,+1000.2+0.00459877d,+880.155+0.00404662d,+1280.33+0.00588741d,+760.116+0.00349456d,+1000.2+0.00459843d,+760.116+0.00349431d,+360.026+0.00165481d,+520.054+0.0023905d,+1400.22+0.00353734d,+1120.25+0.00515062d,+560.063+0.00257445d,+520.054+0.0023905d
2021-01-06 14:30:00 PST,+2441.21+0.0113546d,+2401.16+0.0111023d,+960.186+0.00443704d,+760.116+0.00351223d,+320.021+0.00147844d,+1080.23+0.00499204d,+960.186+0.00443704d,+1160.27+0.00536208d,+680.093+0.00314237d,+440.039+0.00203155d,+520.054+0.00240104d,+480.046+0.00221629d,+760.116+0.00350973d,+520.04+0.0017759d,+840.142+0.00387936d,+280.016+0.00129268d,+560.063+0.0025858d
