# file...... 1Meter_684_A_power.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house_meter_684_A_24:measured_power,house_meter_684_A_25:measured_power,house_meter_684_A_26:measured_power,house_meter_684_A_27:measured_power,house_meter_684_A_28:measured_power,house_meter_684_A_29:measured_power,house_meter_684_A_30:measured_power,house_meter_684_A_31:measured_power,house_meter_684_A_32:measured_power,house_meter_684_A_33:measured_power,house_meter_684_A_34:measured_power,house_meter_684_A_35:measured_power,house_meter_684_A_36:measured_power,house_meter_684_A_37:measured_power,house_meter_684_A_38:measured_power,house_meter_684_A_39:measured_power,house_meter_684_A_40:measured_power
2021-01-07 20:45:00 PST,+3362.28+0.0155502d,+640.082+0.00295258d,+440.039+0.00202966d,+1880.71+0.00867971d,+520.054+0.0023988d,+2160.94+0.00997412d,+2521.28+0.011639d,+2281.05+0.010529d,+2601.36+0.0120091d,+2240.51+0.00517729d,+3041.86+0.0140447d,+1720.6+0.00794001d,+880.156+0.00406027d,+440.039+0.0020296d,+1880.39+0.00478109d,+1800.33+0.00425468d,+880.156+0.00406027d
2021-01-07 21:00:00 PST,+1200.29+0.00555476d,+720.104+0.00333076d,+680.093+0.00314564d,+1920.74+0.00888848d,+760.116+0.00351589d,+2321.09+0.0107429d,+2321.09+0.0107429d,+2120.91+0.00981556d,+1400.4+0.00647915d,+920.171+0.00425633d,+2521.28+0.0116699d,+2080.87+0.00962977d,+760.116+0.00351576d,+640.083+0.00296042d,+2720.87+0.0073656d,+1440.21+0.00334189d,+960.186+0.0044415d
2021-01-07 21:15:00 PST,+1040.22+0.00478995d,+920.17+0.00423272d,+560.063+0.00257588d,+1880.71+0.00865447d,+440.039+0.00202376d,+2561.32+0.0117896d,+920.17+0.00423272d,+1960.77+0.00902318d,+1080.23+0.00496933d,+760.116+0.00349535d,+2961.76+0.0136315d,+1960.77+0.00902083d,+720.104+0.0033113d,+360.026+0.0016553d,+880.083+0.00217415d,+680.093+0.00312727d,+560.063+0.00257521d
2021-01-07 21:30:00 PST,+920.171+0.0042586d,+880.156+0.00407201d,+440.039+0.00203546d,+1920.74+0.00888998d,+600.073+0.0027759d,+2200.98+0.0101882d,+800.129+0.00370164d,+2241.01+0.0103737d,+1240.31+0.00573908d,+1000.2+0.00462718d,+3921.62+0.00946042d,+1760.62+0.00814758d,+1000.2+0.00462718d,+240.012+0.00111001d,+520.054+0.00240543d,+640.083+0.00296075d,+720.104+0.003331d
2021-01-07 21:45:00 PST,+1040.22+0.00484444d,+760.117+0.0035326d,+520.055+0.00241669d,+2120.91+0.00986225d,+400.032+0.00185885d,+2200.98+0.0102349d,+1240.31+0.0057654d,+2040.84+0.00948963d,+880.157+0.00409068d,+2080.88+0.00967894d,+5403.1+0.0131641d,+2120.91+0.00986531d,+840.143+0.00390585d,+200.008+0.000929601d,+360.026+0.00167345d,+320.021+0.00148747d,+520.055+0.00241744d
2021-01-07 22:00:00 PST,+920.171+0.00426465d,+800.129+0.00369931d,+520.054+0.00240414d,+1880.71+0.00869905d,+280.016+0.00129435d,+2601.36+0.0120359d,+1000.2+0.00462469d,+2120.91+0.009811d,+1040.22+0.0048098d,+2040.84+0.00944288d,+5322.94+0.0127d,+2080.87+0.00962826d,+800.129+0.00370031d,+360.026+0.0016647d,+440.039+0.00203473d,+360.026+0.0016647d,+320.021+0.0014797d
2021-01-07 22:15:00 PST,+1040.22+0.00481937d,+720.104+0.00332939d,+640.083+0.00295931d,+1880.71+0.0086995d,+480.046+0.00221927d,+2601.36+0.0120365d,+560.063+0.00258927d,+2160.94+0.00999686d,+1280.33+0.00592091d,+2160.94+0.0100086d,+5523.13+0.013026d,+640.083+0.00296278d,+640.083+0.00296278d,+320.021+0.0014811d,+2881.1+0.00873466d,+4002.71+0.0155154d,+560.063+0.00259231d
2021-01-07 22:30:00 PST,+880.156+0.0040695d,+680.093+0.0031389d,+440.039+0.00203076d,+1680.57+0.00775961d,+680.093+0.0031389d,+2601.36+0.0120156d,+600.072+0.00276948d,+1840.68+0.00849945d,+1160.27+0.00535615d,+760.116+0.00351137d,+4642.17+0.0107391d,+520.054+0.00240217d,+800.129+0.00369627d,+520.054+0.00240217d,+2600.86+0.00756197d,+3762.13+0.0129908d,+800.129+0.00369627d
2021-01-07 22:45:00 PST,+1040.22+0.00479685d,+840.142+0.0038694d,+400.032+0.00184208d,+600.072+0.00276346d,+320.021+0.00147359d,+2441.2+0.0112505d,+880.155+0.00405375d,+960.185+0.00442249d,+840.142+0.0038694d,+600.072+0.00276513d,+2280.94+0.00946918d,+520.054+0.00239633d,+480.046+0.00221194d,+400.032+0.00184319d,+2040.59+0.0066743d,+3802.05+0.0123892d,+480.046+0.00221194d
2021-01-07 23:00:00 PST,+880.156+0.00407447d,+680.093+0.00314577d,+400.032+0.00185014d,+440.039+0.0020352d,+720.104+0.0033309d,+1040.22+0.00481223d,+800.129+0.00370118d,+1000.2+0.00462703d,+880.156+0.00407149d,+680.093+0.00314798d,+2000.81+0.00926616d,+760.116+0.0035185d,+560.063+0.00259226d,+240.012+0.00111075d,+1560.33+0.00486913d,+3441.86+0.0123924d,+560.063+0.00259226d
2021-01-07 23:15:00 PST,+880.156+0.00407361d,+720.105+0.00333231d,+640.083+0.00296191d,+720.105+0.00333231d,+400.032+0.00185093d,+600.073+0.00277673d,+840.142+0.00388798d,+1080.24+0.00499956d,+840.142+0.00388798d,+840.142+0.00388957d,+640.083+0.00296312d,+680.093+0.0031484d,+680.093+0.0031484d,+160.005+0.000740563d,+1800.41+0.00525871d,+2881.34+0.0107144d,+400.032+0.00185168d
2021-01-07 23:30:00 PST,+480.046+0.00221888d,+680.093+0.00314161d,+400.032+0.00184769d,+560.063+0.00258702d,+600.072+0.00277188d,+720.104+0.00332649d,+800.129+0.00369628d,+1440.42+0.00665588d,+920.17+0.00425103d,+760.066+0.00199407d,+960.186+0.00443635d,+480.046+0.00221753d,+480.046+0.00221753d,+320.021+0.00147821d,+1880.43+0.00521351d,+1280.23+0.00411352d,+440.039+0.00203269d
2021-01-07 23:45:00 PST,+680.093+0.00314264d,+760.116+0.00351022d,+480.046+0.00221661d,+440.039+0.00203184d,+560.063+0.00258617d,+680.093+0.00314058d,+680.093+0.00314058d,+1040.22+0.00480428d,+1080.23+0.00498918d,+2480.76+0.00707845d,+800.129+0.00369705d,+560.063+0.00258756d,+440.039+0.00203294d,+360.026+0.00166323d,+2120.49+0.00529431d,+1320.18+0.00318794d,+600.072+0.00277246d
2021-01-08 00:00:00 PST,+480.046+0.00221295d,+560.063+0.00257999d,+440.039+0.00202699d,+640.082+0.0029487d,+440.039+0.00202699d,+520.054+0.00239565d,+600.072+0.00276434d,+1280.33+0.00589968d,+800.128+0.00368623d,+2200.54+0.00568195d,+760.116+0.00350466d,+1000.2+0.00461206d,+960.185+0.00442747d,+560.063+0.00258207d,+1600.31+0.00443803d,+2240.67+0.00685681d,+400.032+0.00184416d
2021-01-08 00:15:00 PST,+720.104+0.00332587d,+480.046+0.00221462d,+200.008+0.000922602d,+520.054+0.00239923d,+480.046+0.00221462d,+600.072+0.00276847d,+960.185+0.00443052d,+760.116+0.00350707d,+960.185+0.00443052d,+2120.54+0.0058192d,+920.17+0.00424764d,+440.039+0.00203089d,+480.046+0.00221557d,+560.063+0.00258496d,+320.013+0.000923051d,+2120.65+0.00703305d,+360.026+0.00166156d
2021-01-08 00:30:00 PST,+480.047+0.00222696d,+560.063+0.00259572d,+680.093+0.00315218d,+440.039+0.00203935d,+720.105+0.00333768d,+680.093+0.00315218d,+560.063+0.00259572d,+1120.25+0.00519321d,+1320.35+0.00612131d,+1080.12+0.00258911d,+800.129+0.00370828d,+520.055+0.00240997d,+400.032+0.00185369d,+360.026+0.00166828d,+320.021+0.00148288d,+1720.45+0.00606152d,+240.012+0.0011121d
2021-01-08 00:45:00 PST,+600.072+0.00277009d,+760.116+0.00350878d,+760.116+0.00350878d,+880.156+0.0040631d,+320.021+0.00147699d,+400.032+0.00184633d,+400.032+0.00184633d,+800.129+0.00369354d,+1880.71+0.00868549d,+1040.11+0.00245705d,+640.082+0.00295371d,+1080.23+0.00498571d,+560.063+0.00258437d,+360.026+0.00166118d,+240.012+0.00110738d,+480.023+0.00110748d,+240.012+0.00110738d
2021-01-08 01:00:00 PST,+1120.25+0.00515336d,+560.063+0.00257451d,+440.039+0.00202268d,+520.054+0.00239056d,+440.039+0.00202268d,+560.063+0.00257451d,+720.104+0.0033104d,+720.104+0.0033104d,+1560.49+0.00717616d,+2120.47+0.00508813d,+1200.29+0.00552024d,+880.155+0.0040474d,+960.185+0.00441556d,+400.032+0.0018392d,+480.046+0.00220714d,+280.016+0.00128734d,+520.054+0.00239113d
2021-01-08 01:15:00 PST,+2401.16+0.0110797d,+400.032+0.00184222d,+520.054+0.00239506d,+400.032+0.00184222d,+360.026+0.00165796d,+680.093+0.00313231d,+840.142+0.00386969d,+840.142+0.00386969d,+1760.62+0.00811242d,+1000.11+0.00248411d,+800.128+0.00368546d,+440.039+0.00202657d,+440.039+0.00202657d,+480.046+0.00221085d,+520.054+0.00239515d,+1920.45+0.00535468d,+400.032+0.00184229d
2021-01-08 01:30:00 PST,+360.026+0.00165353d,+440.039+0.00201974d,+400.032+0.00183608d,+560.063+0.00257076d,+680.092+0.00312186d,+440.039+0.00201974d,+400.032+0.00183608d,+800.128+0.00367304d,+1400.39+0.00643014d,+520.054+0.0023873d,+1040.22+0.00477609d,+920.169+0.0042247d,+400.032+0.00183625d,+440.039+0.00201993d,+200.008+0.000918016d,+1760.42+0.00545448d,+360.026+0.00165259d
2021-01-08 01:45:00 PST,+760.116+0.00350644d,+560.063+0.00258113d,+320.021+0.00147472d,+480.046+0.00221229d,+520.054+0.00239671d,+520.054+0.00239671d,+520.054+0.00239671d,+960.185+0.00442586d,+1000.2+0.00461039d,+600.072+0.00276532d,+800.129+0.00368754d,+400.032+0.00184333d,+480.046+0.0022121d,+640.082+0.00294975d,+240.012+0.00110589d,+1040.13+0.00290775d,+200.008+0.000921552d
2021-01-08 02:00:00 PST,+440.039+0.00204026d,+600.073+0.00277511d,+760.116+0.00351549d,+400.032+0.00184985d,+360.026+0.00166483d,+600.073+0.00277511d,+960.186+0.00444115d,+520.054+0.00240498d,+880.156+0.00407086d,+640.083+0.00295996d,+960.186+0.0044408d,+760.116+0.0035152d,+720.104+0.00333011d,+240.012+0.00110971d,+200.008+0.00092474d,+920.105+0.00261442d,+200.008+0.00092474d
2021-01-08 02:15:00 PST,+680.093+0.00313598d,+480.046+0.00220828d,+480.046+0.00220828d,+760.116+0.00349704d,+280.016+0.00128801d,+400.032+0.00184015d,+360.026+0.00165609d,+680.093+0.00312878d,+680.093+0.00312878d,+560.063+0.00257619d,+880.155+0.00404908d,+480.046+0.00220806d,+400.032+0.00183996d,+200.008+0.00091987d,+240.012+0.00110387d,+320.021+0.0014719d,+480.046+0.00220806d
2021-01-08 02:30:00 PST,+440.039+0.00203839d,+560.063+0.00258757d,+320.021+0.00147839d,+400.032+0.00184808d,+680.093+0.00314227d,+480.046+0.00221781d,+440.039+0.00203294d,+1120.25+0.00517688d,+480.046+0.00221781d,+520.054+0.00240254d,+760.116+0.00351192d,+760.116+0.00351192d,+520.054+0.00240254d,+240.012+0.00110868d,+600.072+0.0027723d,+400.032+0.00184798d,+360.026+0.00166314d
2021-01-08 02:45:00 PST,+1960.78+0.00908844d,+440.039+0.0020328d,+360.026+0.00166312d,+600.072+0.00277227d,+520.054+0.00240252d,+560.063+0.00258739d,+680.093+0.00314205d,+520.054+0.00240252d,+1080.23+0.00499153d,+480.046+0.00221712d,+960.186+0.00443553d,+360.026+0.00166272d,+360.026+0.00166272d,+320.021+0.00147794d,+360.026+0.00166272d,+240.012+0.0011084d,+360.026+0.00166272d
2021-01-08 03:00:00 PST,+3522.51+0.0163362d,+880.156+0.00406498d,+520.054+0.00240151d,+520.054+0.00240151d,+320.021+0.00147768d,+440.039+0.00203195d,+800.129+0.00369526d,+560.063+0.00258631d,+600.072+0.00277111d,+520.054+0.00240125d,+680.093+0.0031404d,+800.129+0.00369486d,+800.129+0.00369486d,+360.026+0.00166224d,+240.012+0.00110808d,+360.026+0.00166224d,+280.016+0.00129279d
2021-01-08 03:15:00 PST,+3602.63+0.0167801d,+560.063+0.00259442d,+680.093+0.0031506d,+760.117+0.00352142d,+520.055+0.00240905d,+400.032+0.00185298d,+440.039+0.00203832d,+760.117+0.00352142d,+600.073+0.0027798d,+520.055+0.00240862d,+1000.2+0.00463332d,+440.039+0.00203797d,+520.055+0.00240862d,+520.055+0.00240862d,+240.012+0.00111148d,+320.021+0.00148205d,+200.008+0.000926214d
2021-01-08 03:30:00 PST,+1760.63+0.00816881d,+520.054+0.00240244d,+400.032+0.0018479d,+520.054+0.00240244d,+360.026+0.00166307d,+600.072+0.00277218d,+520.054+0.00240244d,+720.104+0.00332686d,+880.156+0.00406655d,+520.054+0.00240209d,+960.186+0.00443581d,+600.072+0.00277178d,+520.054+0.00240209d,+280.016+0.00129325d,+200.008+0.000923702d,+240.012+0.00110847d,+400.032+0.00184763d
2021-01-08 03:45:00 PST,+2681.45+0.0124296d,+440.039+0.00202914d,+440.039+0.00202914d,+360.026+0.00166012d,+560.063+0.00258273d,+480.046+0.00221366d,+840.142+0.00387475d,+760.116+0.00350555d,+600.072+0.00276727d,+440.039+0.00202882d,+600.072+0.00276683d,+560.063+0.00258232d,+520.054+0.00239781d,+280.016+0.00129094d,+280.016+0.00129094d,+520.054+0.00239781d,+400.032+0.00184433d
2021-01-08 04:00:00 PST,+2080.87+0.0096514d,+480.046+0.00221824d,+400.032+0.00184845d,+440.039+0.00203334d,+600.072+0.00277301d,+400.032+0.00184845d,+440.039+0.00203334d,+560.063+0.00258808d,+880.156+0.00406777d,+600.072+0.00277309d,+880.156+0.00406788d,+360.026+0.00166361d,+760.116+0.00351292d,+320.021+0.00147873d,+680.093+0.00314298d,+320.021+0.00147873d,+440.039+0.0020334d
2021-01-08 04:15:00 PST,+1240.31+0.00577262d,+680.093+0.00315364d,+360.026+0.00166925d,+520.055+0.00241137d,+320.021+0.00148374d,+600.073+0.00278249d,+560.063+0.00259693d,+640.083+0.00296806d,+560.063+0.00259693d,+480.047+0.00222589d,+920.171+0.00426744d,+840.143+0.00389617d,+480.047+0.00222589d,+440.039+0.00204035d,+480.047+0.00222589d,+320.021+0.00148379d,+440.039+0.00204035d
2021-01-08 04:30:00 PST,+1720.6+0.00804359d,+560.064+0.00260837d,+680.094+0.00316753d,+800.13+0.00372678d,+360.026+0.0016766d,+600.073+0.00279475d,+480.047+0.00223563d,+600.073+0.00279475d,+880.157+0.00409966d,+400.032+0.00186262d,+560.064+0.00260793d,+400.032+0.00186262d,+480.047+0.00223526d,+600.073+0.00279428d,+440.039+0.00204893d,+600.073+0.00279428d,+560.064+0.00260793d
2021-01-08 04:45:00 PST,+2361.13+0.0110038d,+400.032+0.00185778d,+480.047+0.00222945d,+280.016+0.00130035d,+560.063+0.00260115d,+840.143+0.00390238d,+840.143+0.00390238d,+840.143+0.00390238d,+600.073+0.00278701d,+840.143+0.00390527d,+720.105+0.00334713d,+560.063+0.00260307d,+400.032+0.00185916d,+1800.66+0.00837332d,+1480.44+0.00688339d,+1480.44+0.00688339d,+1600.52+0.00744205d
2021-01-08 05:00:00 PST,+1800.66+0.00839652d,+800.13+0.00371839d,+400.032+0.00185874d,+520.055+0.00241654d,+560.063+0.00260249d,+680.094+0.0031604d,+480.047+0.0022306d,+560.063+0.00260249d,+600.073+0.00278845d,+680.094+0.00316104d,+680.094+0.00316104d,+640.083+0.00297503d,+1080.24+0.00502171d,+440.039+0.00204508d,+600.073+0.00278902d,+880.157+0.00409126d,+720.105+0.00334707d
2021-01-08 05:15:00 PST,+1280.33+0.00593815d,+880.156+0.00407404d,+320.021+0.00148097d,+480.046+0.00222166d,+320.021+0.00148097d,+1000.2+0.00462992d,+440.039+0.00203648d,+520.055+0.00240686d,+760.116+0.00351823d,+560.063+0.00259152d,+560.063+0.00259152d,+320.021+0.00148065d,+960.186+0.00444368d,+200.008+0.000925341d,+600.073+0.0027767d,+160.005+0.000740254d,+200.008+0.000925341d
2021-01-08 05:30:00 PST,+480.046+0.00220929d,+440.039+0.00202324d,+320.021+0.00147134d,+440.039+0.00202324d,+520.054+0.00239122d,+640.082+0.00294325d,+680.093+0.00312728d,+600.072+0.00275924d,+600.072+0.00275924d,+760.116+0.00349509d,+760.116+0.00349509d,+680.093+0.00312703d,+720.104+0.00331106d,+200.008+0.000919451d,+280.016+0.00128729d,+200.008+0.000919451d,+200.008+0.000919451d
2021-01-08 05:45:00 PST,+1880.71+0.00867263d,+560.063+0.00258072d,+760.116+0.00350282d,+720.104+0.00331839d,+760.116+0.00350282d,+840.142+0.00387173d,+600.072+0.00276512d,+880.155+0.0040562d,+920.17+0.00424067d,+760.116+0.0035013d,+840.142+0.00387005d,+600.072+0.00276392d,+680.093+0.00313259d,+320.021+0.00147384d,+120.003+0.000552623d,+160.005+0.000736849d,+160.005+0.000736849d
2021-01-08 06:00:00 PST,+5446+0.0253011d,+920.171+0.00425778d,+680.093+0.0031466d,+720.104+0.00333177d,+520.054+0.00240599d,+520.054+0.00240599d,+520.054+0.00240599d,+560.063+0.00259113d,+440.039+0.00203574d,+680.093+0.00314614d,+1040.22+0.00481279d,+720.104+0.00333129d,+880.156+0.00407196d,+240.012+0.00111011d,+200.008+0.000925065d,+160.005+0.000740034d,+160.005+0.000740034d
2021-01-08 06:15:00 PST,+5967.22+0.0277868d,+960.186+0.00444406d,+360.026+0.00166592d,+1080.24+0.00499993d,+840.142+0.00388827d,+600.073+0.00277693d,+360.026+0.00166592d,+560.063+0.00259174d,+640.083+0.00296213d,+1280.33+0.00592721d,+1760.63+0.00815228d,+720.105+0.00333292d,+600.073+0.00277723d,+360.026+0.0016661d,+160.005+0.000740398d,+520.055+0.00240682d,+600.073+0.00277723d
2021-01-08 06:30:00 PST,+5245.59+0.024462d,+1040.22+0.0048232d,+520.055+0.00241084d,+920.171+0.00426637d,+480.047+0.00222534d,+1000.2+0.00463758d,+2721.5+0.0126274d,+720.105+0.00333849d,+1000.2+0.00463758d,+2040.84+0.00946359d,+960.186+0.00445054d,+680.093+0.00315193d,+1680.57+0.00779184d,+360.026+0.00166835d,+320.021+0.00148294d,+360.026+0.00166835d,+240.012+0.00111215d
2021-01-08 06:45:00 PST,+5887.06+0.0275261d,+880.157+0.00408353d,+560.063+0.0025981d,+1640.54+0.00761372d,+480.047+0.00222684d,+1040.22+0.00482646d,+2721.5+0.0126359d,+680.093+0.00315507d,+400.032+0.00185561d,+2040.84+0.00946984d,+1720.6+0.00798282d,+1040.22+0.00482483d,+800.129+0.00371087d,+120.003+0.000556402d,+520.055+0.00241166d,+120.003+0.000556402d,+200.008+0.000927381d
2021-01-08 07:00:00 PST,+5365.84+0.0250072d,+720.104+0.00332556d,+800.129+0.00369524d,+880.156+0.00406496d,+400.032+0.00184717d,+920.17+0.00424983d,+2160.94+0.00998535d,+880.156+0.00406496d,+560.063+0.00258629d,+880.156+0.00406257d,+1200.29+0.00554094d,+640.082+0.00295417d,+680.093+0.00313888d,+160.005+0.000738328d,+200.008+0.000922932d,+160.005+0.000738328d,+160.005+0.000738328d
2021-01-08 07:15:00 PST,+3883.05+0.0180587d,+1520.47+0.0070245d,+1000.2+0.00461993d,+480.046+0.00221687d,+520.054+0.00240166d,+800.129+0.00369549d,+1840.68+0.00850498d,+760.116+0.00351063d,+840.142+0.00388036d,+600.072+0.00276933d,+1200.29+0.00554067d,+520.054+0.00239997d,+680.093+0.00313873d,+320.021+0.00147673d,+160.005+0.000738291d,+200.008+0.000922887d,+200.008+0.000922887d
2021-01-08 07:30:00 PST,+920.172+0.00428945d,+720.105+0.00334025d,+560.063+0.00259772d,+480.047+0.00222651d,+560.063+0.00259772d,+560.063+0.00259772d,+2361.13+0.0109595d,+1760.63+0.00817023d,+600.073+0.00278334d,+960.186+0.00445188d,+800.129+0.00370954d,+480.047+0.00222529d,+1120.25+0.00519437d,+240.012+0.00111248d,+160.005+0.000741617d,+360.026+0.00166885d,+480.047+0.00222529d
2021-01-08 07:45:00 PST,+760.115+0.00347364d,+520.054+0.00236707d,+440.038+0.00200281d,+440.038+0.00200281d,+320.02+0.00145648d,+480.046+0.00218494d,+1960.76+0.0089297d,+1960.76+0.0089297d,+760.115+0.00346006d,+760.115+0.00345872d,+920.168+0.00418727d,+320.02+0.00145592d,+1320.35+0.00600926d,+320.02+0.00145592d,+360.026+0.00163795d,+360.026+0.00163795d,+360.026+0.00163795d
2021-01-08 08:00:00 PST,+400.031+0.00180219d,+520.053+0.00234037d,+360.025+0.0016201d,+440.038+0.00198022d,+440.038+0.00198022d,+1200.28+0.00540301d,+1880.69+0.00846811d,+2000.79+0.00900926d,+720.102+0.00324089d,+520.053+0.00233934d,+1000.2+0.0045d,+440.038+0.00197935d,+1800.64+0.00810382d,+440.038+0.00197935d,+320.02+0.00143943d,+280.015+0.00125947d,+280.015+0.00125947d
2021-01-08 08:15:00 PST,+720.102+0.00325046d,+1080.23+0.00487119d,+520.053+0.00234462d,+400.031+0.00180342d,+480.045+0.00216421d,+2000.79+0.00902562d,+2000.79+0.00902562d,+2080.85+0.00938709d,+880.152+0.00396865d,+920.166+0.0041454d,+1000.12+0.00286215d,+440.038+0.00198202d,+960.181+0.00432574d,+160.005+0.000720618d,+400.031+0.0018018d,+160.005+0.000720618d,+320.02+0.00144137d
2021-01-08 08:30:00 PST,+2841.6+0.0129417d,+2200.96+0.0100141d,+440.038+0.00200073d,+520.054+0.00236461d,+320.02+0.00145497d,+2241+0.0101964d,+1960.76+0.0089204d,+2521.26+0.0114729d,+1360.37+0.00618746d,+800.127+0.00363409d,+2080.47+0.00517473d,+400.032+0.00181662d,+760.114+0.00345231d,+160.005+0.000726545d,+280.016+0.00127154d,+200.008+0.000908202d,+160.005+0.000726545d
2021-01-08 08:45:00 PST,+800.127+0.00364619d,+2361.11+0.0107631d,+360.026+0.00163988d,+400.032+0.00182213d,+680.092+0.00309814d,+2961.74+0.0135044d,+2321.07+0.0105805d,+1160.27+0.00528658d,+1200.29+0.005469d,+480.046+0.00218345d,+600.071+0.00272951d,+440.038+0.00200145d,+600.071+0.00272951d,+240.011+0.00109157d,+120.003+0.000545746d,+320.02+0.0014555d,+440.038+0.00200145d
2021-01-08 09:00:00 PST,+440.038+0.00200266d,+1920.73+0.00874039d,+760.114+0.00345735d,+320.02+0.00145535d,+440.038+0.00200125d,+2521.26+0.0114759d,+2040.83+0.00928733d,+880.153+0.00400353d,+1080.23+0.00491401d,+520.054+0.00236236d,+520.054+0.00236236d,+360.026+0.00163533d,+520.054+0.00236236d,+280.016+0.00127186d,+280.016+0.00127186d,+320.02+0.00145359d,+400.032+0.00181707d
2021-01-08 09:15:00 PST,+640.082+0.00293639d,+2120.9+0.00972678d,+440.039+0.00201673d,+520.054+0.00238353d,+360.026+0.00164997d,+2401.15+0.0110133d,+2281.04+0.0104619d,+1160.27+0.00531913d,+800.128+0.00366758d,+680.092+0.00311454d,+640.082+0.00293126d,+2320.74+0.00736668d,+640.082+0.00293126d,+240.011+0.00109896d,+400.032+0.00183177d,+200.008+0.000915778d,+200.008+0.000915778d
2021-01-08 09:30:00 PST,+440.039+0.00201795d,+2080.86+0.00954207d,+320.02+0.00146646d,+520.054+0.00238329d,+440.039+0.00201653d,+2200.97+0.0100933d,+1720.59+0.00788886d,+2200.97+0.0100933d,+960.184+0.00440108d,+400.032+0.00183203d,+360.026+0.00164879d,+4162.47+0.0136287d,+920.092+0.00230254d,+520.054+0.00238181d,+160.005+0.000732705d,+320.02+0.00146555d,+160.005+0.000732705d
2021-01-08 09:45:00 PST,+640.082+0.00293727d,+760.115+0.00348324d,+480.046+0.00219957d,+280.016+0.00128293d,+480.046+0.00219957d,+2040.83+0.00935694d,+720.103+0.00329984d,+2841.61+0.0130326d,+600.072+0.00274967d,+2560.76+0.0068411d,+480.046+0.00219959d,+2680.94+0.00802297d,+1800.39+0.00502592d,+160.005+0.000733056d,+240.011+0.00109964d,+160.005+0.000733056d,+160.005+0.000733056d
2021-01-08 10:00:00 PST,+440.039+0.00203d,+520.054+0.00239496d,+520.054+0.00239496d,+440.039+0.0020264d,+280.016+0.0012894d,+2040.84+0.00940424d,+720.104+0.0033165d,+2681.44+0.0123594d,+880.155+0.00405389d,+3962.22+0.0128346d,+680.093+0.00313144d,+600.056+0.00212435d,+520.054+0.0023944d,+160.005+0.00073657d,+280.016+0.0012891d,+280.016+0.0012891d,+320.021+0.0014733d
2021-01-08 10:15:00 PST,+600.072+0.00274075d,+600.072+0.00274002d,+400.032+0.00182646d,+560.062+0.00255729d,+440.039+0.00200915d,+2321.07+0.0106056d,+560.062+0.00255729d,+2321.07+0.0106056d,+680.092+0.0031055d,+3561.86+0.0119638d,+360.026+0.00164324d,+480.046+0.00219115d,+440.038+0.0020085d,+200.008+0.000912825d,+200.008+0.000912825d,+400.032+0.00182587d,+440.038+0.0020085d
2021-01-08 10:30:00 PST,+640.082+0.00292596d,+600.072+0.00273815d,+600.072+0.00273815d,+360.026+0.00164265d,+440.038+0.00200778d,+2080.86+0.00950065d,+640.081+0.00292076d,+2841.61+0.0129779d,+520.054+0.00237295d,+2560.86+0.00769656d,+440.038+0.00200742d,+2200.65+0.00683196d,+800.127+0.00365065d,+280.016+0.00127733d,+440.038+0.00200742d,+120.003+0.000547373d,+240.011+0.00109483d
2021-01-08 10:45:00 PST,+680.092+0.00311292d,+520.054+0.00237349d,+560.062+0.00255613d,+320.02+0.00146043d,+320.02+0.00146043d,+2040.83+0.00931984d,+840.14+0.00383483d,+2921.7+0.0133472d,+1280.33+0.00584509d,+600.072+0.00273745d,+600.072+0.00273745d,+2280.67+0.00674575d,+440.038+0.00200727d,+200.008+0.000912266d,+160.005+0.000729795d,+1680.46+0.00634795d,+160.005+0.000729795d
2021-01-08 11:00:00 PST,+520.054+0.00237562d,+600.071+0.00273563d,+320.02+0.00145876d,+560.062+0.00255319d,+520.054+0.00237077d,+2040.83+0.00930913d,+520.054+0.00237077d,+2801.56+0.012783d,+680.092+0.00310053d,+480.046+0.00218732d,+440.038+0.002005d,+1920.39+0.00465132d,+480.046+0.00218732d,+480.046+0.00218732d,+160.005+0.00072897d,+1320.22+0.00380742d,+160.005+0.00072897d
2021-01-08 11:15:00 PST,+520.054+0.00238468d,+560.062+0.00256124d,+360.026+0.00164632d,+360.026+0.00164632d,+400.032+0.00182928d,+2000.8+0.00915519d,+1000.2+0.00457485d,+1680.56+0.00768889d,+1000.2+0.00457485d,+480.046+0.00219484d,+440.039+0.00201188d,+400.032+0.00182894d,+760.059+0.00178107d,+280.016+0.00128017d,+200.008+0.00091436d,+3441.96+0.0130983d,+320.02+0.00146308d
2021-01-08 11:30:00 PST,+560.063+0.00258322d,+560.063+0.00257969d,+600.072+0.00276402d,+320.021+0.00147389d,+280.016+0.00128962d,+720.104+0.00331707d,+1840.68+0.00848269d,+1160.27+0.00534559d,+1560.49+0.00719063d,+560.063+0.00258127d,+480.046+0.00221241d,+400.032+0.00184358d,+4402.98+0.0155394d,+160.005+0.000737318d,+320.021+0.00147479d,+3642.14+0.0135206d,+440.039+0.00202799d
