# file...... Meter_645_B_Power.real.csv
# date...... Wed May 12 15:03:45 2021
# user...... Christine
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,meter_645_B:measured_power.real,xfmr_meter_645_B_1:measured_power.real,xfmr_meter_645_B_2:measured_power.real,xfmr_meter_645_B_3:measured_power.real,xfmr_meter_645_B_4:measured_power.real,xfmr_meter_645_B_5:measured_power.real,house_meter_645_B_1:measured_power.real,house_meter_645_B_2:measured_power.real,house_meter_645_B_3:measured_power.real,house_meter_645_B_4:measured_power.real,house_meter_645_B_5:measured_power.real,house_meter_645_B_6:measured_power.real,house_meter_645_B_7:measured_power.real,house_meter_645_B_8:measured_power.real,house_meter_645_B_9:measured_power.real,house_meter_645_B_10:measured_power.real,house_meter_645_B_11:measured_power.real,house_meter_645_B_12:measured_power.real,house_meter_645_B_13:measured_power.real,house_meter_645_B_14:measured_power.real,house_meter_645_B_15:measured_power.real,house_meter_645_B_16:measured_power.real,house_meter_645_B_17:measured_power.real,house_meter_645_B_18:measured_power.real,house_meter_645_B_19:measured_power.real
2021-01-07 16:30:00 PST,1.1079e+005,3.9222e+003,7.7688e+003,3.2226e+004,6.0588e+004,6.2860e+003,3.6003e+002,4.4004e+002,5.2005e+002,4.8005e+002,4.4004e+002,2.4001e+002,6.8009e+002,7.6012e+002,1.3602e+003,1.0002e+003,7.6012e+002,4.8005e+002,5.6006e+002,1.2403e+003,1.6405e+003,7.2010e+002,6.0007e+002,6.4008e+002,1.0802e+003
2021-01-07 16:45:00 PST,1.3986e+005,7.4882e+003,1.1464e+004,2.9803e+004,8.2732e+004,8.3741e+003,1.2003e+003,1.0802e+003,4.4004e+002,1.2003e+003,1.0402e+003,3.6003e+002,9.6019e+002,1.2003e+003,5.1643e+003,1.0402e+003,8.4014e+002,4.0003e+002,3.6003e+002,1.3604e+003,1.4804e+003,8.0013e+002,6.4008e+002,1.7606e+003,1.0002e+003
2021-01-07 17:00:00 PST,1.3419e+005,8.0499e+003,1.1382e+004,3.2600e+004,7.6467e+004,5.6850e+003,1.1603e+003,9.2017e+002,4.4004e+002,8.8016e+002,1.2403e+003,4.4004e+002,9.2017e+002,2.0408e+003,4.2829e+003,8.4014e+002,1.1203e+003,3.6003e+002,4.8005e+002,1.6405e+003,1.6806e+003,9.6019e+002,8.0013e+002,1.8407e+003,9.6019e+002
2021-01-07 17:15:00 PST,1.4004e+005,1.0536e+004,1.0696e+004,4.2485e+004,7.1634e+004,4.6835e+003,9.6019e+002,1.1603e+003,2.2408e+003,8.8016e+002,1.3204e+003,9.2017e+002,9.2017e+002,2.1209e+003,2.2405e+003,1.1603e+003,1.0002e+003,6.0007e+002,1.0002e+003,1.2403e+003,1.6005e+003,1.8407e+003,1.3204e+003,1.4804e+003,1.4804e+003
2021-01-07 17:30:00 PST,1.3591e+005,1.2102e+004,1.2503e+004,3.1572e+004,7.4648e+004,5.0840e+003,2.1609e+003,9.2017e+002,1.7203e+003,8.8016e+002,1.8407e+003,9.2017e+002,1.0002e+003,2.6414e+003,3.1612e+003,1.6806e+003,1.0002e+003,1.2803e+003,7.6012e+002,1.0402e+003,1.9608e+003,1.6005e+003,1.9608e+003,1.8007e+003,4.4440e+003
2021-01-07 17:45:00 PST,1.3426e+005,1.2543e+004,1.2543e+004,3.7265e+004,6.5819e+004,6.0854e+003,2.4012e+003,9.2017e+002,1.4402e+003,1.0002e+003,2.1209e+003,9.6019e+002,1.0802e+003,2.6014e+003,2.7608e+003,1.3204e+003,1.0402e+003,9.6019e+002,5.6006e+002,2.1609e+003,2.1209e+003,1.6005e+003,3.2822e+003,1.5605e+003,4.0033e+003
2021-01-07 18:00:00 PST,1.3726e+005,1.1820e+004,1.4070e+004,2.4749e+004,8.1251e+004,5.3641e+003,2.3611e+003,1.0402e+003,1.1202e+003,1.3204e+003,2.2410e+003,1.4004e+003,1.0802e+003,1.2403e+003,1.1202e+003,1.0802e+003,1.4404e+003,1.0802e+003,3.2415e+003,3.1220e+003,1.8807e+003,1.0802e+003,2.3611e+003,1.4404e+003,2.1609e+003
2021-01-07 18:15:00 PST,1.4267e+005,9.2527e+003,1.3025e+004,1.9341e+004,9.5118e+004,5.9251e+003,1.9608e+003,1.1203e+003,4.8004e+002,9.6019e+002,1.6405e+003,1.0002e+003,1.1203e+003,9.6019e+002,1.2003e+003,1.2003e+003,9.2017e+002,9.6019e+002,3.5617e+003,1.8807e+003,2.0809e+003,1.2003e+003,1.8407e+003,1.6405e+003,1.9608e+003
2021-01-07 18:30:00 PST,1.1982e+005,1.3905e+004,1.5999e+004,2.2331e+004,6.1536e+004,6.0453e+003,3.1611e+003,2.6007e+003,5.6006e+002,1.5176e+003,1.2803e+003,1.0002e+003,2.6014e+003,1.1603e+003,4.8834e+003,1.3604e+003,8.0013e+002,8.8016e+002,3.4013e+003,1.2003e+003,2.0008e+003,1.4404e+003,1.8007e+003,2.1209e+003,1.3204e+003
2021-01-07 18:45:00 PST,1.2559e+005,1.0937e+004,2.0863e+004,2.2437e+004,6.4100e+004,7.2475e+003,1.7604e+003,2.1205e+003,7.2010e+002,1.0402e+003,1.2403e+003,9.6019e+002,1.9608e+003,1.1203e+003,2.4407e+003,2.2811e+003,3.4414e+003,8.0013e+002,5.0439e+003,2.8817e+003,2.5213e+003,1.4004e+003,2.6414e+003,1.7206e+003,9.6019e+002
2021-01-07 19:00:00 PST,1.1773e+005,8.6106e+003,2.1430e+004,2.5591e+004,5.5166e+004,6.9268e+003,1.0802e+003,1.1603e+003,6.0007e+002,1.0402e+003,1.2803e+003,1.2403e+003,9.6019e+002,1.2403e+003,3.5615e+003,1.8407e+003,6.6062e+003,1.0002e+003,3.0011e+003,1.9608e+003,2.2410e+003,1.1603e+003,2.7215e+003,8.4014e+002,1.1603e+003
2021-01-07 19:15:00 PST,1.3901e+005,1.1862e+004,1.5197e+004,3.5915e+004,6.7022e+004,9.0128e+003,4.3622e+003,1.0002e+003,3.2002e+002,1.3204e+003,1.0802e+003,1.3204e+003,1.1603e+003,1.2803e+003,1.5204e+003,9.2017e+002,5.0037e+003,8.8016e+002,8.0013e+002,1.1603e+003,2.9217e+003,1.9608e+003,2.5613e+003,1.1603e+003,1.1603e+003
2021-01-07 19:30:00 PST,1.2704e+005,1.6401e+004,1.0095e+004,3.6311e+004,5.5580e+004,8.6510e+003,5.4430e+003,1.6806e+003,7.6012e+002,3.0810e+003,2.1609e+003,1.1603e+003,1.0402e+003,1.0402e+003,1.0402e+003,1.2403e+003,1.3202e+003,8.0013e+002,7.6012e+002,1.1203e+003,1.9608e+003,1.8407e+003,1.9608e+003,8.4014e+002,1.0802e+003
2021-01-07 19:45:00 PST,1.1676e+005,1.3628e+004,1.4313e+004,3.7204e+004,4.4084e+004,7.5280e+003,4.0420e+003,1.4004e+003,1.0402e+003,1.3604e+003,1.3604e+003,1.0002e+003,1.0402e+003,2.3611e+003,4.9632e+003,1.0002e+003,8.8016e+002,9.2017e+002,1.1603e+003,1.0802e+003,2.2811e+003,2.0008e+003,1.4804e+003,8.0013e+002,8.0013e+002
2021-01-07 20:00:00 PST,1.0168e+005,8.9713e+003,1.4875e+004,3.0680e+004,3.8504e+004,8.6506e+003,1.6803e+003,1.1203e+003,6.0007e+002,1.0402e+003,1.1203e+003,1.0002e+003,1.3204e+003,1.0802e+003,4.8432e+003,1.1203e+003,8.0013e+002,9.6019e+002,9.6019e+002,1.2803e+003,3.0419e+003,1.8407e+003,9.6019e+002,1.3604e+003,1.1203e+003
2021-01-07 20:15:00 PST,1.0449e+005,1.0135e+004,1.1178e+004,3.4349e+004,4.2143e+004,6.6864e+003,2.9610e+003,9.6019e+002,7.6012e+002,1.1203e+003,1.0802e+003,8.8016e+002,1.2403e+003,1.1203e+003,2.3206e+003,1.0002e+003,2.3611e+003,8.0013e+002,8.0013e+002,8.8016e+002,1.4804e+003,1.5205e+003,1.1603e+003,1.4004e+003,1.2403e+003
2021-01-07 20:30:00 PST,1.0304e+005,1.0616e+004,1.7011e+004,3.2398e+004,3.7125e+004,5.8849e+003,2.8009e+003,1.1203e+003,7.2010e+002,1.1603e+003,1.1203e+003,1.2803e+003,1.0402e+003,1.3604e+003,1.0002e+003,1.0402e+003,5.7266e+003,8.4014e+002,5.2039e+003,9.6019e+002,9.6019e+002,1.2403e+003,1.2003e+003,1.2003e+003,1.5605e+003
2021-01-07 20:45:00 PST,1.0945e+005,7.3678e+003,1.6404e+004,3.9092e+004,3.7491e+004,9.0943e+003,1.6803e+003,8.8016e+002,2.8002e+002,9.6019e+002,1.0802e+003,1.0402e+003,6.0007e+002,8.4014e+002,1.2003e+003,8.8016e+002,3.7228e+003,9.6019e+002,5.3645e+003,1.3204e+003,1.5205e+003,1.4004e+003,1.2003e+003,7.6012e+002,1.2403e+003
2021-01-07 21:00:00 PST,1.1086e+005,5.3643e+003,1.9742e+004,3.7405e+004,4.2460e+004,5.8857e+003,4.8005e+002,6.4008e+002,3.2002e+002,9.2017e+002,6.8009e+002,1.2803e+003,5.2005e+002,5.2005e+002,6.1653e+003,9.2017e+002,1.7606e+003,1.2003e+003,4.9236e+003,1.3204e+003,1.8407e+003,1.5605e+003,1.1603e+003,1.1203e+003,1.4004e+003
2021-01-07 21:15:00 PST,1.1089e+005,5.7649e+003,1.7488e+004,3.7143e+004,4.6130e+004,4.3629e+003,6.0007e+002,5.6006e+002,4.8005e+002,1.0802e+003,6.8009e+002,1.2003e+003,6.8009e+002,4.8005e+002,5.9246e+003,1.1203e+003,8.0013e+002,1.2003e+003,3.6017e+003,1.3604e+003,1.8407e+003,1.6005e+003,1.2003e+003,1.0402e+003,1.2803e+003
2021-01-07 21:30:00 PST,9.5834e+004,5.6049e+003,1.3306e+004,3.5880e+004,3.6960e+004,4.0826e+003,4.4004e+002,4.8005e+002,7.2010e+002,1.1203e+003,4.4004e+002,1.5205e+003,3.2002e+002,5.6006e+002,3.0409e+003,1.0002e+003,9.6019e+002,9.6019e+002,3.2013e+003,1.4804e+003,1.5205e+003,1.1203e+003,1.1203e+003,1.0002e+003,1.1203e+003
2021-01-07 21:45:00 PST,1.1399e+005,5.1242e+003,9.0517e+003,3.7321e+004,5.3875e+004,8.6173e+003,3.2002e+002,3.2002e+002,4.4004e+002,1.1203e+003,6.0007e+002,1.4004e+003,3.6003e+002,5.6006e+002,1.6005e+003,8.4014e+002,8.8016e+002,1.0402e+003,8.0012e+002,1.2003e+003,1.5205e+003,1.1603e+003,9.2017e+002,4.0003e+002,7.2011e+002
2021-01-07 22:00:00 PST,6.2427e+004,4.7233e+003,8.4100e+003,1.6487e+004,2.8924e+004,3.8823e+003,3.6003e+002,6.4008e+002,4.4004e+002,8.0013e+002,5.2005e+002,1.1203e+003,4.8005e+002,3.6003e+002,1.0402e+003,9.6019e+002,1.0002e+003,1.0802e+003,8.8016e+002,1.0002e+003,1.4404e+003,1.0002e+003,8.8016e+002,4.8005e+002,8.4014e+002
2021-01-07 22:15:00 PST,4.9918e+004,5.4446e+003,8.0492e+003,6.7268e+003,2.4211e+004,5.4867e+003,6.8009e+002,6.4008e+002,2.0001e+002,7.6012e+002,3.6003e+002,1.0402e+003,1.3604e+003,4.0003e+002,1.0402e+003,1.0802e+003,1.0002e+003,8.4014e+002,8.0013e+002,1.0802e+003,1.3604e+003,8.4014e+002,9.2017e+002,6.4008e+002,1.1203e+003
2021-01-07 22:30:00 PST,4.2911e+004,3.8021e+003,8.8113e+003,8.4916e+003,1.5115e+004,6.6909e+003,6.0007e+002,4.8005e+002,2.4001e+002,3.2002e+002,5.2005e+002,6.4008e+002,6.0007e+002,4.0003e+002,9.6019e+002,7.6012e+002,1.3204e+003,6.8009e+002,8.8016e+002,1.2403e+003,1.8407e+003,1.1203e+003,1.4804e+003,4.8005e+002,1.2003e+003
2021-01-07 22:45:00 PST,3.9306e+004,4.1224e+003,8.4903e+003,8.3724e+003,1.5680e+004,2.6410e+003,4.8005e+002,4.4004e+002,4.8005e+002,5.6006e+002,5.6006e+002,5.6006e+002,4.4004e+002,6.0007e+002,9.2017e+002,7.2010e+002,1.3204e+003,9.6019e+002,1.2403e+003,8.8016e+002,1.5205e+003,9.2017e+002,1.4004e+003,6.0007e+002,1.1203e+003
2021-01-07 23:00:00 PST,3.6543e+004,3.8021e+003,7.8487e+003,7.5685e+003,1.5043e+004,2.2808e+003,3.6003e+002,4.0003e+002,2.8002e+002,6.0007e+002,3.2002e+002,8.4014e+002,3.6003e+002,6.4008e+002,9.2017e+002,9.2017e+002,1.2003e+003,8.4014e+002,1.0002e+003,8.8016e+002,1.2003e+003,8.8016e+002,9.2017e+002,7.2010e+002,7.6012e+002
2021-01-07 23:15:00 PST,3.7358e+004,2.8812e+003,8.3699e+003,5.6048e+003,1.8341e+004,2.1607e+003,3.2002e+002,4.0003e+002,2.4001e+002,2.8002e+002,5.2005e+002,4.4004e+002,3.6003e+002,3.2002e+002,9.6018e+002,1.1603e+003,1.2403e+003,8.4014e+002,6.4008e+002,1.1203e+003,1.3604e+003,1.0402e+003,1.0402e+003,6.4008e+002,7.2010e+002
2021-01-07 23:30:00 PST,3.3981e+004,2.9613e+003,8.5705e+003,5.0439e+003,1.5004e+004,2.4008e+003,3.6003e+002,5.6006e+002,3.2002e+002,2.4001e+002,4.8005e+002,2.8002e+002,3.6003e+002,3.6003e+002,1.1203e+003,1.1203e+003,1.2003e+003,1.3604e+003,6.8009e+002,8.0013e+002,1.4004e+003,8.8016e+002,1.0002e+003,4.4004e+002,8.0013e+002
2021-01-07 23:45:00 PST,3.5144e+004,3.2816e+003,7.6084e+003,6.0870e+003,1.5726e+004,2.4409e+003,7.2010e+002,4.0003e+002,3.2002e+002,2.0001e+002,4.4004e+002,3.2002e+002,5.2005e+002,3.6003e+002,9.2017e+002,1.4804e+003,7.2010e+002,1.2003e+003,6.4008e+002,6.4008e+002,1.1603e+003,8.4014e+002,6.8009e+002,5.2005e+002,6.0007e+002
2021-01-08 00:00:00 PST,3.0253e+004,3.8421e+003,5.8449e+003,4.4430e+003,1.3962e+004,2.1607e+003,4.8005e+002,4.8005e+002,4.0003e+002,4.0003e+002,6.0007e+002,3.6003e+002,6.0007e+002,5.2005e+002,9.2017e+002,6.8009e+002,5.6006e+002,8.8016e+002,5.6006e+002,6.0007e+002,1.0002e+003,6.4008e+002,4.8005e+002,6.4008e+002,5.2005e+002
2021-01-08 00:15:00 PST,2.8795e+004,3.3216e+003,6.3258e+003,5.4447e+003,1.1782e+004,1.9205e+003,4.4004e+002,3.2002e+002,3.6003e+002,4.0003e+002,2.8002e+002,5.2005e+002,2.8002e+002,7.2010e+002,8.8016e+002,8.0013e+002,5.2005e+002,7.6012e+002,4.4004e+002,8.0013e+002,1.2003e+003,9.2017e+002,6.0007e+002,4.8005e+002,6.0007e+002
2021-01-08 00:30:00 PST,2.4143e+004,2.4408e+003,6.0052e+003,6.0059e+003,8.0509e+003,1.6404e+003,2.8002e+002,3.6003e+002,2.0001e+002,3.6003e+002,2.8002e+002,3.2002e+002,2.8002e+002,3.6003e+002,8.0013e+002,9.2017e+002,7.6012e+002,7.6012e+002,4.0003e+002,6.0007e+002,1.2403e+003,5.2005e+002,7.2010e+002,5.2005e+002,6.8009e+002
2021-01-08 00:45:00 PST,2.5911e+004,2.2007e+003,7.4079e+003,4.9638e+003,9.6582e+003,1.6804e+003,2.4001e+002,4.0003e+002,2.0001e+002,2.0001e+002,2.4001e+002,4.0003e+002,2.0001e+002,3.2002e+002,7.2010e+002,1.1203e+003,1.3604e+003,1.1203e+003,6.4008e+002,6.8009e+002,1.2003e+003,5.6006e+002,8.4014e+002,7.6012e+002,6.0007e+002
2021-01-08 01:00:00 PST,2.5349e+004,2.2007e+003,5.5244e+003,4.6032e+003,1.1140e+004,1.8805e+003,2.0001e+002,2.4001e+002,3.2002e+002,2.4001e+002,3.6003e+002,3.2002e+002,2.4001e+002,2.8002e+002,6.0007e+002,7.2010e+002,1.2003e+003,5.2005e+002,4.8005e+002,7.2010e+002,7.6012e+002,5.2005e+002,6.0007e+002,7.2010e+002,5.2005e+002
2021-01-08 01:15:00 PST,2.4543e+004,3.2816e+003,4.8835e+003,6.8881e+003,7.7298e+003,1.7605e+003,4.8005e+002,2.0001e+002,5.2005e+002,3.6003e+002,6.0007e+002,3.2002e+002,4.4004e+002,3.6003e+002,6.0007e+002,4.4004e+002,8.0013e+002,4.8005e+002,3.2002e+002,6.8009e+002,1.0002e+003,5.6006e+002,8.0013e+002,4.8005e+002,6.0007e+002
2021-01-08 01:30:00 PST,2.2019e+004,3.1214e+003,4.9235e+003,4.0826e+003,8.0915e+003,1.8005e+003,3.6003e+002,3.2002e+002,4.0003e+002,3.6003e+002,2.4001e+002,5.2005e+002,4.8005e+002,4.4004e+002,5.6006e+002,6.0007e+002,1.0002e+003,6.4008e+002,2.8002e+002,5.6006e+002,6.8009e+002,6.0007e+002,4.8005e+002,4.8005e+002,4.0003e+002
2021-01-08 01:45:00 PST,1.8573e+004,2.2807e+003,4.6030e+003,3.8022e+003,6.2468e+003,1.6404e+003,3.6003e+002,4.0003e+002,2.8002e+002,2.4001e+002,1.6001e+002,2.8002e+002,2.0001e+002,3.6003e+002,5.6006e+002,5.2005e+002,8.8016e+002,4.4004e+002,5.6006e+002,6.4008e+002,6.4008e+002,3.6003e+002,5.2005e+002,4.8005e+002,3.2002e+002
2021-01-08 02:00:00 PST,1.9297e+004,2.4409e+003,3.8021e+003,3.7623e+003,7.7717e+003,1.5203e+003,2.8002e+002,4.4004e+002,2.8002e+002,4.8005e+002,2.4001e+002,2.4001e+002,2.0001e+002,2.8002e+002,5.2005e+002,3.2002e+002,7.2010e+002,3.2002e+002,4.8005e+002,6.4008e+002,5.6006e+002,2.4001e+002,4.8005e+002,3.6003e+002,4.8005e+002
2021-01-08 02:15:00 PST,1.7492e+004,2.0406e+003,3.6819e+003,3.8426e+003,6.1265e+003,1.8005e+003,2.4001e+002,1.6001e+002,2.0001e+002,4.4004e+002,2.0001e+002,3.6003e+002,2.4001e+002,2.0001e+002,4.8005e+002,3.2002e+002,6.4008e+002,4.4004e+002,2.8002e+002,4.4004e+002,5.6006e+002,5.2005e+002,4.8005e+002,2.8002e+002,5.2005e+002
2021-01-08 02:30:00 PST,1.7651e+004,2.8011e+003,3.1214e+003,3.9225e+003,5.9659e+003,1.8405e+003,2.4001e+002,2.0001e+002,4.8005e+002,3.6003e+002,5.6006e+002,4.0003e+002,2.0001e+002,3.6003e+002,4.8005e+002,5.2005e+002,3.2002e+002,4.4004e+002,2.8002e+002,4.4004e+002,2.8002e+002,3.6003e+002,2.8002e+002,6.4008e+002,4.8005e+002
2021-01-08 02:45:00 PST,2.1899e+004,3.5618e+003,3.8822e+003,5.1653e+003,7.5695e+003,1.7204e+003,5.6006e+002,2.4001e+002,5.6006e+002,4.0003e+002,4.0003e+002,5.2005e+002,4.8005e+002,4.0003e+002,5.6006e+002,4.4004e+002,4.0003e+002,4.0003e+002,6.0007e+002,7.2010e+002,3.6003e+002,4.0003e+002,4.4004e+002,7.6012e+002,3.2002e+002
2021-01-08 03:00:00 PST,2.1622e+004,2.2807e+003,3.9622e+003,3.8423e+003,9.7767e+003,1.7605e+003,2.4001e+002,3.6003e+002,3.6003e+002,2.4001e+002,2.0001e+002,2.4001e+002,4.0003e+002,2.4001e+002,5.6006e+002,3.2002e+002,4.8005e+002,4.0003e+002,5.2005e+002,6.8009e+002,6.0007e+002,4.0003e+002,5.6006e+002,4.8005e+002,5.6006e+002
2021-01-08 03:15:00 PST,2.1299e+004,2.4409e+003,3.1614e+003,5.2445e+003,8.8921e+003,1.5604e+003,3.2002e+002,5.6006e+002,2.8002e+002,2.8002e+002,2.0001e+002,2.0001e+002,2.4001e+002,3.6003e+002,3.6003e+002,4.0003e+002,4.4004e+002,4.4004e+002,2.8002e+002,4.0003e+002,3.6003e+002,4.8005e+002,4.0003e+002,4.8005e+002,5.6006e+002
2021-01-08 03:30:00 PST,2.6332e+004,2.2007e+003,2.8011e+003,3.8823e+003,1.5767e+004,1.6804e+003,3.6003e+002,2.0001e+002,2.8002e+002,3.6003e+002,2.4001e+002,2.4001e+002,2.4001e+002,2.8002e+002,2.8002e+002,5.2005e+002,2.4001e+002,3.6003e+002,3.2002e+002,4.8005e+002,2.4001e+002,3.6003e+002,2.8002e+002,5.6006e+002,5.6006e+002
2021-01-08 03:45:00 PST,1.9095e+004,2.6010e+003,3.4817e+003,5.6050e+003,5.6470e+003,1.7605e+003,2.0001e+002,2.4001e+002,4.8005e+002,4.0003e+002,4.8005e+002,2.4001e+002,2.0001e+002,3.6003e+002,4.4004e+002,3.6003e+002,4.8005e+002,3.6003e+002,4.8005e+002,6.4008e+002,4.8005e+002,2.4001e+002,4.4004e+002,5.6006e+002,4.4004e+002
2021-01-08 04:00:00 PST,2.6964e+004,3.4017e+003,3.8020e+003,5.6853e+003,1.2235e+004,1.8405e+003,4.4004e+002,2.8002e+002,3.6003e+002,4.4004e+002,3.6003e+002,7.2010e+002,3.2002e+002,4.8005e+002,6.0007e+002,3.2002e+002,4.8005e+002,4.8005e+002,4.4004e+002,5.2005e+002,4.0003e+002,5.6006e+002,5.6006e+002,6.0007e+002,9.6018e+002
2021-01-08 04:15:00 PST,7.1931e+004,3.2816e+003,3.2015e+003,1.7935e+004,4.5752e+004,1.7605e+003,6.8009e+002,4.8005e+002,2.8002e+002,2.0001e+002,4.0003e+002,3.2002e+002,6.0007e+002,3.2002e+002,5.2005e+002,4.8005e+002,3.2002e+002,4.4004e+002,3.2002e+002,3.2002e+002,4.0003e+002,4.0003e+002,3.2002e+002,4.4004e+002,7.6012e+002
2021-01-08 04:30:00 PST,3.0025e+004,4.1225e+003,3.0013e+003,3.9623e+003,1.6978e+004,1.9606e+003,8.8015e+002,6.4008e+002,3.6003e+002,2.0001e+002,5.6006e+002,4.4004e+002,5.2005e+002,5.2005e+002,4.8005e+002,4.0003e+002,3.2002e+002,2.8002e+002,3.6003e+002,4.4004e+002,4.0003e+002,3.2002e+002,2.8002e+002,6.4008e+002,5.2005e+002
2021-01-08 04:45:00 PST,4.3809e+004,8.9720e+003,3.4417e+003,3.3216e+003,2.6113e+004,1.9606e+003,1.3203e+003,1.5205e+003,4.0003e+002,2.0001e+002,1.3604e+003,1.2003e+003,1.4404e+003,1.5205e+003,4.4004e+002,3.6003e+002,5.2005e+002,4.0003e+002,4.8005e+002,4.4004e+002,4.8005e+002,3.2002e+002,4.8005e+002,3.2002e+002,7.6012e+002
2021-01-08 05:00:00 PST,3.7728e+004,4.8033e+003,3.3216e+003,8.8547e+003,1.8828e+004,1.9205e+003,5.2005e+002,4.4004e+002,4.8005e+002,3.2002e+002,8.4014e+002,6.4008e+002,9.6018e+002,6.0007e+002,3.2002e+002,4.4004e+002,4.4004e+002,5.6006e+002,3.6003e+002,2.8002e+002,2.8002e+002,6.4008e+002,4.8005e+002,6.8009e+002,4.4004e+002
2021-01-08 05:15:00 PST,5.5665e+004,2.9213e+003,3.0013e+003,1.7298e+004,2.9883e+004,2.5610e+003,2.0001e+002,2.0001e+002,3.6003e+002,6.0007e+002,1.6001e+002,6.0007e+002,4.4004e+002,3.6003e+002,4.0003e+002,4.8005e+002,3.2002e+002,3.2002e+002,3.6003e+002,4.0003e+002,3.2002e+002,4.0003e+002,3.2002e+002,4.8005e+002,7.6012e+002
2021-01-08 05:30:00 PST,7.7969e+004,1.8805e+003,3.2415e+003,2.9284e+004,4.1000e+004,2.5611e+003,3.6003e+002,2.8002e+002,2.0001e+002,2.0001e+002,2.8002e+002,2.4001e+002,1.6001e+002,1.6001e+002,4.8005e+002,2.4001e+002,3.2002e+002,2.8002e+002,4.4004e+002,5.6006e+002,6.0007e+002,3.2002e+002,7.2011e+002,4.0003e+002,6.8009e+002
2021-01-08 05:45:00 PST,8.4570e+004,2.4409e+003,3.6019e+003,2.7790e+004,4.8296e+004,2.4409e+003,5.6006e+002,3.2002e+002,2.4001e+002,2.0001e+002,2.8002e+002,1.6001e+002,5.2005e+002,1.6001e+002,4.8005e+002,3.6003e+002,5.6006e+002,5.2005e+002,6.8009e+002,2.8002e+002,3.6003e+002,3.6003e+002,5.6006e+002,5.2005e+002,5.6006e+002
2021-01-08 06:00:00 PST,1.0590e+005,1.8805e+003,3.4817e+003,3.2254e+004,6.5517e+004,2.7611e+003,3.6003e+002,1.6001e+002,2.0001e+002,2.4001e+002,2.0001e+002,1.6001e+002,3.6003e+002,2.0001e+002,5.2005e+002,5.2005e+002,4.0003e+002,4.8005e+002,5.2005e+002,3.2002e+002,2.8002e+002,4.4004e+002,3.6003e+002,4.8005e+002,6.0007e+002
2021-01-08 06:15:00 PST,9.9419e+004,2.4809e+003,3.2415e+003,3.4576e+004,5.5797e+004,3.3217e+003,2.8002e+002,1.6001e+002,5.6006e+002,2.0001e+002,4.4004e+002,1.6001e+002,3.2002e+002,3.6003e+002,4.0003e+002,4.4004e+002,2.8002e+002,2.8002e+002,6.4008e+002,4.0003e+002,4.4004e+002,3.6003e+002,5.6006e+002,7.2011e+002,2.8002e+002
2021-01-08 06:30:00 PST,1.7123e+005,2.8012e+003,3.3616e+003,6.5524e+004,9.2406e+004,7.1316e+003,2.0001e+002,4.0003e+002,4.0003e+002,5.2005e+002,1.6001e+002,3.6003e+002,2.8002e+002,4.8005e+002,4.0003e+002,2.8002e+002,4.0003e+002,2.8002e+002,5.2005e+002,5.2005e+002,4.4004e+002,5.2005e+002,5.2006e+002,5.6006e+002,8.8016e+002
2021-01-08 06:45:00 PST,1.9315e+005,2.0807e+003,6.1657e+003,6.5042e+004,1.0971e+005,1.0143e+004,2.0001e+002,6.4008e+002,2.0001e+002,3.2002e+002,1.6001e+002,2.0001e+002,2.0001e+002,1.6001e+002,3.6003e+002,4.8005e+002,7.2011e+002,1.2403e+003,4.4004e+002,1.0002e+003,7.6012e+002,1.1603e+003,4.4004e+002,1.0402e+003,1.2003e+003
2021-01-08 07:00:00 PST,1.8079e+005,1.8005e+003,8.8913e+003,6.6985e+004,9.8148e+004,4.9637e+003,1.6001e+002,3.2002e+002,2.0001e+002,2.8002e+002,1.2000e+002,4.0003e+002,1.6001e+002,1.6001e+002,6.4008e+002,1.3204e+003,1.0802e+003,1.2803e+003,9.6019e+002,1.1603e+003,1.2003e+003,1.2403e+003,1.0002e+003,1.2803e+003,1.1203e+003
2021-01-08 07:15:00 PST,1.8064e+005,2.4809e+003,7.0871e+003,6.4250e+004,1.0306e+005,3.7620e+003,4.8005e+002,2.4001e+002,2.0001e+002,2.4001e+002,3.2002e+002,5.6006e+002,2.8002e+002,1.6001e+002,1.0402e+003,9.2017e+002,7.2011e+002,9.6019e+002,9.6019e+002,8.0013e+002,8.0013e+002,8.8016e+002,1.1603e+003,8.4014e+002,8.8016e+002
2021-01-08 07:30:00 PST,1.7995e+005,2.7211e+003,6.2857e+003,7.8507e+004,8.7142e+004,5.2843e+003,2.8002e+002,2.8002e+002,4.0003e+002,2.0001e+002,6.8009e+002,1.6001e+002,3.6003e+002,3.6003e+002,6.8009e+002,5.6006e+002,8.0013e+002,1.1203e+003,8.4014e+002,8.0013e+002,6.8009e+002,8.0013e+002,6.0007e+002,8.0013e+002,9.6019e+002
2021-01-08 07:45:00 PST,1.9388e+005,2.6410e+003,5.6046e+003,8.4163e+004,9.3898e+004,7.5684e+003,2.8002e+002,2.8002e+002,2.8002e+002,3.6003e+002,6.0007e+002,3.6003e+002,2.0001e+002,2.8002e+002,4.4004e+002,6.4008e+002,1.1203e+003,6.4008e+002,5.6006e+002,6.8009e+002,6.0007e+002,9.2017e+002,6.8010e+002,6.4009e+002,1.1603e+003
